SA4_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
501,32,19,721,239,24,636,158,988,52,2873,105,104,1231,170,69,226,402,794,52,3164,657,738,2878,355,173,317,1051,1401,152,7724,1286,1155,3020,379,269,266,1550,1190,219,9342,1729,1316,2743,409,333,336,1803,1077,190,9925,1499,1092,1990,379,359,310,1777,1035,158,8597,818,433,475,104,134,151,481,352,63,3011,234,44,23,3,22,26,36,57,25,471,31,0,0,3,0,4,0,0,5,53,6390,4902,13081,2045,1393,2279,7260,6898,916,45161,30,32,135,874,157,1176,44,500,53,3005,139,278,259,740,380,422,79,365,46,2709,623,1610,607,1287,1126,644,198,835,75,7006,1031,2384,612,1624,1662,799,203,923,120,9361,1153,2165,559,1815,2016,907,249,1065,117,10054,859,1543,395,1377,1701,786,202,910,79,7856,377,387,82,262,415,197,41,233,39,2039,93,20,3,19,44,8,6,36,18,247,7,0,0,0,0,0,0,0,3,12,4315,8427,2650,7996,7504,4950,1027,4873,543,42292
502,17,14,303,127,24,295,104,490,19,1402,57,98,630,157,45,200,236,397,36,1864,280,305,1550,243,97,170,672,535,99,3951,498,462,1432,217,135,124,891,478,105,4338,692,519,1443,217,174,138,1062,450,109,4807,598,524,1217,197,181,156,968,421,85,4343,229,186,243,57,62,89,247,141,32,1295,47,28,15,3,17,15,25,16,10,183,5,4,0,0,0,0,0,0,6,9,2426,2147,6837,1216,740,1191,4207,2932,505,22193,14,18,71,423,73,691,30,200,25,1540,84,187,169,550,220,381,80,161,28,1854,296,789,329,786,592,372,142,238,48,3599,420,948,310,920,779,381,137,322,28,4241,504,1004,288,1012,929,486,174,388,52,4838,385,711,203,855,858,419,145,386,45,3999,92,158,31,130,234,93,21,88,12,859,6,7,9,3,19,11,0,7,7,69,0,0,0,0,0,0,0,0,4,5,1800,3807,1408,4674,3699,2838,732,1792,257,21005
503,31,108,161,477,87,420,133,608,27,2060,168,1027,586,884,313,544,253,532,72,4379,1366,5581,1652,1016,822,548,571,876,192,12631,2568,5022,1223,485,576,346,451,496,169,11335,2981,3962,831,325,500,338,328,301,137,9712,2163,3038,672,215,412,276,241,286,107,7402,815,1326,219,95,152,154,103,123,55,3049,164,265,26,9,37,45,15,28,19,603,7,18,0,0,4,9,0,3,9,59,10265,20352,5370,3504,2905,2678,2090,3268,797,51236,17,89,52,929,171,880,25,229,27,2416,211,1188,207,1604,793,809,46,263,57,5175,1193,6116,590,1729,1552,601,83,630,119,12602,1697,4883,377,886,1327,345,47,315,123,10001,1684,4140,293,689,1560,420,40,208,121,9158,963,2772,192,529,1328,380,37,168,77,6446,275,876,64,159,499,128,5,53,38,2093,44,100,3,17,84,24,0,17,19,302,3,3,0,0,7,0,0,0,4,19,6092,20166,1771,6547,7320,3580,279,1876,587,48215
504,41,69,685,345,80,821,306,1253,62,3650,213,557,1756,665,318,761,780,1105,140,6292,1420,3065,4786,1133,954,770,2161,1653,349,16306,2626,3319,4313,972,1055,573,2359,1298,319,16834,2501,2429,3555,813,981,572,2050,1178,286,14363,1750,1716,2613,670,865,504,1946,1062,195,11322,499,603,624,149,245,173,556,371,62,3282,87,98,44,8,21,19,44,54,18,397,7,3,7,0,8,0,0,7,3,27,9144,11848,18385,4764,4525,4198,10203,7976,1428,72472,51,62,143,975,195,1620,74,596,56,3777,304,818,429,1659,960,1137,152,469,107,6031,1368,4435,1073,2812,2916,1284,363,778,244,15265,1658,4198,878,2580,3232,1014,286,925,247,15025,1649,3181,721,2438,3309,1062,347,1021,193,13912,991,2022,500,1775,2688,890,225,931,124,10142,211,505,125,381,658,208,50,210,33,2376,27,48,8,23,50,20,6,26,8,213,3,0,0,0,0,4,0,0,4,11,6258,15261,3886,12639,14008,7230,1502,4964,1017,66763
505,79,140,1399,958,193,1873,554,2591,110,7898,468,1505,3434,1643,731,1717,1163,2290,259,13222,3061,6832,9330,2398,1764,1637,3172,3263,680,32130,6317,8368,8759,1919,1983,1299,3314,2752,652,35360,6818,6862,7281,1692,1931,1293,3185,2406,571,32036,4511,4550,5413,1212,1573,1011,2749,2132,338,23490,1185,1498,1265,312,504,413,811,752,120,6856,137,207,107,26,82,68,64,108,46,846,8,14,8,0,11,4,0,4,11,57,22591,29973,36986,10168,8769,9312,15018,16287,2782,151897,97,171,269,2341,503,3878,98,1079,105,8550,552,2041,752,3880,2102,2684,224,815,173,13226,2937,10526,1967,5475,5546,2283,512,1489,526,31264,3963,11048,1692,4949,6773,1920,391,1576,467,32784,3567,8599,1470,4919,7415,2217,425,1947,390,30954,2081,5197,974,3468,5936,1874,327,1623,227,21710,393,1124,201,718,1653,480,76,457,71,5171,33,79,19,35,112,32,10,40,36,393,4,6,0,0,3,3,0,0,6,22,13629,38785,7351,25781,30052,15372,2063,9025,1997,144065
506,91,155,1153,638,160,1461,574,2137,113,6481,455,1443,3426,1555,693,1519,1614,2419,301,13416,2588,6936,8408,2112,1968,1573,4488,3565,741,32372,4915,7927,8031,1739,2221,1162,4479,2541,657,33673,4487,5227,6310,1372,1698,900,3936,2155,516,26600,3266,3358,4182,976,1405,696,3588,1786,371,19625,955,1234,1124,260,433,334,912,648,105,6003,155,174,92,27,43,43,52,94,42,721,10,9,0,0,4,3,4,3,16,55,16922,26474,32722,8676,8617,7691,19648,15345,2855,138946,102,173,224,1732,439,3000,139,921,113,6858,478,1914,844,3554,1897,2343,331,925,200,12471,2299,8989,1998,5258,5044,2092,669,1859,470,28692,2864,8977,1696,4765,5626,1679,629,1912,416,28552,2554,6015,1181,4017,5548,1607,614,2038,317,23885,1568,3722,791,2718,4634,1445,428,1519,204,17029,402,972,172,635,1205,380,103,391,73,4338,38,69,11,38,115,20,5,45,24,356,5,4,0,0,3,0,0,3,13,23,10309,30826,6914,22717,24517,12569,2910,9611,1831,122205
507,81,104,1105,680,101,1462,502,2049,108,6192,362,997,2874,1244,473,1149,1017,1701,153,9970,2196,5073,7015,1745,1265,996,2629,2398,475,23792,4504,6100,6755,1351,1405,801,2749,1850,484,26001,4616,4871,5723,1172,1319,778,2934,1732,479,23627,3278,3451,4003,839,1138,655,2577,1542,288,17782,913,1249,849,218,349,288,642,467,104,5075,130,191,54,17,42,40,46,80,27,612,5,11,0,0,0,0,0,6,12,45,16082,22048,28393,7274,6089,6168,13095,11816,2132,113099,76,169,275,1778,370,2895,82,924,88,6663,472,1568,687,3001,1446,1863,215,674,128,10055,2101,7814,1615,3834,3994,1633,439,1008,317,22756,2778,8240,1271,3809,4749,1455,391,1252,320,24260,2684,6348,1091,3780,5061,1695,415,1499,262,22850,1599,4047,685,2580,4159,1305,328,1232,211,16142,303,1014,149,489,1024,348,62,325,50,3766,22,59,9,21,79,32,3,35,18,286,0,0,0,0,3,0,0,3,11,17,10044,29273,5783,19293,20884,11232,1937,6946,1406,106804
509,59,18,492,111,24,300,109,616,46,1778,185,94,769,99,31,148,267,589,40,2216,917,419,1581,227,107,199,677,1001,71,5198,1496,563,1384,260,140,190,781,810,97,5720,1901,648,1428,351,171,200,1163,817,120,6808,2080,679,1256,329,230,255,1380,885,140,7230,1247,261,373,75,96,119,464,365,63,3063,402,32,31,13,18,22,34,71,34,662,66,3,0,0,0,0,8,11,14,98,8354,2712,7326,1467,816,1439,4871,5162,627,32776,19,22,68,413,98,582,24,328,43,1599,87,224,141,444,273,263,67,252,36,1793,418,1093,298,782,824,359,123,529,60,4483,808,1246,314,938,1126,398,151,532,70,5588,1144,1245,358,1133,1287,541,185,687,83,6658,1154,1074,313,1016,1321,494,170,714,80,6334,592,312,73,243,397,135,57,204,42,2046,142,26,13,13,39,16,3,48,24,322,13,3,0,0,0,0,0,0,0,16,4378,5245,1577,4988,5363,2785,786,3296,434,28844
510,10,21,225,73,18,208,61,296,32,937,50,119,548,105,43,76,192,325,37,1489,419,760,2207,374,167,123,874,696,152,5773,726,718,2235,320,250,85,1050,474,173,6014,652,475,1417,256,192,66,1076,395,146,4668,480,351,807,190,146,71,872,299,76,3296,124,101,157,61,35,23,190,81,19,792,22,3,9,0,3,4,11,5,3,62,0,0,0,0,0,0,0,0,0,6,2472,2546,7590,1382,857,652,4324,2568,641,23035,15,26,65,220,105,284,28,133,31,907,50,241,117,286,244,131,100,151,36,1355,440,1433,402,843,909,318,307,434,86,5172,584,1103,318,808,979,240,257,378,104,4772,469,701,204,552,704,255,225,313,53,3479,333,473,96,324,446,189,117,217,43,2234,71,111,12,58,105,43,17,51,9,478,5,5,0,3,3,3,0,9,6,34,0,0,0,0,0,0,0,0,0,0,1966,4091,1213,3092,3503,1458,1053,1689,367,18436
511,28,15,504,76,27,339,131,463,43,1626,94,130,903,116,54,168,411,452,39,2364,510,671,2084,325,146,213,1141,762,119,5971,1001,684,1759,280,155,163,1121,576,100,5837,1137,658,1548,300,191,180,1379,571,146,6114,1017,564,1264,239,213,155,1432,596,119,5580,451,179,295,67,76,49,406,184,45,1753,128,30,22,8,12,9,26,26,24,289,11,4,0,0,0,0,0,3,8,30,4380,2933,8370,1418,864,1277,6045,3648,649,29577,17,27,106,415,109,603,40,251,28,1597,76,322,176,487,374,276,128,192,38,2067,368,1275,343,902,982,408,233,403,58,4984,626,1206,271,877,1079,422,213,456,59,5201,763,1107,282,899,1219,461,261,546,93,5636,622,768,186,726,977,416,182,562,69,4512,236,176,44,157,278,93,38,165,34,1213,54,14,5,7,19,8,5,19,17,148,3,0,0,0,0,0,0,0,6,9,2757,4897,1418,4473,5037,2687,1092,2599,392,25355
