SA4_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
501,3391,2886,7306,9685,10368,8155,2077,255,12,44134,1702,644,2283,2166,2002,4533,8869,5241,2060,29502,279,248,619,641,666,680,647,503,312,4598,5373,3777,10211,12489,13035,13371,11586,5999,2381,78232,1516,3550,9096,11102,12562,9140,1905,222,13,49101,3932,1897,4394,6327,6137,5861,2670,402,33,31646,293,283,947,944,1001,1259,389,57,3,5178,139,145,299,325,280,194,87,40,21,1530,5879,5881,14729,18700,19981,16454,5044,717,69,87452,235,270,454,359,374,358,52,0,0,2106,497,184,242,262,237,265,70,13,0,1759,726,453,696,621,613,623,120,13,0,3867,6606,6328,15420,19320,20596,17067,5167,734,69,91320,3786,1103,3100,3156,3221,7300,16577,9997,3410,51642,569,519,1440,1556,1729,1508,1344,926,508,10095,10963,7948,19963,24032,25548,25879,23091,11650,3986,153058
502,1807,2029,3862,4498,5108,4244,891,78,5,22518,1018,495,1532,1431,1381,3010,6520,4292,1452,21130,152,171,324,331,342,312,319,376,333,2648,2971,2686,5715,6255,6833,7565,7731,4746,1794,46298,601,1878,4481,5276,6233,4754,842,50,0,24125,2155,1575,2334,2707,2761,2837,1113,164,12,15656,118,173,520,442,498,635,150,13,5,2561,65,87,214,158,147,110,47,14,9,852,2941,3715,7544,8585,9639,8344,2152,250,22,43190,170,278,393,329,344,281,47,4,0,1848,415,136,205,167,159,207,61,7,0,1359,583,420,594,494,506,489,109,9,0,3206,3533,4133,8143,9078,10146,8830,2261,259,21,46404,2163,812,1995,1971,2120,4749,11937,8312,2563,36622,295,362,750,856,881,745,701,676,513,5785,5986,5306,10886,11904,13147,14327,14903,9248,3095,88811
503,2780,5483,13043,10374,9513,6701,2129,313,19,50351,2202,1067,1718,2044,1861,3247,5859,4287,2422,24704,160,377,908,564,405,375,410,328,323,3854,5143,6927,15671,12980,11778,10317,8401,4927,2769,78909,338,3452,17417,14515,13097,8683,2017,220,14,59750,3855,5606,6475,5815,5177,4562,2867,617,51,35017,226,335,989,771,442,516,224,44,5,3557,59,157,352,234,151,92,44,29,9,1119,4474,9554,25235,21330,18866,13853,5143,909,82,99451,51,245,547,437,466,381,63,13,0,2195,702,424,394,265,206,216,88,10,0,2304,753,671,946,697,677,598,148,23,0,4505,5224,10222,26175,22030,19548,14451,5289,935,82,103951,4642,2300,2888,2770,2772,5080,10260,7787,3827,42329,306,745,2157,1404,1037,920,862,650,503,8581,10172,13265,31226,26204,23348,20445,16415,9364,4406,154860
504,4454,6482,15996,15703,14519,10582,2443,214,11,70404,2825,1157,3918,3731,3141,5138,9257,5792,2386,37352,283,351,979,809,712,557,475,464,365,4998,7566,7993,20893,20243,18368,16277,12181,6469,2763,112749,1419,6126,20828,21119,19483,13540,2562,158,8,85241,5641,5482,8392,9043,7472,6635,2737,396,23,45824,227,387,1671,1238,964,1054,292,33,0,5878,140,331,681,458,358,237,62,21,5,2288,7425,12323,31575,31857,28276,21468,5661,606,40,139231,317,628,951,736,747,612,92,3,0,4078,1121,444,527,475,392,367,122,7,0,3462,1437,1070,1477,1206,1139,981,216,14,0,7539,8864,13393,33048,33068,29417,22443,5870,617,39,146773,6356,2396,5935,5651,5075,8291,16711,10778,3871,65060,600,777,2265,2030,1792,1407,944,842,574,11227,15820,16571,41245,40744,36289,32139,23530,12238,4488,223065
505,10173,14081,32551,34202,32118,22577,5317,397,24,151443,5989,2182,6563,7274,6052,10391,20861,13763,6018,79091,497,666,1866,1557,1217,1010,998,935,718,9464,16665,16927,40983,43031,39387,33981,27168,15091,6762,239995,2645,12237,41480,44278,42751,27416,4804,254,15,175865,13094,12893,17167,20193,17638,15142,6395,853,57,103429,486,775,3486,2724,1892,2160,676,73,6,12275,230,540,1263,957,712,478,147,48,9,4391,16451,26441,63394,68144,62989,45200,12026,1232,83,295961,602,1125,1692,1417,1453,1162,169,11,0,7628,2862,994,1051,1029,776,779,252,22,9,7772,3469,2118,2747,2445,2231,1940,421,34,8,15402,19917,28560,66137,70586,65222,47130,12446,1267,91,311368,13471,4422,9032,9665,9052,16178,37061,24790,9715,133386,1049,1527,4235,3870,3229,2472,1882,1603,1118,20990,34435,34506,79404,84122,77506,65784,51388,27668,10928,465735
506,8251,13465,30317,30089,25020,17854,4461,367,23,129852,6025,3106,8139,8238,6147,9710,17723,11068,4665,74825,565,837,2125,1750,1283,1081,969,1001,924,10533,14847,17408,40585,40074,32455,28644,23153,12428,5616,215211,2452,11744,39558,41605,34831,23119,4446,245,23,158009,10220,12717,17335,17475,13353,11398,5237,734,44,88519,457,772,2786,2259,1584,1689,528,54,6,10131,204,653,1381,891,717,448,132,48,13,4487,13331,25891,61065,62227,50487,36658,10344,1078,77,261148,624,1137,2040,1690,1508,1130,185,5,0,8316,2187,1205,1287,1085,764,669,233,17,0,7445,2818,2340,3323,2772,2276,1802,411,24,0,15763,16147,28229,64389,64998,52766,38452,10754,1096,81,276911,13107,5884,11649,11232,9492,15226,31796,20423,7640,126458,1191,1886,4788,4155,3272,2595,1907,1697,1436,22928,30444,35999,80825,80385,65525,56276,44457,23222,9154,426298
507,7964,10789,23858,25377,23806,16814,3878,292,17,112808,4570,2001,5479,5889,5067,8664,15990,10223,4614,62489,455,612,1465,1223,1058,884,795,814,704,8008,12995,13401,30801,32489,29928,26356,20661,11331,5338,183300,2379,9603,30603,32835,31717,20886,3627,207,8,131854,9906,9367,12308,14654,12588,10892,4600,621,32,74961,366,680,2750,2107,1656,1805,511,47,5,9931,207,378,886,667,518,342,108,28,18,3157,12860,20026,46545,50261,46477,33923,8841,905,60,219901,558,931,1417,1156,1172,900,128,9,0,6271,2141,849,909,792,680,624,226,15,0,6234,2699,1778,2327,1951,1849,1521,356,29,3,12506,15560,21800,48872,52211,48332,35444,9203,925,63,232407,9939,3779,7909,8072,7672,13609,28463,19004,7584,106035,956,1398,3530,3279,2740,2158,1600,1431,1104,18202,26454,26979,60317,63557,58745,51211,39261,21356,8752,356647
509,1783,1896,4665,5773,6872,6544,2090,322,18,29961,1397,488,1541,1290,1455,3198,6208,3963,1589,21124,275,230,576,633,775,778,712,545,284,4811,3451,2607,6776,7693,9105,10511,9010,4831,1888,55894,1121,2589,6200,6906,8726,7924,2328,345,34,36165,2018,1136,2645,3731,3868,4552,2278,511,53,20794,125,157,612,483,663,893,385,73,6,3392,115,126,226,190,214,193,126,68,18,1272,3375,4009,9679,11307,13468,13565,5115,988,115,61621,136,207,290,252,308,291,56,8,0,1538,249,83,156,146,158,189,89,6,0,1079,383,284,451,397,466,484,138,6,5,2616,3757,4300,10136,11702,13929,14049,5257,1002,121,64234,2967,878,2394,2167,2476,5355,11982,7680,2719,38614,599,534,1293,1409,1732,1811,1523,1045,475,10424,7320,5712,13823,15284,18137,21212,18757,9724,3308,113275
510,1031,1458,5380,4956,3597,2305,487,34,0,19251,973,647,1633,1273,948,947,791,327,81,7614,302,434,1352,1063,831,588,245,81,28,4917,2308,2534,8365,7284,5377,3837,1524,448,113,31785,612,2056,7919,7791,6247,4112,808,42,0,29601,1093,554,1928,2114,1310,894,346,41,0,8287,75,135,792,648,441,400,99,3,0,2592,62,99,305,224,145,117,21,9,0,986,1845,2846,10948,10782,8150,5529,1271,98,4,41467,134,189,288,220,162,117,10,0,0,1118,147,80,141,125,94,62,12,4,0,669,278,268,429,342,252,175,24,3,3,1786,2125,3112,11374,11128,8399,5706,1301,100,8,43255,2003,1179,2570,2086,1684,1688,1565,679,150,13602,703,975,3136,2751,2237,1638,580,173,45,12233,4829,5265,17080,15963,12321,9031,3443,949,204,69087
511,1752,2190,5157,5382,5816,4673,1234,152,7,26362,1016,568,1626,1316,1179,2083,3587,2258,835,14463,348,404,896,911,765,722,552,318,172,5086,3120,3161,7681,7608,7762,7475,5369,2732,1015,45919,1121,3018,7458,7488,8208,6479,1516,167,10,35468,1910,1084,2551,2857,2743,2793,1191,209,14,15359,114,191,684,479,575,639,202,29,0,2917,82,133,257,216,221,178,56,42,8,1193,3230,4429,10952,11036,11751,10096,2967,443,32,54931,152,206,260,260,296,231,37,0,0,1447,231,86,152,149,123,169,48,3,0,974,390,294,412,411,418,396,85,5,0,2420,3613,4727,11363,11444,12170,10488,3055,449,37,57351,2201,978,2339,1990,2067,3652,7076,4381,1426,26111,737,964,2251,2143,2027,1787,1239,718,286,12154,6553,6674,15956,15584,16262,15931,11367,5542,1749,95614
