SA4_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
501,3,0,0,0,0,0,3,56,0,0,0,0,8,10,11,12,4,0,0,0,0,0,0,49,4,17,53,91,137,56,142,165,3,8,5,12,8,0,16,717,62,361,157,21,5,10,40,79,12,10,15,19,7,0,62,863,0,0,4,0,0,26,48,43,0,5,8,9,4,3,0,162,0,0,0,0,8,7,69,62,13,3,16,23,8,0,8,214,0,0,4,10,8,8,11,4,0,0,0,0,3,0,0,48,4,20,33,39,46,30,53,48,13,24,23,15,0,0,8,359,0,0,0,0,0,0,21,17,15,12,9,0,0,0,0,80,30,281,81,47,74,38,70,45,10,3,8,4,3,0,16,709,13,24,223,665,1043,716,1193,617,36,78,41,55,45,22,229,4998,6,15,3,0,5,0,0,0,0,0,0,0,0,0,0,34,0,0,3,8,0,0,20,55,6,6,6,10,5,14,5,147
502,0,0,0,5,0,9,0,69,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,8,10,36,48,81,24,123,150,7,3,0,0,0,0,10,492,26,105,57,16,11,3,17,12,3,0,0,0,6,0,7,253,0,0,0,0,5,13,22,12,0,0,0,3,0,4,3,68,0,0,0,0,9,7,22,31,0,0,0,4,0,0,0,75,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,10,29,34,27,20,53,42,4,8,12,6,0,0,3,259,0,0,0,0,0,0,18,12,4,6,4,8,4,0,0,53,27,260,51,29,35,15,39,22,0,4,0,4,0,6,13,509,7,14,167,463,649,509,932,690,38,35,46,81,24,30,123,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,8,17,0,0,0,7,3,0,0,50
503,21,29,55,78,12,8,8,782,0,0,0,0,0,22,28,20,0,0,0,0,5,0,0,81,17,69,95,103,307,131,315,393,29,30,59,145,130,52,31,1913,96,523,306,99,46,32,111,258,57,29,37,68,40,6,70,1794,0,8,3,15,55,105,212,160,47,76,107,146,82,66,43,1117,0,0,0,16,47,43,240,198,50,55,57,72,21,9,9,811,0,0,6,9,15,8,10,4,0,4,4,3,0,0,0,72,21,34,168,434,655,318,568,379,81,94,116,104,103,25,57,3170,0,0,0,0,8,7,58,68,61,92,115,130,49,0,8,584,15,135,24,51,46,57,132,70,10,12,18,37,10,6,16,630,6,34,205,424,631,455,594,354,38,40,61,68,57,47,79,3098,9,21,40,47,24,15,12,3,0,0,5,0,0,0,0,177,0,0,4,3,17,21,51,76,30,33,34,45,25,0,9,351
504,32,13,24,14,18,13,11,661,0,0,6,0,5,252,244,161,23,28,23,17,0,7,26,794,4,12,115,123,309,113,415,477,38,9,16,29,17,0,29,1726,94,890,717,180,71,65,91,156,33,17,8,19,3,5,81,2413,0,0,0,6,30,87,168,59,4,4,14,12,9,6,7,407,0,0,0,9,39,34,151,92,28,12,15,23,3,0,3,406,0,0,10,9,35,23,29,9,0,0,0,3,0,0,5,127,3,19,129,221,703,261,510,277,72,53,71,56,24,4,65,2467,0,0,0,0,0,3,171,122,15,37,61,60,19,4,8,511,38,332,102,76,87,42,88,31,3,0,0,0,3,0,22,842,7,26,241,757,1501,1229,2128,1678,113,147,121,133,65,53,271,8467,3,11,71,81,69,78,65,26,8,0,0,0,3,0,14,445,0,0,10,15,32,27,149,197,36,52,50,69,33,3,17,693
505,81,64,48,73,14,3,18,2035,5,0,6,5,10,360,472,265,74,52,44,45,18,4,27,1383,11,60,234,329,1138,410,1754,2280,92,121,142,178,57,34,69,6907,244,1728,1413,429,175,139,328,610,72,45,55,62,38,5,212,5552,0,10,3,21,94,255,389,161,33,34,39,49,23,5,24,1135,0,0,0,21,85,61,341,193,17,23,17,33,13,8,11,816,0,3,22,46,78,22,47,28,7,3,3,0,8,4,9,285,12,61,241,449,1198,527,1108,568,168,190,222,180,95,6,117,5150,0,0,0,0,0,8,153,137,47,39,63,60,30,4,14,563,65,641,164,100,174,116,205,115,20,28,17,14,23,0,36,1722,16,32,377,1449,2977,2444,3814,2876,200,200,196,263,140,98,371,15458,23,105,410,500,526,408,260,111,30,20,19,29,8,6,70,2525,4,6,14,22,40,109,304,429,106,108,96,152,81,14,20,1509
506,52,37,68,90,24,10,26,1551,0,9,5,4,8,283,347,254,23,26,48,18,4,0,26,1049,7,43,256,258,500,179,553,681,44,31,34,51,27,19,47,2715,150,997,792,179,72,64,125,226,25,31,20,24,11,9,85,2804,0,12,12,22,57,167,339,136,29,31,48,46,21,7,23,942,0,0,3,47,105,225,1127,672,109,94,91,113,29,5,61,2684,0,8,26,93,110,72,73,47,19,6,4,12,3,5,17,493,14,35,275,800,2812,1366,4107,2408,524,487,491,482,255,30,256,14347,0,0,0,0,5,27,491,439,168,191,326,333,114,8,30,2129,78,870,186,143,238,100,160,84,15,9,19,19,6,0,55,1976,14,41,388,1235,2536,2051,3545,2809,237,181,258,249,106,126,427,14212,0,5,10,16,12,8,13,6,6,0,4,0,0,3,3,84,0,3,21,39,62,141,792,1315,252,287,311,422,254,28,52,4002
507,33,40,22,31,10,4,9,1124,0,0,4,0,8,34,70,81,6,6,0,4,0,0,0,215,4,28,202,198,448,209,580,748,30,20,44,39,34,14,50,2656,165,1255,1043,187,116,96,197,351,53,28,32,38,21,4,133,3715,4,5,3,12,70,150,269,96,17,12,20,27,10,0,16,709,0,0,3,34,81,95,536,298,26,47,26,38,16,3,38,1244,0,7,23,46,21,22,28,11,0,0,5,0,0,0,10,172,8,44,197,487,1505,715,1400,768,182,148,129,116,93,5,86,5880,0,0,0,0,0,10,137,90,22,28,31,37,14,0,0,377,55,530,143,91,138,68,188,84,8,10,14,22,7,3,35,1403,9,42,355,1065,2239,1947,3991,3177,236,196,234,270,122,116,424,14429,4,4,8,26,21,10,13,0,0,0,0,0,0,0,3,97,5,3,8,11,12,32,158,194,22,38,53,43,13,9,6,614
509,0,0,0,0,0,0,32,57,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,26,3,16,55,35,39,13,63,84,6,3,7,9,4,0,7,343,18,134,94,28,5,5,7,30,0,4,0,9,5,0,27,367,0,0,6,0,11,9,14,7,0,0,3,5,0,0,4,70,0,0,0,0,0,6,11,12,0,0,0,8,0,0,0,39,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,18,4,9,31,29,35,11,33,26,3,7,19,7,0,0,33,233,0,0,0,0,0,0,9,12,0,3,8,0,0,0,3,37,22,305,68,47,66,32,50,16,8,0,0,0,4,0,25,644,8,7,182,501,733,544,578,312,39,35,23,46,9,20,233,3270,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,12,0,0,3,0,0,3,7,15,8,0,7,0,5,0,8,58
510,0,0,5,0,0,0,0,32,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,11,0,3,12,12,30,20,103,130,4,0,9,19,8,0,7,360,5,4,14,3,0,6,15,31,7,4,7,19,8,0,6,125,0,0,0,0,0,3,26,7,0,0,3,0,0,0,0,51,0,0,0,4,4,0,18,6,0,0,3,6,0,0,3,56,0,0,0,0,0,5,0,3,0,0,4,7,0,0,0,17,0,8,9,15,25,14,55,22,3,5,6,4,5,0,4,184,0,0,0,0,0,0,15,9,15,9,11,11,5,0,0,66,0,24,9,13,7,3,26,5,4,0,8,3,6,0,6,120,0,3,50,224,447,414,957,693,57,76,68,91,41,43,138,3295,0,0,5,9,11,10,6,0,0,0,0,0,0,0,0,41,0,0,0,0,0,5,18,36,0,6,9,3,0,5,0,82
511,5,6,8,5,6,0,0,64,0,0,0,0,0,3,5,11,6,0,0,0,0,0,0,16,4,12,15,28,32,16,62,87,4,4,5,10,0,0,3,290,19,66,62,12,0,7,14,28,0,0,6,10,3,0,9,244,0,0,0,0,0,14,7,9,0,0,3,3,3,3,0,47,0,0,0,0,7,0,16,14,7,3,0,6,3,0,0,66,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,10,0,5,15,29,27,11,44,17,6,21,24,15,6,0,6,223,0,0,0,0,0,0,12,15,7,3,8,4,8,0,0,56,12,105,29,12,10,11,20,17,0,0,0,9,0,0,9,254,10,20,114,400,626,635,1153,748,80,75,98,105,31,43,150,4279,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,6,32,43,8,7,4,8,5,4,0,109
