SA4_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
501,263,261,591,688,715,1137,2322,1249,263,7491,257,261,695,804,797,1158,2095,1447,697,8213,327,447,1006,1243,1213,1200,1478,794,304,7996,220,532,1059,1356,1389,1168,916,456,141,7224,110,576,1217,1421,1442,1180,606,237,97,6880,46,408,1105,1343,1513,1191,469,150,37,6260,11,227,753,860,979,832,227,57,24,3976,7,123,532,743,877,592,179,67,27,3144,3,45,351,475,616,419,93,30,9,2035,0,40,374,692,808,590,129,33,13,2678,0,3,48,105,128,84,34,13,8,429,6,5,50,135,197,137,72,28,11,651,381,276,673,738,758,796,773,621,448,5457,5373,3777,10211,12489,13035,13371,11586,5999,2381,78232,3650,461,1133,1088,1117,2125,1529,446,139,11679,2638,175,364,460,344,633,715,278,112,5723,1122,449,725,823,739,1272,1509,706,255,7605,474,455,907,992,1101,1790,4217,2617,608,13155,546,463,949,1052,1139,1740,3537,2408,1021,12858,719,762,1342,1575,1589,1826,2721,1512,457,12501
502,167,247,381,355,478,681,1678,1131,219,5329,136,252,384,419,410,670,1450,1211,481,5406,130,342,627,614,640,677,1023,626,228,4907,63,304,558,657,586,578,603,337,102,3784,45,317,573,627,689,550,365,172,50,3387,16,203,554,609,724,679,215,91,29,3122,16,135,389,390,481,436,126,40,12,2016,7,74,273,355,401,337,90,41,25,1604,0,39,169,248,333,216,49,16,0,1066,4,43,230,374,502,346,69,17,8,1584,0,3,37,49,68,51,18,9,5,237,3,4,30,63,102,70,39,28,16,354,186,190,356,370,405,375,455,481,414,3224,2971,2686,5715,6255,6833,7565,7731,4746,1794,46298,2299,372,821,783,776,1532,1084,355,175,8207,1217,167,214,204,176,375,406,151,58,2973,770,454,476,473,394,722,1067,530,130,5019,305,415,608,532,727,1070,2989,2303,503,9452,284,425,539,578,625,1006,2414,2017,731,8604,303,568,827,793,788,992,1868,1189,373,7710
503,296,722,474,384,390,464,657,500,218,4103,191,641,540,390,396,534,911,808,628,5046,142,770,964,614,526,594,824,636,373,5439,97,610,1075,643,546,590,658,376,170,4769,45,586,1321,836,724,647,691,335,158,5358,24,579,1686,1039,911,862,628,301,117,6153,15,409,1646,920,831,741,427,162,72,5220,18,229,1696,1051,914,756,365,153,52,5243,4,94,1263,885,772,633,268,97,30,4048,3,101,1805,1919,1768,1201,470,176,68,7515,4,14,368,555,553,374,136,66,30,2105,9,18,363,1351,1572,909,345,152,55,4774,207,432,985,626,477,444,510,439,455,4576,5143,6927,15671,12980,11778,10317,8401,4927,2769,78909,4261,1156,1441,1477,1180,1249,1118,512,204,12595,2601,810,301,319,313,432,482,229,121,5603,1299,1471,636,454,424,612,766,488,212,6378,520,1332,911,623,638,771,1145,913,407,7257,364,1102,963,582,594,856,1546,1286,850,8148,300,1381,1648,905,789,903,1431,1079,537,8975
504,467,701,1004,982,898,1241,2246,1381,349,9265,302,668,1025,1008,954,1096,2173,1746,895,9866,296,914,1612,1528,1405,1302,1393,765,336,9552,163,914,1794,1802,1435,1213,900,412,147,8784,107,989,2298,1989,1900,1427,670,224,80,9681,57,863,2653,2181,1998,1702,509,120,32,10115,26,494,2049,1736,1604,1209,274,57,23,7478,9,219,1650,1397,1403,1014,268,57,19,6047,4,77,1001,1099,1044,645,138,26,6,4034,5,72,1160,1693,1646,956,193,30,10,5773,0,10,148,265,265,141,46,8,0,886,4,6,108,302,334,171,49,24,5,1018,398,465,1198,1006,880,689,620,612,535,6412,7566,7993,20893,20243,18368,16277,12181,6469,2763,112749,6504,1234,2438,2316,2031,2846,2132,735,190,20419,3210,596,623,673,487,756,821,291,89,7539,1993,1373,1285,1147,1031,1407,1549,819,244,10855,795,1305,1588,1454,1390,1991,3991,2836,756,16111,656,1193,1555,1353,1401,1716,3646,2726,1276,15525,699,1645,2292,2032,1902,1962,2566,1450,499,15048
505,1041,1609,1712,1943,1882,2391,4429,2895,830,18730,679,1558,2001,2089,1917,2281,4660,3846,1961,20985,559,1959,3076,3126,2798,2695,3391,2063,858,20517,341,1807,3464,3529,3190,2687,2202,1135,449,18795,228,2007,4333,3969,3834,2972,1604,601,265,19825,86,1660,5007,4475,4395,3365,1319,326,135,20774,34,977,4283,3747,3494,2565,786,180,53,16120,17,495,3724,3331,3175,2169,581,134,56,13680,4,169,2435,2456,2339,1501,338,71,22,9340,3,143,2755,4206,3934,2293,426,69,32,13863,0,16,336,738,721,391,106,37,4,2356,5,26,284,990,1049,459,162,80,22,3072,687,819,2132,1785,1535,1305,1275,1254,1213,12007,16665,16927,40983,43031,39387,33981,27168,15091,6762,239995,14215,2512,4378,4715,3888,5537,4377,1528,566,41714,7674,1510,1004,1223,995,1611,1788,713,218,16735,4476,3299,2258,2247,2058,2664,3514,1908,592,23024,1851,2954,2824,2769,2803,3709,7759,5586,1743,31995,1421,2736,2951,2832,2742,3444,7416,5869,2738,32151,1386,3607,4355,4023,3801,3904,5895,3609,1269,31839
506,870,1651,1936,1838,1650,2144,3978,2488,666,17227,581,1450,2060,1911,1643,1834,4013,3123,1595,18204,552,1998,3218,2906,2292,2213,2685,1693,693,18246,320,1903,3505,3226,2590,2118,1677,778,310,16446,217,1952,4284,3749,3224,2414,1259,495,212,17814,106,1600,4762,4284,3540,2726,1043,217,79,18356,41,923,3823,3222,2750,2071,613,132,37,13611,13,444,3093,2962,2376,1692,454,115,48,11206,9,145,1809,2000,1691,1129,299,55,17,7138,4,156,2106,3177,2764,1600,369,65,18,10260,0,27,310,571,463,298,87,19,9,1789,9,22,237,688,676,400,142,66,26,2265,778,1042,2451,2025,1561,1328,1247,1306,1320,13059,14847,17408,40585,40074,32455,28644,23153,12428,5616,215211,13078,3208,5701,5632,4117,5620,4456,1492,441,43754,6014,1541,1229,1354,1033,1391,1622,553,151,14883,3717,3341,2639,2308,2009,2482,2884,1393,421,21182,1539,3008,3258,2805,2621,3491,7063,5020,1395,30195,1217,2704,3170,2651,2459,2919,6604,4889,2250,28863,1262,3675,4916,3934,3213,3283,4779,3040,1071,29170
507,792,1311,1389,1480,1330,1851,3379,2230,582,14339,567,1165,1454,1577,1552,1902,3455,2840,1534,16046,498,1511,2402,2489,2179,2078,2496,1391,688,15735,315,1439,2660,2697,2428,2009,1634,788,291,14248,188,1478,3089,3074,2769,2163,1191,480,177,14617,97,1273,3689,3352,3298,2516,976,294,92,15591,42,841,3099,2746,2557,1821,609,134,35,11883,13,390,2726,2411,2333,1642,449,112,77,10156,3,129,1688,1752,1707,1090,289,59,24,6735,3,149,1913,2966,2907,1807,386,70,33,10234,0,24,275,555,497,349,78,38,13,1837,9,19,235,751,837,471,170,84,26,2599,610,755,1683,1392,1274,1085,1051,1093,1124,10083,12995,13401,30801,32489,29928,26356,20661,11331,5338,183300,10614,2033,3418,3714,3176,4525,3360,1156,426,32416,5810,1151,930,1028,929,1262,1388,547,181,13224,3220,2416,1820,1702,1557,2005,2582,1379,423,17102,1430,2304,2300,2100,2079,2916,5897,4380,1255,24662,1081,2022,2151,2070,2168,2805,5510,4471,2192,24470,1210,2702,3292,3043,2855,2938,4312,2597,1040,23988
509,146,167,378,436,504,892,1711,994,229,5457,157,162,414,504,589,856,1497,1137,448,5758,177,285,666,767,797,878,1020,585,255,5426,137,341,681,768,816,804,662,309,96,4618,81,398,695,785,984,925,461,206,75,4605,42,290,764,787,972,977,374,127,39,4371,8,158,477,567,603,627,214,66,22,2733,5,88,417,423,577,538,161,64,26,2310,0,25,224,319,384,334,122,35,4,1455,0,25,230,427,620,542,166,32,16,2064,0,6,35,84,89,91,32,16,8,365,0,6,24,101,162,147,90,35,12,579,352,259,624,689,867,899,869,658,438,5644,3451,2607,6776,7693,9105,10511,9010,4831,1888,55894,2685,269,743,627,820,1521,1218,378,158,8419,1303,155,258,277,281,497,541,202,57,3575,659,340,566,565,626,985,1188,546,174,5642,293,311,589,644,816,1504,3266,2138,528,10088,351,307,628,735,908,1452,2836,1993,691,9903,462,502,977,1020,1150,1436,1948,1098,402,9005
510,100,173,391,364,273,250,198,86,22,1862,65,115,277,262,194,184,169,89,27,1377,90,130,402,395,233,161,113,42,10,1571,76,154,421,387,285,164,81,21,0,1592,71,232,561,491,333,241,80,16,4,2027,59,281,756,617,472,342,73,15,0,2610,28,251,721,558,464,304,55,6,0,2379,22,132,723,582,420,267,53,3,0,2206,6,72,565,425,334,226,51,0,0,1683,10,85,705,759,630,359,67,3,0,2623,0,11,145,127,100,68,12,0,0,466,6,5,115,199,129,64,15,3,0,542,403,473,1435,1123,887,632,274,89,35,5356,2308,2534,8365,7284,5377,3837,1524,448,113,31785,1517,286,738,541,358,437,223,64,4,4175,706,75,170,159,115,112,61,20,0,1417,603,500,859,777,564,406,231,75,13,4023,174,321,610,568,496,430,381,173,40,3196,127,172,388,340,309,308,341,183,44,2212,188,216,504,489,327,255,219,72,14,2288
511,155,163,360,368,399,559,962,534,138,3646,142,182,420,406,413,501,883,648,292,3886,172,310,618,607,530,572,537,332,113,3788,138,389,694,634,618,539,358,181,49,3604,110,373,699,706,744,653,268,86,35,3675,53,335,789,711,876,723,239,55,11,3794,26,236,576,599,607,446,143,35,3,2670,15,146,568,491,581,422,96,37,15,2366,3,60,357,393,425,290,81,16,6,1634,5,64,388,526,626,409,111,26,9,2167,0,3,49,82,109,64,19,12,0,330,3,10,51,102,130,102,46,23,3,471,418,435,964,979,858,819,644,412,240,5780,3120,3161,7681,7608,7762,7475,5369,2732,1015,45919,1969,350,795,665,632,1129,821,261,78,6702,1196,102,203,188,162,274,306,94,36,2556,650,359,554,531,506,683,672,314,79,4343,275,286,600,564,668,1012,1874,1153,301,6735,268,295,567,572,649,885,1660,1168,421,6484,400,522,789,765,748,875,1041,599,179,5924
