SA4_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
501,93269,95483,188747,5256,4976,10232,13184,12274,25456,5592,5373,10963,4170,3777,7948,9749,10211,19963,11545,12489,24032,12512,13035,25548,12506,13371,25879,11501,11586,23091,5652,5999,11650,1602,2381,3986,84426,89224,173645,8842,6259,15100,2580,2556,5136,42,42,88,52,50,105,2672,2647,5324,69634,70872,140508,17090,19058,36146,80567,83346,163920,5845,6745,12588,80635,83567,164202,1384,1310,2696,12229,11374,23598,3750,3736,7490,625,819,1443,1341,3468,4810,30344,37320,67661,8991,9315,18314,21976,20043,42020,4573,3782,8354,2410,2191,4602,300,215,511,81463,86518,167984,8570,7585,16158
502,51979,55660,107641,2866,2800,5672,6601,6562,13159,3015,2971,5986,2623,2686,5306,5171,5715,10886,5653,6255,11904,6312,6833,13147,6760,7565,14327,7166,7731,14903,4504,4746,9248,1301,1794,3095,46784,52294,99072,5199,3363,8559,1450,1522,2967,36,36,73,18,31,52,1508,1590,3097,35488,37662,73150,12909,14969,27879,45485,48827,94318,2924,3793,6715,44688,48255,92950,791,772,1565,6175,6118,12299,2041,2180,4221,561,789,1350,808,1974,2781,16834,20086,36927,5080,5646,10720,12389,12996,25383,2921,2733,5658,1586,1507,3092,141,119,264,45947,51101,97049,2408,2875,5283
503,90025,92241,182267,4233,3930,8158,9836,9407,19246,5030,5143,10172,6339,6927,13265,15555,15671,31226,13230,12980,26204,11574,11778,23348,10124,10317,20445,8013,8401,16415,4440,4927,9364,1644,2769,4406,84650,87890,172537,5370,4354,9725,644,697,1344,20,18,40,9,18,25,679,732,1411,53311,54198,107511,31805,34012,65814,67967,68087,136054,16931,19855,36791,72555,74183,146740,1394,1218,2620,9469,9064,18530,4470,4625,9094,3581,4090,7670,4551,6027,10580,57806,60295,118109,4101,4013,8111,6111,7037,13145,1720,1657,3378,838,1180,2010,235,346,583,79956,83278,163236,10343,9582,19917
504,138101,138478,276573,9414,8738,18158,18377,16983,35364,8253,7566,15820,8574,7993,16571,20355,20893,41245,20498,20243,40744,17925,18368,36289,15859,16277,32139,11344,12181,23530,5771,6469,12238,1725,2763,4488,129938,133405,263347,8159,5070,13233,4108,3696,7807,107,81,185,123,93,219,4342,3874,8212,87146,86004,173150,43992,46890,90886,101083,101354,202437,27807,30812,58614,115685,117657,233343,2705,2404,5112,17325,15998,33321,6055,5864,11918,2669,2948,5622,3921,6603,10523,59202,65372,124574,11142,10592,21737,23934,21675,45607,4873,4525,9398,3112,3660,6775,927,1143,2072,125819,130751,256574,7695,6048,13741
505,283068,294235,577297,18341,17456,35798,38981,36779,75758,17773,16665,34435,17578,16927,34506,38421,40983,79404,41088,43031,84122,38118,39387,77506,31802,33981,65784,24220,27168,51388,12573,15091,27668,4162,6762,10928,267151,284235,551384,15914,9999,25912,3573,3790,7365,130,108,243,98,100,200,3800,4003,7802,163502,167855,331349,106801,115964,222764,213998,220381,434382,55525,62410,117941,238908,249543,488447,5413,5174,10588,37109,35024,72134,13823,13628,27451,6664,7422,14086,8272,13850,22123,134923,149110,284033,21425,21026,42455,40821,40999,81823,8817,8759,17579,5220,6743,11968,1730,2277,4001,263014,278923,541932,9907,11070,20976
506,264141,265325,529466,17366,16559,33926,35682,33560,69242,15601,14847,30444,18590,17408,35999,40243,40585,80825,40310,40074,80385,33073,32455,65525,27636,28644,56276,21303,23153,44457,10792,12428,23222,3540,5616,9154,250536,256327,506866,13607,8993,22605,5801,5850,11651,131,105,233,148,137,281,6076,6083,12162,148433,146743,295176,102092,106865,208956,175286,175081,350367,72855,77085,149942,209401,210922,420320,4741,4478,9217,33658,31598,65263,11851,11896,23747,7630,7868,15499,9470,14097,23566,122271,130498,252766,19115,18558,37670,39891,37824,77719,8903,8165,17066,5313,5881,11196,1840,2166,3998,243088,249577,492667,14153,13073,27220
507,217864,225539,443407,14476,13415,27888,30049,28828,58876,13464,12995,26454,13576,13401,26979,29517,30801,60317,31073,32489,63557,28818,29928,58745,24857,26356,51211,18600,20661,39261,10027,11331,21356,3417,5338,8752,203849,216930,420778,14020,8616,22628,4642,4281,8924,100,97,195,148,119,274,4892,4497,9392,137381,140795,278175,69046,75710,144752,171403,177065,348470,33311,38885,72198,183154,191794,374947,4237,3869,8102,28425,27336,55762,10068,10300,20363,4628,5529,10154,5945,10558,16507,96719,109519,206240,17519,16922,34443,35400,34421,69826,7378,7274,14657,4048,4749,8798,787,921,1705,198345,212103,410452,11576,10634,22206
509,69616,67561,137175,3633,3442,7079,8603,8222,16828,3866,3451,7320,3099,2607,5712,7044,6776,13823,7586,7693,15284,9033,9105,18137,10696,10511,21212,9744,9010,18757,4891,4831,9724,1416,1888,3308,63210,62806,126013,6406,4763,11168,2932,2856,5786,37,38,76,37,35,71,3003,2925,5931,51111,49037,100151,11518,12513,24031,58721,57872,116589,3680,4035,7717,58607,57919,116529,831,790,1621,7676,7340,15017,2362,2362,4717,378,487,866,771,2128,2905,21829,25262,47088,6019,6297,12320,16506,14002,30511,3653,2855,6512,2414,1714,4131,294,246,536,58420,58974,117390,11001,7824,18830
510,48124,41999,90128,3738,3408,7142,7085,6805,13889,2526,2308,4829,2731,2534,5265,8719,8365,17080,8683,7284,15963,6944,5377,12321,5191,3837,9031,1923,1524,3443,508,448,949,91,113,204,45050,39266,84314,3074,2735,5807,10699,10711,21411,204,166,370,322,325,650,11229,11205,22433,31830,28704,60535,7756,7203,14955,31360,27939,59297,7431,7579,15016,35365,31993,67352,815,730,1540,5880,5612,11491,1197,1158,2354,217,270,489,865,1681,2544,14014,15280,29291,4457,3514,7967,8169,5560,13729,1665,1203,2872,1042,800,1841,304,230,534,34583,34161,68746,43144,20934,64074
511,61579,57177,118758,3775,3628,7403,8109,7631,15741,3438,3120,6553,3514,3161,6674,8276,7681,15956,7976,7608,15584,8504,7762,16262,8448,7475,15931,5993,5369,11367,2813,2732,5542,734,1015,1749,56505,53460,109964,5073,3715,8787,5539,5603,11141,65,50,116,90,79,166,5692,5735,11421,43483,40686,84169,9761,10115,19880,47559,45067,92630,5294,5673,10968,48417,46180,94593,818,893,1713,6982,6594,13578,1896,1841,3742,396,504,900,1033,2082,3118,17339,19912,37250,5919,5665,11580,13675,10731,24406,3054,2318,5372,1871,1475,3350,258,229,488,49216,49060,98276,27857,15536,43391
