SA4_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
501,3,4,5,10,7,0,0,0,25,7,16,16,17,19,0,0,0,68,21,88,239,533,686,1348,811,398,4127,30,109,255,561,711,1348,811,398,4226,9077,8625,10180,10799,10925,9445,4439,1003,64489,651,1013,1109,1153,875,709,398,203,6111,9760,9749,11545,12512,12506,11501,5652,1602,74828,5,3,3,0,4,0,0,0,13,3,3,0,0,0,0,0,0,8,4,30,58,127,171,179,82,48,702,12,35,66,132,175,179,82,48,728,8553,9542,11759,12222,12535,10784,5426,2008,72826,583,635,664,688,665,635,489,326,4685,9152,10211,12489,13035,13371,11586,5999,2381,78232,6,5,13,11,6,0,0,0,45,10,19,15,19,19,0,0,0,85,26,120,300,664,859,1523,899,441,4827,42,149,325,694,886,1523,899,441,4953,17634,18169,21933,23015,23459,20225,9863,3012,137311,1237,1646,1777,1836,1537,1340,889,532,10795,18914,19963,24032,25548,25879,23091,11650,3986,153058
502,12,38,27,22,7,0,0,0,106,4,8,3,17,16,0,0,0,53,15,76,197,353,483,1024,795,363,3304,35,115,230,395,507,1024,795,363,3461,5243,4603,4882,5384,5830,5781,3422,766,35904,357,452,539,540,434,370,282,169,3150,5634,5171,5653,6312,6760,7166,4504,1301,42513,4,10,7,0,4,0,0,0,29,0,3,9,0,3,0,0,0,16,7,15,52,107,103,141,75,43,551,17,36,65,112,112,141,75,43,589,5305,5372,5853,6381,7142,7267,4285,1425,43018,340,316,333,345,316,324,385,335,2684,5660,5715,6255,6833,7565,7731,4746,1794,46298,19,43,35,21,12,0,0,0,126,6,12,9,21,19,0,0,0,69,19,90,246,465,588,1163,871,406,3857,50,151,292,504,613,1163,871,406,4054,10547,9975,10736,11760,12966,13045,7708,2185,78932,697,761,876,882,745,693,671,505,5832,11296,10886,11904,13147,14327,14903,9248,3095,88811
503,20,159,89,39,16,0,0,0,326,35,52,35,34,26,0,0,0,179,24,153,229,418,393,637,574,335,2757,75,362,351,491,436,637,574,335,3258,10731,13913,12040,10441,9156,6942,3543,1111,67881,564,1278,840,644,531,438,326,192,4817,11370,15555,13230,11574,10124,8013,4440,1644,75953,5,17,11,4,0,0,0,0,39,5,23,9,7,8,0,0,0,49,12,38,43,77,95,54,31,40,388,31,72,59,94,101,54,31,40,475,11443,14681,12362,11276,9847,7937,4535,2376,74462,600,913,554,407,373,406,360,346,3967,12070,15671,12980,11778,10317,8401,4927,2769,78909,26,174,101,51,17,0,0,0,367,43,70,43,37,36,0,0,0,224,32,187,270,493,485,689,600,379,3147,96,433,408,583,539,689,600,379,3733,22182,28600,24399,21713,18997,14883,8078,3486,142341,1163,2194,1398,1051,909,848,684,539,8783,23439,31226,26204,23348,20445,16415,9364,4406,154860
504,58,63,27,20,15,0,0,0,182,16,58,51,46,28,0,0,0,203,26,233,417,712,929,1245,750,290,4594,103,351,492,786,967,1245,750,290,4977,15759,18061,18231,15768,13898,9584,4645,1191,97138,977,1939,1775,1374,997,518,373,246,8192,16832,20355,20498,17925,15859,11344,5771,1725,110313,18,24,6,0,0,0,0,0,51,10,12,8,11,3,0,0,0,48,17,38,79,181,195,148,93,53,815,50,76,102,195,196,148,93,53,914,14798,19726,19255,17425,15524,11551,5913,2307,106502,716,1093,890,748,560,475,461,401,5336,15561,20893,20243,18368,16277,12181,6469,2763,112749,78,84,32,27,22,0,0,0,231,30,75,69,52,32,0,0,0,253,40,272,499,903,1115,1390,845,340,5407,146,430,591,983,1159,1390,845,340,5891,30555,37783,37486,33190,29420,21138,10559,3500,203637,1688,3026,2671,2119,1561,990,833,652,13532,32391,41245,40744,36289,32139,23530,12238,4488,223065
505,46,141,117,81,30,0,0,0,411,63,161,110,101,76,0,0,0,516,56,427,813,1300,1563,2427,1633,860,9084,163,737,1040,1481,1674,2427,1633,860,10009,33718,35271,37699,34619,28659,20948,10258,2872,204042,1476,2412,2349,2021,1462,845,679,434,11681,35354,38421,41088,38118,31802,24220,12573,4162,225736,29,41,34,18,7,0,0,0,130,16,38,22,27,3,0,0,0,101,17,70,159,293,353,283,183,112,1470,55,147,217,338,363,283,183,112,1702,32302,38973,41247,37814,32603,25926,13959,5830,228642,1231,1865,1575,1233,1016,961,957,822,9654,33586,40983,43031,39387,33981,27168,15091,6762,239995,70,187,153,98,42,0,0,0,541,73,195,137,129,82,0,0,0,616,74,498,975,1594,1921,2712,1813,967,10551,213,881,1260,1817,2039,2712,1813,967,11710,66015,74240,78944,72437,61263,46866,24219,8701,432685,2705,4282,3915,3249,2478,1811,1639,1257,21340,68940,79404,84122,77506,65784,51388,27668,10928,465735
506,29,59,52,31,18,0,0,0,187,52,95,56,47,38,0,0,0,294,80,384,621,1170,1474,2138,1288,626,7778,165,536,731,1251,1534,2138,1288,626,8262,32112,36492,36760,29612,24500,18238,8836,2401,188961,1911,3211,2820,2211,1602,929,671,507,13868,34192,40243,40310,33073,27636,21303,10792,3540,211086,21,21,10,12,3,0,0,0,62,10,26,9,14,8,0,0,0,71,26,57,138,284,305,253,164,92,1315,56,98,166,301,315,253,164,92,1442,30693,38221,38066,30828,27259,21976,11264,4567,202886,1511,2265,1843,1321,1068,915,1002,955,10878,32257,40585,40074,32455,28644,23153,12428,5616,215211,50,78,65,41,23,0,0,0,250,68,122,71,61,45,0,0,0,363,103,437,756,1451,1777,2391,1448,719,9093,220,632,892,1553,1849,2391,1448,719,9707,62808,74711,74829,60442,51764,40220,20105,6975,391846,3421,5483,4661,3532,2670,1844,1673,1465,24743,66450,80825,80385,65525,56276,44457,23222,9154,426298
507,430,918,467,245,85,0,0,0,2153,37,101,104,97,86,0,0,0,422,72,523,955,1568,1828,2071,1305,689,9012,541,1543,1524,1912,1999,2071,1305,689,11590,24947,25388,27136,25054,21519,15713,8113,2311,150170,1554,2586,2411,1852,1330,810,611,419,11581,27038,29517,31073,28818,24857,18600,10027,3417,173340,200,237,103,35,11,0,0,0,595,8,28,39,21,9,0,0,0,116,32,158,288,437,404,256,168,95,1844,246,431,432,490,427,256,168,95,2548,24999,28877,30832,28376,25063,19627,10358,4495,172621,1147,1495,1232,1063,872,781,805,746,8134,26398,30801,32489,29928,26356,20661,11331,5338,183300,640,1161,569,284,102,0,0,0,2747,48,130,145,121,100,0,0,0,540,105,683,1240,2006,2230,2331,1472,788,10847,789,1977,1952,2404,2430,2331,1472,788,14134,49943,54264,57965,53432,46578,35341,18473,6803,322794,2706,4082,3646,2910,2200,1597,1417,1162,19719,53437,60317,63557,58745,51211,39261,21356,8752,356647
509,8,0,3,5,3,0,0,0,23,0,15,16,16,14,0,0,0,66,7,64,131,384,566,1177,537,302,3177,19,90,150,408,582,1177,537,302,3272,6195,5952,6419,7578,9066,7767,3887,937,47802,751,1006,1013,1045,1047,797,465,175,6308,6965,7044,7586,9033,10696,9744,4891,1416,57378,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,4,39,95,138,122,60,34,504,3,5,50,95,143,122,60,34,517,5489,6196,7007,8246,9599,8167,4251,1577,50533,571,574,641,765,773,721,519,281,4846,6066,6776,7693,9105,10511,9010,4831,1888,55894,10,0,8,9,3,0,0,0,29,0,20,23,21,16,0,0,0,77,12,69,169,476,712,1304,600,341,3682,21,92,196,502,730,1304,600,341,3787,11680,12147,13426,15819,18667,15934,8140,2510,98334,1326,1578,1653,1812,1818,1519,986,455,11150,13030,13823,15284,18137,21212,18757,9724,3308,113275
510,3,17,28,15,3,0,0,0,67,6,36,31,14,9,0,0,0,92,11,111,229,276,290,176,47,9,1147,26,156,283,305,297,176,47,9,1304,4189,6611,6581,5163,3813,1402,367,60,28196,1038,1940,1816,1476,1077,340,94,17,7799,5254,8719,8683,6944,5191,1923,508,91,37300,0,0,4,8,0,0,0,0,12,0,6,6,9,0,0,0,0,22,5,21,53,54,54,9,7,0,210,13,26,60,68,54,9,7,0,238,4035,6952,6142,4471,3194,1280,356,81,26512,801,1386,1084,835,587,230,82,31,5036,4840,8365,7284,5377,3837,1524,448,113,31785,3,23,28,23,3,0,0,0,80,10,39,35,19,9,0,0,0,111,18,129,283,329,342,185,52,7,1347,34,186,347,377,357,185,52,7,1548,8222,13569,12722,9639,7008,2679,727,142,54710,1838,3324,2898,2308,1667,574,172,52,12835,10097,17080,15963,12321,9031,3443,949,204,69087
511,6,12,13,12,5,0,0,0,48,9,25,12,10,7,0,0,0,60,11,82,146,297,444,729,322,184,2215,23,123,165,312,457,729,322,184,2321,5867,6650,6454,6869,6900,4594,2127,432,39895,1061,1508,1353,1315,1090,665,369,115,7477,6950,8276,7976,8504,8448,5993,2813,734,49699,7,10,0,0,0,0,0,0,16,0,4,0,4,4,0,0,0,8,5,19,33,70,79,66,37,14,319,11,28,36,76,78,66,37,14,344,5451,6754,6639,6899,6674,4761,2385,826,40387,820,898,935,784,725,540,305,177,5185,6276,7681,7608,7762,7475,5369,2732,1015,45919,9,19,12,17,5,0,0,0,64,9,29,12,13,13,0,0,0,70,15,104,180,367,527,795,355,195,2533,32,148,205,394,538,795,355,195,2664,11315,13402,13093,13773,13576,9357,4514,1261,80287,1879,2404,2285,2098,1816,1212,672,289,12657,13225,15956,15584,16262,15931,11367,5542,1749,95614
