SA4_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
501,95,93,215,302,283,220,95,35,4,1345,3005,2709,7006,9361,10054,7856,2039,247,12,42292,190,278,779,803,901,1038,798,270,29,5092,83,392,1327,1901,1879,1208,191,6,0,6986,378,554,1426,1793,1626,1180,289,25,0,7278,22,86,235,353,396,326,56,9,0,1485,451,766,1747,2011,1895,1610,408,34,5,8926,69,85,221,299,371,258,97,15,0,1421,1359,789,1327,1471,1582,1375,348,40,0,8294,2037,669,1133,1138,974,742,262,31,4,6985,61,150,343,480,745,820,325,31,0,2956,55,35,89,78,80,53,23,3,0,415,6,46,171,238,272,186,60,9,0,993,26,58,183,210,266,225,114,17,3,1104,51,122,490,733,744,557,263,24,5,2991,90,169,467,613,673,558,167,26,0,2756,61,158,576,882,1150,918,205,18,0,3965,122,181,907,1692,2150,1689,404,27,0,7181,241,628,1859,2452,2696,2470,585,35,0,10967,137,76,184,188,177,153,54,9,0,988
502,46,58,130,152,156,111,37,12,3,713,1540,1854,3599,4241,4838,3999,859,69,5,21005,14,26,66,89,98,110,78,28,0,503,63,305,987,1240,1235,878,137,0,0,4848,141,237,589,687,882,772,112,20,0,3439,7,26,111,158,170,109,21,0,0,607,179,400,873,916,928,835,210,15,0,4345,31,41,86,129,157,144,51,13,0,648,756,708,778,664,770,646,170,14,0,4515,1100,448,434,384,340,271,74,8,0,3069,29,75,161,245,361,417,161,32,0,1475,7,25,32,37,43,34,10,0,0,181,4,25,78,118,128,95,36,5,0,495,11,37,109,129,148,143,64,18,0,660,27,127,291,339,343,312,114,7,0,1552,42,126,233,297,333,298,98,12,0,1435,31,99,333,429,565,476,115,6,0,2050,58,178,539,766,1017,845,191,12,0,3606,103,427,984,1190,1311,1292,276,11,0,5603,75,80,110,102,91,99,45,13,0,602
503,69,187,401,318,338,158,73,28,7,1582,2416,5175,12602,10001,9158,6446,2093,302,19,48215,35,37,104,62,92,103,73,30,5,544,23,313,1981,2209,1721,895,193,28,0,7368,150,202,617,609,534,407,173,41,3,2744,8,31,250,290,233,146,32,5,0,999,132,389,1310,1167,1052,773,248,27,3,5112,42,117,340,427,416,280,75,25,0,1725,1085,1412,1493,934,881,631,285,51,7,6779,1496,1827,2270,992,495,318,138,20,0,7550,59,189,529,527,497,354,134,15,0,2307,30,111,349,262,205,147,53,14,0,1174,18,204,868,918,832,587,180,55,3,3670,29,104,373,402,476,389,228,74,10,2095,75,1024,3957,3653,2983,1979,841,163,12,14697,72,285,879,673,418,339,124,26,0,2815,41,268,1281,1281,1232,1005,262,30,0,5399,400,776,1783,1724,2019,1815,629,67,3,9215,191,1168,4555,3446,3257,2621,1012,126,9,16369,281,379,635,364,320,209,91,16,0,2299
504,121,234,598,591,514,340,92,18,4,2508,3777,6031,15265,15025,13912,10142,2376,213,11,66763,56,87,189,173,210,225,119,55,5,1109,73,506,2446,2685,2131,1252,212,10,0,9329,304,574,1525,1877,1944,1396,330,40,6,7995,23,78,325,387,336,268,55,4,0,1469,456,1107,3036,3042,2313,1794,399,26,3,12173,113,296,937,1036,945,732,192,20,0,4272,2016,2190,2839,2136,1922,1579,425,33,4,13132,2548,1436,1627,1207,937,694,147,11,0,8618,153,471,1648,1885,1738,1504,454,47,0,7900,38,100,274,308,246,181,47,7,0,1196,21,173,758,841,671,366,90,13,0,2931,29,133,424,440,396,324,117,28,0,1895,72,574,2303,2517,1762,1090,379,49,0,8746,116,367,1015,974,905,704,198,18,0,4299,71,456,1861,2171,2313,1880,403,27,3,9177,245,647,2164,2503,2737,2152,596,48,0,11107,236,1436,4455,4251,3874,3216,823,54,0,18343,275,357,580,474,338,278,104,30,0,2433
505,242,429,1134,1239,1033,638,199,55,4,4977,8550,13226,31264,32784,30954,21710,5171,393,22,144065,67,127,440,423,446,343,150,27,0,2031,77,861,4650,5398,4254,2230,385,16,0,17870,487,846,2283,2849,3138,2437,609,73,4,12725,43,155,664,898,834,604,111,3,0,3308,1113,2523,7679,7971,6521,4474,992,75,4,31355,166,440,1308,1624,1705,1242,337,35,6,6855,4536,4928,5114,4195,4138,3291,951,116,7,27273,5685,3409,3322,2382,1730,1255,292,31,0,18103,207,624,2137,2363,2423,2137,673,61,4,10639,137,270,647,693,560,377,92,20,0,2789,61,429,1796,2467,2243,1288,326,33,0,8646,53,262,844,986,941,769,313,67,9,4254,212,1551,5196,6663,5322,3059,1008,134,10,23149,266,877,2160,2199,2051,1606,503,60,0,9722,142,812,3388,4352,4496,3357,765,52,0,17363,618,1535,4912,6269,7034,5264,1324,97,4,27053,629,3405,9701,9617,9244,7363,1965,137,3,42059,759,817,1091,928,832,524,172,23,0,5147
506,230,492,1228,1124,810,594,180,46,7,4710,6858,12471,28692,28552,23885,17029,4338,356,23,122205,80,142,336,347,368,325,218,73,11,1891,126,879,4187,4827,3663,2104,349,27,6,16161,530,1141,3058,3757,3301,2420,627,51,5,14884,31,126,573,832,673,465,91,3,0,2797,680,1966,5618,5349,4055,2903,776,65,3,21420,196,604,1753,2044,1767,1255,299,33,0,7955,3179,4367,5186,3976,3206,2517,771,75,6,23280,4847,3411,3883,2533,1578,1087,283,28,3,17654,262,1203,3693,3897,3345,2925,821,56,4,16199,122,242,519,544,385,226,65,6,0,2115,48,275,1314,1692,1255,738,205,27,3,5557,57,275,785,822,778,576,276,45,0,3613,154,1478,4955,5653,3599,2206,746,88,7,18887,237,899,2205,1969,1642,1268,390,37,0,8658,146,876,2905,3728,3461,2786,638,57,0,14602,542,1495,4057,4997,5153,3860,1110,90,3,21304,535,3179,8873,8840,7252,5409,1462,99,4,35660,490,736,1089,937,605,476,199,31,0,4560
507,209,361,864,887,740,501,146,31,12,3749,6663,10055,22756,24260,22850,16142,3766,286,17,106804,40,116,228,308,327,267,116,36,3,1438,103,763,3544,4215,3527,2028,358,23,3,14556,569,1058,2715,3262,3387,2538,530,52,5,14117,47,110,534,694,643,448,82,5,0,2561,694,1651,4638,4859,4083,2932,613,53,3,19522,185,386,1082,1284,1332,955,228,32,6,5494,3206,3371,3623,3027,2968,2353,648,57,0,19255,4641,2597,2266,1625,1201,756,236,15,4,13338,190,531,1717,2077,2208,1968,562,39,0,9289,97,172,378,356,311,176,58,12,0,1557,22,203,1055,1349,1115,656,178,28,6,4611,57,199,603,726,738,525,269,53,5,3183,150,1069,3617,4556,3423,2018,723,81,4,15637,200,559,1311,1390,1317,1075,306,29,3,6190,164,1087,3326,3591,3422,2588,567,55,0,14797,491,1224,3806,4853,5354,4097,1101,87,0,21023,491,2583,7034,7223,6948,5544,1352,102,0,31281,496,523,806,707,511,372,149,24,0,3600
509,72,71,143,148,196,210,89,44,3,977,1599,1793,4483,5588,6658,6334,2046,322,16,28844,349,644,1754,2028,2347,2539,1659,533,77,11930,36,135,529,685,797,637,104,3,0,2930,205,279,618,567,645,521,151,22,3,3017,17,34,94,147,169,194,39,3,0,699,226,358,843,907,961,955,291,27,0,4569,80,191,347,320,410,367,97,11,0,1832,828,476,710,732,935,917,308,37,0,4940,820,337,514,489,496,519,195,38,3,3408,39,94,282,370,614,763,330,45,0,2528,14,18,49,53,44,44,28,0,0,249,14,59,133,151,170,144,27,8,0,695,12,29,79,84,107,118,64,15,0,520,31,95,290,398,348,381,159,26,3,1740,42,76,201,242,321,338,122,15,0,1352,66,153,506,755,1052,1046,277,32,0,3879,69,203,754,1160,1407,1260,337,25,0,5222,128,380,1104,1330,1640,1782,495,45,0,6899,47,36,90,91,111,108,45,9,0,535
510,49,72,170,163,122,68,22,10,0,672,907,1355,5172,4772,3479,2234,478,34,0,18436,58,136,261,143,128,122,41,10,0,887,101,499,2602,3026,1977,1137,134,6,0,9488,47,67,251,217,172,100,18,3,0,867,13,32,130,180,142,110,20,0,0,634,102,252,953,814,640,466,118,0,0,3344,37,41,181,187,115,89,18,4,0,665,451,221,522,452,402,316,94,11,0,2467,388,215,743,447,332,260,102,5,0,2492,64,145,544,597,552,408,120,11,0,2449,12,12,45,46,30,24,13,0,0,180,7,12,55,61,33,20,4,0,0,183,22,57,173,143,137,83,19,6,0,627,22,52,250,249,161,121,22,4,0,871,61,122,392,381,329,213,53,0,0,1558,61,124,662,757,622,435,112,0,0,2775,54,251,1026,1062,862,520,117,4,0,3900,123,282,1198,1110,835,672,173,9,0,4392,43,39,118,96,91,52,20,4,0,478
511,60,84,141,175,184,137,66,13,6,861,1597,2067,4984,5201,5636,4512,1213,148,9,25355,114,220,597,739,891,835,493,166,17,4073,175,699,2115,1959,1818,1244,208,14,0,8235,93,153,358,379,294,277,90,13,0,1649,16,31,96,130,133,125,34,0,0,556,230,389,879,822,744,826,220,13,0,4122,51,100,291,294,311,231,48,8,0,1338,838,538,771,734,809,691,191,25,0,4601,881,475,698,557,509,491,146,28,0,3790,56,144,509,591,799,832,297,26,0,3257,20,24,43,42,29,37,7,0,0,205,4,32,94,106,112,69,23,0,0,441,18,62,143,117,159,126,43,13,0,678,61,130,396,368,375,283,115,9,0,1753,38,107,294,290,350,290,69,12,0,1442,47,155,618,708,876,747,170,13,0,3342,59,245,848,1070,1242,1019,233,17,0,4729,131,405,1215,1208,1359,1182,318,19,0,5841,44,43,74,97,95,92,16,7,0,477
