LGA_CODE_2021,S_Eng_on_Sp_Eng_on,S_Eng_o_UAILE_Vw_w,S_Eng_o_UAILE_Nw_nal,S_Eng_o_UAILE_Tot,S_Eng_o_Ns,S_Eng_o_Tot,UAIL_AIL_nfd_Sp_Eng_on,UAIL_AIL_nfd_UAILE_Vw_w,UAIL_AIL_nfd_UAILE_Nw_nal,UAIL_AIL_nfd_UAILE_Tot,UAIL_AIL_nfd_Ns,UAIL_AIL_nfd_Tot,UAIL_ALDRRL_Sp_Eng_on,UAIL_ALDRRL_UAILE_Vw_w,UAIL_ALDRRL_UAILE_Nw_nal,UAIL_ALDRRL_UAILE_Tot,UAIL_ALDRRL_Ns,UAIL_ALDRRL_Tot,UAIL_Yol_Mat_Sp_Eng_on,UAIL_Yol_Mat_UAILE_Vw_w,UAIL_Yol_Mat_UAILE_Nw_nal,UAIL_Yol_Mat_UAILE_Tot,UAIL_Yol_Mat_Ns,UAIL_Yol_Mat_Tot,UAIL_CYPL_Sp_Eng_on,UAIL_CYPL_UAILE_Vw_w,UAIL_CYPL_UAILE_Nw_nal,UAIL_CYPL_UAILE_Tot,UAIL_CYPL_Ns,UAIL_CYPL_Tot,UAIL_TSIL_Sp_Eng_on,UAIL_TSIL_UAILE_Vw_w,UAIL_TSIL_UAILE_Nw_nal,UAIL_TSIL_UAILE_Tot,UAIL_TSIL_Ns,UAIL_TSIL_Tot,UAIL_NDFAL_Sp_Eng_on,UAIL_NDFAL_UAILE_Vw_w,UAIL_NDFAL_UAILE_Nw_nal,UAIL_NDFAL_UAILE_Tot,UAIL_NDFAL_Ns,UAIL_NDFAL_Tot,UAIL_Arand_Sp_Eng_on,UAIL_Arand_UAILE_Vw_w,UAIL_Arand_UAILE_Nw_nal,UAIL_Arand_UAILE_Tot,UAIL_Arand_Ns,UAIL_Arand_Tot,UAIL_WDL_Sp_Eng_on,UAIL_WDL_UAILE_Vw_w,UAIL_WDL_UAILE_Nw_nal,UAIL_WDL_UAILE_Tot,UAIL_WDL_UAILE_Ns,UAIL_WDL_Tot,UAIL_KAL_Sp_Eng_on,UAIL_KAL_UAILE_Vw_w,UAIL_KAL_UAILE_Nw_nal,UAIL_KAL_UAILE_Tot,UAIL_KAL_Ns,UAIL_KAL_Tot,UAIL_OAIL_Sp_Eng_on,UAIL_OAIL_UAILE_Vw_w,UAIL_OAIL_UAILE_Nw_nal,UAIL_OAIL_UAILE_Tot,UAIL_OAIL_Ns,UAIL_OAIL_Tot,UAIL_TAIL_Sp_Eng_on,UAIL_TAIL_UAILE_Vw_w,UAIL_TAIL_UAILE_Nw_nal,UAIL_TAIL_UAILE_Tot,UAIL_TAIL_Ns,UAIL_TAIL_Tot,Uol_Sp_Eng_on,Uol_UAILE_Vw_w,Uol_UAILE_Nw_nal,Uol_UAILE_Tot,Uol_NS,Uol_Tot,Luah_ns_Sp_Eng_on,Luah_ns_UAILE_Vw_w,Luah_ns_UAILE_Nw_nal,Luah_ns_UAILE_Tot,Luah_ns_Ns,Luah_ns_Tot,Tot_Sp_Eng_on,Tot_UAILE_Vw_w,Tot_UAILE_Nw_nal,Tot_UAILE_Tot,Tot_Ns,Tot_Tot
LGA53990,747,..,..,..,..,747,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,30,0,30,0,30,..,15,0,18,0,22,..,16,0,16,6,26,747,57,3,62,7,815
LGA54060,142,..,..,..,..,142,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,142,3,0,3,0,146
LGA54130,37,..,..,..,..,37,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,37,0,0,0,0,39
LGA54170,1294,..,..,..,..,1294,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,21,0,21,0,21,..,37,0,40,0,40,..,17,3,21,0,21,..,18,6,21,6,30,1294,67,11,81,6,1386
LGA54200,1212,..,..,..,..,1212,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,35,0,35,0,35,..,58,0,58,0,58,..,15,0,13,0,13,..,33,5,32,29,66,1212,103,5,108,31,1350
LGA54280,1652,..,..,..,..,1652,..,38,5,43,0,43,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,79,3,81,0,84,..,0,0,0,0,0,..,25,0,23,0,23,..,142,9,152,0,152,..,9,4,18,0,18,..,88,12,104,321,427,1652,242,21,267,323,2244
LGA54310,1733,..,..,..,..,1733,..,22,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,452,7,459,5,462,..,502,7,506,4,520,..,22,3,19,0,19,..,113,3,114,202,325,1733,634,18,647,211,2594
LGA54340,328,..,..,..,..,328,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,3,0,3,..,11,0,9,14,21,328,14,3,15,14,356
LGA54410,76,..,..,..,..,76,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,3,76,0,0,4,5,85
LGA54480,3,..,..,..,..,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3
LGA54550,88,..,..,..,..,88,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,88,0,0,0,4,99
LGA54620,47,..,..,..,..,47,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,4,0,6,47,12,0,11,0,63
LGA54690,9,..,..,..,..,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,9,0,0,0,0,9
LGA54760,23,..,..,..,..,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,23
LGA54830,1396,..,..,..,..,1396,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,46,0,46,0,44,..,65,0,65,0,65,..,7,0,7,0,7,..,36,0,36,509,547,1396,111,0,111,510,2016
LGA54900,29,..,..,..,..,29,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,29,0,0,0,0,29
LGA54970,151,..,..,..,..,151,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,146,3,147,0,147,..,0,0,0,0,0,..,0,0,0,0,0,..,152,4,158,0,158,..,0,0,0,0,0,..,4,0,10,6,17,151,165,6,170,6,325
LGA55040,100,..,..,..,..,100,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,35,0,35,..,0,0,0,0,0,..,14,0,14,0,14,..,53,0,50,0,50,..,4,0,4,0,4,..,0,0,0,0,4,100,56,0,58,0,159
LGA55110,2383,..,..,..,..,2383,..,20,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,94,0,94,0,94,..,122,0,122,0,119,..,17,3,25,0,25,..,61,4,64,30,91,2383,199,9,207,27,2620
LGA55180,280,..,..,..,..,280,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,19,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,280,19,0,19,0,302
LGA55250,317,..,..,..,..,317,..,7,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,26,3,26,..,0,0,0,0,0,..,36,9,40,0,40,..,69,8,77,3,79,..,0,0,0,0,0,..,0,0,0,50,49,317,70,8,80,50,449
LGA55320,819,..,..,..,..,819,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,16,0,16,0,16,..,11,3,21,0,21,..,24,4,26,38,62,819,45,9,59,38,920
LGA55390,44,..,..,..,..,44,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,58,3,59,0,65,..,0,0,0,0,0,..,0,0,0,0,0,..,62,3,63,3,68,..,0,0,0,0,0,..,0,0,0,0,0,44,62,3,63,3,111
LGA55460,154,..,..,..,..,154,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,9,11,154,5,0,5,9,169
LGA55530,23,..,..,..,..,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,23
LGA55600,261,..,..,..,..,261,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,10,20,29,261,13,0,13,20,294
LGA55670,68,..,..,..,..,68,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,3,68,5,0,5,5,72
LGA55740,89,..,..,..,..,89,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,12,0,12,..,0,3,0,0,4,..,0,0,0,0,0,89,13,0,14,0,101
LGA55810,49,..,..,..,..,49,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,49,0,0,7,0,58
LGA55880,19,..,..,..,..,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,19,0,0,0,0,19
LGA55950,24,..,..,..,..,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,24,0,0,0,0,24
LGA56090,771,..,..,..,..,771,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,29,0,29,0,30,..,46,0,42,0,47,..,11,5,17,0,17,..,13,0,13,601,610,771,71,6,73,602,1442
LGA56160,32,..,..,..,..,32,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,32,7,0,7,0,38
LGA56230,449,..,..,..,..,449,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,6,..,10,0,10,0,8,..,0,0,0,0,0,..,20,4,21,3,30,449,31,4,37,7,489
LGA56300,40,..,..,..,..,40,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,40,0,0,0,0,40
LGA56370,19,..,..,..,..,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,19,3,0,3,0,25
LGA56460,236,..,..,..,..,236,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,16,18,236,10,0,10,22,264
LGA56580,77,..,..,..,..,77,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,77,3,0,3,0,87
LGA56620,23,..,..,..,..,23,..,7,0,7,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,983,75,1055,18,1073,..,0,0,0,0,0,..,0,0,0,0,0,..,991,77,1071,19,1090,..,3,5,7,0,7,..,25,8,26,4,33,23,1017,84,1106,21,1147
LGA56730,645,..,..,..,..,645,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,25,0,27,..,28,0,26,0,31,..,4,0,4,0,4,..,16,0,16,20,32,645,41,8,45,21,715
LGA56790,158,..,..,..,..,158,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,3,..,13,0,13,6,16,158,17,0,17,7,184
LGA56860,6,..,..,..,..,6,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,3,0,11
LGA56930,26,..,..,..,..,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,26,3,0,3,0,28
LGA57000,18,..,..,..,..,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,18,0,0,0,0,18
LGA57080,307,..,..,..,..,307,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,10,0,10,..,27,0,27,0,27,..,10,3,8,0,14,..,12,0,12,11,20,307,42,3,45,10,360
LGA57140,82,..,..,..,..,82,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,6,0,6,..,11,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,82,19,0,14,0,104
LGA57210,159,..,..,..,..,159,..,10,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,6,0,6,..,0,0,0,0,0,..,0,0,0,10,16,159,13,0,13,10,181
LGA57280,2279,..,..,..,..,2279,..,28,3,31,0,29,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,50,5,51,0,53,..,0,0,0,0,0,..,0,0,0,0,0,..,53,0,55,0,53,..,3,0,3,0,3,..,158,17,174,3,175,..,302,24,325,7,328,..,44,3,51,3,55,..,150,7,157,97,254,2279,492,34,526,108,2916
LGA57350,60,..,..,..,..,60,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,10,60,8,0,8,0,74
LGA57420,64,..,..,..,..,64,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,13,17,64,13,0,13,13,88
LGA57490,3279,..,..,..,..,3279,..,27,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,87,0,90,0,93,..,121,3,124,0,130,..,40,15,51,5,58,..,78,7,84,43,138,3279,239,27,272,54,3605
LGA57630,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
LGA57700,796,..,..,..,..,796,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,13,0,13,0,13,..,21,0,21,0,21,..,9,0,12,0,12,..,25,0,25,67,92,796,54,0,62,67,920
LGA57770,91,..,..,..,..,91,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,91,7,0,7,0,101
LGA57840,549,..,..,..,..,549,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,20,0,20,0,20,..,30,0,30,0,28,..,10,0,12,0,10,..,15,0,20,27,49,549,60,0,58,30,636
LGA57910,2324,..,..,..,..,2324,..,24,0,25,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,8,0,8,..,3,0,3,0,3,..,68,6,72,0,72,..,116,10,117,0,122,..,32,8,42,0,46,..,67,5,67,45,113,2324,211,20,230,51,2606
LGA57980,117,..,..,..,..,117,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,117,10,0,10,0,128
LGA58050,4639,..,..,..,..,4639,..,33,0,33,0,33,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,23,0,23,0,23,..,9,0,9,0,11,..,185,0,188,5,192,..,269,3,273,3,274,..,51,19,65,3,67,..,119,10,133,183,315,4639,440,32,466,186,5302
LGA58190,29,..,..,..,..,29,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,29,0,0,0,0,29
LGA58260,50,..,..,..,..,50,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,50,0,0,0,0,50
LGA58330,115,..,..,..,..,115,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,3,11,115,10,0,12,3,136
LGA58400,17,..,..,..,..,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,17,0,0,0,0,15
LGA58470,76,..,..,..,..,76,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,20,0,20,0,20,..,0,0,0,0,0,..,0,0,0,5,5,76,20,0,20,5,95
LGA58510,559,..,..,..,..,559,..,5,0,5,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,17,0,15,0,15,..,21,0,23,0,22,..,11,3,10,0,18,..,29,0,31,32,59,559,58,4,66,28,656
LGA58540,29,..,..,..,..,29,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,29,0,0,0,5,31
LGA58570,266,..,..,..,..,266,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,27,0,27,0,27,..,8,0,8,0,8,..,10,0,10,0,13,266,41,0,44,6,318
