LGA_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
LGA53780,140,0,0,7,0,0,0,7,0,146,424,15,0,0,0,0,0,0,0,439,291,27,14,0,0,0,0,0,0,335,136,26,7,0,0,0,0,0,0,168,123,10,3,0,0,0,0,0,0,137,8,0,0,0,0,0,0,0,0,13,11,3,0,5,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,576,68,31,5,0,0,0,5,0,678,11,0,0,0,0,0,0,0,0,11,31,3,0,0,0,0,0,0,0,38,1179,89,31,9,0,0,0,9,0,1309,10337,625,72,40,0,0,14,54,8,11101,18054,780,140,0,0,0,13,15,8,18983,4260,989,333,3,0,0,11,17,9,5609,414,280,51,0,0,0,0,0,0,744,2386,277,60,5,0,0,12,15,4,2737,58,127,58,0,0,0,0,0,0,249,354,62,15,46,0,0,5,55,4,484,53,21,4,0,0,0,0,0,0,84
LGA53800,149,9,0,10,0,0,0,10,0,169,358,3,0,0,0,0,0,0,0,366,254,60,9,0,0,0,0,0,0,322,145,67,20,0,0,0,0,0,4,229,144,15,4,0,0,0,0,0,0,159,30,9,0,0,0,0,0,0,0,44,22,4,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,6,601,146,31,0,0,0,0,3,4,790,10,4,0,0,0,0,0,0,0,12,57,18,3,0,0,0,0,0,3,77,1175,176,38,10,0,4,0,13,9,1420,3948,299,21,58,23,5,7,99,24,4388,4413,181,18,0,0,0,5,7,5,4631,1210,398,93,0,0,0,0,4,5,1715,167,124,24,0,0,0,0,0,0,312,933,146,20,0,0,0,0,0,3,1109,25,33,0,0,0,0,0,0,0,64,155,37,0,15,5,0,0,22,6,221,13,9,0,0,0,0,0,0,0,21
LGA53920,23,0,0,4,0,0,0,4,0,29,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,348,30,12,0,0,0,0,0,0,387,3,0,0,0,0,0,0,0,0,3,154,7,0,0,0,0,0,0,0,163,14,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,3,526,37,8,0,0,0,0,0,6,578,16,0,0,0,0,3,0,3,3,24,29,5,0,0,0,0,0,0,0,34,598,42,15,4,0,0,0,8,7,669,8,0,0,21,0,3,0,23,0,32,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,5,41,3,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
LGA53990,33,0,0,6,0,0,0,3,0,40,175,0,0,0,0,0,0,0,0,173,62,0,0,0,0,0,0,0,0,62,40,3,0,0,0,0,0,0,0,46,29,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,142,3,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,355,5,0,5,3,0,0,11,0,368,3067,66,14,61,11,0,4,71,4,3226,4263,24,5,0,5,0,3,10,4,4306,834,69,6,0,0,0,0,4,5,917,84,45,9,0,0,0,0,0,0,143,577,48,8,3,0,3,0,10,0,633,10,27,0,0,0,0,0,0,4,43,84,5,0,25,14,6,0,45,0,137,16,0,0,0,0,0,0,0,0,16
LGA54060,17,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,11,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,0,0,0,0,0,0,69,577,36,4,7,12,0,0,14,0,637,319,12,5,0,5,0,0,5,0,336,109,15,0,0,0,0,0,0,0,123,13,18,6,0,0,0,0,0,0,36,90,9,0,0,0,0,0,3,0,105,3,10,5,0,0,0,0,0,0,25,8,0,0,0,4,0,0,4,0,14,5,0,0,0,0,0,0,0,0,5
LGA54130,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,18,149,0,0,8,0,0,4,9,0,155,93,0,0,3,0,0,0,4,0,90,3,0,0,0,0,0,0,0,0,3,10,8,0,0,0,0,0,0,0,16,38,0,0,0,0,0,0,0,0,36,0,5,0,0,0,0,0,0,0,3,37,0,0,5,0,0,0,5,0,39,0,0,0,0,0,0,0,0,0,0
LGA54170,128,3,0,0,0,0,0,0,0,136,284,13,0,0,0,0,0,0,0,306,117,17,8,0,0,0,0,0,0,148,21,4,0,0,0,0,0,0,0,27,49,6,0,0,0,0,0,0,0,56,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,204,28,9,0,0,0,0,0,0,246,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,13,634,53,17,0,0,0,0,0,0,702,18783,1630,250,74,3,0,0,79,6,20745,24304,1325,269,0,0,0,0,4,3,25901,4139,837,620,0,0,0,6,6,6,5603,121,184,24,0,0,0,0,0,0,326,2174,440,186,0,0,0,6,5,6,2810,29,58,14,0,0,0,0,0,0,99,120,22,20,3,0,0,5,8,0,168,30,14,3,0,0,0,0,0,0,50
LGA54200,75,0,0,0,3,0,0,0,0,83,221,4,0,0,0,0,0,0,0,225,137,5,0,0,0,0,0,0,0,140,39,10,0,0,0,0,0,0,0,43,48,0,0,0,0,0,0,0,0,52,0,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,235,14,0,0,0,0,0,0,0,252,3,3,0,0,0,0,0,0,0,6,12,0,0,0,0,3,0,3,0,19,551,21,0,0,3,3,0,4,0,584,6983,277,16,15,82,5,27,120,4,7403,9152,178,15,0,3,0,4,13,3,9359,1581,185,21,0,0,0,0,0,4,1796,99,92,0,0,0,0,0,0,0,191,1013,89,8,3,0,0,3,6,0,1115,12,41,3,0,0,0,0,0,0,57,78,7,0,0,9,0,0,12,0,103,14,5,0,0,0,0,0,0,0,19
LGA54280,56,3,0,0,3,0,0,3,3,60,221,8,0,0,0,0,0,0,0,234,118,29,0,0,0,0,0,0,0,147,87,64,0,0,0,0,0,0,3,148,64,6,0,0,0,0,0,4,0,66,7,0,0,0,0,0,0,0,4,7,27,4,0,0,3,0,0,7,0,34,0,0,0,0,0,0,0,0,0,0,298,95,0,0,6,0,0,4,0,410,11,0,0,0,0,0,0,0,0,11,44,16,0,0,0,0,0,0,4,57,636,122,0,0,8,0,0,12,6,780,1604,103,10,8,28,0,0,40,7,1771,3644,228,10,0,4,0,3,4,0,3885,1097,602,72,0,4,0,0,4,0,1776,190,175,11,0,0,0,0,0,0,381,509,102,5,0,0,0,0,7,3,628,0,61,0,0,0,0,0,0,0,60,209,100,11,18,53,0,0,75,6,391,6,16,0,0,0,0,0,3,0,22
LGA54310,43,7,0,0,0,0,0,4,0,51,90,9,0,0,0,0,0,0,0,102,74,35,6,0,0,0,0,0,0,119,135,75,0,0,0,0,0,0,0,209,23,12,0,0,0,0,0,0,0,38,16,12,3,0,0,0,0,0,0,30,219,17,4,4,0,0,0,4,0,240,0,0,0,0,0,0,0,0,0,0,470,148,13,4,0,0,0,4,6,635,30,12,0,0,0,0,0,0,0,42,23,12,0,0,0,0,0,0,0,42,650,189,14,0,0,4,0,5,5,862,326,28,5,30,3,0,0,33,10,400,1275,129,9,5,0,0,0,7,0,1416,720,201,168,0,0,0,0,0,0,1092,248,51,37,0,0,0,0,0,0,336,150,45,14,0,0,0,0,0,0,206,14,5,3,0,0,0,0,0,0,23,1250,197,55,22,10,0,0,28,3,1535,3,4,0,0,0,0,0,0,0,11
LGA54340,21,0,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,30,10,3,0,0,0,0,0,0,0,20,40,9,0,0,0,0,0,0,0,51,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16,0,0,0,0,0,0,4,84,5,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,8,130,19,0,0,0,0,0,0,3,153,448,4,0,0,0,0,0,0,0,456,413,9,0,0,0,0,0,0,0,418,91,43,0,0,0,0,0,0,0,139,42,15,0,0,0,0,0,0,0,62,86,8,0,0,0,0,0,0,0,95,0,7,3,0,0,0,0,0,0,12,35,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3
LGA54410,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,28,3,0,0,0,0,0,0,0,37,186,0,0,0,0,0,0,0,5,190,92,0,0,0,0,0,0,0,0,100,9,0,0,0,0,0,0,0,0,9,4,0,6,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,28,3,0,6,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,77,0,0,0,0,0,0,0,0,77,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
LGA54550,9,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,40,4,0,0,0,0,0,0,0,46,292,4,0,0,0,0,0,0,4,299,138,0,0,0,0,0,0,0,0,147,10,9,0,0,0,0,0,0,0,19,17,5,0,0,0,0,0,0,0,20,73,9,0,0,0,0,0,0,0,79,10,3,0,0,0,0,0,0,0,16,36,3,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,4
LGA54620,9,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,29,120,0,0,5,0,0,0,3,0,124,46,0,0,0,0,0,0,0,0,46,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,90,0,0,0,0,0,0,0,0,90,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA54760,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,135,0,0,0,0,0,0,0,0,139,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
LGA54830,46,0,0,0,0,0,0,0,0,52,241,3,4,0,0,0,0,0,0,247,166,3,11,0,0,0,0,0,0,176,58,5,13,0,0,0,0,0,0,79,56,0,3,0,0,0,0,0,0,58,6,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,295,13,27,0,0,0,0,0,0,332,6,0,0,0,0,0,0,0,0,6,17,0,4,0,0,0,0,0,0,22,602,20,29,0,0,0,0,0,0,657,2403,67,40,0,0,0,0,3,0,2523,7968,105,75,0,0,0,0,0,5,8156,2131,106,196,0,0,0,0,0,0,2434,177,136,87,0,0,0,0,0,0,405,807,30,34,0,0,0,0,0,0,879,58,38,37,0,0,0,0,0,3,128,108,0,13,0,0,0,0,0,0,125,19,7,0,0,0,0,0,0,0,20
LGA54900,6,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,206,0,0,0,0,0,0,0,4,214,78,4,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,17,39,0,0,0,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3,43,3,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,71,7,0,0,0,0,0,0,0,80,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,83,10,0,0,0,0,0,0,0,90,22,0,0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA55040,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,38,3,0,0,0,0,0,0,3,50,33,0,0,11,0,0,4,17,4,53,20,0,3,0,0,0,5,5,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,75,9,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
