LGA_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
LGA57770,0,3,0,3,0,0,0,10,3,17,7,18,0,0,10,57,5,15,3,24,0,0,13,56,4,0,4,20,0,0,18,44,0,7,7,25,3,0,16,60,0,0,12,24,0,3,21,55,9,43,36,125,5,3,79,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,3,0,0,0,6,3,3,0,3,0,0,0,14,8,20,11,10,0,0,3,57,4,15,10,10,0,0,0,33,6,9,5,10,3,0,4,31,0,11,4,8,0,5,0,26,3,9,8,5,0,0,12,35,24,60,39,46,11,8,17,200,0,0,0,0,0,0,7,7,0,0,0,0,0,0,6,6
LGA57840,48,387,111,164,38,6,107,867,596,1253,234,444,31,21,263,2853,641,1044,229,347,10,29,182,2474,531,804,266,308,3,29,182,2125,419,661,266,376,9,31,172,1934,471,789,471,519,12,71,450,2790,2712,4942,1581,2245,148,187,1406,13228,0,0,0,8,3,0,6,12,0,0,3,6,0,0,3,12,0,10,4,9,3,0,10,36,0,4,4,0,0,0,5,13,0,0,5,4,0,0,4,23,3,7,0,0,0,0,3,10,0,3,0,0,0,0,9,9,12,21,17,31,5,3,31,120,0,0,13,47,24,5,12,106,78,495,114,192,44,7,38,966,729,1444,223,255,22,23,58,2747,716,1205,295,199,23,24,74,2535,520,958,321,205,25,47,63,2144,435,701,398,185,27,81,106,1931,340,645,522,166,29,148,602,2457,2822,5456,1876,1247,199,336,940,12879,0,0,0,0,0,0,28,28,0,0,0,0,0,0,59,57
LGA57910,161,1173,490,965,206,67,464,3515,2306,5249,1755,3509,176,137,1581,14717,2580,5008,1921,2954,122,170,1437,14194,1801,3385,1567,2432,71,203,1048,10506,1203,2317,1253,2421,64,185,794,8230,1169,2402,1781,3221,65,286,1651,10567,9218,19535,8801,15790,846,1072,7196,62454,0,0,0,7,4,0,3,15,0,9,8,24,8,5,3,53,10,39,17,60,11,3,8,147,12,24,13,38,0,3,15,114,11,11,19,24,0,9,10,85,5,9,19,21,0,6,8,63,3,12,9,9,0,0,9,33,44,102,89,173,31,25,61,515,3,5,41,313,164,34,68,628,220,1614,551,892,209,62,178,3721,3256,7282,2036,1936,205,203,556,15476,3214,6202,2084,1609,191,290,461,14048,1977,3798,1916,1387,167,447,410,10098,1276,2280,1668,1171,140,425,472,7430,946,2430,1996,978,183,626,1832,8990,10892,23609,10287,8284,1262,2088,3964,60388,0,0,0,0,0,0,172,177,0,0,0,0,0,0,258,262
LGA57980,24,162,21,36,9,0,24,282,321,529,61,106,10,7,80,1118,375,445,68,81,6,10,71,1054,300,342,91,74,6,14,76,895,239,322,73,79,3,21,68,809,303,435,186,123,3,16,219,1286,1564,2240,502,509,48,69,553,5489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,11,0,3,0,0,0,0,6,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,0,0,3,32,0,0,7,26,12,0,0,48,27,214,25,42,9,9,3,333,363,689,72,71,4,5,20,1218,381,557,96,59,3,13,19,1137,332,424,125,36,7,14,28,966,253,332,133,43,9,37,33,843,298,384,238,57,15,61,175,1226,1653,2604,692,340,56,134,293,5769,0,0,0,0,0,0,7,7,0,0,0,0,0,0,21,21
LGA58050,29,367,219,1071,247,54,339,2332,490,1464,968,3658,215,119,947,7857,780,1666,1280,3252,130,135,953,8206,449,1066,984,2832,80,149,854,6410,315,684,784,2492,59,145,633,5095,264,599,638,2174,33,164,857,4729,2329,5843,4904,15837,976,791,4840,35529,0,0,0,17,11,3,11,42,0,8,0,52,12,0,13,99,4,27,40,144,14,8,24,255,8,12,28,56,3,5,19,142,8,18,31,39,3,3,17,120,0,18,12,29,4,8,13,87,0,7,15,12,0,3,8,43,30,92,128,345,59,25,106,786,0,4,30,328,184,48,66,655,80,585,372,973,201,76,124,2416,933,2690,1415,2315,243,177,351,8130,1064,2456,1561,1909,218,280,352,7837,610,1478,1321,1570,170,344,309,5808,388,827,965,1077,104,309,361,4029,235,636,644,555,87,224,893,3273,3313,8686,6306,8723,1208,1455,2465,32154,0,0,0,0,4,0,157,166,0,0,0,0,0,0,177,183
LGA58190,0,0,0,3,0,0,0,6,0,0,3,8,0,0,3,16,0,0,0,0,0,0,0,9,0,0,5,7,0,0,3,13,0,5,0,3,0,0,11,16,0,0,0,3,0,0,5,11,0,10,10,29,0,0,22,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,0,5,0,5,0,0,10,0,9,0,3,0,0,5,14,0,3,3,0,0,0,0,7,0,3,4,0,0,0,0,14,0,24,11,14,8,6,10,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
LGA58260,0,0,0,0,0,0,0,5,0,0,0,5,0,0,8,15,0,7,4,11,0,0,9,34,0,3,5,13,0,0,4,26,3,0,0,4,0,0,5,19,5,0,3,10,0,0,15,31,5,12,16,47,0,0,42,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,16,5,6,8,3,0,0,0,26,5,0,0,8,0,0,0,14,0,4,3,4,0,0,0,17,0,0,3,3,0,0,9,12,4,16,13,26,5,0,13,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,5,27,3,0,16,51,0,15,6,48,0,0,27,98,12,11,10,75,0,0,24,135,5,13,22,101,0,3,56,202,12,27,30,161,0,6,78,319,23,42,58,173,9,13,97,423,57,109,133,592,19,24,310,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,8,7,0,0,10,23,0,0,0,0,5,0,5,12,0,3,0,9,7,0,4,25,10,20,14,43,9,0,4,101,20,32,31,39,0,5,5,130,12,30,42,44,8,10,17,166,34,44,73,62,10,12,27,252,24,46,66,33,7,19,37,241,101,185,228,242,40,48,88,933,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
LGA58400,0,0,0,0,0,0,0,0,0,0,4,10,0,0,4,15,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,9,0,0,7,14,0,5,0,6,0,0,11,23,0,3,9,36,0,0,21,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,4,0,0,4,3,0,0,5,12,4,4,7,13,0,0,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,6,0,0,3,7,0,0,0,3,0,0,5,12,0,0,0,6,0,0,0,8,0,0,0,5,0,0,6,8,0,0,0,19,0,0,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,35,252,128,201,61,10,150,837,564,1266,327,605,38,26,377,3200,544,969,294,471,23,32,292,2622,325,502,239,362,12,35,221,1696,205,298,202,396,6,41,185,1334,152,276,231,452,12,34,414,1572,1813,3556,1438,2543,195,176,1679,11399,0,0,0,3,0,0,0,7,0,3,6,11,0,0,5,23,3,10,5,13,0,0,0,32,4,7,0,7,0,0,0,17,3,6,6,9,0,0,3,30,5,6,4,0,0,0,3,17,0,3,0,0,0,0,11,18,14,32,22,43,7,0,26,145,0,0,11,76,41,7,15,153,45,351,168,199,57,11,34,860,743,1539,348,320,33,22,91,3094,638,1045,298,248,23,35,56,2347,343,553,277,216,23,66,54,1528,217,323,223,174,29,47,77,1089,148,301,235,123,17,73,557,1455,2133,4107,1563,1354,227,258,882,10522,0,0,0,0,0,0,31,31,0,0,0,0,0,0,61,64
LGA58540,0,0,0,0,0,0,0,9,0,0,0,11,0,0,6,21,0,6,0,12,0,0,4,22,0,0,7,11,0,7,15,39,3,5,0,12,0,0,10,28,4,7,3,9,0,0,15,42,8,15,9,70,0,8,52,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,8,5,0,0,0,24,0,12,4,7,0,0,0,29,0,11,3,9,0,0,0,27,0,5,6,4,0,4,3,27,0,0,10,0,0,0,8,26,5,37,30,30,8,7,14,141,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
LGA58570,34,268,70,160,34,8,102,675,667,1494,322,505,25,19,418,3448,648,1182,346,418,18,28,252,2877,447,731,257,315,5,43,170,1954,286,492,207,321,11,24,164,1509,221,347,189,266,8,41,220,1291,2295,4507,1395,2018,120,165,1341,11842,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,9,0,5,10,4,0,0,4,30,4,10,3,5,0,0,0,15,3,3,4,5,0,0,0,16,3,3,0,0,0,0,6,11,0,0,0,0,0,0,0,0,13,20,20,20,4,7,3,88,0,0,9,43,25,0,8,82,45,390,123,153,39,11,19,790,874,1796,354,275,30,26,84,3437,736,1253,294,193,21,32,50,2580,494,756,278,173,17,56,50,1814,301,458,256,121,16,57,64,1281,198,321,197,89,24,52,181,1053,2640,4975,1506,1047,178,239,447,11038,0,0,0,0,0,0,12,12,0,0,0,0,0,0,68,73
LGA58610,0,0,0,3,0,0,8,13,0,12,6,26,0,0,13,57,0,16,0,25,0,0,10,56,4,5,6,21,0,0,10,45,3,6,0,34,4,4,16,62,4,5,14,44,0,4,28,95,10,37,32,164,9,9,93,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,23,11,13,0,0,4,46,3,20,7,13,0,0,0,51,8,5,5,16,0,4,6,38,5,10,17,21,0,5,5,58,5,22,10,16,0,7,18,68,21,86,42,83,5,11,27,279,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3
LGA58680,0,0,0,0,0,0,3,10,0,0,0,11,0,0,5,12,0,3,3,11,0,0,3,15,0,0,6,14,0,0,7,32,0,3,0,10,0,0,16,27,0,0,5,12,0,0,10,36,0,9,12,59,3,4,48,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,13,0,6,3,8,0,3,0,13,0,6,5,8,0,4,0,26,0,0,3,3,0,0,0,12,0,0,5,3,0,0,5,19,0,18,24,24,0,4,4,84,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
LGA58760,60,558,340,1437,307,69,461,3229,526,1874,1088,4679,254,160,1109,9697,991,2312,1636,4491,125,235,1171,10964,775,1631,1613,4170,106,232,1132,9662,455,901,1059,3491,60,170,831,6973,332,704,1001,3219,47,214,1094,6611,3138,7993,6782,21938,1207,1127,6134,48323,0,0,0,13,10,3,9,31,0,3,6,37,13,3,0,64,8,19,36,82,27,3,19,193,9,17,15,38,9,7,5,101,7,15,26,30,9,0,11,91,7,8,17,23,0,0,13,66,0,8,0,8,3,4,20,36,29,79,99,226,60,20,70,585,5,6,49,460,313,70,126,1032,97,886,586,1255,306,124,179,3438,1104,3607,2004,2955,297,228,426,10609,1473,3732,2326,2578,280,379,538,11311,930,2364,2219,2320,261,496,528,9120,466,1144,1509,1462,191,379,440,5586,278,839,1014,774,131,391,1394,4819,4354,12564,9712,11810,1774,2056,3638,45919,0,0,0,0,0,0,168,172,0,0,0,4,0,0,194,202
LGA58820,0,4,0,31,7,0,12,53,0,7,6,77,0,0,26,124,3,10,15,95,3,0,39,163,0,8,24,106,0,3,43,185,4,16,16,117,3,4,38,197,6,19,33,125,0,12,82,277,20,65,93,548,21,21,237,1011,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,8,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,6,17,7,0,4,35,0,0,4,13,8,0,4,23,0,0,3,21,7,0,0,36,3,20,15,56,4,4,6,114,9,35,27,71,10,5,8,155,11,22,26,59,6,13,14,155,13,25,40,51,5,16,11,153,3,17,43,17,3,9,75,175,34,128,155,280,47,44,121,806,0,0,0,0,0,0,11,11,0,0,0,0,0,0,9,9
LGA58890,0,0,0,8,0,0,0,12,0,9,0,8,0,0,0,24,0,0,0,12,0,0,13,26,0,5,0,14,0,0,10,32,0,0,8,18,0,0,10,41,3,0,0,10,0,0,6,19,6,17,10,74,6,0,40,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,7,0,0,0,17,0,8,3,6,0,0,0,20,3,12,6,8,4,3,0,35,0,4,10,7,0,0,5,28,5,4,4,4,0,5,8,29,6,39,27,28,4,7,12,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,12,0,0,0,8,0,0,4,15,0,3,6,21,0,0,18,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6,0,0,0,9,0,0,0,5,0,0,0,6,0,5,3,0,4,0,0,7,0,0,7,4,0,0,0,13,0,0,4,0,0,0,3,7,0,12,8,17,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,4,0,0,5,3,0,6,0,12,0,0,5,23,0,4,0,4,0,0,4,14,0,0,0,7,0,0,10,16,0,0,4,16,0,0,10,32,0,0,5,12,0,3,20,33,0,10,9,52,0,3,51,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,4,0,8,6,3,7,0,0,20,0,9,6,14,0,0,0,22,0,3,8,4,0,3,0,22,0,3,9,9,0,0,0,19,0,6,6,0,0,5,4,18,3,31,26,35,6,8,5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA59170,0,5,0,7,4,0,6,11,0,8,0,18,0,0,8,33,0,7,4,27,0,4,17,61,3,6,10,14,0,0,7,36,0,3,3,11,0,0,8,24,0,0,9,9,0,6,20,43,3,29,30,82,5,4,63,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,12,0,19,9,11,0,0,0,37,6,16,11,8,0,0,0,48,3,13,3,11,4,0,3,31,4,6,9,13,0,0,4,39,3,3,3,7,0,0,10,26,18,65,39,55,7,3,18,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59250,0,0,0,6,0,0,12,24,0,3,0,16,0,0,34,53,0,0,5,16,0,0,30,47,0,3,5,13,0,0,19,40,0,0,3,9,0,0,7,22,0,3,0,4,0,0,9,12,3,15,15,62,4,0,117,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,8,0,4,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,12,8,9,4,0,4,39,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
LGA59310,0,0,0,11,0,0,4,13,0,10,5,31,3,0,10,61,4,4,0,34,0,0,3,46,0,6,3,17,0,0,12,40,3,5,4,26,0,3,10,51,0,4,3,33,0,3,19,64,12,25,18,151,7,8,60,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,7,3,0,0,6,0,0,0,9,0,9,7,17,4,0,0,44,4,16,6,18,4,0,6,47,3,12,7,10,0,0,0,29,4,6,12,10,0,0,0,39,4,4,18,0,0,0,14,42,16,47,45,63,19,4,20,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
LGA59320,0,5,0,0,0,0,0,9,0,5,3,3,5,0,4,20,0,0,0,3,0,0,6,11,0,5,4,4,0,0,4,13,0,4,0,11,5,0,5,18,0,0,0,10,0,0,10,27,4,12,5,37,3,0,29,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,4,4,0,6,0,0,0,14,0,8,4,7,0,6,0,25,0,4,5,3,0,0,0,16,0,4,5,7,0,0,0,18,0,0,7,5,0,0,6,20,8,20,22,28,6,3,8,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,7,0,0,0,7,0,4,0,12,0,0,0,19,0,4,0,4,0,0,4,16,0,0,0,3,0,0,0,10,0,0,0,8,0,0,3,16,0,0,0,12,0,0,15,30,4,11,7,41,0,0,33,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,5,3,0,0,0,16,0,6,0,9,0,0,0,13,0,6,3,7,0,0,0,12,0,0,0,8,0,0,0,14,4,3,0,5,0,0,14,20,0,20,12,23,6,6,17,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
