LGA_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
LGA57000,0,0,0,17,20,36,3,0,0,18,23,39,0,3,3,20,17,33,0,0,0,20,19,41,0,0,0,5,9,12,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,20,0,0,0,18,8,18,0,0,0,7,7,9,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,5,6,3,0,0,0,16,9,22,0,0,0,16,9,26,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,10,22,0,0,0,7,12,22,6,3,9,174,123,291,0,0,0,175,124,305,0,0,0,10,3,16,131,54,186,138,64,204,5,13,18,251,172,419,134,53,190,390,239,629,6,4,9,174,125,297,0,0,0,182,128,310,0,3,8,54,24,80,0,0,3,56,24,83,0,0,0,10,11,15,0,0
LGA57080,9,6,15,477,598,1077,0,3,9,485,615,1093,23,36,57,800,762,1560,0,5,5,823,795,1622,3,6,7,267,277,544,0,0,3,268,285,551,0,0,0,49,47,92,0,0,0,48,47,92,9,9,19,411,252,664,3,0,5,425,266,689,3,6,12,424,193,613,0,0,3,426,197,622,0,3,3,77,54,129,0,0,0,80,60,136,3,6,8,111,115,227,0,0,0,117,122,236,28,47,77,987,1221,2209,6,8,9,1023,1270,2293,0,0,0,86,49,139,0,0,0,86,54,140,15,10,26,705,884,1592,0,0,5,722,896,1623,107,98,202,9790,8838,18630,18,13,29,9906,8955,18861,14,5,15,340,295,631,1524,1019,2539,1874,1319,3195,180,177,360,13261,12253,25512,1548,1037,2587,14996,13471,28463,108,103,212,10181,9286,19471,18,13,29,10308,9400,19707,39,46,88,2097,2008,4109,7,4,17,2145,2055,4206,14,18,34,463,486,951,0,3
LGA57140,4,7,8,50,70,115,0,0,0,46,80,129,3,9,13,42,33,74,0,0,0,49,41,93,0,0,0,29,18,43,0,0,0,29,20,48,0,0,0,0,4,3,0,0,0,5,9,7,6,9,18,32,24,54,0,0,0,33,35,68,0,8,5,37,24,56,0,0,0,36,27,62,0,0,0,3,9,7,0,0,0,6,8,13,0,3,3,16,11,28,0,0,0,16,15,31,4,7,11,52,44,97,3,0,3,56,53,113,0,0,0,3,7,13,0,0,0,3,10,13,4,0,5,37,38,73,0,0,0,37,44,82,32,30,57,233,217,450,3,0,3,262,251,512,0,6,8,22,21,40,21,26,52,46,54,99,47,55,104,456,417,873,31,30,60,534,502,1037,32,30,60,251,235,491,3,3,7,289,266,552,12,7,19,127,108,238,0,4,8,142,121,256,0,8,15,38,37,75,0,0
LGA57210,6,5,7,261,351,619,3,7,14,274,370,637,8,23,29,188,232,420,5,0,0,197,256,451,0,0,0,108,110,216,0,0,0,108,110,217,0,0,0,11,29,47,0,0,0,13,29,45,6,4,13,144,107,251,3,0,5,151,113,264,0,6,6,168,101,267,3,3,8,174,109,284,0,0,0,23,18,39,0,0,0,26,17,47,0,0,0,73,58,136,0,0,0,73,59,135,5,17,27,203,292,495,4,3,4,210,318,531,0,0,7,36,37,78,0,0,0,42,36,77,6,8,16,207,238,445,0,0,0,216,245,462,51,47,99,1372,1260,2630,18,17,38,1439,1319,2759,9,0,6,162,83,241,246,209,453,421,292,704,89,93,181,2412,2282,4698,277,240,512,2775,2610,5388,56,46,103,1472,1346,2811,18,20,41,1543,1413,2954,15,33,49,513,527,1038,5,10,13,536,566,1097,0,5,12,154,226,383,3,3
LGA57280,32,74,105,161,201,364,0,0,0,197,278,474,105,154,259,340,369,706,0,3,7,450,528,972,7,20,28,59,63,122,0,0,0,65,88,151,0,9,7,5,5,4,0,0,0,3,13,18,83,110,194,205,95,302,0,0,0,289,208,497,45,57,96,109,49,149,0,0,0,152,97,253,18,27,48,26,18,50,0,0,0,44,41,91,8,9,26,46,26,77,0,0,3,57,39,94,52,75,127,228,389,611,0,0,0,283,459,748,17,18,37,16,13,36,0,0,4,35,38,71,59,97,158,238,310,545,0,0,5,298,408,710,974,915,1890,4232,3683,7917,30,20,45,5236,4618,9855,122,122,250,219,180,397,1209,936,2146,1548,1246,2791,1435,1476,2916,5554,5008,10559,1243,965,2207,8229,7449,15684,1018,977,1993,4396,3862,8256,30,24,47,5443,4857,10301,240,254,497,746,778,1526,5,8,7,994,1038,2024,40,82,114,143,146,292,0,0
LGA57350,0,0,0,31,67,101,0,0,0,31,73,102,3,4,8,15,39,54,0,0,0,20,38,61,0,0,0,22,14,35,0,0,0,22,15,39,0,0,0,5,0,9,0,0,0,3,0,4,7,3,15,29,15,42,0,0,0,33,16,54,0,7,3,31,20,55,0,0,0,37,26,59,0,0,0,11,11,23,0,0,0,14,11,25,0,5,5,13,12,25,0,0,0,13,13,23,0,9,8,16,45,59,0,0,0,18,48,65,0,0,0,0,9,4,0,0,0,3,8,10,0,4,4,21,28,45,0,0,0,21,29,49,17,22,43,173,174,347,0,0,0,192,197,393,0,0,3,15,18,38,114,117,231,135,139,271,34,40,74,303,346,649,118,120,236,459,504,961,17,20,47,180,188,365,0,0,0,200,212,414,11,6,19,56,86,142,0,0,0,68,88,163,0,4,4,31,35,69,0,0
LGA57420,0,4,7,72,110,175,0,0,3,71,116,190,0,3,6,61,75,138,0,0,0,67,78,144,0,4,5,33,29,59,0,0,0,34,23,63,0,0,0,8,4,11,0,0,0,8,4,11,0,6,3,46,30,79,0,0,0,52,36,81,0,3,3,59,32,88,0,0,0,55,37,90,0,3,3,7,3,14,0,0,0,7,9,16,0,4,4,28,25,53,0,0,0,28,22,56,5,4,12,60,88,154,0,0,0,65,94,162,0,0,0,10,5,11,0,0,0,10,9,10,0,0,5,49,72,121,0,3,3,49,80,128,22,27,50,639,529,1166,7,9,11,665,562,1232,3,8,7,35,28,61,92,69,164,136,106,239,39,47,88,958,858,1817,101,80,184,1095,987,2085,19,28,52,668,560,1230,7,9,16,696,602,1298,10,8,13,174,182,355,0,0,3,181,191,373,0,0,0,51,53,107,0,0
LGA57490,67,124,189,4168,7197,11366,44,60,104,4277,7384,11659,187,277,467,4644,6382,11030,22,31,54,4854,6690,11544,22,21,40,1755,1995,3753,11,13,27,1793,2031,3820,0,8,9,287,328,615,3,5,12,296,345,639,85,80,162,3370,2742,6111,27,15,48,3480,2842,6319,46,42,83,2862,1833,4694,25,28,50,2936,1893,4832,16,13,23,550,514,1067,6,4,6,568,531,1099,27,27,58,1252,1308,2565,11,20,28,1293,1357,2650,208,314,518,4893,8172,13064,19,26,48,5123,8510,13629,13,16,26,610,476,1087,0,9,10,633,494,1126,183,186,372,4528,5977,10509,23,36,56,4731,6201,10927,1066,1041,2106,39401,37695,77098,142,119,259,40613,38855,79465,120,107,234,2453,2666,5117,3978,2624,6597,6550,5397,11949,1771,1829,3605,61083,63892,124966,4230,2872,7108,67085,68591,135678,1166,1110,2276,41815,40373,82190,153,138,283,43132,41618,84750,370,418,785,11794,14025,25817,62,58,121,12224,14503,26719,73,128,198,3313,4617,7927,22,36
LGA57630,0,0,0,8,4,12,0,0,0,8,4,12,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,5,7,10,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,19,23,46,0,0,0,19,19,43,0,0,0,0,0,5,24,7,34,27,7,38,0,0,0,40,29,72,24,7,34,70,37,109,0,0,0,25,24,46,0,0,0,25,21,49,0,0,0,6,4,12,0,0,0,6,4,12,0,0,0,4,0,10,0,0
LGA57700,14,18,30,749,1265,2011,3,11,17,768,1293,2053,42,55,100,1116,1370,2485,5,10,12,1159,1436,2599,4,0,3,337,362,701,0,0,0,345,365,709,0,0,0,55,54,110,0,4,4,55,61,113,20,15,34,697,548,1243,0,4,4,721,565,1285,3,12,13,566,302,870,3,8,12,575,318,897,4,0,3,84,92,177,0,3,3,88,100,185,0,6,3,229,213,435,3,0,5,229,219,449,31,64,94,961,1677,2636,10,3,12,998,1740,2742,0,0,0,116,97,219,6,0,4,121,100,218,23,45,70,946,1169,2110,8,8,17,975,1218,2190,271,283,552,9843,9729,19570,40,22,66,10158,10038,20192,80,20,106,838,542,1384,701,506,1210,1629,1067,2691,472,448,920,14832,15099,29929,766,556,1325,16069,16102,32173,288,305,589,10423,10299,20725,44,29,73,10754,10631,21388,92,88,178,2645,3028,5678,14,13,30,2748,3133,5885,8,27,39,654,875,1529,0,8
LGA57770,4,0,4,27,38,62,0,0,4,34,35,68,4,4,12,20,23,43,0,0,0,23,35,59,6,6,6,17,16,30,0,0,0,21,14,32,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,20,13,36,0,0,0,30,15,46,10,0,11,25,3,25,0,0,0,33,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,10,3,15,6,0,8,16,38,54,0,0,0,29,40,66,0,0,0,3,5,8,0,0,0,3,5,8,5,0,5,19,21,35,0,0,0,27,20,46,38,25,60,258,262,519,0,0,0,297,290,583,3,5,5,17,22,37,75,75,151,91,105,198,67,38,101,377,398,774,81,79,158,520,507,1031,37,25,56,274,271,542,0,0,3,307,291,601,16,3,24,63,80,137,0,0,0,79,85,163,4,7,8,15,19,31,0,0
LGA57840,12,19,32,1074,1946,3022,7,8,11,1089,1976,3066,31,37,68,1323,1554,2875,0,4,4,1352,1599,2955,0,10,15,599,723,1321,0,5,5,606,732,1339,0,0,5,152,244,401,0,7,7,156,251,407,19,22,43,850,616,1462,0,8,7,871,640,1516,8,11,18,974,643,1615,4,9,14,984,660,1651,3,0,5,137,143,278,0,5,3,144,142,284,8,8,13,228,325,549,0,0,5,232,329,560,36,52,81,1274,2046,3316,4,13,17,1311,2108,3416,4,3,10,175,168,343,4,0,6,179,172,357,20,19,44,1267,1903,3170,3,5,9,1294,1926,3220,208,181,394,13710,13310,27017,26,30,52,13938,13516,27459,27,24,49,693,780,1476,839,794,1628,1559,1596,3156,327,309,636,20035,21001,41033,877,857,1732,21244,22163,43405,218,188,412,14431,14315,28753,25,29,51,14678,14540,29217,66,51,114,3613,4168,7779,14,22,28,3687,4238,7922,9,17,28,884,1203,2088,5,8
LGA57910,44,107,151,5354,10658,16008,30,78,106,5421,10846,16267,142,210,351,6616,8199,14817,19,40,62,6776,8448,15225,17,30,46,2847,3342,6191,10,25,32,2868,3394,6266,3,14,18,767,1183,1951,17,16,35,782,1212,1999,62,126,194,4737,4027,8767,21,32,50,4823,4191,9016,49,61,109,4646,3203,7845,32,15,48,4726,3279,8003,12,15,30,838,788,1626,0,7,6,854,813,1662,25,37,64,1454,1676,3127,9,19,29,1487,1733,3225,155,250,404,6640,11011,17642,32,37,69,6826,11292,18123,9,14,23,953,866,1823,10,9,25,973,891,1865,88,128,213,6923,9556,16477,35,39,67,7039,9723,16760,756,709,1468,71636,71534,143169,193,183,372,72584,72421,145008,91,82,165,3358,3562,6923,4792,4141,8931,8238,7780,16023,1255,1349,2606,103492,110649,214137,5119,4509,9626,109870,116500,226369,800,753,1554,75554,76164,151716,205,194,396,76557,77109,153668,264,313,577,17679,21372,39052,88,104,193,18035,21786,39820,63,126,186,4631,6483,11114,24,47
LGA57980,3,3,7,415,797,1214,8,9,17,424,805,1232,9,13,16,531,643,1176,0,0,3,544,654,1196,0,0,3,273,297,570,0,0,3,279,302,579,0,0,0,62,95,156,3,0,3,64,95,158,3,4,7,256,216,465,0,0,8,260,224,480,6,0,6,348,227,570,4,0,5,353,225,580,0,0,0,46,45,93,0,0,0,49,45,92,0,0,0,100,135,236,0,0,4,102,138,236,11,7,20,585,889,1473,0,5,4,591,902,1495,0,0,0,89,49,135,0,0,0,90,48,139,10,8,12,524,758,1278,5,0,5,531,767,1297,28,40,66,5257,5539,10797,18,9,23,5297,5593,10895,8,0,6,241,267,508,358,311,672,606,581,1183,62,65,128,7768,8644,16417,389,334,726,8219,9044,17267,31,46,72,5557,5943,11499,14,9,28,5604,5998,11602,20,16,34,1462,1738,3202,8,4,19,1498,1757,3256,8,0,7,363,505,868,5,4
LGA58050,81,156,232,3564,6288,9852,21,48,68,3661,6491,10155,268,356,618,4929,6555,11483,16,23,32,5204,6935,12136,24,33,57,1455,1791,3244,9,9,24,1489,1836,3321,5,9,13,298,439,737,4,6,12,306,455,767,149,143,293,3848,3169,7019,19,28,46,4019,3344,7358,77,86,162,2743,1748,4494,19,21,35,2840,1851,4693,26,30,58,553,507,1062,3,5,13,589,550,1135,35,37,68,1058,1065,2121,11,8,14,1102,1110,2207,219,334,555,4737,7780,12513,17,19,38,4973,8131,13102,19,23,46,582,466,1046,4,5,10,607,500,1106,224,201,422,4775,5989,10770,17,14,36,5022,6203,11228,1614,1567,3188,47239,45395,92627,162,141,300,49015,47101,96117,191,300,489,2798,2807,5608,3404,2592,5992,6392,5698,12094,2568,2733,5302,69777,71421,141209,3647,2826,6471,75992,76981,152974,1734,1652,3394,50018,48282,98299,171,146,319,51923,50081,102007,460,509,976,12397,13825,26225,50,48,101,12905,14388,27293,124,162,290,3091,4456,7547,9,24
LGA58190,0,0,0,19,11,33,0,0,0,19,19,32,0,0,0,13,16,30,0,0,6,15,21,33,0,0,0,11,3,9,0,0,0,11,3,9,0,0,0,0,0,0,0,0,0,3,0,8,0,0,4,11,6,19,0,0,0,13,12,21,0,0,0,16,4,19,0,0,0,15,3,27,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,4,4,0,0,4,7,14,19,0,0,6,9,13,28,0,3,3,3,3,3,0,0,0,3,0,5,0,0,0,14,13,27,0,0,0,14,8,28,10,11,14,108,80,193,0,0,0,119,94,210,0,0,4,6,0,10,25,22,50,33,27,57,10,17,29,170,131,306,27,21,54,217,172,386,10,11,14,113,81,198,0,0,0,123,92,221,6,0,5,38,32,67,0,0,0,39,29,67,0,3,3,17,11,29,0,0
LGA58260,0,4,6,26,26,47,0,0,0,28,30,59,6,4,8,18,15,32,0,0,0,22,22,42,0,0,3,14,6,19,0,0,0,12,10,22,0,0,0,5,0,5,0,0,0,3,0,3,7,5,3,11,6,13,0,0,0,13,7,22,3,5,8,15,3,20,0,0,0,18,9,26,0,0,0,9,0,9,0,0,0,6,0,6,0,0,0,7,5,18,0,0,0,10,5,18,0,0,0,12,32,45,0,0,0,12,32,40,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,17,30,0,0,0,16,17,29,16,17,32,139,129,266,0,0,3,154,143,294,0,0,0,14,7,20,40,42,84,57,54,107,25,28,50,232,204,436,43,42,91,296,274,575,16,17,32,144,132,276,0,0,3,158,149,312,4,3,6,52,40,92,0,0,0,55,46,100,0,4,6,16,15,29,0,0
LGA58330,6,3,8,235,298,531,0,4,5,239,307,547,5,6,16,136,182,318,0,5,3,145,190,335,0,0,0,103,88,191,0,0,0,103,88,190,0,0,0,3,12,16,0,0,0,3,12,16,5,6,8,149,86,239,4,0,4,154,95,253,0,6,3,177,83,257,0,0,0,176,91,264,0,0,0,28,17,46,0,0,0,31,16,49,0,0,4,70,49,117,0,0,0,75,48,126,7,6,18,170,250,419,0,3,3,178,259,438,0,0,3,33,26,58,0,0,0,31,28,58,3,6,10,183,208,388,0,0,0,184,220,400,47,31,75,1111,1075,2189,13,12,25,1169,1119,2290,6,4,9,91,70,161,263,205,471,358,280,637,73,60,136,2015,1947,3959,283,222,508,2370,2229,4601,47,32,84,1205,1161,2369,13,12,25,1271,1204,2470,16,17,33,454,480,931,7,0,7,476,500,970,4,3,7,178,153,328,0,4
LGA58400,0,0,0,22,20,45,0,0,0,26,21,49,0,0,0,12,16,34,0,0,0,15,16,29,0,0,0,11,8,15,0,0,0,11,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,27,0,0,0,23,9,34,0,0,0,20,6,23,0,0,0,20,11,26,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,7,5,12,0,0,0,7,5,12,0,0,0,13,20,32,0,0,0,13,20,33,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,13,18,25,0,0,0,13,19,29,8,3,11,60,52,108,0,0,0,62,59,124,0,0,3,3,12,11,12,17,33,16,23,47,9,8,15,128,120,243,18,17,32,151,137,298,8,6,10,62,64,124,0,0,0,74,64,137,0,0,0,31,23,53,0,0,0,34,23,59,0,0,0,16,16,25,0,0
LGA58470,0,6,9,0,0,0,0,0,0,4,6,7,0,6,8,6,5,6,0,0,0,3,9,14,0,0,0,7,0,6,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,13,0,15,3,0,6,0,0,0,0,0,0,4,0,9,3,0,3,3,0,5,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,5,11,0,0,0,8,10,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,4,0,0,0,7,3,10,29,21,51,20,18,43,0,5,5,50,44,96,9,3,15,3,0,3,7,0,10,15,8,20,54,38,95,34,33,61,7,3,15,95,79,170,29,21,51,20,19,38,0,5,5,50,48,99,10,7,18,11,9,17,0,0,0,21,14,33,3,0,3,4,0,4,0,0
LGA58510,16,24,43,769,1475,2240,10,10,18,794,1509,2305,32,48,79,1044,1357,2392,5,11,9,1076,1406,2484,5,9,13,437,471,908,4,0,9,448,475,921,5,8,11,133,177,313,0,4,5,139,190,330,33,30,61,766,559,1322,8,8,13,801,589,1396,15,12,27,659,423,1082,6,7,8,682,442,1125,7,4,9,129,124,258,0,0,0,136,130,264,9,6,16,251,257,504,0,0,7,262,260,528,51,57,106,1344,1999,3345,9,9,15,1396,2062,3459,7,7,16,154,122,274,0,0,0,160,126,286,35,35,75,1197,1554,2755,5,5,11,1242,1598,2838,194,163,361,11680,10969,22653,29,21,51,11903,11158,23058,22,27,47,623,743,1369,1020,795,1819,1664,1568,3230,338,318,656,16998,17307,34306,1071,852,1921,18416,18477,36889,215,179,387,12348,11744,24097,28,26,52,12587,11946,24544,66,69,133,2927,3331,6257,11,16,28,3004,3416,6420,26,28,54,747,1043,1792,11,0
LGA58540,0,0,0,38,36,72,0,0,0,38,40,81,0,3,0,30,37,63,0,0,0,32,37,66,0,0,0,10,8,21,0,0,0,17,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,27,13,41,0,0,0,29,18,49,0,0,0,16,14,37,0,0,0,16,15,35,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,10,0,10,0,0,0,8,0,14,0,0,3,21,32,46,3,0,3,24,32,50,0,0,0,0,0,4,0,0,0,0,0,4,3,0,3,18,25,38,0,0,0,13,29,43,12,6,18,217,191,412,0,0,0,232,205,437,0,0,0,23,8,25,45,50,91,66,57,122,14,18,31,357,317,673,47,49,98,424,381,802,12,6,22,224,206,435,0,0,0,238,219,458,3,0,5,76,73,144,0,0,5,80,74,155,0,0,0,26,19,45,0,0
