LGA_CODE_2021,Rel_a_SecB_OSB_NRA_No_In_F,Rel_a_SecB_OSB_NRA_No_In_P,Rel_a_SecB_OSB_NRA_In_st_nsM,Rel_a_SecB_OSB_NRA_In_st_nsF,Rel_a_SecB_OSB_NRA_In_st_nsP,Rel_a_SecB_OSB_NRA_TotM,Rel_a_SecB_OSB_NRA_TotF,Rel_a_SecB_OSB_NRA_TotP,Rel_a_Rel_a_ns_Ind_M,Rel_a_Rel_a_ns_Ind_F,Rel_a_Rel_a_ns_Ind_P,Rel_a_Rel_a_ns_No_In_M,Rel_a_Rel_a_ns_No_In_F,Rel_a_Rel_a_ns_No_In_P,Rel_a_Rel_a_ns_In_st_nsM,Rel_a_Rel_a_ns_In_st_nsF,Rel_a_Rel_a_ns_In_st_nsP,Rel_a_Rel_a_ns_TotM,Rel_a_Rel_a_ns_TotF,Rel_a_Rel_a_ns_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M,HYSC_Y10_e_No_In_F,HYSC_Y10_e_No_In_P,HYSC_Y10_e_In_s_nsM,HYSC_Y10_e_In_s_nsF,HYSC_Y10_e_In_s_nsP,HYSC_Y10_e_TotM,HYSC_Y10_e_TotF,HYSC_Y10_e_TotP,HYSC_Y9_e_Ind_M,HYSC_Y9_e_Ind_F,HYSC_Y9_e_Ind_P,HYSC_Y9_e_No_In_M,HYSC_Y9_e_No_In_F,HYSC_Y9_e_No_In_P,HYSC_Y9_e_In_st_nsM,HYSC_Y9_e_In_st_nsF,HYSC_Y9_e_In_st_nsP,HYSC_Y9_e_TotM,HYSC_Y9_e_TotF,HYSC_Y9_e_TotP,HYSC_Y8_bel_Ind_M,HYSC_Y8_bel_Ind_F,HYSC_Y8_bel_Ind_P,HYSC_Y8_bel_No_Ind_M,HYSC_Y8_bel_No_Ind_F,HYSC_Y8_bel_No_Ind_P,HYSC_Y8_be_In_st_nsM,HYSC_Y8_be_In_st_nsF,HYSC_Y8_be_In_st_nsP,HYSC_Y8_bel_TotM,HYSC_Y8_bel_TotF,HYSC_Y8_bel_TotP,HYSC_Dng_to_sc_Ind_M,HYSC_Dng_to_sc_Ind_F,HYSC_Dng_to_sc_Ind_P,HYSC_Dng_to_sc_No_In_M,HYSC_Dng_to_sc_No_In_F,HYSC_Dng_to_sc_No_In_P,HYSC_Dng_sc_In_st_nsM,HYSC_Dng_sc_In_st_nsF,HYSC_Dng_sc_In_st_nsP,HYSC_Dng_to_sc_TotM,HYSC_Dng_to_sc_TotF,HYSC_Dng_to_sc_TotP,Tpe_ur_occ_pvte_dwg_Sh_Indi_M,Tpe_ur_occ_pvte_dwg_Sh_Indi_F,Tpe_ur_occ_pvte_dwg_Sh_Indi_P,Tpe_ur_occ_pte_dw_Sh_No_Ind_M,Tpe_ur_occ_pte_dw_Sh_No_Ind_F,Tpe_ur_occ_pte_dw_Sh_No_Ind_P,T_ur_occ_pte_dw_Sh_In_st_nsM,T_ur_occ_pte_dw_Sh_In_st_nsF,T_ur_occ_pte_dw_Sh_In_st_nsP,Tpe_ur_occ_pvte_dwg_Sh_TotM,Tpe_ur_occ_pvte_dwg_Sh_TotF,Tpe_ur_occ_pvte_dwg_Sh_TotP,T_ur_oc_p_dw_im_h_t_s_o_In_M,T_ur_oc_p_dw_im_h_t_s_o_In_F,T_ur_oc_p_dw_im_h_t_s_o_In_P,T_ur_o_pr_d_I_h_t_s_o_No_In_M,T_ur_o_pr_d_I_h_t_s_o_No_In_F,T_ur_o_pr_d_I_h_t_s_o_No_In_P,T_ur_o_p_d_I_h_t_s_o_i_s_nsM,T_ur_o_p_d_I_h_t_s_o_i_s_nsF,T_ur_o_p_d_I_h_t_s_o_i_s_nsP,T_ur_o_p_d_I_h_t_s_o_TotM,T_ur_o_p_d_I_h_t_s_o_TotF,T_ur_o_p_d_I_h_t_s_o_TotP,Ty_ur_oc_p_dw_Ot_p_dw_In_M,Ty_ur_oc_p_dw_Ot_p_dw_In_F,Ty_ur_oc_p_dw_Ot_p_dw_In_P,Ty_ur_o_pr_d_Ot_pr_d_No_In_M,Ty_ur_o_pr_d_Ot_pr_d_No_In_F,Ty_ur_o_pr_d_Ot_pr_d_No_In_P,Ty_ur_o_p_d_O_p_d_In_st_nsM,Ty_ur_o_p_d_O_p_d_In_st_nsF,Ty_ur_o_p_d_O_p_d_In_st_nsP,Ty_ur_oc_pr_dw_Ot_pr_dw_TotM,Ty_ur_oc_pr_dw_Ot_pr_dw_TotF,Ty_ur_oc_pr_dw_Ot_pr_dw_TotP,ty_ur_occ_pri_dw_Tot_Ind_M,ty_ur_occ_pri_dw_Tot_Ind_F,ty_ur_occ_pri_dw_Tot_Ind_P,ty_ur_occ_pri_dw_Tot_No_Ind_M,ty_ur_occ_pri_dw_Tot_No_Ind_F,ty_ur_occ_pri_dw_Tot_No_Ind_P,ty_ur_oc_pr_dw_Tot_In_st_nsM,ty_ur_oc_pr_dw_Tot_In_st_nsF,ty_ur_oc_pr_dw_Tot_In_st_nsP,ty_ur_occ_pri_dw_Tot_TotM,ty_ur_occ_pri_dw_Tot_TotF,ty_ur_occ_pri_dw_Tot_TotP
LGA57140,181,418,8,0,8,260,215,480,6,3,7,5,13,21,20,24,49,40,38,78,0,0,0,3,0,3,0,0,0,3,0,5,12,12,23,46,39,83,4,0,4,63,52,119,0,0,0,10,11,18,0,0,0,10,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,6,9,11,4,4,7,150,173,319,0,0,4,155,182,330,3,0,6,37,43,79,0,0,0,43,42,83,12,18,29,127,90,215,3,0,0,139,114,252,5,9,12,32,28,63,0,0,0,34,32,70,0,3,5,25,11,38,0,0,0,29,16,45,0,0,0,0,0,0,0,0,0,0,0,0,46,53,93,411,374,785,31,26,53,485,453,937,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,8,0,0,0,5,4,8,47,53,100,417,380,793,31,26,53,489,456,948
LGA57210,1150,2433,20,4,30,1362,1215,2573,10,3,10,170,112,283,235,207,440,416,324,736,4,0,3,25,22,44,0,0,0,25,20,48,20,23,36,282,249,526,5,9,12,307,270,575,8,11,20,82,88,169,3,0,5,101,99,193,0,0,0,7,10,17,0,0,0,8,13,21,0,3,7,24,72,93,0,0,0,26,78,104,19,15,29,801,944,1749,5,9,15,821,970,1792,0,11,17,204,229,438,3,0,7,212,248,463,23,27,48,658,516,1174,11,3,17,692,551,1243,6,8,14,145,104,244,4,0,4,155,104,259,10,0,9,83,55,132,0,0,0,94,57,151,0,0,0,33,18,53,0,0,3,36,20,53,65,82,149,2114,2070,4178,228,206,427,2408,2351,4757,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,35,45,79,3,8,11,44,50,98,70,84,158,2147,2112,4260,232,207,441,2453,2407,4857
LGA57280,2421,5315,11,14,25,3715,3174,6887,119,113,237,152,112,274,1204,936,2145,1483,1165,2650,41,25,68,110,127,237,0,0,0,152,156,300,286,285,575,745,758,1506,4,4,10,1037,1050,2088,77,63,138,146,140,288,0,0,0,219,204,419,3,7,14,43,37,82,0,0,0,52,46,98,17,50,60,178,298,474,0,0,0,191,348,536,295,316,601,2197,2425,4622,15,12,21,2503,2745,5248,189,180,372,656,412,1060,0,0,4,846,593,1440,276,293,571,1090,677,1769,6,3,9,1370,981,2349,84,78,165,199,100,304,6,5,6,286,184,473,42,47,91,73,67,139,0,0,3,118,118,232,20,17,34,18,19,41,0,0,0,34,38,74,1054,1097,2150,3759,3607,7369,560,540,1100,5376,5241,10623,0,0,3,5,0,4,0,0,0,4,0,4,251,239,486,1263,1032,2297,341,268,606,1856,1530,3391,1306,1339,2639,5027,4640,9668,903,805,1713,7241,6775,14019
LGA57350,147,283,0,0,0,151,161,318,0,7,8,15,3,21,114,117,231,131,132,264,0,0,0,3,0,9,0,0,0,3,4,11,7,5,11,20,40,62,0,0,0,28,43,71,5,0,5,3,3,6,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,3,6,9,0,10,11,97,121,219,0,0,0,103,130,231,4,8,8,31,24,54,0,0,0,33,27,62,12,7,22,97,105,198,0,0,0,107,108,219,4,0,10,12,22,32,0,0,0,17,27,40,6,6,8,19,10,30,0,0,0,22,15,42,0,0,0,0,0,0,0,0,0,0,0,0,30,33,65,264,290,561,111,111,215,405,436,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,6,7,14,34,38,68,271,298,568,111,108,218,410,441,857
LGA57420,437,1004,8,5,8,585,474,1066,4,4,8,40,30,63,92,69,164,138,100,243,0,0,5,22,19,34,0,0,0,19,22,41,8,9,15,98,99,194,0,3,3,110,107,218,0,0,0,9,14,27,0,0,0,14,14,28,0,0,0,5,8,6,0,0,0,5,8,6,0,0,0,21,38,54,0,0,0,21,39,58,3,12,15,357,364,718,0,0,0,362,375,736,3,7,7,68,87,164,0,0,0,76,95,168,5,4,17,248,164,418,3,3,3,262,174,435,3,4,11,50,36,91,0,0,0,58,41,101,0,0,0,26,20,44,0,0,0,29,21,47,0,0,0,3,0,3,0,0,0,3,0,5,30,43,73,781,702,1486,51,52,104,862,797,1657,0,0,0,4,6,3,3,3,10,0,9,14,0,0,0,23,37,57,4,7,10,29,41,74,30,44,74,808,743,1548,62,60,121,893,846,1744
LGA57490,32124,66010,121,92,211,35191,33424,68611,77,53,133,1719,1593,3311,3984,2634,6617,5781,4277,10061,73,52,129,1291,1086,2380,0,4,4,1372,1140,2510,477,464,942,9185,8853,18044,29,31,66,9695,9351,19048,95,116,210,3045,3016,6058,7,11,17,3146,3140,6286,14,27,45,883,1127,2008,5,0,5,903,1157,2057,41,88,129,1315,2917,4231,9,8,14,1361,3010,4372,383,438,822,22728,26643,49373,85,79,163,23195,27159,50359,168,184,355,6554,6424,12982,24,21,46,6753,6626,13383,331,320,649,13267,12898,26158,68,60,133,13670,13277,26945,84,111,200,2678,2593,5270,12,17,26,2785,2710,5499,37,25,61,1084,1192,2279,15,18,28,1141,1237,2372,7,0,11,152,157,311,5,3,5,161,166,327,1544,1633,3179,54063,57512,111570,1950,2031,3977,57554,61171,118723,0,0,0,4,5,10,0,0,0,4,5,10,73,87,162,2920,3646,6566,254,228,483,3251,3964,7213,1617,1719,3340,56990,61159,118149,2200,2260,4459,60813,65136,125949
LGA57630,19,34,0,0,0,18,19,34,0,0,0,5,0,5,24,7,34,28,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,29,0,0,0,18,15,29,0,0,0,4,0,8,0,0,0,4,0,8,0,0,0,13,10,21,0,0,0,13,10,21,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,47,6,4,6,35,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,36,19,61,6,4,6,39,22,69
LGA57700,7534,15296,33,17,50,8073,7845,15922,75,12,86,678,343,1018,705,509,1211,1452,862,2313,14,19,34,367,327,693,0,0,0,389,342,725,121,118,239,2452,2263,4719,17,4,19,2590,2388,4981,26,30,52,621,699,1325,4,0,3,647,733,1381,0,4,6,185,246,434,0,0,3,189,253,442,7,13,16,296,637,926,0,0,0,303,651,953,87,128,209,4975,6266,11247,18,19,35,5080,6409,11490,32,45,75,1504,1487,2988,10,7,16,1541,1534,3078,102,74,178,3371,2849,6219,15,15,28,3494,2935,6429,18,18,42,701,507,1208,5,3,4,720,526,1246,7,0,12,258,204,460,4,0,3,265,208,470,12,0,12,44,25,65,0,0,0,49,27,76,383,414,803,13579,14339,27922,436,423,858,14401,15176,29580,0,0,0,3,10,11,0,0,0,3,10,11,4,3,6,158,212,363,9,14,26,165,234,402,387,422,809,13742,14564,28300,442,437,883,14571,15422,29995
LGA57770,204,430,0,0,5,258,227,495,0,0,4,17,14,35,79,75,152,92,92,184,3,0,0,0,0,5,0,0,0,0,3,9,10,9,19,29,27,60,0,0,0,39,35,77,0,0,5,3,7,8,0,0,0,3,12,12,0,0,0,5,3,4,0,0,0,5,3,4,3,0,7,3,14,19,0,0,0,5,17,27,3,6,14,134,182,320,0,0,0,145,189,335,9,3,8,33,41,81,0,0,0,40,44,90,19,12,28,115,84,204,0,0,0,140,94,230,4,5,10,17,18,34,0,0,0,24,18,47,4,0,4,13,13,24,0,0,0,18,13,25,0,0,0,0,0,4,0,0,0,0,0,4,50,31,80,220,236,459,36,40,80,310,305,615,0,0,0,3,0,4,0,0,0,3,0,3,6,0,11,68,84,147,22,31,51,94,116,203,57,31,83,290,321,608,64,71,133,402,421,827
LGA57840,8394,17527,10,20,35,9324,8586,17908,15,9,27,623,643,1267,832,785,1622,1473,1441,2915,8,7,13,326,301,631,0,0,0,334,313,644,79,54,135,2082,1775,3862,7,8,14,2168,1840,4007,54,34,85,1104,925,2032,0,4,7,1161,964,2125,13,6,18,955,971,1927,0,0,4,969,975,1946,10,12,24,945,1201,2150,4,3,5,957,1224,2180,100,79,181,12913,13573,26485,19,34,55,13031,13685,26720,34,45,88,1064,1136,2194,0,4,9,1100,1185,2291,43,47,90,1887,2199,4084,9,6,12,1931,2253,4181,21,20,44,452,454,907,0,0,0,478,474,954,9,5,16,227,297,521,0,4,8,234,308,544,3,3,0,56,98,149,0,0,0,58,102,155,158,176,335,11171,11323,22496,239,265,503,11568,11771,23334,0,0,0,0,0,0,0,0,0,0,0,0,73,82,156,7324,8226,15548,288,341,625,7688,8645,16333,232,256,490,18494,19552,38047,528,606,1135,19256,20413,39670
LGA57910,40427,83217,124,106,232,43659,41258,84918,63,42,105,2800,2559,5357,4775,4111,8890,7631,6715,14348,38,32,69,1856,1803,3653,8,4,9,1897,1835,3737,227,201,423,11809,11316,23126,34,38,69,12069,11544,23613,64,61,130,4612,4593,9205,18,16,30,4695,4672,9366,21,40,64,2846,3313,6154,6,3,12,2869,3361,6230,37,61,95,4425,6533,10956,15,17,33,4471,6609,11083,367,472,838,58479,63368,121845,140,146,284,58984,63989,122973,118,127,244,6522,6573,13091,29,26,56,6669,6731,13393,226,264,487,12206,13612,25817,52,65,116,12485,13938,26423,76,75,144,2919,3194,6117,18,23,41,3016,3294,6305,39,43,82,2537,3457,5996,22,32,51,2597,3534,6133,11,13,21,835,1122,1954,6,5,10,851,1133,1989,728,737,1465,66037,68769,134806,1884,1814,3703,68646,71320,139968,0,0,0,0,0,4,0,0,0,0,0,4,398,502,898,32126,36749,68872,1657,1807,3466,34179,39058,73234,1119,1237,2361,98167,105516,203680,3548,3621,7168,102832,110379,213208
LGA57980,4178,8475,17,0,18,4348,4221,8566,0,0,3,272,236,503,365,311,675,632,545,1176,0,3,5,147,132,274,0,0,0,150,128,283,9,6,15,893,917,1809,0,0,0,902,924,1826,0,4,4,383,334,712,0,0,0,382,338,723,5,4,9,220,313,534,3,0,0,234,314,544,5,3,10,363,546,905,3,4,7,369,551,921,32,36,71,5316,5969,11293,18,13,31,5367,6019,11390,4,6,8,309,314,630,0,0,0,316,320,632,7,4,11,491,645,1135,8,0,11,507,652,1155,0,5,5,155,149,304,0,0,0,155,152,306,6,0,5,58,95,157,6,0,4,65,98,167,0,0,0,8,8,21,0,0,0,12,8,20,32,27,55,4251,4604,8858,81,71,151,4363,4702,9069,0,0,0,0,0,0,0,0,0,0,0,0,29,31,58,3089,3581,6671,155,167,316,3270,3777,7044,59,54,112,7340,8186,15525,238,234,472,7635,8482,16111
LGA58050,27810,58045,109,85,192,32003,29473,61474,94,205,300,2053,1970,4022,3392,2586,5976,5540,4762,10306,89,90,178,1581,1371,2952,5,3,6,1671,1462,3141,670,625,1296,10020,9316,19340,34,34,63,10725,9976,20701,145,158,307,3457,3296,6750,16,10,29,3620,3466,7091,24,36,57,1347,1586,2933,4,6,7,1378,1624,2999,39,100,136,1892,3420,5311,4,12,14,1927,3530,5457,552,647,1206,29758,33263,63023,80,83,162,30399,33988,64387,228,249,477,6219,6037,12253,16,14,29,6464,6293,12763,469,609,1078,12674,11721,24395,55,57,110,13200,12381,25582,138,134,274,2625,2437,5065,15,20,34,2782,2585,5371,66,75,146,1514,1735,3247,20,15,38,1602,1823,3429,7,24,29,497,695,1190,6,4,4,510,720,1224,2142,2149,4289,61756,63584,125343,1905,1912,3815,65805,67644,133451,3,0,3,6,7,13,3,4,10,13,10,27,223,276,500,4381,5133,9516,371,396,775,4975,5811,10785,2368,2430,4801,66143,68725,134866,2284,2310,4595,70795,73461,144262
LGA58190,53,137,0,0,0,86,57,145,0,0,0,7,12,17,27,22,48,36,29,64,0,0,0,5,0,4,0,0,0,5,0,4,5,3,10,20,16,37,0,0,6,28,16,46,0,0,0,5,0,11,0,0,0,10,0,13,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,8,8,0,0,0,0,8,8,0,3,3,68,60,133,0,0,0,68,66,135,5,3,3,16,7,20,0,0,0,16,15,24,3,6,9,34,20,57,0,0,0,42,29,68,0,0,0,12,0,17,0,0,0,13,0,21,0,3,3,12,3,11,0,0,0,12,10,18,0,0,0,0,0,0,0,0,0,0,0,0,10,17,29,162,118,275,26,19,53,197,158,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,29,162,118,275,26,19,53,197,159,354
LGA58260,92,203,0,0,4,127,110,238,0,0,0,8,11,14,40,44,87,52,51,101,0,0,0,4,3,5,0,0,0,4,9,9,5,3,13,21,26,44,0,0,0,25,30,55,0,0,0,10,6,18,0,0,0,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,4,9,13,0,6,12,81,88,169,0,3,3,85,95,180,5,0,6,22,18,46,0,0,0,27,21,52,4,3,8,62,36,98,0,0,0,70,40,104,0,0,3,8,11,20,0,0,0,15,5,18,3,0,4,7,4,16,0,0,0,12,8,21,0,0,0,0,0,4,0,0,0,0,0,4,21,18,43,201,172,373,34,39,78,257,231,489,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,8,9,0,3,3,9,12,19,22,24,48,203,179,384,39,41,79,262,246,508
LGA58330,966,2064,17,11,26,1158,1013,2172,8,4,8,90,75,159,263,204,473,359,281,636,0,5,5,16,22,35,0,0,0,16,25,43,16,9,24,192,176,369,7,4,12,215,188,403,7,4,17,59,63,129,0,3,0,71,71,141,0,0,0,16,8,23,0,0,0,17,12,28,0,3,3,17,78,96,0,0,0,19,79,102,16,16,35,678,797,1476,5,4,15,703,815,1523,8,7,14,203,229,432,5,0,9,209,237,451,17,14,28,614,486,1097,0,0,0,633,502,1126,7,3,12,122,93,216,0,4,4,134,94,229,4,0,4,73,59,135,0,0,0,78,61,140,0,0,0,5,0,5,0,0,0,4,0,0,71,58,129,1770,1792,3564,195,205,404,2037,2061,4093,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,29,17,46,16,0,20,43,21,61,71,58,129,1804,1814,3619,209,207,418,2082,2082,4166
LGA58400,55,121,3,0,3,77,63,143,0,0,0,0,4,6,12,17,33,21,20,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,7,8,0,0,0,11,5,17,0,0,0,3,4,9,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,4,5,39,32,71,0,0,0,45,35,81,0,0,0,13,5,22,0,0,0,12,10,23,3,0,3,49,42,93,0,0,0,51,51,94,0,0,0,9,9,19,0,0,0,11,9,22,0,0,0,6,9,17,0,0,0,6,9,17,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,103,95,198,20,17,33,132,108,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,3,3,10,6,4,10,112,99,205,20,17,33,140,118,253
LGA58470,17,27,0,0,0,51,37,85,10,3,13,4,0,4,7,0,10,15,9,21,4,0,0,0,0,4,0,0,0,3,3,9,9,10,21,3,3,4,0,0,0,8,9,26,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,5,8,4,6,12,15,13,26,0,0,0,17,20,43,5,9,12,5,4,3,0,0,0,4,11,14,11,11,19,10,7,14,0,0,0,19,20,41,3,3,9,0,0,0,0,0,0,3,3,9,8,0,8,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,47,35,81,9,13,21,5,0,4,57,46,104,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,13,12,20,0,5,5,19,13,35,57,35,88,19,19,42,5,3,6,76,58,138
LGA58510,7643,16107,17,20,39,8660,7839,16499,22,32,53,628,718,1345,1020,789,1811,1666,1538,3204,7,0,12,265,276,535,0,0,0,272,274,543,51,38,86,1483,1376,2860,0,3,6,1530,1419,2947,16,18,32,556,601,1156,0,0,0,570,614,1185,13,11,21,724,806,1527,0,0,0,733,816,1555,19,17,40,1034,1374,2410,5,0,3,1054,1393,2448,132,112,237,10445,10800,21242,27,15,45,10597,10923,21519,20,36,60,1067,906,1972,4,3,11,1092,944,2037,64,76,138,1900,1785,3678,14,7,22,1974,1863,3841,12,8,23,375,386,757,0,0,7,392,401,787,6,15,18,257,350,609,0,9,7,270,373,641,0,5,0,100,103,200,3,4,7,102,112,214,182,171,353,9662,9796,19456,366,304,665,10211,10265,20478,0,0,0,0,0,0,0,0,0,0,0,0,116,91,211,6116,6201,12317,375,371,740,6608,6665,13271,298,267,564,15777,15994,31773,737,671,1408,16819,16930,33749
LGA58540,150,326,0,0,0,186,164,352,0,0,0,7,7,17,45,50,94,52,59,110,0,0,0,3,0,4,0,0,0,4,0,9,5,0,9,37,40,71,0,0,0,41,42,80,0,0,4,11,9,20,0,0,0,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,9,4,11,0,0,3,131,121,253,3,0,3,140,125,267,0,3,0,37,26,62,0,0,0,38,29,64,7,0,9,104,88,195,0,0,0,108,94,205,0,0,0,14,13,31,0,0,0,21,13,26,0,0,0,9,13,25,0,0,0,9,13,25,0,0,0,3,0,3,0,0,0,3,0,3,16,13,28,298,281,576,26,41,72,342,333,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,5,9,10,10,22,16,13,28,303,285,588,37,41,76,353,338,691
LGA58570,8996,18680,10,5,19,9782,9106,18891,9,4,8,453,334,789,947,732,1677,1403,1070,2470,4,0,4,326,228,551,0,0,0,328,228,555,23,26,49,1588,1563,3156,3,4,4,1617,1592,3210,0,5,8,550,528,1079,0,0,0,554,532,1086,5,14,13,528,691,1216,0,0,0,535,700,1235,15,22,31,999,1396,2397,0,3,0,1019,1415,2433,65,87,154,11280,11687,22967,14,20,34,11361,11799,23158,9,15,26,908,805,1724,0,0,3,925,822,1751,22,26,45,1467,1374,2842,3,6,10,1498,1406,2902,8,6,10,306,268,581,0,4,5,318,277,595,4,5,8,272,446,717,3,4,3,278,454,730,0,0,3,74,150,226,0,0,0,76,152,233,63,80,145,9173,9379,18547,192,177,367,9427,9634,19061,0,0,0,0,0,0,0,0,0,0,0,0,67,68,132,6797,6907,13699,389,371,758,7250,7342,14590,130,150,272,15964,16287,32250,583,548,1130,16674,16978,33654
LGA58610,335,726,9,6,8,419,353,772,0,0,0,21,27,51,83,91,180,107,120,225,0,0,0,8,8,14,0,0,0,8,7,19,4,9,8,84,71,151,0,4,4,85,78,162,0,0,0,23,26,47,0,0,0,23,25,49,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,10,11,18,0,0,0,10,11,18,9,0,11,246,284,534,0,0,3,254,290,544,6,0,9,71,80,148,5,0,0,71,82,155,7,3,14,213,212,421,3,3,9,229,217,446,0,3,0,53,42,95,0,0,0,53,42,100,0,0,0,40,19,57,0,0,0,36,19,59,0,0,0,4,3,3,0,0,0,4,3,3,23,20,44,657,651,1309,76,76,154,758,748,1508,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,17,20,41,0,9,10,25,30,55,26,20,43,679,670,1352,82,88,163,782,781,1559
LGA58680,99,230,0,0,0,134,99,230,0,0,0,4,5,11,53,43,91,60,48,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,40,0,0,0,20,23,40,0,0,0,4,9,12,0,0,0,4,3,12,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,3,0,0,0,3,5,11,0,3,5,87,76,160,0,0,0,90,77,165,0,0,0,24,21,49,0,0,0,24,21,50,0,0,0,64,49,115,0,0,0,63,49,114,0,0,0,15,6,21,0,0,0,16,8,25,0,0,0,6,6,15,0,0,0,6,7,15,0,0,0,3,0,3,0,0,0,0,0,0,0,6,8,207,190,392,47,41,89,254,235,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,8,207,190,392,48,41,88,254,235,490
