LGA_CODE_2021,Arthritis_Age_0_14,Arthritis_Age_15_24,Arthritis_Age_25_34,Arthritis_Age_35_44,Arthritis_Age_45_54,Arthritis_Age_55_64,Arthritis_Age_65_over,Arthritis_Age_Tot,Asthma_Age_0_14,Asthma_Age_15_24,Asthma_Age_25_34,Asthma_Age_35_44,Asthma_Age_45_54,Asthma_Age_55_64,Asthma_Age_65_over,Asthma_Age_Tot,Cancer_inc_rem_Age_0_14,Cancer_inc_rem_Age_15_24,Cancer_inc_rem_Age_25_34,Cancer_inc_rem_Age_35_44,Cancer_inc_rem_Age_45_54,Cancer_inc_rem_Age_55_64,Cancer_inc_rem_Age_65_over,Cancer_inc_rem_Age_Tot,Dem_inc_Alz_Age_0_14,Dem_inc_Alz_Age_15_24,Dem_inc_Alz_Age_25_34,Dem_inc_Alz_Age_35_44,Dem_inc_Alz_Age_45_54,Dem_inc_Alz_Age_55_64,Dem_inc_Alz_Age_65_over,Dem_inc_Alz_Age_Tot,Dia_exc_ges_dia_Age_0_14,Dia_exc_ges_dia_Age_15_24,Dia_exc_ges_dia_Age_25_34,Dia_exc_ges_dia_Age_35_44,Dia_exc_ges_dia_Age_45_54,Dia_exc_ges_dia_Age_55_64,Dia_exc_ges_dia_Age_65_over,Dia_exc_ges_dia_Age_Tot,HD_inc_Ha_ang_Age_0_14,HD_inc_Ha_ang_Age_15_24,HD_inc_Ha_ang_Age_25_34,HD_inc_Ha_ang_Age_35_44,HD_inc_Ha_ang_Age_45_54,HD_inc_Ha_ang_Age_55_64,HD_inc_Ha_ang_Age_65_over,HD_inc_Ha_ang_Age_Tot,Kid_dis_Age_0_14,Kid_dis_Age_15_24,Kid_dis_Age_25_34,Kid_dis_Age_35_44,Kid_dis_Age_45_54,Kid_dis_Age_55_64,Kid_dis_Age_65_over,Kid_dis_Age_Tot,LC_inc_COPD_emph_Age_0_14,LC_inc_COPD_emph_Age_15_24,LC_inc_COPD_emph_Age_25_34,LC_inc_COPD_emph_Age_35_44,LC_inc_COPD_emph_Age_45_54,LC_inc_COPD_emph_Age_55_64,LC_inc_COPD_emph_Age_65_over,LC_inc_COPD_emph_Age_Tot,MHC_inc_dep_anx_Age_0_14,MHC_inc_dep_anx_Age_15_24,MHC_inc_dep_anx_Age_25_34,MHC_inc_dep_anx_Age_35_44,MHC_inc_dep_anx_Age_45_54,MHC_inc_dep_anx_Age_55_64,MHC_inc_dep_anx_Age_65_over,MHC_inc_dep_anx_Age_Tot,Stroke_Age_0_14,Stroke_Age_15_24,Stroke_Age_25_34,Stroke_Age_35_44,Stroke_Age_45_54,Stroke_Age_55_64,Stroke_Age_65_over,Stroke_Age_Tot,A_oth_LTHC_Age_0_14,A_oth_LTHC_Age_15_24,A_oth_LTHC_Age_25_34,A_oth_LTHC_Age_35_44,A_oth_LTHC_Age_45_54,A_oth_LTHC_Age_55_64,A_oth_LTHC_Age_65_over,A_oth_LTHC_Age_Tot,No_LTHC_Age_0_14,No_LTHC_Age_15_24,No_LTHC_Age_25_34,No_LTHC_Age_35_44,No_LTHC_Age_45_54,No_LTHC_Age_55_64,No_LTHC_Age_65_over,No_LTHC_Age_Tot,Not_st_Age_0_14,Not_st_Age_15_24,Not_st_Age_25_34,Not_st_Age_35_44,Not_st_Age_45_54,Not_st_Age_55_64,Not_st_Age_65_over,Not_st_Age_Tot,Tot_per_Age_0_14,Tot_per_Age_15_24,Tot_per_Age_25_34,Tot_per_Age_35_44,Tot_per_Age_45_54,Tot_per_Age_55_64,Tot_per_Age_65_over,Tot_per_Age_Tot
LGA56790,0,0,0,0,0,3,5,8,6,4,7,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,6,0,4,15,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,16,50,13,15,11,10,5,0,105,5,5,0,0,0,0,0,20,65,27,18,19,22,12,20,184
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,3,4,0,0,0,0,3,11
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,0,0,0,0,19,0,4,0,0,0,0,0,4,12,15,0,0,0,0,0,28
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,4,0,9,0,0,0,0,0,0,0,0,3,4,3,4,3,3,0,18
LGA57080,0,0,0,4,0,4,4,15,3,27,16,8,3,5,3,57,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,4,4,4,19,0,0,0,4,0,0,8,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,8,0,29,20,12,4,6,4,77,0,0,0,0,0,0,0,0,0,5,6,4,4,5,3,26,30,81,42,20,23,9,6,202,6,6,0,5,0,0,3,15,34,132,75,40,36,23,18,360
LGA57140,0,0,0,0,0,3,3,8,0,0,3,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,18,0,0,0,0,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,31,9,11,0,0,3,0,57,0,0,0,0,0,0,0,8,35,9,15,8,9,19,10,104
LGA57210,0,0,0,0,0,4,3,7,12,5,3,3,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,13,0,0,0,0,0,4,4,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,9,4,4,5,27,0,0,0,0,0,0,0,7,4,3,0,0,7,0,5,16,38,14,6,7,11,9,6,99,0,0,0,0,0,0,0,6,57,31,13,22,20,19,21,181
LGA57280,0,0,4,8,32,30,26,105,60,45,44,31,28,38,22,259,0,0,0,4,10,5,9,28,0,0,0,0,0,0,6,7,4,4,9,28,50,48,46,194,8,3,3,8,20,30,25,96,0,0,0,6,10,10,12,48,4,0,0,0,3,9,7,26,7,20,42,28,18,8,6,127,0,0,0,0,12,14,5,37,44,17,17,12,29,24,22,158,722,361,320,212,153,102,25,1890,92,50,37,23,16,15,11,250,935,483,462,338,313,237,146,2916
LGA57350,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4,4,10,0,0,4,43,0,0,0,0,0,0,0,3,22,6,9,11,4,14,9,74
LGA57420,0,0,0,5,0,0,3,7,4,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,3,4,0,6,3,0,50,5,3,0,0,0,0,0,7,30,11,10,10,14,7,5,88
LGA57490,0,12,17,23,47,40,47,189,143,91,79,60,45,25,26,467,0,4,5,4,11,14,12,40,0,0,0,0,0,0,4,9,4,6,17,22,32,53,34,162,10,7,5,4,16,23,34,83,4,0,0,0,5,5,10,23,5,0,0,3,12,17,17,58,78,104,123,78,82,36,21,518,0,0,3,0,3,6,8,26,114,49,54,33,55,32,19,372,1030,389,287,213,99,63,25,2106,110,31,27,18,21,10,24,234,1430,634,538,374,289,201,131,3605
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,6,8,5,4,30,35,24,16,10,7,4,0,100,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,7,12,9,4,34,0,0,3,0,5,0,5,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,24,19,19,10,6,4,94,0,0,0,0,0,0,0,0,23,6,11,10,11,3,4,70,297,87,63,52,24,17,6,552,28,10,22,19,18,8,0,106,390,142,132,111,73,40,27,920
LGA57770,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24,4,7,3,6,5,0,60,0,0,0,0,0,0,0,5,28,7,10,9,13,15,14,101
LGA57840,0,0,3,4,6,10,11,32,10,18,12,4,8,3,5,68,0,0,0,0,9,3,4,15,0,0,0,0,0,0,5,5,0,0,4,3,20,8,8,43,0,0,3,0,4,5,10,18,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,13,7,15,21,13,17,9,3,81,0,0,0,0,0,7,0,10,5,3,5,3,7,7,4,44,142,122,53,18,29,17,4,394,22,9,6,0,0,3,0,49,185,163,96,36,74,44,30,636
LGA57910,0,0,7,15,32,50,39,151,66,55,65,60,36,44,25,351,0,0,4,7,9,16,19,46,0,0,0,0,0,0,13,18,0,6,17,28,38,54,54,194,0,3,3,7,19,37,39,109,4,0,0,0,3,11,15,30,3,0,3,5,13,23,22,64,32,76,100,68,65,44,12,404,0,0,0,0,9,3,9,23,43,28,35,30,36,28,19,213,514,322,262,139,136,56,29,1468,63,20,18,21,14,22,9,165,710,476,440,309,302,216,150,2606
LGA57980,0,0,0,0,0,0,0,7,0,5,0,5,0,4,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,23,18,16,9,6,5,0,66,0,0,3,0,0,0,0,6,32,22,22,18,17,11,4,128
LGA58050,4,8,18,33,45,65,67,232,207,88,90,64,75,61,32,618,0,0,0,6,15,19,14,57,0,0,0,0,3,0,11,13,5,6,18,32,61,106,65,293,0,8,4,9,21,59,59,162,9,0,0,6,13,16,16,58,4,0,0,3,9,34,14,68,59,109,138,96,75,56,18,555,0,0,0,5,4,11,20,46,135,57,58,56,44,41,27,422,1445,627,513,280,197,90,33,3188,166,84,100,64,41,28,8,489,1975,927,857,544,463,331,196,5302
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,14,0,0,0,0,0,0,0,4,10,3,0,3,7,3,5,29
LGA58260,0,0,0,0,0,3,3,6,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7,0,0,3,0,32,0,0,0,0,0,0,0,0,17,7,4,4,0,3,3,50
LGA58330,0,0,0,0,4,3,4,8,5,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,25,24,10,4,6,12,0,75,3,0,0,0,0,4,0,9,39,28,17,12,16,21,10,136
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,11,0,0,0,0,0,0,0,3,3,0,4,0,0,4,0,15
LGA58470,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,9,6,0,5,6,0,51,6,5,0,0,5,0,0,15,29,14,6,4,16,16,5,95
LGA58510,0,0,4,8,7,9,11,43,14,12,15,13,3,10,6,79,0,0,0,3,0,3,0,13,0,0,0,0,0,3,7,11,0,0,3,9,8,18,15,61,0,0,0,4,7,4,11,27,0,0,0,0,0,4,4,9,0,0,6,5,3,7,4,16,3,18,30,19,17,19,7,106,0,0,0,0,3,5,3,16,13,3,11,10,12,16,16,75,116,95,64,29,33,16,8,361,5,7,15,13,5,4,0,47,139,127,128,72,79,73,43,656
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0,12,3,0,9,0,4,3,31
LGA58570,0,0,6,0,9,4,5,16,6,5,10,10,5,0,3,41,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,3,4,15,0,0,0,0,0,4,4,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,9,0,9,18,14,3,5,0,55,0,0,0,0,0,0,0,0,5,4,4,0,7,4,4,31,42,28,42,21,22,11,6,168,8,0,0,0,0,5,0,19,56,56,72,47,33,28,22,318
LGA58610,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3,8,0,0,0,29,0,4,0,0,0,3,0,3,14,12,0,8,0,4,8,49
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11
LGA58760,0,9,13,24,36,52,55,198,155,89,66,69,45,40,16,484,0,3,3,6,6,10,14,54,0,0,0,0,3,0,5,12,0,6,11,33,40,63,49,213,0,6,9,13,15,39,35,115,3,0,0,8,3,12,10,34,6,0,9,8,6,19,24,68,49,112,111,74,59,46,17,467,0,0,0,0,5,7,7,20,107,55,42,29,40,23,24,321,1170,466,350,206,126,80,22,2419,129,57,39,19,15,8,7,280,1568,734,587,393,292,253,142,3971
LGA58820,0,0,0,0,0,3,0,10,3,6,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,22,3,11,7,4,0,92,0,3,0,0,0,4,0,7,45,35,18,18,22,16,4,159
LGA58890,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,4,0,5,0,3,0,0,14,3,0,0,0,0,0,0,3,10,3,5,0,3,0,9,27
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,11,4,0,0,0,0,0,0,4,12,0,4,0,0,0,0,20
LGA59170,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,18
LGA59250,0,0,0,0,0,4,3,8,0,0,3,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,7,19,49,0,0,3,3,5,4,13,29,0,0,3,4,4,4,10,25,0,0,0,0,0,0,4,5,0,0,0,4,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,34,17,8,7,8,0,0,74,3,0,0,0,0,0,0,8,46,24,18,18,17,13,19,141
LGA59310,0,0,0,0,0,0,3,4,4,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,8,11,3,6,3,3,50,0,0,0,0,0,0,0,4,27,7,16,5,6,6,9,76
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
LGA59330,0,0,0,0,0,0,5,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,9,8,0,0,0,10,5,29
LGA59340,0,0,7,3,14,16,19,58,20,18,15,24,24,22,13,124,0,0,3,0,7,4,3,16,0,0,0,0,5,0,0,6,0,3,5,28,63,61,39,198,9,4,6,10,18,20,18,79,0,0,0,0,3,19,17,44,0,0,0,0,7,3,6,16,5,14,11,17,11,10,0,67,0,0,0,0,6,0,3,13,20,9,19,14,18,20,12,111,590,338,287,236,145,71,37,1701,181,29,20,31,22,12,24,311,811,403,354,340,283,182,130,2515
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,12,3,5,5,0,47,4,0,0,0,3,0,0,6,23,4,13,3,17,5,7,66
LGA59360,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,7,0,3,3,0,26
LGA59370,0,0,0,0,0,7,3,12,5,3,3,0,0,3,8,17,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,19,0,0,0,4,3,3,5,17,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,6,0,0,4,3,0,3,0,21,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,8,39,12,9,11,3,0,0,83,0,0,0,0,0,0,0,8,49,18,21,13,10,14,13,144
LGA59499,0,0,0,3,8,6,4,24,9,15,11,17,10,3,0,56,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,10,4,11,33,0,7,0,0,8,0,8,22,0,0,0,3,3,0,0,7,0,0,0,0,4,0,0,7,4,13,11,18,20,8,0,76,0,0,0,0,3,0,3,8,3,5,6,8,3,3,0,32,73,59,37,33,19,12,3,236,66,102,192,287,258,123,72,1106,150,188,247,356,306,156,84,1495
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,9
