LGA_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
LGA52940,8,5,17,256,241,498,27,17,45,296,265,557,7,3,9,170,140,308,0,0,0,180,139,318,0,0,0,11,5,15,0,0,0,11,5,17,7,3,9,181,144,322,0,0,0,189,147,334,0,3,5,70,94,170,0,0,5,71,104,178,0,0,0,5,4,10,29,14,42,31,22,52,0,0,0,4.5,3.5,4,100,0,100,4.8,3.4,4.2,88.9,44.4,66.7,70.5,58.2,64.5,3.4,0,2.3,64.4,54.5,59.6,88.9,44.4,66.7,67.3,56.1,61.8,0,0,0,61.3,52.6,57.1,0,0,0,18,39,52,0,0,0,18,39,52,7,3,9,156,96,252,0,0,0,161,103,263,0,0,0,24,13,37,0,0,0,30,13,40,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,6,36,47,0,0,0,8,36,41,0,0,0,17,27,47,0,0,0,17,27,47,3,0,3,60,22,82,0,0
LGA53010,10,10,21,228,202,432,56,37,88,293,252,540,5,3,5,169,135,305,0,0,0,175,137,312,6,0,6,5,0,8,0,0,0,10,4,12,6,7,12,176,135,315,0,0,0,185,144,328,0,3,11,52,62,110,0,0,0,51,68,120,0,0,0,4,5,9,53,34,89,53,42,98,60,20,40,3.4,2.2,2.9,0,0,0,4.9,2.8,4,62.5,38.5,47.6,77,67.3,72.5,1.9,2.9,2.3,62.9,56.8,60.1,25,30.8,28.6,74.3,65.8,70.4,1.9,2.9,2.3,59.8,55.2,57.7,0,0,0,13,37,49,0,0,0,13,43,54,5,4,5,159,96,248,0,0,0,163,94,258,0,0,0,16,11,26,0,0,0,16,12,29,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,22,36,59,0,0,0,22,37,62,0,0,0,13,16,29,0,0,0,13,16,29,0,0,7,48,24,73,3,0
LGA53080,38,37,74,219,188,405,63,53,116,319,278,600,15,12,22,118,115,234,8,6,6,135,128,262,4,3,10,10,0,11,0,0,0,13,8,17,14,13,30,127,115,246,8,6,6,148,134,280,20,21,40,82,65,146,0,3,4,107,90,198,5,0,3,10,3,16,59,48,105,70,51,126,25,30.8,27.6,6.4,1.7,4.1,0,0,0,8.2,4.5,6.5,42.1,35.1,38.7,57.3,62.6,59.8,7.7,5.7,6.8,45.5,48,46.7,31.6,24.3,28,53.7,61.5,57.3,7.7,5.7,6.8,41.7,45.8,43.6,0,0,0,27,24,48,0,0,0,27,27,54,15,3,22,92,93,180,8,5,8,105,97,207,0,0,0,4,0,3,0,0,0,3,0,7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,5,8,0,0,0,4,5,8,0,0,0,17,14,29,0,0,0,17,14,29,0,0,0,10,12,18,0,0,0,12,12,21,3,3,12,37,22,60,0,3
LGA53150,29,29,53,2871,3227,6101,147,138,286,3046,3394,6439,11,13,32,1936,2041,3976,7,5,12,1961,2060,4016,3,9,7,98,71,167,0,0,0,98,73,173,15,19,35,2035,2108,4141,7,3,12,2057,2131,4188,13,9,19,827,1111,1938,11,7,17,845,1123,1968,0,0,0,11,13,26,134,121,256,144,136,280,13.3,25,20,4.7,3.3,4,0,20,7.7,4.8,3.6,4.2,57.7,76.9,67.3,70.8,65.3,67.9,5.4,3.6,4.5,67.5,62.9,65.1,50,57.7,53.8,67.5,63.1,65.2,5.4,2.9,4.2,64.3,60.6,62.4,0,0,4,260,489,751,0,0,0,260,497,759,12,14,24,1665,1539,3206,3,0,7,1687,1555,3238,0,0,0,119,128,249,0,0,0,124,128,255,0,0,0,319,316,638,0,0,0,321,318,639,0,0,0,114,217,332,0,0,0,114,217,332,0,4,0,809,1000,1805,6,0,4,817,1007,1814,5,4,8,268,318,587,0,5,3,274,323,598,4,7,3,393,202,596,5,0
LGA53220,646,588,1234,3148,1683,4836,1638,478,2116,5440,2746,8186,324,187,504,2916,1397,4322,23,4,29,3262,1590,4859,54,55,110,43,32,79,0,0,0,99,91,187,373,240,616,2963,1428,4395,25,4,33,3365,1682,5042,251,329,579,142,227,362,10,4,10,396,557,953,24,16,39,45,27,70,1607,464,2074,1681,508,2187,14.4,23.1,17.9,1.5,2.2,1.7,4,0,3,2.9,5.2,3.7,57.8,41.2,49.9,94,85.1,90.9,1.5,1.7,1.6,61.8,61.2,61.6,49.5,31.7,41,92.6,83.2,89.3,1.5,1.7,1.5,60,58,59.3,25,36,57,88,200,291,0,0,0,113,239,354,288,145,436,2807,1186,3991,23,10,32,3122,1342,4454,0,0,0,28,28,61,0,0,0,28,30,58,0,0,0,85,58,139,0,0,0,84,58,143,0,0,0,30,33,58,0,0,0,25,33,61,4,9,11,285,277,570,0,3,3,291,287,583,6,23,30,233,198,427,0,4,3,244,219,462,105,46,150,1337,317,1650,8,0
LGA53290,193,212,401,4820,4829,9646,597,515,1113,5611,5553,11164,84,104,186,3383,2908,6293,15,11,25,3481,3022,6504,13,10,22,89,69,159,0,0,0,106,76,182,91,113,211,3474,2978,6450,15,14,29,3585,3103,6685,88,93,181,1282,1797,3082,25,33,54,1386,1925,3313,13,0,15,63,58,116,562,471,1032,637,526,1163,14.7,7.1,10.6,2.6,2.3,2.5,0,7.1,3.4,2.9,2.5,2.7,49.2,53.6,51.5,72.1,61.7,66.9,2.5,2.7,2.6,63.9,55.9,59.9,42,49.8,46,70.2,60.2,65.2,2.5,2.5,2.5,62,54.5,58.3,3,20,23,302,533,839,0,7,7,306,560,863,71,79,157,3024,2335,5358,16,7,24,3108,2426,5535,3,0,3,266,156,427,0,0,0,273,156,429,0,0,0,61,78,135,0,0,0,61,78,135,0,0,0,38,120,157,0,0,0,38,126,160,4,8,9,330,660,993,0,5,0,333,674,1003,5,8,14,285,464,754,4,3,3,297,475,774,38,34,69,1460,730,2184,11,10
LGA53360,36,23,57,1146,1097,2244,129,94,226,1310,1217,2523,24,8,32,868,826,1689,3,6,10,899,836,1733,3,0,4,27,10,39,0,0,3,29,16,43,28,12,37,892,837,1730,8,7,11,928,849,1782,8,10,13,234,246,481,3,0,3,241,259,501,5,0,5,19,16,37,114,94,207,139,104,247,17.9,20,18.4,2.8,1.4,2.1,16.7,16.7,16.7,3.3,1.8,2.6,75.7,50,66.7,77.9,76,77,4.7,6.2,5.4,70.8,70,70.4,62.2,40,54.4,75.8,74.9,75.3,3.9,5.2,4.5,68.4,68.7,68.6,9,0,7,97,163,259,0,0,0,104,161,269,13,10,22,752,651,1402,4,3,8,773,657,1434,0,0,0,51,48,102,0,0,0,54,48,105,0,0,0,23,45,66,0,0,0,24,45,71,0,0,0,4,27,39,0,0,0,4,27,39,3,0,7,112,225,338,3,0,3,116,225,341,3,0,6,92,102,202,0,0,0,94,110,205,8,6,14,436,167,601,4,8
LGA53430,183,208,392,12124,13295,25417,866,672,1543,13174,14176,27353,96,86,183,8095,8260,16352,20,18,30,8205,8363,16569,18,13,31,458,341,800,0,0,0,470,360,830,110,102,213,8553,8599,17151,17,18,36,8681,8721,17401,61,103,164,3437,4520,7956,28,33,61,3532,4649,8179,9,8,21,134,174,309,820,623,1440,968,801,1773,15.3,13.7,14.6,5.3,4,4.7,5.6,0,2.9,5.4,4.1,4.8,60.3,49,54.3,70.5,64.7,67.5,2.1,2.5,2.3,65.9,61.5,63.6,51.1,42.3,46.4,66.8,62.1,64.3,2,2.5,2.2,62.3,59,60.6,16,25,44,1184,2064,3245,5,4,8,1203,2091,3294,74,64,139,6841,6152,12992,13,8,29,6938,6224,13160,7,3,10,643,690,1333,3,5,8,656,694,1352,5,9,13,1354,1474,2824,0,3,3,1359,1487,2845,5,4,10,364,758,1119,0,0,0,372,758,1130,9,24,32,2830,3864,6692,3,9,17,2844,3897,6736,16,13,24,1207,1340,2545,3,7,10,1221,1363,2582,35,29,66,2100,992,3096,13,0
LGA53570,50,41,91,2216,2077,4291,245,147,393,2519,2264,4781,31,16,49,1302,1109,2408,23,11,31,1352,1137,2487,0,6,6,52,28,81,0,0,0,53,32,88,30,21,54,1347,1140,2485,25,11,36,1405,1166,2571,18,21,39,837,898,1733,18,9,29,872,929,1800,3,0,3,31,38,65,204,131,339,239,165,409,9.1,10.5,9.6,3.7,2.7,3.3,4.3,0,3,3.8,2.8,3.4,64.7,46.3,56.5,60.8,54.9,58,9.3,6.8,8.4,55.9,51.6,53.8,58.8,41.5,51.1,58.6,53.4,56.1,8.9,6.8,8.1,53.7,50.1,52,0,0,0,52,141,194,0,3,3,52,139,192,31,14,46,1225,951,2175,17,9,26,1271,975,2251,0,0,4,137,71,212,3,0,4,146,77,220,0,0,0,24,42,64,0,0,0,24,42,64,0,0,0,3,43,50,0,0,0,3,43,50,0,0,0,125,237,364,0,0,0,126,244,368,5,6,4,147,205,353,4,0,4,155,209,360,12,3,13,724,247,968,10,0
LGA53640,32,38,69,447,371,821,39,28,67,515,439,952,8,8,18,345,238,585,0,0,0,357,252,610,3,3,8,7,9,13,0,0,0,12,9,27,15,13,31,356,246,599,0,0,0,369,261,631,14,15,30,81,125,209,0,0,0,100,141,243,0,4,4,10,6,16,36,25,61,39,37,81,33.3,33.3,33.3,2,2.5,2.2,100,0,50,3.5,4.2,3.8,50,41.7,45.5,79.4,65.6,73.1,2.7,3.4,3,72.2,59.5,66.4,33.3,27.8,30.3,77.9,64,71.6,0,3.4,1.5,69.6,57,63.8,3,3,5,12,54,67,0,0,0,16,56,71,7,3,7,333,183,512,0,0,0,340,191,525,0,0,0,31,14,47,0,0,0,31,14,47,0,0,0,3,9,13,0,0,0,3,9,13,0,0,0,4,9,9,0,0,0,4,12,15,0,0,0,40,60,101,0,0,0,37,60,101,0,0,0,24,32,57,0,0,0,24,31,55,5,3,5,104,49,156,0,0
LGA53710,14,11,20,348,330,680,48,45,91,407,386,792,4,0,4,240,202,437,0,0,0,242,200,440,3,0,3,3,9,16,0,0,0,6,9,14,10,0,10,241,212,449,0,0,0,246,206,453,6,8,10,103,123,221,0,3,6,110,132,236,0,3,0,8,0,7,46,43,91,52,44,96,50,0,50,1.7,4.3,2.9,0,0,0,2.8,4.3,3.5,50,0,28.6,69.2,62.7,66,0,2.2,1.1,60.6,54.1,57.4,25,0,14.3,68,59.9,64.1,0,2.2,1.1,58.9,51.8,55.4,0,0,0,17,30,48,0,0,0,17,30,48,4,0,4,214,162,378,0,0,0,217,165,382,0,0,0,31,20,48,0,0,0,31,20,48,0,0,0,5,8,9,0,0,0,5,8,9,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,24,32,54,0,0,0,24,32,54,0,0,0,10,29,36,0,0,0,10,29,41,4,0,4,75,62,138,0,0
LGA53780,1236,1144,2375,46518,47040,93560,2303,1871,4171,50056,50054,100107,461,414,878,31388,26001,57388,77,50,123,31927,26460,58391,119,106,226,2058,1956,4015,4,5,9,2182,2067,4249,583,525,1100,33447,27957,61401,81,55,136,34109,28530,62643,614,584,1199,12424,18422,30846,88,105,189,13124,19108,32233,45,33,77,648,665,1316,2129,1716,3845,2824,2414,5233,20.5,20.5,20.5,6.2,7,6.5,7.3,11.1,8.8,6.4,7.2,6.8,47,45.7,46.4,71.9,59.4,65.6,3.6,2.9,3.3,68.1,57,62.6,37.3,36.4,36.9,67.5,55.3,61.3,3.3,2.6,3,63.8,52.9,58.3,46,111,154,2810,4558,7363,3,7,9,2855,4673,7532,405,295,703,28051,21107,49163,68,38,103,28521,21445,49970,10,13,25,1918,1008,2930,7,0,9,1932,1031,2965,11,16,27,2349,2393,4749,0,0,7,2362,2413,4775,6,13,14,511,964,1471,0,5,3,513,976,1488,15,62,82,5983,8093,14072,11,15,29,6007,8175,14184,37,68,104,4172,4641,8815,11,12,19,4215,4722,8938,207,191,402,10825,5912,16740,40,8
LGA53800,1218,1344,2561,12853,13509,26360,1438,1263,2705,15514,16116,31634,433,515,953,8675,8275,16948,34,30,63,9139,8820,17963,122,87,210,420,337,756,10,0,10,555,428,977,557,604,1160,9095,8614,17705,43,31,71,9693,9245,18941,603,672,1278,3597,4755,8356,37,52,88,4237,5481,9719,57,61,124,161,146,305,1369,1182,2547,1579,1389,2976,22,14.5,18.1,4.6,3.9,4.3,21.4,3.3,13.9,5.7,4.6,5.2,45.9,45.1,45.5,70.8,63.7,67.2,2.9,2.4,2.7,62.5,57.4,59.9,35.8,38.5,37.2,67.5,61.2,64.3,2.3,2.3,2.3,58.9,54.7,56.8,50,134,187,1047,1914,2961,0,0,3,1100,2049,3148,375,370,748,7551,6294,13842,32,28,56,7956,6696,14649,9,11,20,515,357,873,5,0,5,526,371,900,0,0,3,255,302,554,3,0,3,260,302,563,4,9,9,130,384,512,0,0,0,131,393,522,22,58,81,868,1839,2706,0,0,5,893,1900,2797,40,94,130,906,1414,2319,4,3,6,952,1511,2463,196,190,380,4219,2199,6423,28,11
LGA53920,935,1038,1972,244,227,468,134,114,241,1310,1372,2685,180,196,379,205,188,400,6,9,10,394,393,786,153,100,248,0,0,3,0,0,0,149,97,248,336,291,627,206,193,400,6,9,10,548,487,1035,522,672,1196,31,27,57,8,9,20,563,712,1275,77,67,151,5,6,11,113,100,208,199,172,372,45.6,32.8,39.6,0.5,0.5,0.5,0,0,0,28,19.8,24.1,35.7,28.2,31.7,84.8,84.9,84.9,5.3,4.4,4.9,41.8,35.5,38.6,19.4,19,19.2,84.4,84.4,84.4,5.3,4.4,4.9,30.1,28.5,29.3,42,44,85,43,53,96,0,0,0,85,96,187,119,140,263,156,137,292,4,0,10,280,280,562,0,0,0,6,0,6,0,0,0,9,0,6,0,0,0,18,16,34,0,0,0,19,16,35,3,5,8,4,14,20,0,0,0,7,22,27,0,12,12,41,78,113,0,0,0,41,91,132,3,8,12,22,21,43,0,0,0,25,33,56,112,82,192,71,25,98,0,0
LGA53990,254,264,523,10210,10742,20949,652,480,1131,11113,11485,22603,152,133,283,6935,6222,13152,28,19,51,7115,6372,13484,27,22,45,283,285,562,0,0,0,305,306,609,179,153,331,7212,6503,13711,28,27,48,7422,6678,14097,74,113,186,2906,4155,7061,22,34,52,2999,4296,7299,4,0,8,91,87,177,602,421,1024,698,509,1211,14.6,12.7,13.7,3.9,4.4,4.1,0,8.3,3.8,4.1,4.6,4.3,69.5,56.8,63.1,70.6,60.5,65.5,4.3,5,4.6,66.7,58.1,62.4,59.4,49.6,54.4,67.9,57.9,62.8,4.3,4.6,4.4,64,55.5,59.7,4,25,31,492,1158,1649,0,0,5,501,1182,1690,142,101,242,6373,5007,11382,28,18,40,6538,5129,11668,4,8,12,341,294,630,0,0,4,344,297,644,0,0,3,154,189,346,0,0,0,157,189,351,5,3,4,101,262,362,0,0,0,103,258,368,3,15,20,748,1381,2131,0,3,0,748,1404,2154,6,13,22,701,1091,1794,0,0,3,712,1109,1821,71,57,133,3602,2064,5668,5,7
LGA54060,43,59,100,1332,1367,2694,188,145,330,1559,1564,3126,17,17,36,725,695,1417,4,3,4,748,709,1465,3,8,13,24,24,51,0,0,0,29,32,58,26,20,50,748,721,1469,3,3,7,780,737,1520,19,36,52,559,625,1186,6,10,16,583,667,1255,0,0,0,24,21,42,176,135,306,198,149,352,16,23.8,19.6,3.3,3.3,3.3,25,0,16.7,3.9,3.9,3.9,59.5,36.2,46,56.3,52.6,54.5,2.1,1.4,1.8,49.9,47.3,48.6,50,27.6,37,54.4,50.9,52.6,1.6,1.4,1.5,48,45.5,46.7,5,3,4,40,147,187,0,0,0,46,153,196,18,14,32,659,532,1187,4,0,5,675,549,1221,0,0,4,61,42,97,0,0,0,58,41,103,0,0,0,10,18,27,0,0,0,10,18,24,0,3,3,3,27,31,0,0,0,3,28,30,0,0,0,59,126,188,0,0,0,61,131,190,0,0,0,79,141,223,0,0,0,79,148,226,7,7,13,422,186,611,5,0
LGA54130,15,10,27,428,376,810,37,38,73,485,422,911,14,5,16,310,252,569,0,0,0,328,262,589,0,0,0,4,4,15,0,0,0,8,4,9,16,5,16,316,265,583,0,0,0,332,265,599,5,0,10,108,114,223,0,0,0,111,119,229,0,0,0,5,0,3,37,38,73,43,41,79,7.1,0,5.6,1.6,2.7,2.1,0,0,0,1.8,2.6,2.2,82.4,50,72,74.1,69.2,71.8,0,0,0,68.5,62.7,65.8,76.5,50,68,73,67.4,70.3,0,0,0,67.2,61,64.3,0,4,0,19,55,77,0,0,0,18,59,78,12,0,16,292,193,485,0,0,0,301,197,503,0,0,0,44,19,62,0,0,0,44,19,62,0,0,0,5,3,13,0,0,0,5,3,13,0,0,0,5,4,13,0,0,0,5,4,13,0,0,0,30,73,97,0,0,0,30,74,101,0,0,0,20,40,58,0,0,0,20,40,58,3,3,11,112,50,168,0,0
LGA54170,462,429,891,61019,64268,125281,2345,1630,3980,63822,66334,130156,295,247,542,42606,40403,83009,98,90,187,42996,40747,83741,34,20,48,2114,1692,3802,0,3,7,2151,1714,3863,324,265,593,44718,42096,86810,103,94,195,45147,42461,87602,123,157,281,15943,21731,37675,78,123,204,16152,22012,38161,10,7,19,356,442,797,2165,1419,3574,2530,1866,4394,9.8,6.7,8.4,4.7,4,4.4,3.9,6.4,5.1,4.8,4,4.4,70.3,62.3,66.5,73.3,65.5,69.3,4.4,5.8,4.9,70.7,64,67.3,63.4,58.1,60.9,69.8,62.9,66.3,4.2,5.4,4.7,67.4,61.4,64.3,41,73,111,5090,8541,13632,6,16,24,5136,8630,13762,249,173,426,37194,31583,68780,80,74,150,37532,31829,69359,7,5,16,3208,2244,5454,8,4,13,3229,2254,5490,11,16,22,3475,3093,6569,3,9,11,3494,3113,6602,6,12,21,1310,2589,3897,3,3,8,1316,2600,3920,32,45,75,10477,14009,24484,16,23,37,10527,14076,24595,34,34,69,6588,7909,14499,14,18,29,6637,7959,14598,122,81,201,16474,7372,23846,50,21
LGA54200,405,456,862,21792,22923,44714,1032,794,1824,23227,24174,47399,233,239,475,14927,13510,28439,44,24,59,15207,13769,28979,37,26,70,702,622,1325,0,3,3,743,652,1396,279,271,549,15628,14130,29762,44,24,65,15948,14420,30369,115,170,284,5941,8524,14466,26,57,84,6083,8751,14837,11,16,27,223,268,484,963,713,1678,1197,998,2193,14.8,10.8,12.8,4.5,4.4,4.4,0,9.1,3.2,4.7,4.5,4.6,68.4,59,63.4,71.7,61.6,66.6,4,2.8,3.5,68.7,59.7,64.1,58.3,52.6,55.3,68.5,58.9,63.6,4,2.5,3.3,65.5,57,61.1,20,53,75,1376,2690,4057,0,0,0,1396,2746,4140,214,182,394,13378,10708,24083,39,16,51,13623,10909,24528,6,5,12,946,672,1623,5,3,8,952,684,1637,5,7,4,837,854,1690,3,0,3,842,860,1700,4,7,10,337,670,1009,0,0,0,340,676,1017,10,31,43,2645,3901,6552,0,3,6,2657,3939,6602,14,44,52,2016,2664,4674,4,3,9,2031,2705,4737,108,79,184,6455,3171,9620,20,14
LGA54280,814,701,1517,10051,9121,19169,1217,911,2134,12083,10734,22815,341,276,617,8057,6565,14621,40,22,63,8438,6858,15298,57,33,87,248,195,446,9,0,7,303,229,535,396,305,703,8307,6761,15067,43,21,66,8746,7091,15837,359,332,688,1604,2253,3854,15,23,40,1981,2606,4584,57,66,122,141,106,247,1162,863,2031,1355,1035,2398,13.8,10.2,12.2,3,2.9,3,11.6,4.3,9.1,3.5,3.2,3.4,49,43.5,46.4,82.6,74.1,78.6,3.5,2.5,3.1,72.4,66.1,69.4,42.2,39.1,40.8,80.2,72,76.3,3.1,2.4,2.8,69.8,63.9,67,34,72,107,536,1244,1785,0,0,0,572,1317,1894,301,197,497,7435,5240,12670,29,19,48,7759,5455,13221,6,0,7,181,170,358,0,0,4,193,173,366,4,0,3,317,307,625,0,0,0,317,306,631,0,5,7,91,209,300,0,0,0,90,222,310,10,33,44,850,1306,2152,4,0,4,863,1340,2203,13,24,38,542,825,1366,3,0,6,559,848,1406,149,91,236,3549,1415,4969,13,3
LGA54310,982,822,1801,6476,5566,12043,1635,1078,2714,9092,7466,16560,455,355,807,5809,4466,10276,25,23,51,6286,4841,11129,54,58,110,106,111,218,0,0,0,163,170,328,506,414,920,5918,4575,10488,26,23,46,6447,5009,11459,454,388,849,502,957,1463,8,9,18,972,1348,2321,19,21,39,49,40,88,1605,1040,2648,1675,1103,2772,10.5,13.8,12,1.8,2.4,2.1,8,0,4,2.5,3.3,2.9,51.5,50.2,50.9,91.4,82.1,87.1,1.5,2.3,1.8,70.9,67.1,69.2,46.1,43.2,44.8,89.8,80.2,85.3,1.4,2.3,1.8,69.1,64.9,67.2,26,69,92,488,1025,1516,5,3,4,520,1092,1609,420,282,694,5277,3407,8689,18,14,34,5711,3707,9420,4,7,8,94,130,223,0,0,0,95,135,231,4,8,12,180,231,408,0,0,0,183,234,417,0,5,6,85,209,297,0,0,0,89,211,303,10,24,33,604,1143,1745,0,0,0,616,1165,1779,8,40,46,540,654,1195,0,0,3,557,692,1247,218,132,347,2735,963,3700,11,12
