LGA_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
LGA53640,5,17,6,26,0,0,0,64,3,20,17,29,0,0,7,72,3,17,13,31,0,3,9,76,3,10,14,18,0,4,15,57,23,101,57,156,5,10,35,393,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,9,0,0,0,0,0,0,16,16,0,0,0,0,0,0,7,7,0,0,0,0,0,0,11,11,0,0,0,0,0,0,14,14,0,0,0,0,0,0,67,67,0,0,0,0,0,0,9,5,0,7,0,5,4,0,3,21,5,30,6,50,0,0,16,109,5,17,6,31,0,0,18,83,3,21,15,29,0,0,10,80,3,17,13,34,0,3,20,89,4,10,14,18,0,4,26,75,25,101,55,163,10,10,110,472
LGA53710,5,15,3,39,0,3,0,67,0,13,6,22,0,4,0,49,4,7,5,26,0,4,10,61,3,4,12,24,3,0,20,68,13,54,36,138,11,7,46,313,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,10,0,0,0,0,0,0,19,19,0,0,0,0,0,0,11,11,0,0,0,0,0,0,30,30,0,0,0,0,0,0,91,91,0,0,0,3,3,0,14,18,0,0,0,7,5,0,5,25,0,14,0,23,5,0,8,44,5,15,5,36,0,3,13,81,0,13,6,22,0,4,23,68,4,7,5,26,0,4,26,81,3,4,12,25,3,0,52,99,13,54,41,141,11,7,143,412
LGA53780,2343,4490,2137,3413,225,285,641,13535,1167,2416,1832,3037,189,347,518,9507,639,1328,1244,2505,118,279,490,6602,428,1083,1152,2633,100,381,1391,7165,6224,14072,8815,16740,1619,1640,3954,53058,0,0,0,0,0,0,263,263,0,0,0,4,0,0,315,329,3,9,3,8,0,0,797,812,0,10,3,7,3,0,821,852,0,4,3,7,0,0,709,731,0,3,4,4,0,0,432,438,0,9,6,16,0,3,534,574,11,29,19,46,7,9,3880,3992,0,3,51,533,346,42,420,1394,111,986,592,1583,395,108,530,4300,1541,3799,1836,3254,290,210,1414,12342,2349,4519,2161,3512,239,296,1492,14565,1177,2436,1867,3101,193,353,1249,10374,644,1341,1263,2536,119,283,943,7137,435,1097,1166,2665,101,381,1947,7802,6265,14184,8938,17187,1691,1669,7983,57919
LGA53800,289,653,454,1191,96,76,107,2860,257,629,481,1287,75,109,139,2976,190,359,491,1094,72,98,163,2463,126,325,450,961,51,127,553,2599,1067,2706,2319,6423,686,488,1124,14809,0,0,0,0,0,0,191,191,0,0,0,3,0,0,178,177,0,0,0,8,0,0,429,440,0,4,4,6,0,0,479,492,0,0,5,3,0,0,435,444,0,0,0,7,0,0,365,377,0,0,0,12,0,0,486,501,3,5,6,37,0,0,2568,2625,0,0,18,159,127,11,247,566,23,138,100,496,172,25,228,1181,189,614,365,1411,166,47,557,3356,287,681,481,1280,111,82,612,3539,260,649,516,1354,88,114,612,3594,190,382,520,1142,81,105,559,2981,128,335,466,988,51,121,1087,3190,1084,2797,2463,6834,801,514,3904,18394
LGA53920,6,20,9,23,0,3,0,59,13,18,9,14,0,0,0,52,11,14,7,20,0,0,3,67,3,10,7,13,0,0,7,41,60,113,43,98,8,4,18,336,0,0,0,0,0,0,7,7,0,0,0,0,0,0,18,17,0,0,0,0,4,0,41,41,0,0,0,0,0,0,37,39,0,0,0,5,0,0,53,58,0,0,0,3,0,0,33,34,0,0,0,0,0,0,38,38,0,0,0,3,4,0,220,231,0,0,0,13,3,0,51,61,0,13,0,21,9,0,49,96,20,37,5,77,21,14,94,267,9,18,11,78,20,12,90,238,12,32,11,62,5,9,77,198,17,22,14,38,5,4,53,150,3,10,13,17,0,5,56,100,62,132,56,292,61,37,469,1110
LGA53990,163,537,351,1221,68,68,102,2521,150,435,389,1101,42,100,90,2308,146,327,412,932,53,96,102,2070,133,341,362,780,43,97,362,2120,707,2131,1794,5668,511,421,795,12026,0,0,0,0,0,0,70,66,0,0,0,0,0,0,62,62,0,0,0,0,0,0,163,157,0,0,5,0,0,0,166,168,0,0,0,4,0,0,183,181,0,0,0,3,0,0,204,206,3,3,0,5,0,0,207,212,4,0,3,17,0,0,1037,1060,0,0,6,196,120,9,108,438,10,67,48,396,96,11,95,725,94,424,239,1102,105,40,238,2241,171,546,353,1259,74,73,266,2742,150,442,398,1123,45,100,276,2531,149,328,415,942,55,99,301,2297,139,346,361,793,43,99,576,2348,714,2154,1821,5807,531,433,1860,13320
LGA54060,14,45,22,93,7,4,14,195,9,50,52,119,12,5,12,260,17,25,56,133,11,8,16,267,16,37,72,166,22,12,95,418,62,188,223,611,59,36,157,1337,0,0,0,0,0,0,13,13,0,0,0,0,0,0,11,11,0,0,0,0,0,0,33,33,0,0,0,0,0,0,46,46,0,0,0,0,0,0,45,45,0,0,0,4,0,0,66,73,0,0,0,0,0,0,90,93,0,0,0,5,0,0,308,313,0,0,0,12,6,3,20,45,0,4,9,32,5,3,15,69,3,21,9,63,6,0,37,146,14,45,25,97,7,4,60,247,9,52,54,118,12,9,56,311,18,28,56,137,7,8,89,346,16,37,72,170,22,13,186,510,61,190,226,630,69,35,468,1682
LGA54130,8,20,15,42,3,6,3,96,5,13,12,23,3,4,8,67,7,15,16,27,0,0,8,80,3,9,10,23,0,3,13,59,23,97,58,168,20,17,35,409,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,10,10,0,0,0,0,0,0,12,12,0,0,0,0,0,0,21,21,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,73,73,0,0,0,4,0,0,11,13,0,7,0,10,8,0,4,29,5,34,10,42,4,5,7,104,8,20,15,39,3,6,15,104,5,13,12,18,3,4,24,85,7,15,16,32,0,0,28,95,3,9,10,23,0,3,28,68,23,101,58,171,20,17,119,500
LGA54170,2721,6119,2627,4433,194,360,535,16997,2672,5280,3246,4394,164,592,632,16977,1972,3612,3157,4487,200,606,640,14676,1395,3188,3242,4527,233,828,1900,15315,10467,24484,14499,23846,1633,2720,4359,82009,0,0,0,4,0,0,168,174,0,0,0,7,0,0,225,233,0,5,4,3,0,0,566,575,4,14,3,10,0,0,642,674,6,10,3,14,0,0,663,693,0,6,3,10,0,0,575,604,4,8,13,18,0,3,787,831,15,37,29,69,0,6,3631,3788,3,3,80,724,376,46,292,1524,142,1625,590,1534,290,102,388,4675,1562,4679,1570,3856,193,191,951,12999,2728,6155,2651,4481,209,368,1188,17775,2696,5304,3269,4435,164,599,1304,17769,1985,3628,3171,4520,202,608,1217,15336,1407,3201,3255,4561,233,830,2685,16183,10521,24595,14598,24116,1660,2740,8035,86272
LGA54200,743,1683,951,1837,103,120,199,5635,616,1292,973,1765,84,195,210,5134,431,861,851,1545,66,191,238,4186,477,1157,1132,1731,60,280,897,5734,2697,6552,4674,9620,782,897,1813,27039,0,0,0,0,0,0,95,94,0,0,0,5,0,0,108,118,0,0,0,3,0,0,300,308,0,3,0,0,0,0,339,346,0,0,0,4,0,0,286,296,0,0,0,10,0,0,268,283,0,5,4,5,0,0,293,309,3,6,9,29,5,0,1697,1748,0,0,31,273,185,17,159,670,37,336,206,676,176,36,168,1637,399,1225,566,1890,127,74,467,4747,750,1695,960,1882,110,124,543,6052,619,1304,984,1798,95,195,499,5497,435,872,856,1568,67,197,512,4507,477,1161,1136,1747,62,280,1204,6065,2718,6602,4737,9836,821,920,3548,29184
LGA54280,286,607,367,1128,54,60,107,2611,173,343,307,979,51,78,111,2034,111,223,253,718,20,61,115,1504,43,114,117,389,11,44,212,925,919,2152,1366,4969,430,327,747,10914,0,0,0,0,0,0,106,106,0,0,0,0,0,0,191,189,0,0,0,5,0,0,455,461,0,0,0,0,0,0,390,391,0,0,0,5,0,0,333,338,0,0,0,7,0,0,306,314,0,0,0,5,0,0,261,271,0,4,6,17,3,0,2043,2073,0,0,3,99,82,3,158,354,32,172,53,422,140,21,259,1098,284,720,284,1349,101,64,605,3396,290,610,376,1180,62,67,525,3113,176,357,311,1013,51,81,478,2472,116,228,260,754,23,61,452,1889,43,121,120,398,14,49,517,1254,935,2203,1406,5219,471,345,2986,13572
LGA54310,248,593,400,1081,53,51,95,2529,153,332,297,764,36,51,78,1708,55,121,178,425,21,32,51,879,20,36,44,117,5,12,43,269,706,1745,1195,3700,294,193,391,8225,0,0,0,0,0,0,157,157,0,0,0,0,0,0,206,209,0,0,0,5,0,0,699,709,0,0,3,5,0,0,699,707,0,0,0,5,0,0,473,480,0,0,0,5,0,0,314,319,0,0,0,0,0,0,112,112,0,0,3,24,5,0,2663,2689,0,0,3,58,66,10,190,326,13,70,38,266,72,3,236,692,223,599,255,1163,84,34,811,3173,258,602,414,1191,58,56,803,3381,156,334,316,831,38,54,566,2302,54,133,189,438,27,39,381,1257,20,40,43,121,5,13,163,406,719,1779,1247,4069,356,212,3141,11532
LGA54340,22,55,15,88,6,12,11,220,13,31,37,68,11,10,13,182,11,36,27,77,11,7,33,194,3,31,35,69,7,8,81,231,63,211,149,495,66,53,170,1219,0,0,0,0,0,0,30,30,0,0,0,0,0,0,17,19,0,0,0,0,0,0,49,49,0,0,0,0,0,0,62,56,0,0,0,0,0,0,35,39,0,0,0,3,0,0,26,33,0,0,0,0,0,0,42,41,0,0,5,6,0,0,258,267,0,0,0,16,10,4,43,76,0,11,6,71,21,0,27,140,19,47,20,125,9,14,70,310,22,55,20,95,6,12,74,283,13,33,40,78,10,13,50,231,11,37,34,82,8,7,62,237,3,32,35,69,9,8,129,280,63,214,159,530,79,58,452,1557
LGA54410,3,13,9,25,0,5,4,57,0,15,3,22,0,3,10,50,7,13,16,38,0,3,4,76,0,13,17,27,0,5,30,92,17,67,41,154,6,10,53,352,0,0,0,0,0,0,11,11,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,12,0,0,0,0,0,0,5,5,0,0,0,0,0,0,18,18,0,0,0,0,0,0,28,25,0,0,0,0,0,0,20,25,0,0,0,4,0,0,101,104,0,0,0,11,0,0,15,24,0,8,0,8,3,0,4,28,5,14,8,21,0,0,15,61,3,13,9,25,0,5,18,66,0,19,9,23,0,3,26,75,7,13,16,41,0,3,33,99,0,13,17,30,0,5,63,120,16,70,43,160,6,10,161,474
LGA54480,4,13,8,11,0,0,4,44,4,13,4,11,0,6,0,39,0,4,4,10,0,4,0,19,0,3,0,8,0,0,3,20,10,43,28,65,4,5,10,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,12,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,8,0,0,0,0,0,0,41,40,0,0,0,0,0,0,0,9,0,0,3,3,0,0,3,9,0,13,4,14,0,0,5,40,4,13,8,11,0,0,15,50,4,13,4,14,0,6,7,48,0,4,4,10,0,4,4,25,0,3,3,8,0,0,8,24,10,43,28,62,4,5,50,204
LGA54550,10,61,28,49,8,3,3,150,4,32,21,38,4,3,11,115,4,29,23,29,0,7,18,109,6,30,29,25,3,9,50,156,27,199,108,209,30,19,86,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,11,11,0,0,0,0,0,0,16,16,0,0,0,0,0,0,24,24,0,0,0,0,0,0,37,39,0,0,0,0,0,0,108,113,0,0,0,8,3,0,5,19,0,10,3,23,4,0,3,41,5,35,12,44,9,0,18,122,10,61,28,46,8,3,22,170,4,32,21,38,4,3,28,135,4,29,23,29,0,7,46,141,6,30,29,29,3,9,84,193,27,201,113,218,28,19,206,824
LGA54620,3,15,11,26,5,3,3,59,3,8,4,15,0,0,5,42,0,8,8,17,0,4,9,37,0,9,10,10,0,0,11,39,9,55,38,98,9,5,24,244,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,14,14,0,0,0,0,0,0,5,11,0,0,0,0,0,0,16,16,0,0,0,0,0,0,19,19,0,0,0,0,0,0,74,77,0,0,0,0,0,0,5,8,0,4,0,12,0,0,5,20,0,14,6,19,0,0,8,55,3,15,11,28,5,3,19,82,3,8,8,14,0,5,9,47,0,9,8,17,0,4,22,55,0,9,10,10,0,0,30,63,9,60,40,103,10,11,98,331
LGA54690,0,5,0,10,0,0,0,18,0,8,9,10,4,0,0,25,0,0,0,8,5,0,5,18,0,0,0,14,0,0,14,29,0,22,12,52,9,3,18,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,6,0,7,3,0,0,21,0,5,0,10,0,0,0,18,0,8,9,10,5,0,3,33,0,0,0,10,5,0,4,24,0,0,0,14,0,0,16,30,0,22,12,53,11,3,31,128
LGA54760,8,22,9,17,0,3,4,59,4,19,10,21,5,0,4,53,0,10,12,17,0,0,0,40,0,7,10,12,0,5,12,45,13,64,41,85,15,9,18,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,9,0,0,0,0,0,0,11,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,11,0,0,0,0,0,0,63,63,0,0,0,0,0,0,4,5,0,3,0,6,9,0,5,11,3,18,6,16,3,0,9,53,8,22,9,15,0,3,19,75,4,19,10,21,5,0,18,67,0,10,12,17,0,5,11,51,0,7,10,12,0,5,21,58,13,64,41,89,15,9,79,326
LGA54830,688,1514,839,1632,106,122,245,5146,272,711,621,1234,71,164,201,3278,150,305,349,893,59,88,155,1998,88,235,265,689,31,94,321,1723,1662,4312,2977,7211,775,613,1230,18781,0,0,0,0,0,0,115,119,0,0,0,0,0,0,109,113,0,0,0,0,0,0,400,403,0,3,0,6,0,0,350,354,0,0,0,10,0,0,247,256,0,0,0,6,0,0,184,191,0,0,3,6,0,0,150,162,0,3,9,23,0,0,1558,1604,0,0,12,202,130,20,171,539,30,243,181,700,199,32,202,1586,436,1317,729,1992,212,95,588,5376,687,1530,857,1685,107,124,603,5592,277,725,631,1259,77,164,464,3594,153,309,354,918,60,89,337,2230,86,246,268,704,31,98,475,1906,1678,4364,3028,7451,825,622,2843,20817
LGA54900,0,42,11,42,0,6,7,106,4,21,20,29,0,4,4,83,4,15,12,24,0,6,6,71,0,8,8,17,0,3,20,56,13,116,73,177,8,17,39,445,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,15,15,0,0,0,0,0,0,11,15,0,0,0,0,0,0,63,69,0,0,0,9,6,0,4,18,0,8,4,17,0,0,9,37,4,31,12,43,6,0,3,100,0,42,16,42,0,6,14,117,4,21,20,29,0,4,13,90,4,15,12,25,0,6,28,85,0,8,8,18,0,3,25,69,13,116,74,179,8,17,102,519
LGA54970,5,16,15,31,0,3,5,64,5,9,7,22,4,0,6,53,4,13,8,29,3,3,10,64,3,0,4,10,0,0,3,23,16,58,50,140,12,7,27,312,0,0,0,0,0,0,5,5,0,0,0,0,0,0,38,38,0,0,0,0,0,0,133,133,0,0,0,0,0,0,94,93,0,0,0,0,0,0,89,89,0,0,0,0,0,0,64,64,0,0,0,0,0,0,13,13,0,0,0,0,0,0,438,441,0,0,0,4,0,0,11,16,0,0,0,7,0,0,39,57,0,23,10,53,4,3,140,234,5,16,15,42,0,3,96,172,5,13,7,21,4,0,97,143,4,11,7,34,3,3,72,134,3,0,5,10,0,0,22,38,16,59,49,170,14,6,469,794
LGA55040,3,15,15,53,0,0,3,98,8,8,14,37,0,0,5,74,0,3,8,33,0,6,5,52,5,5,5,16,0,0,6,37,32,61,72,210,18,9,33,439,0,0,0,0,0,0,14,14,0,0,0,0,0,0,68,68,0,0,0,0,0,0,134,134,0,0,0,0,0,0,96,96,0,0,0,0,0,0,66,66,0,0,0,0,0,0,54,53,0,0,0,0,0,0,17,17,0,0,0,0,0,0,441,447,0,0,0,0,3,0,12,20,0,4,0,20,12,0,71,107,14,27,24,63,6,0,143,276,3,15,15,55,0,0,100,200,8,8,21,35,0,0,78,151,0,3,8,33,0,6,61,109,5,5,9,16,0,0,21,50,32,61,82,227,19,9,482,909
LGA55110,509,1395,1125,2661,172,187,310,6370,559,1252,1270,2847,123,239,309,6608,507,1027,1417,2808,135,291,433,6619,544,1399,1857,3634,177,523,2163,10301,2458,6551,6724,16129,1322,1473,3664,38328,0,0,0,4,0,0,177,177,0,0,0,0,0,0,258,259,0,0,4,3,0,0,543,552,0,3,3,8,4,4,603,620,0,4,5,11,0,0,653,671,4,0,3,17,0,0,540,567,0,4,10,33,3,9,795,850,10,15,23,67,6,16,3568,3693,6,0,33,404,250,42,292,1036,32,304,243,1089,274,60,374,2367,295,1185,810,2865,242,141,789,6336,518,1413,1139,2745,175,195,927,7117,569,1267,1287,2909,129,243,973,7378,519,1034,1439,2874,138,292,993,7286,550,1414,1875,3691,180,528,2971,11213,2484,6618,6832,16591,1389,1512,7312,42731
LGA55180,49,129,77,215,12,16,26,524,58,109,89,278,19,34,37,617,37,138,119,282,16,47,50,702,42,157,123,276,14,32,177,826,223,671,479,1420,168,147,338,3448,0,0,0,0,0,0,44,44,0,0,0,0,0,0,27,27,0,0,0,0,0,0,54,62,0,0,0,0,0,0,72,73,0,0,0,5,0,0,120,125,0,0,0,0,0,0,102,103,0,0,0,0,0,0,112,114,0,0,0,6,0,0,532,546,0,0,4,36,35,4,62,146,0,24,13,97,34,3,33,208,32,116,61,250,41,11,86,598,49,129,76,233,11,16,100,614,58,105,91,288,22,30,151,755,37,138,122,291,16,47,156,813,42,158,122,277,14,36,293,944,223,673,486,1473,179,152,887,4071
LGA55250,4,7,8,25,0,3,3,54,0,6,3,18,0,0,4,36,8,5,11,22,0,0,0,43,0,0,3,9,3,0,4,21,21,65,33,122,6,4,16,270,0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,20,0,0,0,0,0,0,73,75,0,0,0,0,0,0,38,42,0,0,3,0,0,0,38,40,0,0,0,0,0,0,27,26,0,0,0,0,0,0,19,19,0,0,0,3,0,0,229,231,0,0,0,0,0,0,21,20,0,4,0,13,4,3,36,56,11,37,11,50,3,0,86,202,4,7,11,32,3,3,47,103,4,5,6,18,0,0,50,90,8,7,13,33,0,0,38,96,0,3,4,9,3,0,30,47,23,68,42,148,13,9,307,619
LGA55320,2693,5198,1345,1504,110,158,298,11311,2467,4238,1717,1730,101,290,343,10891,1887,2980,1707,1782,104,362,400,9226,1822,3577,2611,2232,150,591,1514,12496,10752,21936,8597,9749,957,1554,3029,56582,0,0,0,0,0,0,122,125,0,4,0,3,0,0,137,143,0,9,0,0,0,0,394,402,0,7,0,4,0,0,405,423,0,9,3,7,0,0,412,432,0,5,5,3,0,4,375,394,4,9,12,19,0,0,694,743,8,38,28,44,0,5,2536,2660,0,9,53,357,220,31,225,886,139,1492,342,723,184,54,282,3216,1752,4481,836,1460,105,74,640,9356,2704,5222,1362,1531,116,162,712,11800,2480,4251,1737,1745,107,290,766,11374,1903,3002,1723,1795,106,370,788,9679,1832,3598,2628,2263,150,589,2211,13263,10798,22046,8679,9879,979,1575,5615,59574
LGA55390,0,7,3,20,0,0,3,32,0,0,4,19,0,0,0,25,3,8,7,7,0,0,4,28,0,0,4,6,0,0,4,14,7,23,23,81,12,6,18,170,0,0,0,0,0,0,3,3,0,0,0,0,0,0,20,20,0,0,0,0,0,0,37,37,0,0,0,0,0,0,38,38,0,0,0,0,0,0,19,19,0,0,0,0,0,0,21,21,0,0,0,0,0,0,11,11,0,0,0,0,0,0,147,147,0,0,0,0,0,0,6,8,0,8,0,4,8,0,27,42,4,3,3,25,3,4,41,92,0,7,3,25,0,0,42,74,0,0,4,24,0,0,18,51,3,8,3,7,0,0,24,46,0,0,4,6,0,0,12,24,7,26,19,96,12,6,168,337
LGA55460,13,44,24,86,10,7,12,195,23,34,21,65,13,10,18,181,3,30,22,86,9,8,13,175,11,16,27,61,3,10,65,188,67,185,118,441,58,36,127,1045,0,0,0,0,0,0,24,23,0,0,0,0,0,0,12,18,0,0,0,0,0,0,50,47,0,0,0,0,0,0,51,57,0,0,0,0,0,0,33,33,0,3,0,0,0,0,44,44,0,0,0,0,0,0,58,57,0,5,0,3,0,0,271,282,0,0,3,16,5,3,25,52,0,11,6,44,12,0,19,97,19,44,18,96,17,5,59,259,15,47,24,90,10,7,69,259,24,34,20,72,12,10,58,228,3,29,26,86,9,12,58,226,11,16,21,62,3,10,119,253,69,195,127,458,63,43,413,1366
LGA55530,3,13,0,17,0,3,0,28,0,11,3,5,0,0,0,18,0,3,0,4,0,0,5,15,0,3,0,6,0,3,10,26,4,35,6,53,0,6,20,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,17,17,0,0,0,0,0,0,19,19,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,11,0,5,0,11,0,0,3,25,3,13,0,17,0,4,3,34,0,11,3,6,0,0,10,30,0,3,0,4,0,0,25,33,0,3,0,6,0,3,33,46,4,35,10,58,0,6,72,190
