LGA_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
LGA59250,63,73,141,162,75,236,117,39,161,345,189,535,7,9,15,0,4,10,0,0,3,6,15,21,17,12,30,9,4,17,12,5,20,32,29,63,16,11,24,21,3,26,19,5,19,54,20,72,17,21,35,66,28,98,55,16,75,141,61,204,6,14,25,52,15,65,27,7,34,85,39,128,8,7,19,15,7,23,8,4,12,27,17,50,60,69,129,148,61,213,117,40,156,328,170,502,0,0,6,0,0,4,0,0,4,3,4,6,0,0,0,10,0,10,4,0,4,17,0,17,0,0,0,0,0,6,4,0,5,5,6,12,0,0,0,6,0,6,8,0,8,18,0,18,0,0,0,3,0,3,3,0,3,6,0,9,9,12,22,324,90,418,257,48,303,589,154,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,3,0,0,0,0,0,0,0,0
LGA59310,42,31,76,594,524,1117,62,43,103,696,601,1297,8,3,7,39,27,64,4,6,7,47,32,78,8,9,16,71,74,140,3,5,8,84,86,163,4,6,7,46,36,78,7,4,9,57,43,98,12,12,18,137,130,268,19,9,27,165,152,316,0,4,11,171,136,305,17,16,32,192,156,350,8,3,9,138,122,257,17,9,26,157,131,288,39,31,68,547,498,1043,50,37,89,638,562,1202,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,3,0,0,9,29,21,53,3,0,3,39,21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59320,9,0,7,212,188,395,27,22,47,238,210,448,0,0,0,17,17,35,0,0,0,21,15,35,4,0,4,27,24,48,3,3,4,35,26,64,0,0,0,19,10,30,0,0,0,21,18,33,0,0,0,33,45,82,8,3,12,42,49,95,0,0,0,73,55,122,7,7,9,75,54,138,0,0,0,39,37,81,8,5,15,43,47,92,9,0,6,192,180,369,22,21,43,218,199,418,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,12,19,29,206,189,397,18,26,43,244,227,470,0,0,0,8,10,14,4,0,4,8,12,15,4,3,7,21,17,36,0,0,0,22,22,45,4,0,8,12,12,23,0,3,3,18,14,28,4,0,4,35,39,74,8,8,11,46,53,92,3,3,7,65,46,115,0,6,5,74,53,127,0,5,5,66,63,135,10,10,20,78,72,154,12,18,32,189,166,360,16,25,41,226,201,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,28,0,0,0,17,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,1186,1325,2515,1910,1860,3773,598,596,1191,3699,3775,7477,134,115,250,125,117,245,38,36,71,299,265,562,266,299,565,218,199,415,81,95,176,562,595,1156,187,219,403,166,164,324,64,61,127,418,448,857,325,366,697,615,703,1319,184,205,388,1133,1274,2403,204,256,464,583,552,1135,169,149,313,955,962,1918,62,73,130,211,120,335,62,48,114,335,244,582,1110,1263,2369,1759,1708,3465,536,542,1071,3403,3505,6908,8,10,17,16,17,31,6,5,16,33,35,67,5,6,10,177,168,347,23,22,48,212,196,406,0,6,7,254,234,488,26,20,52,288,262,542,5,5,11,181,146,322,19,6,25,205,154,357,0,0,0,103,100,203,4,0,6,107,106,212,85,54,148,1022,807,1825,210,106,317,1319,969,2285,0,0,0,24,18,37,4,5,7,28,20,49,5,5,12,62,42,109,9,9,15,80,58,137,0,0,0,12,18,29,0,0
LGA59350,34,35,66,86,37,121,116,32,148,242,101,340,3,3,5,0,0,0,0,0,4,6,3,9,9,3,13,0,0,0,0,0,0,9,6,15,4,4,4,15,0,11,18,5,19,30,7,41,11,4,13,47,14,58,67,15,78,123,30,149,9,11,21,19,11,31,26,13,37,52,32,83,0,7,7,15,9,21,8,3,12,23,15,35,32,35,69,85,37,112,109,33,142,223,100,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,0,3,5,0,9,0,0,0,3,0,3,0,6,6,9,5,11,0,0,0,0,0,0,5,0,0,7,0,8,0,0,0,3,0,4,5,0,5,7,0,8,7,0,15,214,65,277,314,86,398,537,156,693,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,16,11,26,565,376,945,154,52,202,731,439,1173,0,0,0,23,16,35,0,0,0,21,20,41,5,0,3,29,39,65,3,4,9,38,38,77,0,0,0,39,17,56,12,0,7,45,24,65,9,5,13,163,100,262,58,18,80,229,123,354,7,6,8,216,139,353,63,16,76,283,160,445,0,3,0,102,69,174,15,10,23,117,79,197,14,11,28,521,336,856,136,46,180,671,398,1070,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,3,9,0,0,0,10,3,8,0,0,0,12,0,12,5,0,5,15,0,15,0,0,0,12,3,14,3,0,3,14,3,22,0,0,4,25,5,28,13,0,19,39,11,51,5,0,9,368,91,455,217,37,247,587,123,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,7,0,7,0,0,0,0,0,0,0,0
LGA59370,64,75,144,1503,1518,3020,164,131,298,1731,1731,3459,4,4,12,42,44,92,4,9,9,51,53,106,16,20,39,155,161,317,18,11,28,189,196,390,11,9,18,102,82,186,10,7,22,119,102,221,19,14,33,234,256,487,26,23,50,278,293,569,6,20,25,428,455,887,57,38,96,495,511,1007,9,11,13,541,519,1061,49,46,93,593,574,1163,58,69,120,1389,1446,2838,130,124,256,1584,1634,3216,0,0,0,11,7,12,0,0,0,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,76,68,140,14,9,23,94,74,170,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59499,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055,36,37,69,92,91,188,25,16,42,149,153,300,36,46,82,187,166,349,24,18,40,244,230,473,88,106,188,268,237,507,62,68,126,414,410,820,336,269,603,1105,870,1979,305,163,467,1753,1309,3053,281,183,458,959,632,1593,265,134,403,1510,950,2455,46,40,84,434,281,715,94,53,150,578,373,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,7,3,9,256,32,293,193,19,218,455,58,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,22,15,9,18,30,13,42,6,0,4,145,16,156,109,11,119,262,28,284,4,0,5,90,10,97,66,7,72,156,16,172,0,0,0,6,5,10,7,0,8,14,4,18,7,3,9,251,33,285,193,20,214,455,57,511,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,66,9,75,49,6,59,121,20,134,0,0,0,39,8,52,31,3,34,72,7,82,0,0,3,102,13,118,68,7,68,173,22,192,0,0,0,34,6,40,20,4,26,53,4,64,25,3,25,1030,186,1213,857,79,933,1906,271,2175,0,0,0,25,4,29,15,0,15,35,4,42,0,0,0,24,5,27,14,0,13,39,0,47,0,0,0,3,0,6,0,0
