LGA_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
LGA57280,41,25,65,90,110,195,0,0,0,127,132,263,207,211,415,554,588,1146,6,6,4,765,806,1565,144,128,266,314,286,599,0,0,0,454,410,864,0,3,4,13,6,24,0,0,0,14,13,32,0,4,5,14,21,34,0,0,0,14,27,42,10,7,12,38,28,67,0,0,0,48,34,78,4,23,30,75,117,193,0,0,0,81,141,223,0,0,0,3,0,3,0,0,0,3,0,5,20,34,52,146,176,323,0,0,0,164,213,381,0,0,4,6,14,21,0,0,0,5,18,25,0,6,6,9,37,42,0,0,0,9,45,50,0,0,0,9,0,13,0,0,0,6,8,8,0,8,8,55,79,133,0,0,0,55,85,142,0,0,0,0,0,0,0,0,0,0,0,0,4,22,19,76,139,210,0,0,0,76,156,231,22,55,78,222,314,536,0,0,0,245,366,607,13,19,29,47,72,117,3,0
LGA57350,0,0,3,8,8,13,0,0,0,8,11,16,0,3,10,15,27,40,0,0,0,13,34,48,4,0,9,9,9,13,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,4,4,10,0,0,0,0,6,6,0,0
LGA57420,4,0,5,21,17,42,0,0,0,24,23,43,0,3,7,84,76,161,0,0,5,89,82,168,3,4,7,26,28,56,0,0,0,26,37,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,9,15,23,0,0,0,10,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,30,0,0,0,11,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,0,0,0,3,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,28,0,0,0,5,23,28,0,0,0,17,37,61,0,0,0,18,41,59,0,0,0,4,10,11,0,0
LGA57490,69,56,123,1187,1076,2270,3,4,6,1257,1135,2396,347,317,665,6368,6069,12434,18,22,44,6738,6405,13144,199,212,412,4911,4849,9765,17,11,33,5132,5081,10210,9,19,30,298,286,588,0,0,6,313,312,619,0,13,17,125,348,472,0,0,0,132,364,496,8,23,27,535,320,857,0,0,0,549,337,889,10,18,35,438,836,1280,0,0,0,449,858,1308,0,0,0,10,8,11,0,0,0,10,8,11,32,69,101,1413,1800,3214,3,3,5,1453,1874,3326,12,14,25,622,967,1586,3,0,3,632,975,1615,11,16,30,211,513,722,0,0,0,224,528,757,0,5,6,120,235,353,0,0,0,120,238,360,8,25,31,381,771,1147,3,0,4,387,798,1184,0,0,0,0,6,7,0,0,0,0,6,7,34,58,89,1332,2486,3819,3,6,5,1369,2550,3918,63,133,195,2757,4296,7046,11,9,18,2829,4433,7257,25,27,54,498,707,1205,0,3
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,19,21,34,361,338,699,0,0,0,374,360,732,83,89,165,1711,1631,3348,10,4,19,1800,1728,3529,62,55,109,1148,1092,2241,7,0,3,1212,1145,2359,0,3,7,52,60,112,0,0,0,52,64,113,0,0,0,29,72,97,0,0,0,25,72,100,0,3,0,136,72,207,0,0,0,139,75,210,3,4,8,108,203,316,0,0,0,113,208,321,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,321,411,732,5,0,5,327,420,749,5,5,3,113,219,332,0,0,3,111,226,337,0,4,6,46,109,156,0,0,0,45,114,159,0,0,0,33,46,81,0,0,0,36,46,85,4,3,0,73,157,231,0,0,0,71,157,238,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,268,537,802,0,0,0,273,546,819,10,18,28,589,945,1535,4,0,10,607,966,1570,3,5,9,111,166,276,0,0
LGA57770,0,0,0,7,4,8,0,0,0,7,4,7,7,9,16,25,22,42,0,0,0,36,24,60,0,0,0,3,14,22,0,0,0,3,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,4,9,12,0,0,0,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,9,12,0,0,0,11,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,7,5,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,14,18,5,0,3,6,21,23,0,0,0,9,22,30,0,0,0,0,0,3,0,0
LGA57840,3,9,15,347,308,657,0,0,0,358,314,670,31,29,63,1360,1165,2526,3,6,12,1392,1203,2596,99,48,142,1413,1113,2527,3,9,10,1517,1169,2680,3,0,3,115,84,200,0,0,0,119,84,205,0,0,4,65,107,172,0,0,0,69,113,175,0,0,4,88,56,143,0,0,0,89,62,146,0,0,8,127,201,327,0,0,0,124,206,335,0,0,0,3,0,0,0,0,0,3,0,0,12,3,13,395,445,841,0,0,0,401,457,859,10,9,19,944,1048,1994,0,0,4,953,1065,2017,4,3,6,359,358,724,0,0,0,367,361,733,0,0,0,135,143,272,0,0,0,138,142,281,4,3,9,299,386,688,0,0,0,302,396,696,0,0,0,3,7,10,0,0,0,3,7,10,19,15,34,1739,1945,3686,5,3,10,1767,1967,3734,32,21,52,2137,2401,4540,5,8,11,2172,2427,4596,6,3,4,158,194,354,0,0
LGA57910,37,30,68,1918,1780,3700,3,9,11,1963,1817,3780,154,131,287,8289,7922,16206,26,20,44,8466,8079,16537,128,110,236,6558,6408,12961,22,20,44,6705,6538,13243,3,8,10,503,468,971,0,0,0,502,477,979,9,8,11,605,888,1498,3,0,5,613,898,1509,9,5,15,428,289,720,0,0,4,442,299,735,8,6,17,832,1358,2188,5,3,4,847,1368,2214,0,0,0,11,12,17,0,0,0,11,12,17,23,32,54,2379,3015,5395,10,8,19,2414,3054,5463,14,35,45,2593,3301,5890,3,3,11,2613,3335,5953,7,20,28,1222,1507,2726,3,0,4,1229,1532,2754,8,12,16,441,505,952,0,0,0,446,514,964,7,26,35,1166,1715,2887,0,3,8,1177,1748,2918,0,0,0,18,20,31,0,0,0,18,20,31,40,87,123,5435,7050,12483,12,8,20,5482,7143,12623,62,109,176,7836,10089,17925,22,19,38,7913,10216,18136,12,14,19,941,1354,2297,7,10
LGA57980,0,0,7,152,128,284,0,0,0,158,134,293,3,3,7,603,612,1207,0,0,0,607,616,1217,8,10,9,540,507,1044,0,0,0,545,514,1056,0,0,0,20,27,45,0,0,0,20,27,45,0,0,0,22,40,61,0,0,0,22,40,61,0,0,0,14,13,28,0,0,0,14,13,28,0,0,0,46,73,116,0,0,0,46,73,116,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,97,151,248,0,0,0,97,151,248,4,4,12,253,334,584,0,0,0,260,340,597,0,3,7,128,154,278,0,0,0,126,160,285,0,0,0,47,51,93,0,0,0,45,51,92,4,0,4,146,209,358,0,0,0,150,215,363,0,0,0,0,4,4,0,0,0,0,4,0,10,8,23,561,756,1318,5,5,8,579,762,1345,10,8,23,665,908,1569,5,5,8,679,920,1597,0,0,0,53,83,128,0,0
LGA58050,89,89,181,1537,1344,2878,4,0,7,1630,1432,3065,486,429,916,7067,6573,13639,23,25,47,7574,7027,14598,279,318,602,5382,4962,10340,22,19,42,5685,5294,10983,8,14,22,327,347,670,0,0,0,338,356,701,5,14,22,245,471,719,0,0,0,251,487,742,14,14,27,479,296,775,5,0,4,497,308,802,13,20,33,522,909,1427,0,10,10,533,937,1472,0,0,0,8,5,12,0,0,0,8,5,12,43,62,106,1578,2029,3612,4,9,16,1628,2100,3726,10,23,35,1065,1413,2473,5,3,6,1075,1435,2511,9,14,17,372,600,972,4,0,4,386,616,995,4,14,13,195,305,502,0,0,0,197,318,511,10,38,45,469,852,1322,0,0,0,479,891,1364,0,0,0,9,5,14,0,0,0,9,6,16,28,81,111,2101,3173,5278,3,3,10,2135,3262,5401,73,149,222,3688,5212,8908,8,14,19,3774,5374,9146,28,27,59,621,899,1522,0,0
LGA58190,0,0,0,3,0,3,0,0,0,3,0,3,4,0,3,14,10,30,0,0,0,21,13,33,7,0,9,8,8,11,0,0,6,12,10,20,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,3,0,3,14,0,0,0,3,7,14,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,3,9,0,0,0,0,8,4,3,8,11,14,18,38,0,0,0,21,23,50,0,3,0,8,8,21,0,0,0,6,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,4,10,13,0,0,0,4,10,13,0,0,0,0,0,5,0,0
LGA58330,0,0,4,18,26,45,0,0,0,17,24,49,7,11,17,125,114,239,7,4,14,137,127,263,15,5,17,106,103,206,5,0,3,121,108,230,0,0,0,3,4,4,0,0,0,3,4,4,0,3,3,0,4,4,0,0,0,5,8,9,4,5,3,14,14,28,0,0,0,19,18,35,0,0,0,6,28,40,0,0,0,6,35,43,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,29,53,78,0,0,0,32,56,90,0,0,0,8,8,13,0,0,0,8,7,19,0,0,0,0,10,9,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,47,0,0,0,13,35,49,4,3,8,43,87,130,0,3,3,48,89,137,5,0,5,11,24,36,0,0
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,0,0,0,8,5,9,0,0,0,6,5,12,0,0,0,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,3,6,5,0,0,0,0,0,0,0,0
LGA58470,0,0,5,0,0,0,0,0,0,0,0,5,9,5,15,0,0,5,0,0,0,10,13,23,0,4,3,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,5,8,0,0,0,0,5,8,0,0,0,0,0,0,0,0
LGA58510,11,6,15,246,269,516,0,0,0,257,274,533,28,23,49,1046,976,2025,0,0,3,1080,1001,2081,27,24,45,730,695,1430,0,0,0,758,720,1480,0,0,4,114,102,214,0,0,0,115,98,217,3,0,9,136,162,302,0,0,0,138,166,307,6,0,11,93,56,149,0,0,0,103,53,156,0,0,5,148,236,380,0,0,0,147,242,385,0,0,0,5,0,8,0,0,0,5,0,8,18,3,24,494,560,1049,0,0,0,509,567,1076,3,14,16,606,778,1383,0,0,0,610,788,1405,3,10,12,375,411,785,0,0,0,379,415,798,5,0,3,87,112,196,0,0,0,88,110,199,3,8,6,258,392,645,0,0,0,260,396,659,0,0,0,3,4,3,0,0,0,3,4,3,13,28,39,1330,1684,3016,0,0,4,1342,1720,3060,32,33,62,1831,2248,4073,0,0,4,1857,2284,4139,5,0,7,202,240,438,0,0
LGA58540,0,0,0,3,3,9,0,0,0,4,3,11,6,0,10,25,25,53,0,0,0,27,30,62,0,0,0,11,20,34,0,0,0,19,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,5,9,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,6,8,17,0,0,0,6,8,17,0,0,0,0,0,0,0,0
LGA58570,4,0,8,323,238,564,0,0,0,331,242,571,22,17,32,1101,1097,2200,0,4,4,1120,1112,2232,12,14,25,822,752,1576,3,0,5,831,770,1603,0,0,0,92,95,189,0,0,0,92,101,194,4,0,9,111,178,292,0,0,0,117,181,298,0,0,0,65,44,107,0,0,0,67,44,111,0,0,0,135,225,364,0,0,0,139,230,365,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,412,544,959,0,0,0,421,551,970,4,5,9,441,607,1047,0,0,0,445,613,1055,3,7,14,328,361,681,0,0,0,329,363,695,0,4,4,76,111,193,0,0,0,76,117,191,4,6,13,332,448,778,0,0,0,331,459,790,0,0,0,5,5,6,0,0,0,5,5,6,14,21,39,1174,1529,2703,0,0,0,1189,1550,2738,19,28,43,1589,2076,3666,0,0,0,1604,2102,3711,5,3,4,162,233,396,0,0
LGA58610,0,0,0,14,6,17,0,0,0,14,4,17,4,3,3,50,52,104,0,0,0,56,57,114,0,0,0,41,38,86,0,0,0,44,41,90,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,6,0,0,0,9,6,9,0,0,0,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,21,0,0,0,10,11,19,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,0,0,0,6,7,12,0,0,0,19,18,35,0,0,0,19,18,38,0,0,0,0,4,3,0,0
LGA58680,0,0,0,5,0,6,0,0,0,5,0,8,0,0,0,11,17,24,0,0,0,11,13,25,0,0,0,9,10,20,0,0,0,9,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,3,5,7,0,0,0,8,5,13,0,0,0,8,5,13,0,0,0,4,4,6,0,0
LGA58760,86,90,173,2023,1872,3893,4,8,10,2108,1963,4074,356,338,692,10358,9794,20155,23,26,49,10744,10156,20902,224,221,446,7975,7610,15587,36,29,65,8235,7868,16103,9,18,28,552,521,1076,3,0,5,561,539,1105,4,10,12,287,624,909,0,0,3,292,632,921,20,12,38,695,406,1101,0,0,0,715,421,1137,0,19,21,646,1203,1853,0,0,0,651,1227,1877,0,0,0,8,10,17,0,0,0,8,11,22,37,63,100,2195,2758,4953,5,5,9,2234,2825,5060,22,24,47,1594,2304,3897,0,0,6,1619,2327,3947,3,20,25,513,898,1412,0,0,0,520,917,1439,3,6,14,358,460,813,0,0,0,364,467,830,10,16,23,654,1266,1923,0,0,0,664,1285,1944,0,0,0,4,9,13,0,0,0,4,9,13,36,68,111,3123,4935,8054,5,3,11,3168,5006,8173,73,134,207,5327,7709,13031,9,6,13,5413,7847,13257,21,38,61,854,1268,2120,4,4
LGA58820,0,3,3,25,27,54,0,0,0,29,30,61,11,8,21,141,137,285,0,0,0,159,146,308,15,3,18,99,133,234,0,0,0,120,137,255,0,5,7,9,5,13,0,0,0,10,7,17,0,0,0,3,6,6,0,0,0,3,6,6,0,3,3,23,6,32,0,0,0,26,14,36,0,5,5,8,25,31,0,0,0,8,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,32,42,76,0,0,0,37,49,84,0,0,0,4,15,23,0,0,0,4,15,19,0,0,0,0,7,8,0,0,0,0,5,9,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,16,15,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,36,50,0,0,0,15,40,53,0,13,12,48,76,126,0,0,0,46,91,136,0,0,0,4,11,14,0,0
