LGA_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
LGA50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,8,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,7,0,0,0,10,0,0,3,24,0,0,0,5,6,0,9,20,0,5,0,31,4,0,0,41,3,14,7,89,11,0,0,125,10,23,17,83,7,4,6,151,6,33,25,110,0,4,9,194,14,30,41,139,0,6,20,245,34,67,58,168,4,16,50,391,68,170,143,627,36,37,87,1172,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,17,17,0,0,0,0,0,0,21,25,0,0,0,0,0,0,42,40,0,0,0,0,0,0,23,26,0,0,0,0,0,0,45,45,0,0,0,0,0,0,160,163,0,0,0,5,6,0,11,21
LGA50910,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,9,0,0,0,16,0,7,4,11,0,0,0,22,0,5,5,17,0,0,0,19,3,5,0,18,0,0,6,29,3,3,3,21,0,0,11,36,8,18,16,73,4,3,16,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,6,6,0,0,0,0,0,0,8,11,0,0,0,0,0,0,9,9,0,0,0,0,0,0,35,38,0,0,0,0,0,0,4,6
LGA50980,0,0,0,4,5,0,34,40,0,0,0,28,5,9,21,67,5,10,3,86,6,4,38,157,8,3,15,75,6,6,41,147,3,3,7,53,0,0,32,101,3,0,6,27,3,3,30,72,0,4,9,19,0,0,9,42,20,25,45,285,30,22,201,624,0,0,4,8,11,3,5,30,3,20,13,63,12,3,9,133,64,184,69,233,8,11,34,606,62,160,111,299,3,7,26,669,54,106,92,289,9,20,30,592,27,67,59,205,8,17,26,403,17,48,46,129,3,11,43,296,225,586,397,1226,55,72,177,2729,0,0,0,0,0,0,53,53,0,0,0,0,0,0,54,55,0,0,0,0,0,0,151,158,0,0,0,0,0,0,128,131,0,0,0,3,0,0,168,171,0,0,0,3,0,0,122,124,0,0,0,0,0,0,77,77,0,3,0,9,0,0,756,775,0,0,4,12,16,3,87,121
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,19,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,4,3,15,0,0,0,27,0,5,5,18,0,0,0,29,0,9,3,8,0,0,0,27,0,0,4,18,0,4,4,31,0,5,8,19,0,0,3,32,4,21,18,80,5,13,13,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,8,0,0,0,0,0,0,34,33,0,0,0,0,0,0,5,7
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,22,0,0,0,28,0,6,4,23,0,0,0,31,0,8,0,10,0,0,4,26,0,0,0,14,0,0,4,26,0,0,4,15,0,0,7,25,6,19,14,87,5,4,12,149,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12,12,0,0,0,0,0,0,12,11,0,0,0,0,0,0,21,21,0,0,0,0,0,0,66,66,0,0,0,0,0,0,5,7
LGA51190,0,0,0,0,0,0,0,9,0,0,0,19,6,0,3,29,0,0,8,30,0,0,8,48,0,0,9,10,4,0,3,21,0,0,5,21,4,0,3,34,0,0,0,6,0,3,5,19,0,0,3,5,0,0,7,19,4,4,18,91,16,8,32,174,0,0,3,57,44,7,12,119,4,29,22,221,72,10,15,378,58,226,113,650,65,18,41,1169,103,204,166,650,18,25,62,1224,114,215,157,595,20,24,60,1185,103,190,160,633,14,39,61,1196,106,226,221,780,11,43,216,1602,486,1087,841,3589,235,158,477,6873,0,0,0,3,0,0,28,32,0,0,0,0,0,0,51,51,0,0,0,0,0,0,167,166,0,0,0,0,0,0,127,127,0,0,0,4,0,0,144,140,0,0,0,3,0,0,111,116,0,0,0,3,0,3,144,153,0,0,4,17,0,3,771,794,0,0,3,61,50,7,44,160
LGA51260,0,0,0,6,3,0,0,9,0,0,0,7,4,0,0,14,0,0,0,22,0,0,0,25,3,0,4,15,0,0,0,25,0,0,6,10,0,0,0,15,0,0,4,9,0,0,3,16,0,0,0,3,0,0,0,5,3,0,10,68,11,4,13,107,0,0,0,52,59,5,35,156,0,15,15,237,47,8,12,334,49,202,123,688,45,20,53,1174,102,312,215,895,23,28,55,1625,130,329,246,848,26,47,71,1704,96,285,268,764,13,46,73,1542,183,437,446,1086,24,77,206,2454,559,1584,1319,4580,223,238,505,8997,0,0,0,0,0,0,45,45,0,0,0,0,0,0,28,32,0,0,0,0,0,0,151,151,0,0,0,0,0,0,182,186,0,0,0,5,0,0,185,193,0,0,0,4,0,0,143,149,0,0,5,10,0,0,211,228,0,5,4,18,3,0,943,977,0,0,0,56,60,5,81,207
LGA51310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,4,0,0,0,20,0,0,4,31,22,3,10,68,18,231,35,68,9,8,3,369,273,548,96,148,10,7,27,1107,488,740,130,138,6,11,30,1546,573,882,172,155,6,19,47,1856,419,646,181,189,7,15,26,1491,398,616,287,281,0,44,135,1762,2170,3672,903,1013,58,110,273,8197,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12,10,0,0,0,0,0,0,60,60,0,0,0,0,0,0,51,52,0,4,0,0,0,0,64,68,0,0,6,0,0,0,44,48,0,0,0,0,0,0,71,72,0,5,4,0,0,0,316,330,0,0,4,31,22,3,19,80
LGA51330,0,0,0,6,0,0,0,6,0,5,0,13,3,3,0,24,0,6,5,26,3,0,4,46,0,0,7,9,0,0,3,27,3,0,0,13,0,5,5,23,5,0,7,10,0,0,0,22,0,0,0,3,0,3,0,16,12,17,12,80,6,11,24,157,0,3,17,158,110,19,40,349,95,737,382,526,155,26,123,2053,1131,2302,852,1063,88,65,294,5799,1270,2031,754,992,47,56,204,5360,895,1487,569,1063,33,76,178,4302,593,910,484,1059,22,74,145,3284,450,927,666,1409,25,107,319,3912,4439,8402,3726,6277,478,416,1306,25051,0,0,0,0,0,0,68,66,0,0,0,3,0,0,189,191,3,5,0,0,0,0,396,400,0,0,3,0,0,0,291,298,0,0,0,0,0,0,232,233,3,5,0,9,0,0,188,201,0,0,0,12,0,0,142,163,6,11,10,24,0,0,1495,1552,0,3,23,161,112,25,104,426
LGA51400,0,0,0,0,3,0,0,5,0,0,0,3,5,0,0,6,0,0,0,8,0,0,0,10,0,0,0,9,6,0,3,11,0,0,0,6,0,0,0,10,0,0,0,5,0,0,0,9,0,0,0,4,0,0,0,7,0,0,4,37,9,4,3,60,0,0,0,48,23,3,13,85,0,15,14,135,30,6,8,208,24,85,64,346,13,8,23,545,63,141,100,404,10,11,26,753,71,164,128,464,11,19,28,884,50,129,106,400,3,19,32,737,36,104,115,323,5,29,60,676,243,637,526,2106,95,91,192,3890,0,0,0,0,0,0,32,32,0,0,0,0,0,0,28,24,0,0,0,0,0,0,31,35,0,0,0,3,0,0,69,68,0,0,0,0,0,0,84,84,0,0,0,0,0,0,68,68,0,0,0,4,0,0,67,70,0,0,0,9,0,0,369,375,0,0,0,45,28,3,38,117
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,3,0,0,0,14,0,3,0,20,0,0,0,24,0,3,0,13,0,0,0,16,0,3,6,11,0,0,0,19,5,0,5,21,0,3,9,31,5,13,15,62,4,3,12,107,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,36,36,0,0,0,0,0,0,3,3
LGA51540,0,0,0,4,0,0,4,10,0,0,0,0,0,0,0,8,0,0,0,11,4,0,8,19,0,0,0,9,0,0,3,18,0,0,3,8,0,0,5,21,0,0,0,9,0,0,12,21,0,0,0,3,0,0,5,13,0,0,3,43,7,5,45,101,0,0,0,0,8,0,4,9,0,4,0,29,12,0,0,45,3,30,18,85,7,9,12,163,7,21,27,61,0,0,12,136,14,12,14,93,3,3,4,149,5,21,10,102,3,0,5,149,5,18,30,80,0,11,27,163,41,115,97,455,33,24,66,825,0,0,0,0,0,0,32,32,0,0,0,0,0,0,38,38,0,0,0,0,0,0,77,83,0,0,0,0,0,0,53,61,0,0,0,0,0,0,71,71,0,0,0,0,0,0,46,46,0,0,0,0,0,0,53,55,0,0,0,4,0,0,368,372,0,0,0,3,7,0,39,54
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,5,0,0,0,4,0,0,0,6,0,0,3,9,0,5,4,33,0,0,0,40,0,6,7,42,0,0,0,54,3,11,12,39,0,3,3,77,3,5,4,34,0,3,3,55,0,11,15,22,0,3,10,62,13,35,33,179,5,12,21,297,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,16,16,0,0,0,0,0,0,18,21,0,0,0,0,0,0,18,18,0,0,0,0,0,0,12,12,0,0,0,0,0,0,75,80,0,0,0,5,0,0,4,7
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,12,0,0,0,7,10,0,9,30,0,6,3,21,8,0,3,47,0,18,12,112,9,6,6,156,4,23,28,136,4,4,9,213,7,31,40,173,0,3,17,273,13,31,44,177,4,6,12,293,5,23,50,145,3,9,25,261,35,135,174,768,31,34,85,1264,0,0,0,0,0,0,15,15,0,0,0,3,0,0,12,15,0,0,0,0,0,0,20,20,0,0,0,0,0,0,19,19,0,0,0,5,0,0,46,51,0,0,0,0,0,0,45,47,0,0,0,0,0,0,41,47,0,0,0,11,0,0,202,216,0,0,0,13,10,0,23,47
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,12,4,0,20,36,8,7,3,35,5,0,112,166,4,9,5,32,0,0,53,111,5,11,13,37,8,0,33,96,0,0,12,37,0,0,11,64,3,4,4,21,0,0,4,41,20,32,38,164,16,6,240,515,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,29,34,0,0,0,0,0,0,24,24,0,0,0,0,0,0,27,27,0,0,0,0,0,0,6,6,0,0,0,0,0,0,17,19,0,0,0,0,0,0,117,117,0,0,0,0,0,0,6,7
LGA51750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,12,0,0,0,16,5,0,6,30,10,114,14,23,3,0,10,172,113,292,27,52,4,0,8,503,139,231,48,40,0,4,10,476,198,271,61,43,0,3,22,596,151,221,39,48,0,4,19,479,235,358,142,77,4,12,60,884,840,1494,325,295,21,22,140,3136,0,0,0,0,0,0,18,18,0,3,0,0,0,0,9,12,0,0,0,0,0,0,47,49,0,0,0,0,0,0,25,25,0,0,0,0,0,0,24,24,0,0,0,0,0,0,16,22,0,0,0,0,0,0,71,72,0,8,0,3,0,0,208,219,0,0,0,16,8,0,27,48
LGA51820,0,0,0,9,0,0,0,9,0,0,0,23,3,3,0,30,4,11,8,51,7,4,3,86,9,0,15,32,0,0,8,65,0,9,10,21,0,0,3,48,0,9,8,16,0,3,0,33,0,6,0,3,0,0,0,13,20,27,41,151,17,9,21,283,0,0,17,188,146,14,50,415,46,404,191,785,153,35,80,1696,614,1863,712,2483,105,92,228,6094,949,1861,1017,2491,80,124,262,6792,617,1223,849,2220,61,141,225,5341,434,709,585,1877,42,117,190,3945,290,531,641,1878,30,131,490,3994,2954,6589,4014,11924,624,654,1517,28272,0,0,0,0,0,0,94,94,0,0,0,5,0,0,154,157,0,0,0,6,0,0,442,446,0,0,0,5,0,0,466,477,0,0,0,5,0,0,352,361,0,3,0,3,0,0,238,249,0,4,0,6,0,0,294,306,7,10,8,27,3,0,2033,2091,0,0,17,195,150,13,145,521
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,10,0,0,4,15,0,0,10,27,0,5,0,9,0,0,4,17,0,0,0,18,0,0,0,21,0,0,0,7,0,0,3,12,0,6,5,50,3,0,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,11,11,0,0,0,0,0,0,33,33,0,0,0,0,0,0,5,5
LGA51890,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,6,0,0,0,7,3,0,0,9,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,5,3,7,44,0,0,0,11,11,0,5,28,0,4,0,67,15,0,0,93,0,12,8,218,13,4,13,266,3,26,23,199,5,11,15,280,8,13,17,219,7,6,11,285,11,9,38,239,0,12,26,329,11,33,48,230,4,23,85,417,30,88,133,1178,52,55,160,1697,0,0,0,0,0,0,31,31,0,0,0,0,0,0,11,11,0,0,0,0,0,0,37,37,0,0,0,4,0,0,40,45,0,0,0,0,0,0,44,44,0,0,0,5,0,0,36,39,0,0,0,0,0,0,52,58,0,0,0,9,0,0,247,253,0,0,0,11,11,0,36,60
LGA51960,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,16,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,7,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,9,0,4,6,17,3,3,15,45,0,0,0,4,0,0,3,6,0,0,0,15,5,0,5,24,5,13,9,81,5,0,4,105,3,7,3,57,5,0,3,77,5,11,10,72,3,0,10,114,3,8,10,71,0,6,15,111,3,4,3,48,0,4,9,69,18,39,36,355,20,11,41,519,0,0,0,0,0,0,14,14,0,0,0,0,0,0,26,26,0,0,0,0,0,0,71,69,0,0,0,0,0,0,71,71,0,0,0,3,0,0,77,79,0,0,0,0,0,0,50,56,0,0,0,0,0,0,42,40,0,0,0,3,0,0,350,359,0,0,0,7,3,0,23,25
LGA52030,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,20,0,4,0,24,0,0,4,11,0,0,0,17,0,0,5,17,0,0,0,19,0,0,5,37,0,3,6,50,3,4,14,48,0,6,8,80,3,16,25,128,4,12,18,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,16,16,0,0,0,0,0,0,19,19,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,7,8,0,0,17,0,6,0,21,0,0,0,31,0,8,6,19,3,0,0,41,0,3,0,19,0,0,0,23,0,0,4,11,0,0,0,22,0,3,4,17,0,0,6,34,0,18,20,100,15,4,11,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,18,18,0,0,0,0,5,0,0,4
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,14,8,62,5,10,0,0,6,84,81,194,18,37,0,3,13,344,98,174,24,29,0,6,12,351,132,233,37,35,4,4,12,455,140,225,44,30,6,3,17,465,150,279,91,56,0,15,59,651,603,1167,222,205,14,29,120,2371,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,9,0,0,0,0,0,0,34,33,0,0,0,0,0,0,28,28,0,0,0,0,0,0,9,9,0,0,0,0,0,0,28,29,0,3,0,0,0,0,26,26,0,3,4,0,0,0,141,146,0,0,0,8,5,0,12,17
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,10,0,8,3,18,3,0,3,33,0,7,0,10,0,0,0,25,0,7,5,17,0,4,0,31,0,5,8,12,0,0,9,36,0,0,10,19,3,0,8,43,3,26,25,85,11,7,26,182,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,11,0,0,0,0,0,0,14,14,0,0,0,0,0,0,39,48,0,0,0,0,0,0,3,9
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,9,0,0,4,13,0,3,0,14,0,0,6,18,0,0,9,9,0,0,0,14,4,3,3,19,0,0,0,35,4,12,11,24,3,0,0,40,0,5,15,19,0,0,14,50,5,20,30,98,4,3,18,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,14,14,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,6
