LGA_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
LGA50080,0,0,0,0,7,0,3,16,0,0,0,17,3,0,0,24,0,4,0,29,0,0,8,54,0,0,3,19,0,0,6,36,0,0,6,21,0,0,4,41,0,4,6,8,0,0,9,33,0,0,0,3,0,0,3,7,0,8,23,101,16,8,38,202,0,0,0,93,94,5,22,211,11,28,24,263,52,12,23,407,67,166,113,771,46,19,49,1226,87,221,169,690,35,20,31,1254,106,259,201,712,19,30,52,1391,99,240,253,718,25,38,65,1433,165,329,354,881,14,93,270,2109,532,1238,1111,4133,285,213,514,8030,0,0,0,0,0,0,48,48,0,0,0,0,0,0,38,40,0,0,0,0,0,0,133,133,0,0,0,0,0,0,112,115,3,0,6,4,0,0,118,127,0,0,4,4,0,0,132,142,0,3,0,8,0,0,188,201,0,8,4,23,0,0,781,814,0,0,0,100,96,5,74,271
LGA50210,0,0,0,7,6,0,13,26,0,0,0,26,3,0,8,40,0,14,12,71,5,5,6,111,3,0,6,34,0,0,6,60,0,6,7,19,0,0,9,44,5,0,5,23,0,0,4,33,0,0,0,9,0,0,3,17,6,21,36,193,20,7,48,332,0,0,12,169,124,8,53,370,18,189,126,560,154,31,66,1140,294,888,628,1989,144,59,169,4164,810,1425,911,1872,70,84,220,5392,358,728,551,1485,47,73,162,3404,206,387,426,1373,16,73,139,2614,176,355,394,1462,22,114,355,2871,1862,3966,3052,8905,571,440,1173,19962,0,0,0,0,0,0,121,118,0,0,0,0,0,0,138,141,0,0,0,0,0,0,374,377,5,0,0,0,0,0,401,411,3,0,3,6,0,0,327,331,0,0,0,5,0,0,251,259,0,0,3,6,0,0,174,186,6,4,8,27,0,0,1788,1825,0,0,12,177,129,8,194,521
LGA50250,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,3,0,24,0,0,3,36,0,0,5,29,0,0,0,40,0,0,0,13,0,0,9,18,0,0,0,7,0,0,5,14,0,0,3,3,0,0,0,9,3,0,9,84,7,0,16,124,0,0,0,0,4,0,9,17,0,10,5,50,5,0,8,79,23,50,38,314,9,3,20,451,17,61,48,349,8,11,15,507,12,32,46,203,3,7,16,317,9,19,28,126,0,0,9,193,0,7,6,38,0,0,3,52,69,187,157,1079,38,24,69,1624,0,0,0,0,0,0,28,28,0,0,0,0,0,0,54,54,0,0,0,0,0,0,191,194,0,0,0,0,0,0,192,192,0,0,0,0,0,0,144,146,0,0,0,0,0,0,101,106,0,0,0,0,0,0,23,23,0,0,0,0,0,0,740,744,0,0,0,0,4,0,36,44
LGA50280,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,0,0,6,0,0,5,9,0,0,0,0,0,0,4,6,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,6,0,0,7,26,3,0,5,43,0,0,0,20,16,0,17,56,0,13,5,67,18,3,6,116,37,141,64,280,9,9,20,562,56,213,111,391,14,21,28,832,70,191,120,362,13,21,36,813,54,155,93,340,8,18,32,698,104,180,157,283,11,30,81,850,324,894,553,1739,90,107,220,3931,0,0,0,0,0,0,33,33,0,0,0,0,0,0,17,17,0,0,0,0,0,0,83,90,0,0,0,0,0,0,117,124,0,0,0,0,0,0,144,148,0,0,0,6,0,0,65,70,0,0,0,8,0,0,89,96,0,0,6,14,0,0,553,572,0,0,0,16,19,0,47,90
LGA50350,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,9,0,3,3,7,0,0,0,13,0,0,0,3,0,0,0,9,0,0,3,5,0,0,0,10,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,8,29,4,0,3,50,0,0,4,24,19,4,0,48,6,50,18,84,17,7,16,197,89,270,97,260,18,0,31,761,136,245,122,280,13,8,19,830,102,174,115,266,11,19,22,696,71,109,91,245,11,11,20,566,43,91,98,329,3,20,65,651,454,934,543,1484,87,66,168,3748,0,0,0,0,0,0,15,15,0,0,0,0,0,0,25,25,0,0,0,0,0,0,83,83,0,0,0,0,0,0,76,76,0,0,0,0,0,0,57,56,0,0,0,3,0,0,41,45,0,0,0,6,0,0,66,64,0,0,0,3,0,0,359,365,0,0,4,28,19,4,20,66
LGA50420,0,0,0,4,0,0,0,7,0,5,0,10,0,0,0,24,4,14,4,27,5,0,0,53,0,4,5,20,0,0,3,40,0,4,0,9,0,0,0,24,0,3,0,7,0,0,4,19,0,0,6,4,0,0,3,13,8,34,23,81,10,4,17,183,0,0,13,78,65,6,21,180,47,290,189,323,78,14,66,1000,585,1630,569,1168,65,58,146,4212,712,1518,566,1013,30,58,157,4050,405,896,508,851,43,59,122,2884,312,558,378,914,15,57,110,2338,253,559,503,1224,15,98,280,2934,2319,5443,2728,5561,304,341,895,17594,0,0,0,0,0,0,49,49,0,0,0,0,0,0,87,89,0,0,0,0,0,0,289,290,0,0,0,0,0,0,259,265,0,0,0,0,0,0,191,195,0,0,5,0,0,0,170,183,0,0,5,3,0,0,222,236,0,3,11,14,0,0,1270,1300,0,0,18,81,60,6,70,243
LGA50490,0,0,0,3,6,0,3,18,0,0,0,16,8,0,6,26,4,5,10,28,8,0,7,60,0,7,0,15,0,0,3,30,4,0,6,13,0,0,6,24,0,4,0,10,0,0,3,19,0,4,0,0,0,0,4,10,8,18,16,85,22,9,28,182,0,3,10,66,51,4,11,139,22,192,139,261,61,17,56,750,423,1058,472,820,62,39,143,3019,453,732,405,634,35,35,132,2422,198,406,252,593,15,46,86,1599,124,229,233,556,16,44,71,1270,97,199,193,646,9,44,215,1406,1312,2824,1707,3574,248,222,717,10616,0,0,0,0,0,0,50,50,0,0,0,0,0,0,104,104,0,0,0,0,0,0,295,296,0,0,0,4,0,0,249,255,0,0,3,0,0,0,198,205,0,0,0,0,0,0,145,149,0,0,0,8,0,0,119,124,0,3,3,15,0,0,1166,1189,0,3,10,67,59,4,66,212
LGA50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,4,4,0,0,0,3,0,0,0,3,0,5,0,24,7,0,0,38,0,7,3,16,0,0,4,42,5,6,13,26,0,0,3,45,3,4,6,35,0,0,6,63,3,11,23,59,0,6,21,125,7,42,47,165,10,11,42,315,0,0,0,0,0,0,11,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,11,0,0,0,0,0,0,10,10,0,0,0,0,0,0,16,16,0,0,0,0,0,0,11,13,0,0,0,0,0,0,35,30,0,0,0,0,0,0,91,93,0,0,0,6,0,0,12,17
LGA50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,10,3,0,0,15,0,12,3,39,0,0,4,55,0,6,5,31,0,4,0,45,4,8,4,41,0,3,8,66,3,4,4,50,0,0,10,72,4,4,10,30,0,5,12,65,15,31,26,193,9,13,27,322,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,7,0,0,0,0,0,0,14,14,0,0,0,0,0,0,13,13,0,0,0,0,0,0,14,14,0,0,0,0,0,0,61,67,0,0,0,0,0,0,3,7
LGA50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,16,0,7,0,20,4,0,0,36,0,4,4,32,0,0,3,49,0,9,5,37,0,0,7,61,3,6,10,36,0,0,0,61,3,9,10,37,0,3,15,84,7,44,38,177,8,11,24,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,5,0,0,0,0,0,0,7,9,0,0,0,0,0,0,12,12,0,0,0,0,0,0,19,19,0,0,0,0,0,0,19,17,0,0,0,4,0,0,66,71,0,0,0,0,0,0,5,8
