LGA_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
LGA55810,0,0,0,0,0,0,16,16,0,0,0,0,0,0,29,29,0,0,0,0,0,0,18,23,0,0,0,0,0,0,18,18,0,0,0,0,0,0,7,7,0,0,0,0,0,0,102,106,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,7,0,0,0,0,0,0,16,20,0,3,3,8,0,0,30,49,0,0,0,0,0,0,21,29,0,8,4,0,0,0,20,40,0,3,4,4,0,0,13,21,9,19,11,21,8,3,116,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,6,11,6,0,0,21
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,6,0,6,0,0,0,15,0,8,4,6,0,0,4,18,0,3,4,3,0,3,4,16,3,0,3,8,0,0,4,20,0,3,0,6,0,0,0,8,10,23,15,29,0,4,16,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,8,0,14,3,0,0,22
LGA55950,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,21,19,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,0,7,0,9,0,0,6,26,0,8,0,4,0,0,8,20,0,6,3,3,3,0,0,17,0,5,10,0,0,0,0,20,0,4,4,0,0,0,11,18,6,25,17,19,3,6,27,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,8,0,5,0,20,0,0,4,38
LGA56090,0,0,0,0,0,0,79,84,0,0,0,0,0,0,70,70,0,0,3,0,0,0,78,84,0,0,3,0,0,0,87,91,0,3,0,3,0,0,149,161,0,8,5,6,0,0,518,544,0,0,6,85,56,7,47,203,8,113,69,174,40,14,42,467,147,430,206,419,44,23,119,1379,259,588,318,411,36,58,134,1806,294,598,374,434,49,81,152,1987,246,395,397,383,31,114,199,1758,173,489,455,237,43,129,521,2042,1138,2615,1822,2136,298,428,1207,9641,0,0,0,9,3,0,3,16,0,3,5,14,3,0,5,28,0,7,14,45,3,0,4,73,9,8,8,30,6,3,7,60,3,14,18,17,4,0,0,65,0,5,10,14,0,0,7,38,0,4,7,7,0,0,4,22,13,38,53,131,22,5,30,296,0,0,11,153,103,12,39,314,17,180,101,405,82,21,29,838,213,650,303,1154,77,41,88,2526
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7
LGA56230,0,0,0,0,0,0,61,61,0,0,0,0,0,0,60,59,0,0,3,4,0,0,63,72,0,0,0,0,0,0,58,61,0,0,3,0,0,0,90,94,0,3,8,6,0,0,404,418,0,0,3,54,32,6,51,147,4,30,24,102,35,7,35,245,28,122,89,254,28,19,92,634,49,125,129,274,28,31,101,735,41,131,137,227,15,40,97,695,51,67,129,204,21,35,118,623,41,122,161,111,23,57,349,866,209,596,675,1232,189,188,852,3945,0,0,0,3,0,3,3,10,0,0,0,6,3,0,0,18,0,0,3,16,0,0,0,27,0,0,6,16,0,0,7,24,0,0,3,7,0,0,0,18,4,0,4,10,0,4,0,27,0,0,0,3,0,0,6,11,7,8,20,61,9,7,21,137,0,0,4,89,55,7,31,180,4,43,32,211,67,11,14,382,39,157,124,588,48,23,57,1034
LGA56300,0,0,0,0,0,0,9,9,0,0,0,0,0,0,14,14,0,0,0,0,0,0,9,9,0,0,0,0,0,0,16,16,0,0,0,0,0,0,22,22,0,0,0,0,0,0,67,65,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,4,6,6,8,13,0,0,9,39,9,12,13,11,4,0,16,69,10,10,8,9,4,0,9,51,13,19,16,22,0,5,28,93,16,19,33,10,0,4,47,143,47,74,80,67,8,10,113,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,0,3,3,6,0,0,3,15,0,0,0,0,5,0,3,8,0,0,0,4,0,0,0,3,5,9,9,22,3,0,3,52
LGA56370,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,13,13,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,8,7,7,3,0,0,5,28,0,14,0,5,0,0,3,28,6,4,0,0,0,5,6,17,0,5,8,4,0,0,8,30,0,9,8,4,0,0,30,51,15,46,22,20,3,3,58,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,8,12,8,19,0,0,0,44
LGA56460,0,0,0,0,0,0,28,28,0,0,0,0,0,0,33,33,0,0,0,0,0,0,23,20,0,0,0,0,0,0,18,18,0,0,0,0,0,0,34,34,0,0,0,0,0,0,153,159,0,0,0,9,5,0,15,28,6,22,8,19,13,0,20,85,13,57,24,48,13,3,32,199,15,50,32,59,0,7,44,207,16,30,32,43,8,5,40,180,14,54,44,47,9,6,23,194,12,34,44,31,3,7,123,254,70,246,185,260,49,31,299,1142,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,10,0,0,0,4,0,0,0,3,0,5,0,7,0,0,0,15,0,0,6,3,0,0,0,6,0,0,0,3,0,0,4,11,0,0,0,0,0,0,0,0,0,4,4,26,3,0,10,48,0,0,0,19,11,0,17,46,6,32,13,47,19,0,8,119,23,92,38,149,15,3,11,330
LGA56580,0,0,0,0,0,0,25,25,0,0,0,0,0,0,23,26,0,0,0,0,0,0,37,39,0,0,0,0,0,0,34,39,0,5,0,0,0,3,116,121,0,6,0,0,0,3,263,272,0,0,0,18,8,6,25,64,23,259,17,20,5,0,16,339,221,446,43,50,4,3,41,807,397,618,82,60,3,10,54,1220,517,696,151,40,4,30,66,1501,364,490,208,61,5,33,78,1236,338,671,358,53,16,80,276,1794,1860,3186,856,299,46,157,559,6969,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,4,0,6,0,0,0,10,3,0,0,3,0,0,0,7,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,16,3,7,0,0,0,34,0,0,5,46,19,4,16,95,49,518,35,63,15,4,15,706,425,857,83,138,11,8,44,1566
LGA56620,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,11,11,0,0,0,0,0,0,6,8,0,9,0,0,0,0,13,31,0,3,0,8,0,0,4,29,5,5,0,0,4,0,15,33,4,0,3,4,0,0,13,29,0,0,0,0,0,0,3,4,10,22,7,17,5,3,73,144,0,0,0,0,0,0,20,20,0,0,0,0,0,0,9,12,0,0,0,3,0,0,16,17,0,0,0,15,3,5,7,26,0,0,0,6,4,0,13,23,0,0,0,0,0,5,7,11,0,0,0,0,0,0,0,4,0,0,4,20,8,12,64,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,27
LGA56730,0,0,0,0,0,0,38,38,0,0,0,0,0,0,70,73,0,0,0,0,0,0,68,66,0,0,0,0,0,0,58,58,0,0,0,0,0,0,87,89,0,0,0,0,0,0,367,370,0,0,0,15,14,0,35,73,5,17,15,48,24,0,34,146,29,73,46,108,26,7,54,346,42,88,61,122,24,14,85,434,26,84,79,138,24,18,99,461,29,61,97,85,20,22,91,412,27,75,84,75,16,21,232,522,162,393,380,591,144,84,639,2396,0,0,0,0,0,0,8,10,0,0,0,8,4,0,0,8,0,4,3,14,6,0,5,31,0,0,0,10,4,0,9,20,0,0,6,3,0,0,3,19,0,3,7,13,6,0,5,31,0,0,4,0,0,0,12,14,0,9,16,52,13,4,42,137,0,0,0,26,36,3,21,88,5,23,15,113,32,3,42,233,39,98,64,294,29,16,145,686
LGA56790,0,0,0,0,0,0,20,18,0,0,0,0,0,0,23,19,0,0,0,0,0,0,15,15,0,0,0,0,0,0,31,31,0,0,0,0,0,0,50,51,0,4,0,0,0,0,153,157,0,0,0,0,5,0,10,13,0,0,0,8,0,0,9,21,3,14,7,27,4,0,23,80,13,23,17,27,3,0,23,107,12,25,20,27,0,4,29,116,12,23,29,33,4,6,46,148,8,25,32,25,8,12,78,190,45,116,105,146,17,17,221,675,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,3,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,10,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,10,0,0,3,21,0,5,12,42,0,0,0,5,3,0,4,14,0,3,0,18,0,0,4,33,5,27,12,62,4,0,10,109
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,5,0,4,0,0,9,14,0,0,4,0,0,0,5,18,0,0,0,0,0,0,10,10,3,7,7,7,0,4,28,58,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,3,0,0,4,4,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,9
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,14,0,0,0,0,0,0,25,24,0,0,0,3,3,0,4,6,0,15,0,6,0,0,3,22,17,28,0,6,0,0,0,52,8,39,0,3,0,0,7,58,31,56,7,0,0,0,6,107,19,41,12,0,0,7,4,87,18,53,32,6,5,3,19,121,99,225,59,18,6,12,41,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,32,4,7,0,0,0,43,30,50,11,5,0,0,0,101
LGA57000,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,45,45,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,10,0,0,5,4,0,0,7,10,4,4,7,7,0,0,11,31,0,4,0,4,0,0,9,21,3,0,6,4,0,0,10,24,0,0,3,0,0,0,9,20,9,18,16,23,5,3,55,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,3,3,0,0,3,0,0,0,6,0,0,0,6,6,4,0,14,0,0,0,32
LGA57080,0,0,0,0,0,0,300,302,0,0,0,0,0,0,163,163,0,0,0,0,0,0,96,96,0,0,0,0,0,0,84,87,0,0,0,0,0,0,97,99,0,0,8,3,0,0,958,971,0,0,19,71,50,7,54,208,77,556,176,142,19,9,226,1213,983,1670,346,215,23,23,402,3663,559,778,213,86,10,21,209,1887,248,328,152,100,11,27,130,994,173,262,167,70,4,25,123,829,138,260,155,52,8,42,213,877,2188,3853,1226,741,135,161,1363,9667,0,0,0,10,7,0,0,21,0,8,9,23,6,0,3,46,7,11,5,16,3,0,0,40,3,6,0,10,0,0,6,24,5,4,3,8,0,4,0,17,0,3,3,3,0,0,4,10,0,4,0,0,0,0,3,9,18,32,19,64,21,4,14,177,0,3,18,94,75,9,20,221,132,1014,327,260,54,20,86,1897,1911,3247,656,605,58,52,208,6733
LGA57140,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,3,0,0,0,24,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,5,4,10,6,3,6,3,37,0,11,8,3,0,0,4,29,0,5,10,8,3,0,7,35,0,6,14,13,0,3,4,44,3,9,12,7,6,3,26,59,10,41,40,47,12,10,44,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,0,6,6,0,0,0,13,0,0,9,23,0,0,0,0,0,0,0,8,0,6,0,12,0,0,0,24,0,10,10,19,3,3,0,46
LGA57210,0,0,0,0,0,0,24,24,0,0,0,0,0,0,28,29,0,3,5,0,0,0,35,36,0,0,0,0,0,0,37,37,0,0,0,0,0,0,38,43,0,3,5,0,0,0,181,184,0,0,0,12,4,0,17,43,0,9,3,27,12,4,9,56,6,39,20,56,8,0,32,157,20,52,27,55,14,3,32,201,14,54,57,78,12,4,47,267,18,47,61,59,14,19,60,270,18,64,64,33,3,15,122,320,77,259,232,319,64,47,313,1314,0,0,0,3,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,4,0,9,0,0,0,11,0,0,0,3,0,0,0,7,0,4,4,0,0,0,0,8,3,0,0,4,0,0,6,3,3,9,8,24,3,4,8,54,0,0,0,21,16,0,13,50,0,13,3,66,14,0,4,99,8,58,22,113,18,3,8,227
LGA57280,0,0,0,0,0,0,207,207,0,0,0,0,0,0,168,175,0,0,0,0,0,0,137,136,0,0,0,5,0,0,83,88,0,0,0,0,0,0,32,32,0,0,0,5,0,0,744,753,0,0,0,17,22,0,62,103,3,49,12,59,29,5,80,244,80,289,139,268,49,17,265,1117,78,251,148,205,45,25,214,958,40,107,98,113,22,24,176,577,32,61,65,69,8,16,116,366,13,17,13,17,5,3,59,122,235,772,484,747,170,96,984,3494,0,0,0,12,11,0,29,54,0,4,3,31,20,0,13,68,0,7,16,136,24,0,35,225,3,6,23,100,13,0,30,176,4,10,18,62,11,5,30,138,4,15,15,33,3,0,21,97,5,3,5,9,0,0,29,52,13,51,81,388,85,16,179,810,0,0,0,27,22,4,10,61,3,56,20,133,29,6,18,270,115,386,204,728,49,34,65,1579
LGA57350,0,0,0,0,0,0,18,18,0,0,0,0,0,0,11,11,0,0,0,0,0,0,22,22,0,0,0,0,0,0,22,22,0,0,0,0,0,0,33,33,0,0,0,0,0,0,101,101,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,7,0,7,3,3,0,0,19,34,0,8,5,0,0,0,12,29,3,8,8,11,0,0,27,52,0,5,7,14,0,7,28,54,3,11,6,12,0,3,39,79,12,35,30,39,3,11,121,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,16,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,7,0,7,3,18,0,0,0,36
LGA57420,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12,12,0,0,0,0,0,0,55,55,0,0,0,0,0,0,7,3,0,3,5,11,4,0,6,22,5,35,18,27,10,4,13,113,7,30,8,16,0,0,13,83,4,12,20,18,0,7,16,76,0,10,15,12,4,9,22,71,3,16,11,9,0,3,37,78,24,114,80,94,17,18,108,455,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,5,11,4,0,4,30,0,0,0,3,4,0,0,5,0,4,5,21,5,0,0,36,6,59,25,77,8,4,4,184
LGA57490,0,0,0,8,0,0,457,471,0,3,5,3,0,0,364,367,0,0,3,3,0,0,312,325,0,0,0,0,0,0,234,241,0,0,3,4,0,0,362,378,6,7,10,25,3,3,2096,2147,4,0,33,392,236,33,247,947,49,396,332,949,234,74,295,2312,458,1522,1143,2501,292,144,703,6761,684,1743,1382,2133,199,244,641,7022,524,1287,1392,1822,162,285,583,6058,336,740,971,1233,138,274,575,4267,194,599,708,632,93,270,1449,3939,2234,6293,5957,9656,1361,1312,4497,31309,0,0,3,32,18,0,8,58,0,3,16,91,21,3,13,158,5,27,42,176,28,6,15,305,8,22,37,125,6,7,19,226,12,22,25,92,8,0,17,171,0,15,13,41,0,0,18,98,0,10,8,24,0,0,29,66,29,106,146,574,91,28,127,1093,4,0,54,684,467,60,164,1430,54,571,453,1944,459,116,185,3781,641,2156,1702,5815,470,236,411,11432
LGA57630,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,4,0,0,3,10,0,0,0,0,0,0,0,4,0,4,0,6,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,86,90,0,0,0,0,0,0,83,86,0,0,4,0,0,0,64,72,0,0,0,3,0,0,57,57,0,0,5,0,0,3,59,65,0,0,4,8,0,3,410,425,0,0,10,101,54,9,40,213,13,76,71,247,43,17,51,515,137,457,358,702,59,40,154,1913,186,416,359,505,46,56,155,1721,102,258,294,349,38,80,136,1243,71,163,241,208,31,58,116,884,35,120,140,105,13,47,179,643,540,1486,1472,2211,277,310,826,7138,0,0,0,9,7,0,0,15,0,0,0,12,9,0,0,25,5,8,9,46,0,0,8,73,4,13,7,37,0,5,0,68,0,4,7,21,0,0,0,33,0,4,5,6,0,0,0,13,0,0,0,4,0,0,0,8,9,22,31,131,22,13,10,240,0,0,18,166,91,20,35,327,15,113,96,506,82,26,46,880,177,624,491,1660,88,62,110,3211
