LGA_CODE_2021,R_Tot_Dw_s_S_Hou_Oth_h,R_Tot_Dw_s_SDRTHT_Oth_h,R_Tot_Dw_s_Fl_Ap_Oth_h,R_Tot_Dw_s_Oth_d_Car_Oth_h,R_Tot_Dw_s_Oth_d_Cab_h_Oth_h,R_Tot_Dw_s_Oth_d_IHTSO_Oth_h,R_Tot_Dw_s_Oth_d_HFASO_Oth_h,R_Tot_Dw_s_Oth_d_Tot_Oth_h,R_Tot_Dw_s_Ns_Oth_h,R_Tot_Tot_Oth_h,Oth_TT_Dw_s_S_Hou_Oth_h,Oth_TT_Dw_s_SDRTHT_Oth_h,Oth_TT_Dw_s_Fl_Ap_Oth_h,Oth_TT_Dw_s_Ot_d_Car_Oth_h,Oth_TT_Dw_s_Ot_d_Cab_h_Oth_h,Oth_TT_Dw_s_Ot_d_IHTSO_Oth_h,Oth_TT_Dw_s_Ot_d_HFASO_Oth_h,Oth_TT_Dw_s_Ot_d_Tot_Oth_h,Oth_TT_Dw_s_Ns_Oth_h,Oth_TT_Tot_Oth_h,TT_ns_Dw_s_S_Hou_Oth_h,TT_ns_Dw_s_SDRTHT_Oth_h,TT_ns_Dw_s_Fl_Ap_Oth_h,TT_ns_Dw_s_Oth_d_Car_Oth_h,TT_ns_Dw_s_Oth_d_Cab_h_Oth_h,TT_ns_Dw_s_Oth_d_IHTSO_Oth_h,TT_ns_Dw_s_Oth_d_HFASO_Oth_h,TT_ns_Dw_s_Oth_d_Tot_Oth_h,TT_ns_Dw_s_Ns_Oth_h,TT_ns_Tot_Oth_h,Tot_Dw_s_S_Hou_Oth_h,Tot_Dw_s_SDRTHT_Oth_h,Tot_Dw_s_Fl_Ap_Oth_h,Tot_Dw_s_Oth_d_Car_Oth_h,Tot_Dw_s_Oth_d_Cab_h_Oth_h,Tot_Dw_s_Oth_d_IHTSO_Oth_h,Tot_Dw_s_Oth_d_HFASO_Oth_h,Tot_Dw_s_Oth_d_Tot_Oth_h,Tot_Dw_s_Ns_Oth_h,Tot_Tot_Oth_h,Ow_o_Dw_s_S_Hou_Tot_h,Ow_o_Dw_s_SDRTHT_Tot_h,Ow_o_Dw_s_Fl_Ap_Tot_h,Ow_o_Dw_s_Oth_d_Car_Tot_h,Ow_o_Dw_s_Oth_d_Cab_h_Tot_h,Ow_o_Dw_s_Oth_d_IHTSO_Tot_h,Ow_o_Dw_s_Oth_d_HFASO_Tot_h,Ow_o_Dw_s_Oth_d_Tot_Tot_h,Ow_o_Dw_s_Ns_Tot_h,Ow_o_Tot_Tot_h,Ow_wm_Dw_s_S_Hou_Tot_h,Ow_wm_Dw_s_SDRTHT_Tot_h,Ow_wm_Dw_s_Fl_Ap_Tot_h,Ow_wm_Dw_s_Oth_d_Car_Tot_h,Ow_wm_Dw_s_Oth_d_Cab_h_Tot_h,Ow_wm_Dw_s_Oth_d_IHTSO_Tot_h,Ow_wm_Dw_s_Oth_d_HFASO_Tot_h,Ow_wm_Dw_s_Oth_d_Tot_Tot_h,Ow_wm_Dw_s_Ns_Tot_h,Ow_wm_Tot_Tot_h,R_RAg_Dw_s_S_Hou_Tot_h,R_RAg_Dw_s_SDRTHT_Tot_h,R_RAg_Dw_s_Fl_Ap_Tot_h,R_RAg_Dw_s_Oth_d_Car_Tot_h,R_RAg_Dw_s_Oth_d_Cab_h_Tot_h,R_RAg_Dw_s_Oth_d_IHTSO_Tot_h,R_RAg_Dw_s_Oth_d_HFASO_Tot_h,R_RAg_Dw_s_Oth_d_Tot_Tot_h,R_RAg_Dw_s_Ns_Tot_h,R_RAg_Tot_Tot_h,R_STHA_Dw_s_S_Hou_Tot_h,R_STHA_Dw_s_SDRTHT_Tot_h,R_STHA_Dw_s_Fl_Ap_Tot_h,R_STHA_Dw_s_Ot_d_Car_Tot_h,R_STHA_Dw_s_Ot_d_Cab_h_Tot_h,R_STHA_Dw_s_Ot_d_IHTSO_Tot_h,R_STHA_Dw_s_Ot_d_HFASO_Tot_h,R_STHA_Dw_s_Ot_d_Tot_Tot_h,R_STHA_Dw_s_Ns_Tot_h,R_STHA_Tot_Tot_h,R_Pnsh_Dw_s_S_Hou_Tot_h,R_Pnsh_Dw_s_SDRTHT_Tot_h,R_Pnsh_Dw_s_Fl_Ap_Tot_h,R_Pnsh_Dw_s_Ot_d_Car_Tot_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Tot_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Tot_h,R_Pnsh_Dw_s_Ot_d_HFASO_Tot_h,R_Pnsh_Dw_s_Oth_d_Tot_Tot_h,R_Pnsh_Dw_s_Ns_Tot_h,R_Pnsh_Tot_Tot_h,R_CHP_Dw_s_S_Hou_Tot_h,R_CHP_Dw_s_SDRTHT_Tot_h,R_CHP_Dw_s_Fl_Ap_Tot_h,R_CHP_Dw_s_Oth_d_Car_Tot_h,R_CHP_Dw_s_Oth_d_Cab_h_Tot_h,R_CHP_Dw_s_Oth_d_IHTSO_Tot_h,R_CHP_Dw_s_Oth_d_HFASO_Tot_h,R_CHP_Dw_s_Oth_d_Tot_Tot_h,R_CHP_Dw_s_Ns_Tot_h,R_CHP_Tot_Tot_h,R_othLT_Dw_s_S_Hou_Tot_h,R_othLT_Dw_s_SDRTHT_Tot_h,R_othLT_Dw_s_Fl_Ap_Tot_h,R_othLT_Dw_s_O_d_Car_Tot_h,R_othLT_Dw_s_O_d_Cab_h_Tot_h,R_othLT_Dw_s_O_d_IHTSO_Tot_h,R_othLT_Dw_s_O_d_HFASO_Tot_h,R_othLT_Dw_s_O_d_Tot_Tot_h,R_othLT_Dw_s_Ns_Tot_h,R_othLT_Tot_Tot_h,R_LTns_Dw_s_S_Hou_Tot_h,R_LTns_Dw_s_SDRTHT_Tot_h,R_LTns_Dw_s_Fl_Ap_Tot_h,R_LTns_Dw_s_Ot_d_Car_Tot_h,R_LTns_Dw_s_Ot_d_Cab_h_Tot_h,R_LTns_Dw_s_Ot_d_IHTSO_Tot_h,R_LTns_Dw_s_Ot_d_HFASO_Tot_h,R_LTns_Dw_s_Ot_d_Tot_Tot_h,R_LTns_Dw_s_Ns_Tot_h,R_LTns_Tot_Tot_h,R_Tot_Dw_s_S_Hou_Tot_h,R_Tot_Dw_s_SDRTHT_Tot_h,R_Tot_Dw_s_Fl_Ap_Tot_h,R_Tot_Dw_s_Oth_d_Car_Tot_h,R_Tot_Dw_s_Oth_d_Cab_h_Tot_h,R_Tot_Dw_s_Oth_d_IHTSO_Tot_h,R_Tot_Dw_s_Oth_d_HFASO_Tot_h,R_Tot_Dw_s_Oth_d_Tot_Tot_h,R_Tot_Dw_s_Ns_Tot_h,R_Tot_Tot_Tot_h,Oth_TT_Dw_s_S_Hou_Tot_h,Oth_TT_Dw_s_SDRTHT_Tot_h,Oth_TT_Dw_s_Fl_Ap_Tot_h,Oth_TT_Dw_s_Ot_d_Car_Tot_h,Oth_TT_Dw_s_Ot_d_Cab_h_Tot_h,Oth_TT_Dw_s_Ot_d_IHTSO_Tot_h,Oth_TT_Dw_s_Ot_d_HFASO_Tot_h,Oth_TT_Dw_s_Ot_d_Tot_Tot_h,Oth_TT_Dw_s_Ns_Tot_h,Oth_TT_Tot_Tot_h,TT_ns_Dw_s_S_Hou_Tot_h,TT_ns_Dw_s_SDRTHT_Tot_h,TT_ns_Dw_s_Fl_Ap_Tot_h,TT_ns_Dw_s_Oth_d_Car_Tot_h,TT_ns_Dw_s_Oth_d_Cab_h_Tot_h,TT_ns_Dw_s_Oth_d_IHTSO_Tot_h,TT_ns_Dw_s_Oth_d_HFASO_Tot_h,TT_ns_Dw_s_Oth_d_Tot_Tot_h,TT_ns_Dw_s_Ns_Tot_h,TT_ns_Tot_Tot_h,Tot_Dw_s_S_Hou_Tot_h,Tot_Dw_s_SDRTHT_Tot_h,Tot_Dw_s_Fl_Ap_Tot_h,Tot_Dw_s_Oth_d_Car_Tot_h,Tot_Dw_s_Oth_d_Cab_h_Tot_h,Tot_Dw_s_Oth_d_IHTSO_Tot_h,Tot_Dw_s_Oth_d_HFASO_Tot_h,Tot_Dw_s_Oth_d_Tot_Tot_h,Tot_Dw_s_Ns_Tot_h,Tot_Tot_Tot_h
LGA54760,39,0,0,0,0,0,0,0,0,45,24,0,0,0,3,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,250,4,0,0,3,0,0,3,5,263,138,0,0,0,0,0,0,4,0,147,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,51,24,0,0,0,3,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,258,4,0,0,3,0,0,4,5,270
LGA54830,3305,317,370,0,0,0,3,3,6,3993,75,33,0,0,0,0,0,3,0,117,204,8,12,0,0,0,0,0,0,225,13958,534,495,0,0,0,3,9,7,15009,2457,71,40,0,0,0,0,3,0,2571,8210,105,80,0,0,0,0,0,5,8400,2295,111,203,0,0,0,0,0,0,2611,239,141,106,0,0,0,0,0,0,483,861,36,40,0,0,0,0,0,0,932,62,44,31,0,0,0,0,0,3,141,114,0,11,0,0,0,0,0,0,132,20,7,0,0,0,0,0,0,0,23,3595,336,396,0,0,0,3,3,6,4324,84,33,0,0,0,0,0,3,0,126,220,10,16,0,0,0,0,0,0,242,14566,552,529,0,0,0,3,9,7,15666
LGA54900,73,17,0,0,0,0,0,0,0,87,52,0,5,0,0,0,0,0,0,56,10,0,0,0,0,0,0,0,0,15,426,18,3,3,0,0,0,4,4,453,209,0,0,0,0,0,0,0,4,212,90,4,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,17,45,0,0,0,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,78,17,0,0,0,0,0,0,0,97,52,0,5,0,0,0,0,0,0,56,10,0,0,0,0,0,0,0,0,15,438,18,3,3,0,0,0,4,4,469
LGA54970,19,4,0,0,0,0,0,0,0,33,18,0,0,0,0,0,0,0,5,20,4,0,0,0,0,0,0,0,0,9,71,11,0,0,0,0,0,0,6,91,19,3,0,0,0,0,0,0,0,26,13,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,25,4,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,11,50,3,0,0,0,0,0,0,0,50,13,8,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,92,12,0,0,0,0,0,0,7,108,20,0,0,0,0,0,0,0,5,24,3,0,0,0,0,0,0,0,0,11,149,18,4,5,0,0,0,5,7,183
LGA55040,97,6,0,4,0,0,0,7,0,110,57,6,0,0,0,0,0,0,0,60,14,5,0,3,0,0,0,3,0,21,210,12,6,19,0,0,7,23,6,269,35,0,0,16,0,0,4,13,4,57,22,0,3,0,0,0,5,5,0,26,0,0,0,0,0,0,0,0,0,0,20,3,5,0,0,0,0,0,0,23,21,0,4,0,0,0,4,5,0,22,8,0,0,0,0,0,0,0,0,8,80,9,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,126,7,4,4,0,0,4,4,0,143,57,6,0,0,0,0,0,0,0,63,16,5,0,3,0,0,0,3,5,25,248,18,7,19,0,0,6,29,9,314
LGA55110,6044,1816,491,18,12,3,7,42,15,8412,309,836,17,0,0,0,0,5,0,1163,338,138,20,5,29,0,0,32,10,532,28484,4455,982,74,135,9,7,220,31,34172,10286,1163,299,48,89,3,0,137,7,11882,12032,521,165,0,3,0,0,8,0,12729,3918,919,324,4,0,5,3,11,3,5172,295,370,33,0,0,0,0,0,5,707,1986,335,73,5,0,0,0,12,0,2403,170,145,69,0,0,0,0,0,9,395,136,103,8,11,13,0,6,24,3,268,41,26,6,0,0,0,0,0,0,66,6545,1893,507,17,12,3,7,47,15,9008,321,838,18,0,0,0,0,5,0,1178,367,140,20,5,28,0,0,32,6,564,29540,4557,1006,72,137,9,7,224,32,35358
LGA55180,618,149,20,0,0,0,0,3,13,803,96,7,0,0,0,0,0,0,0,115,55,4,0,0,0,0,0,0,0,64,3118,190,23,0,0,4,0,13,28,3367,1373,18,0,3,0,0,0,3,7,1395,1039,8,0,0,0,0,0,0,3,1057,288,73,5,0,0,0,0,0,0,365,92,50,7,0,0,0,0,0,0,146,234,11,6,0,0,0,0,0,0,252,4,26,5,0,0,0,0,0,0,42,65,6,0,0,0,0,0,0,7,78,3,0,0,0,0,0,0,0,0,10,685,163,20,0,0,0,0,3,13,883,101,7,0,0,0,0,0,0,0,111,57,6,0,0,0,0,0,0,0,68,3251,203,23,4,0,4,0,9,28,3514
LGA55250,39,5,7,3,0,0,0,6,0,50,24,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,4,8,102,4,5,8,0,0,0,12,14,138,55,4,0,5,0,0,0,4,8,71,15,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,53,9,5,0,0,0,0,0,0,71,17,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,6,22,7,4,0,0,0,0,4,0,37,0,0,0,0,0,0,0,0,0,0,107,15,14,5,0,0,0,5,4,137,29,0,0,0,0,0,0,0,0,32,15,0,0,0,0,0,0,0,4,23,217,18,11,10,0,0,0,10,14,276
LGA55320,4430,2547,828,0,0,0,4,4,12,7825,416,300,332,0,0,0,0,0,0,1054,231,93,36,0,0,0,0,0,4,371,28932,7075,2045,0,0,0,4,4,44,38100,12936,2237,431,0,0,0,0,0,22,15624,11075,1920,425,0,0,0,0,0,7,13430,2864,1482,601,0,0,0,4,4,3,4954,319,415,20,0,0,0,0,0,0,757,1265,617,163,0,0,0,0,0,4,2052,43,51,21,0,0,0,0,0,0,119,81,40,23,0,0,0,0,0,0,141,12,17,6,0,0,0,0,0,0,44,4589,2619,841,0,0,0,4,4,12,8070,427,301,334,0,0,0,0,0,0,1062,242,96,36,0,0,0,0,0,4,377,29265,7179,2067,0,0,0,4,4,44,38566
LGA55390,8,0,0,0,0,0,0,0,3,10,7,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,0,0,0,3,26,0,0,9,0,0,0,12,9,41,14,0,0,3,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,3,3,27,8,0,0,0,0,0,0,0,5,14,3,0,0,0,0,0,0,0,0,8,42,0,6,4,0,0,3,10,12,66
LGA55460,265,24,4,0,0,0,0,0,0,296,35,0,0,0,0,0,0,0,0,35,15,0,0,3,0,0,0,3,0,19,1019,35,3,10,0,0,0,6,4,1069,395,5,0,3,0,0,0,4,0,405,340,0,0,0,0,0,0,0,0,348,73,3,4,0,0,0,0,0,0,82,63,15,0,0,0,0,0,0,0,76,94,3,0,0,0,0,0,0,0,97,20,0,0,0,0,0,0,0,0,17,49,5,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0,0,0,5,302,33,4,0,0,0,0,0,0,333,36,0,0,0,0,0,0,0,0,36,19,0,0,3,0,0,0,3,0,22,1092,43,3,10,0,0,0,6,6,1151
LGA55530,10,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,4,122,3,0,0,0,3,0,7,3,130,75,0,0,0,0,0,0,0,0,73,25,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,17,26,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,132,3,0,0,0,3,0,7,3,147
LGA55600,115,14,0,0,0,0,0,0,3,132,45,0,0,0,4,0,0,4,0,47,9,5,0,0,8,0,0,7,0,19,658,41,0,0,10,0,0,10,7,712,319,17,0,0,0,0,0,0,0,340,207,0,0,0,0,0,0,0,0,213,21,0,0,0,0,0,0,0,0,26,36,22,0,0,0,0,0,0,0,53,75,0,0,0,0,0,0,0,0,81,4,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,3,21,5,0,0,0,0,0,0,0,0,5,159,25,0,0,0,0,0,0,3,188,49,0,0,0,4,0,0,4,0,52,20,4,0,0,8,0,0,7,0,33,752,53,0,0,10,0,0,10,7,824
LGA55670,40,5,0,0,0,0,0,0,0,44,14,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,173,3,0,3,0,0,0,3,7,189,98,0,0,4,0,0,0,4,4,104,32,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,50,16,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,199,4,0,3,0,0,0,3,4,214
LGA55740,290,226,643,0,0,0,0,0,0,1162,18,38,7,0,0,0,0,0,0,55,14,4,9,0,0,0,0,0,0,29,2149,492,831,0,0,0,0,0,4,3475,1002,123,90,0,0,0,0,0,0,1209,837,107,89,0,0,0,0,0,0,1033,188,110,448,0,0,0,0,0,0,743,11,85,78,0,0,0,0,0,0,169,81,41,125,0,0,0,0,0,0,240,9,8,0,0,0,0,0,0,0,16,10,3,12,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,7,298,238,653,0,0,0,0,0,0,1194,18,38,7,0,0,0,0,0,0,55,14,4,9,0,0,0,0,0,0,29,2160,507,843,0,0,0,0,0,4,3520
LGA55810,28,6,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,3,94,6,0,5,0,0,0,5,0,110,52,0,0,0,0,0,0,0,0,53,17,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,34,6,0,0,0,0,0,0,0,39,15,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,3,3,115,6,0,5,0,0,0,5,0,128
LGA55880,25,5,0,0,0,0,0,0,0,36,27,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,3,156,5,0,0,0,0,0,0,4,165,85,0,0,0,0,0,0,0,4,86,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,13,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,38,27,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,3,167,6,0,0,0,0,0,0,4,174
LGA55950,39,0,0,0,0,0,0,0,0,39,26,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,208,0,0,0,0,0,0,0,0,208,107,0,0,0,0,0,0,0,0,107,36,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,47,0,0,0,0,0,0,0,0,47,26,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,215,0,0,0,0,0,0,0,0,215
LGA56090,1132,236,6,9,0,0,0,6,4,1383,139,21,0,0,0,0,0,0,3,166,125,13,0,0,0,0,0,0,0,140,12629,484,17,15,0,0,3,22,15,13162,5074,160,7,7,0,0,0,7,5,5248,6425,59,6,0,0,0,6,0,0,6498,621,82,0,0,0,0,0,0,0,706,35,92,0,0,0,0,0,0,0,127,505,50,0,0,0,0,0,4,4,564,13,21,0,0,0,0,0,0,0,28,43,0,0,0,0,0,0,0,0,53,3,4,0,0,0,0,0,0,0,6,1215,248,4,9,0,0,0,6,4,1484,144,22,0,0,0,0,0,0,3,168,131,13,0,0,0,0,0,0,0,142,12989,502,22,15,0,0,3,22,15,13541
LGA56160,0,0,0,5,0,0,0,5,4,9,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,0,0,5,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,3,4,16,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,18,3,0,7,0,0,0,7,5,32
LGA56230,1006,106,13,25,4,0,0,31,6,1163,212,48,0,4,0,0,0,4,0,267,103,10,0,4,0,0,0,4,0,114,5930,253,16,150,24,6,5,185,9,6399,2157,72,3,115,12,0,0,132,4,2373,2604,21,0,3,0,5,0,13,0,2634,578,36,5,0,0,0,0,5,0,621,25,35,3,0,0,0,0,0,0,62,399,24,6,6,0,0,0,8,3,436,8,13,0,0,0,0,0,0,0,24,57,3,0,20,8,0,0,24,4,87,12,0,0,0,0,0,0,0,0,8,1080,115,13,25,4,0,0,36,6,1238,213,51,0,4,0,0,0,4,0,271,107,8,0,4,0,0,0,4,0,125,6154,268,14,157,21,10,5,192,9,6641
LGA56300,84,3,12,0,0,0,0,0,0,102,18,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,8,540,4,15,4,0,0,0,11,0,573,283,5,3,7,0,0,0,10,0,304,159,0,0,0,0,0,0,0,0,162,48,0,0,0,0,0,0,0,0,47,11,3,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,0,27,0,0,5,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,92,3,12,0,0,0,0,0,0,112,18,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,7,563,10,15,8,6,0,0,14,0,604
LGA56370,31,12,0,0,0,0,0,0,0,49,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,239,14,0,0,0,0,0,0,0,258,144,0,0,0,0,0,0,0,0,147,48,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,32,17,0,0,0,0,0,0,0,49,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,247,18,0,0,0,0,0,0,0,262
LGA56460,383,77,5,0,0,0,0,0,0,468,47,16,0,0,0,0,0,0,0,62,22,9,0,0,0,0,0,0,0,38,1569,120,5,4,0,0,3,7,0,1710,640,19,0,5,0,0,0,4,0,663,516,0,0,0,0,0,0,0,0,518,137,19,5,0,0,0,0,0,0,167,86,36,0,0,0,0,0,0,0,116,160,7,0,0,0,0,0,0,0,164,11,16,0,0,0,0,0,0,0,30,30,4,0,0,0,0,0,0,0,41,3,5,0,0,0,0,0,0,0,11,435,85,5,0,0,0,0,0,0,532,48,16,0,0,0,0,0,0,0,64,27,8,0,0,0,0,0,0,0,42,1667,133,5,4,0,0,3,7,0,1819
LGA56580,1004,378,235,0,0,0,0,0,0,1619,82,43,62,0,0,0,0,0,0,193,39,13,6,0,0,0,0,0,4,62,6171,909,468,0,0,0,0,0,4,7559,3015,307,101,0,0,0,0,0,0,3419,2045,167,65,0,0,0,0,0,0,2278,647,174,150,0,0,0,0,0,0,971,40,86,10,0,0,0,0,0,0,128,207,71,45,0,0,0,0,0,0,320,0,30,24,0,0,0,0,0,0,58,137,18,4,0,0,0,0,0,0,158,0,3,0,0,0,0,0,0,0,6,1027,382,240,0,0,0,0,0,0,1650,81,43,62,0,0,0,0,0,0,195,39,13,6,0,0,0,0,0,4,62,6202,917,474,0,0,0,0,0,4,7602
LGA56620,16,0,0,0,0,0,0,0,9,24,30,7,0,0,0,0,0,0,5,38,4,0,0,0,0,0,0,0,0,6,49,10,3,0,0,0,0,0,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,3,0,0,0,0,0,0,4,222,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,6,259,7,0,0,0,0,0,0,7,271,31,12,0,0,0,0,0,0,5,49,17,0,0,0,0,0,0,0,0,25,308,16,3,0,0,0,0,0,13,340
LGA56730,681,106,10,0,0,0,0,0,3,800,64,0,0,0,0,0,0,0,0,64,75,6,0,0,0,0,0,0,4,85,3611,128,16,13,12,0,0,26,17,3808,1431,8,0,13,12,0,0,27,4,1469,1475,6,0,0,0,0,0,0,7,1489,303,40,5,0,0,0,0,0,0,352,143,64,0,0,0,0,0,0,0,212,282,9,5,0,0,0,0,0,0,296,10,8,0,0,0,0,0,0,0,14,56,9,0,0,0,0,0,0,0,59,6,0,0,0,0,0,0,0,0,6,802,128,10,0,0,0,0,0,3,944,60,0,0,4,0,0,0,4,0,69,87,7,0,0,0,0,0,0,4,99,3858,154,16,18,12,0,0,32,17,4070
LGA56790,173,28,0,9,0,0,0,5,5,210,40,5,0,4,0,0,3,4,5,53,19,6,15,0,0,0,0,0,0,42,963,74,16,39,0,4,4,48,17,1122,528,31,0,26,0,0,0,34,9,589,241,3,0,6,0,0,0,6,4,259,43,15,0,0,0,0,0,0,0,59,18,3,0,0,0,0,0,0,0,22,104,5,0,0,0,0,0,3,5,118,15,0,0,0,0,0,0,0,0,15,16,4,0,6,0,0,0,6,0,29,5,0,0,0,0,0,0,0,0,3,200,31,0,9,0,0,0,5,5,240,41,5,0,4,0,0,3,4,10,57,24,6,15,0,0,0,0,0,0,41,1029,77,16,39,0,4,4,51,19,1191
LGA56860,20,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,4,0,86,45,0,0,0,0,0,0,4,0,48,12,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,4,0,93
