SA4_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
501,..,382,41,5,0,0,426,..,..,212,306,149,122,797,..,166,210,101,69,44,591,..,20,9,0,0,0,31,..,569,477,411,217,170,1845,..,..,..,20,20,56,99,..,569,477,433,240,224,1939,334,..,..,..,..,..,334,..,89,12,3,4,3,105,334,659,483,437,247,229,2385,..,20718,621,105,21,8,21479,..,..,6169,8080,3412,1072,18731,..,3105,2160,889,225,86,6465,..,409,65,11,0,0,488,..,24235,9013,9086,3661,1164,47157,..,..,..,242,260,316,817,..,24235,9013,9329,3915,1486,47972,17832,..,..,..,..,..,17832,..,1396,255,84,11,27,1774,17832,25628,9270,9411,3930,1508,67577
502,..,221,26,8,0,0,256,..,..,118,139,114,65,437,..,120,131,82,48,30,404,..,25,3,0,0,0,28,..,361,277,230,161,99,1121,..,..,..,23,18,37,76,..,361,277,246,174,133,1198,155,..,..,..,..,..,155,..,42,11,5,0,0,69,155,409,285,254,180,131,1418,..,12683,368,35,6,0,13101,..,..,3426,4167,1695,601,9891,..,1996,1419,596,172,84,4267,..,267,41,4,0,0,309,..,14949,5262,4807,1869,683,27571,..,..,..,153,156,230,535,..,14949,5262,4964,2023,917,28109,11317,..,..,..,..,..,11317,..,759,103,17,13,0,894,11317,15710,5365,4980,2036,917,40319
503,..,149,9,0,0,0,166,..,..,44,62,23,10,134,..,54,30,12,6,0,100,..,17,0,0,0,0,22,..,218,79,78,31,10,414,..,..,..,0,0,7,9,..,218,79,81,30,15,426,227,..,..,..,..,..,227,..,55,19,8,0,0,85,227,274,101,87,30,18,742,..,18985,660,146,28,14,19835,..,..,6437,8658,3231,592,18918,..,2587,1567,433,79,19,4677,..,620,118,26,5,0,774,..,22192,8785,9264,3342,625,44208,..,..,..,133,118,150,397,..,22192,8785,9392,3461,781,44606,23366,..,..,..,..,..,23366,..,2688,928,339,65,26,4041,23366,24876,9715,9737,3520,804,72018
504,..,405,59,6,3,0,481,..,..,306,368,211,158,1049,..,255,262,183,92,72,869,..,59,20,3,4,0,86,..,719,641,568,320,231,2479,..,..,..,36,31,97,163,..,719,641,603,348,325,2642,460,..,..,..,..,..,460,..,105,27,4,13,3,155,460,825,666,612,358,329,3250,..,23838,1175,157,36,14,25213,..,..,11143,13650,5071,2007,31873,..,4906,3552,1282,374,158,10277,..,897,193,31,12,3,1138,..,29640,16068,15119,5496,2186,68502,..,..,..,443,508,852,1798,..,29640,16068,15561,6000,3034,70302,23647,..,..,..,..,..,23647,..,2349,513,140,48,23,3074,23647,31994,16576,15702,6045,3063,97026
505,..,504,66,10,4,0,586,..,..,324,400,251,170,1146,..,283,346,200,85,69,979,..,55,22,5,0,0,80,..,846,751,619,338,233,2794,..,..,..,43,37,79,157,..,846,751,663,376,313,2949,574,..,..,..,..,..,574,..,131,47,10,4,3,196,574,976,798,668,384,322,3722,..,51415,2153,373,62,25,54025,..,..,23963,32725,11606,3583,71882,..,10346,7440,2554,752,312,21412,..,1688,364,68,21,8,2139,..,63451,33927,35717,12436,3928,149457,..,..,..,926,970,1479,3375,..,63451,33927,36639,13412,5409,152838,48743,..,..,..,..,..,48743,..,4445,1155,346,93,49,6087,48743,67898,35083,36985,13499,5455,207666
506,..,695,103,24,9,0,825,..,..,402,515,310,258,1479,..,372,427,300,149,103,1354,..,89,44,11,0,0,139,..,1157,974,844,466,356,3803,..,..,..,62,50,125,240,..,1157,974,901,516,489,4040,844,..,..,..,..,..,844,..,202,66,29,15,9,323,844,1361,1040,936,536,494,5212,..,43365,2339,521,138,61,46436,..,..,20399,26532,10458,4227,61620,..,8428,6000,2291,741,315,17774,..,2043,471,124,22,15,2677,..,53840,29213,29468,11365,4617,128501,..,..,..,816,939,1675,3426,..,53840,29213,30283,12301,6291,131934,45363,..,..,..,..,..,45363,..,4955,1622,610,237,113,7543,45363,58795,30839,30893,12536,6410,184842
507,..,574,73,14,3,0,659,..,..,360,477,304,185,1329,..,281,338,240,103,84,1050,..,46,20,4,4,0,71,..,905,795,732,412,271,3105,..,..,..,32,41,98,173,..,905,795,769,459,364,3281,581,..,..,..,..,..,581,..,146,54,20,9,0,226,581,1050,846,785,465,364,4087,..,39518,1608,233,50,22,41427,..,..,17769,23453,8744,2662,52627,..,7968,5818,2101,578,245,16711,..,1271,240,53,10,0,1575,..,48756,25436,25851,9372,2932,112343,..,..,..,607,683,1054,2346,..,48756,25436,26454,10058,3984,114687,38892,..,..,..,..,..,38892,..,3479,878,272,80,31,4754,38892,52238,26319,26733,10135,4015,158323
509,..,419,49,5,0,0,479,..,..,178,215,145,118,665,..,174,198,116,75,57,617,..,32,17,0,0,0,46,..,622,443,344,218,182,1807,..,..,..,28,23,53,99,..,622,443,370,239,231,1907,457,..,..,..,..,..,457,..,60,8,3,0,0,80,457,681,451,376,239,231,2434,..,15804,469,52,4,5,16343,..,..,3939,4679,2312,887,11812,..,1893,1200,459,167,66,3780,..,296,43,3,0,0,348,..,17997,5649,5195,2482,951,32282,..,..,..,156,122,257,537,..,17997,5649,5353,2609,1215,32816,14495,..,..,..,..,..,14495,..,935,137,36,10,10,1114,14495,18928,5782,5393,2618,1221,48428
510,..,795,97,28,10,5,935,..,..,489,638,485,403,2022,..,440,453,309,163,122,1489,..,150,64,20,3,0,238,..,1386,1104,994,661,540,4679,..,..,..,73,95,415,581,..,1386,1104,1070,747,959,5257,1235,..,..,..,..,..,1235,..,108,24,12,0,0,147,1235,1493,1125,1081,753,959,6644,..,4489,205,36,12,3,4743,..,..,1941,2711,1218,366,6239,..,463,363,162,29,13,1030,..,89,19,3,0,0,117,..,5034,2530,2915,1266,382,12136,..,..,..,33,36,76,153,..,5034,2530,2948,1305,462,12285,4809,..,..,..,..,..,4809,..,514,140,31,8,12,705,4809,5549,2668,2983,1315,475,17793
511,..,618,61,18,4,0,707,..,..,284,344,244,200,1072,..,274,311,205,112,97,1003,..,77,29,3,0,0,109,..,965,692,580,361,301,2894,..,..,..,37,52,155,246,..,965,692,618,411,452,3139,792,..,..,..,..,..,792,..,99,16,5,0,0,123,792,1065,705,620,416,456,4056,..,10477,426,58,9,0,10975,..,..,3333,4065,1800,625,9822,..,1603,983,371,101,53,3117,..,282,40,6,0,0,327,..,12359,4785,4502,1909,682,24239,..,..,..,122,96,156,372,..,12359,4785,4628,2007,833,24612,11073,..,..,..,..,..,11073,..,884,161,32,19,7,1098,11073,13246,4940,4658,2023,844,36787
