SA4_CODE_2021,S_Eng_on_Sp_Eng_on,S_Eng_o_UAILE_Vw_w,S_Eng_o_UAILE_Nw_nal,S_Eng_o_UAILE_Tot,S_Eng_o_Ns,S_Eng_o_Tot,UAIL_AIL_nfd_Sp_Eng_on,UAIL_AIL_nfd_UAILE_Vw_w,UAIL_AIL_nfd_UAILE_Nw_nal,UAIL_AIL_nfd_UAILE_Tot,UAIL_AIL_nfd_Ns,UAIL_AIL_nfd_Tot,UAIL_ALDRRL_Sp_Eng_on,UAIL_ALDRRL_UAILE_Vw_w,UAIL_ALDRRL_UAILE_Nw_nal,UAIL_ALDRRL_UAILE_Tot,UAIL_ALDRRL_Ns,UAIL_ALDRRL_Tot,UAIL_Yol_Mat_Sp_Eng_on,UAIL_Yol_Mat_UAILE_Vw_w,UAIL_Yol_Mat_UAILE_Nw_nal,UAIL_Yol_Mat_UAILE_Tot,UAIL_Yol_Mat_Ns,UAIL_Yol_Mat_Tot,UAIL_CYPL_Sp_Eng_on,UAIL_CYPL_UAILE_Vw_w,UAIL_CYPL_UAILE_Nw_nal,UAIL_CYPL_UAILE_Tot,UAIL_CYPL_Ns,UAIL_CYPL_Tot,UAIL_TSIL_Sp_Eng_on,UAIL_TSIL_UAILE_Vw_w,UAIL_TSIL_UAILE_Nw_nal,UAIL_TSIL_UAILE_Tot,UAIL_TSIL_Ns,UAIL_TSIL_Tot,UAIL_NDFAL_Sp_Eng_on,UAIL_NDFAL_UAILE_Vw_w,UAIL_NDFAL_UAILE_Nw_nal,UAIL_NDFAL_UAILE_Tot,UAIL_NDFAL_Ns,UAIL_NDFAL_Tot,UAIL_Arand_Sp_Eng_on,UAIL_Arand_UAILE_Vw_w,UAIL_Arand_UAILE_Nw_nal,UAIL_Arand_UAILE_Tot,UAIL_Arand_Ns,UAIL_Arand_Tot,UAIL_WDL_Sp_Eng_on,UAIL_WDL_UAILE_Vw_w,UAIL_WDL_UAILE_Nw_nal,UAIL_WDL_UAILE_Tot,UAIL_WDL_UAILE_Ns,UAIL_WDL_Tot,UAIL_KAL_Sp_Eng_on,UAIL_KAL_UAILE_Vw_w,UAIL_KAL_UAILE_Nw_nal,UAIL_KAL_UAILE_Tot,UAIL_KAL_Ns,UAIL_KAL_Tot,UAIL_OAIL_Sp_Eng_on,UAIL_OAIL_UAILE_Vw_w,UAIL_OAIL_UAILE_Nw_nal,UAIL_OAIL_UAILE_Tot,UAIL_OAIL_Ns,UAIL_OAIL_Tot,UAIL_TAIL_Sp_Eng_on,UAIL_TAIL_UAILE_Vw_w,UAIL_TAIL_UAILE_Nw_nal,UAIL_TAIL_UAILE_Tot,UAIL_TAIL_Ns,UAIL_TAIL_Tot,Uol_Sp_Eng_on,Uol_UAILE_Vw_w,Uol_UAILE_Nw_nal,Uol_UAILE_Tot,Uol_NS,Uol_Tot,Luah_ns_Sp_Eng_on,Luah_ns_UAILE_Vw_w,Luah_ns_UAILE_Nw_nal,Luah_ns_UAILE_Tot,Luah_ns_Ns,Luah_ns_Tot,Tot_Sp_Eng_on,Tot_UAILE_Vw_w,Tot_UAILE_Nw_nal,Tot_UAILE_Tot,Tot_Ns,Tot_Tot
501,4783,..,..,..,..,4783,..,31,0,31,0,31,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,4,0,4,0,4,..,157,7,167,5,174,..,202,5,215,9,220,..,54,15,65,5,68,..,71,0,73,183,254,4783,333,26,353,193,5324
502,2819,..,..,..,..,2819,..,23,0,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,104,0,104,0,104,..,129,0,129,0,132,..,17,6,23,0,23,..,83,5,89,33,126,2819,228,9,241,39,3097
503,1231,..,..,..,..,1231,..,16,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,11,..,49,0,49,0,49,..,87,0,83,0,85,..,35,10,42,0,46,..,37,0,37,13,51,1231,151,12,166,19,1411
504,6731,..,..,..,..,6731,..,48,0,49,0,49,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,33,0,33,0,33,..,11,0,11,0,15,..,269,6,269,3,274,..,369,9,378,9,382,..,90,27,116,0,122,..,170,10,179,796,976,6731,632,42,679,808,8212
505,7081,..,..,..,..,7081,..,49,3,56,0,59,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,4,0,4,0,4,..,3,0,3,0,3,..,28,0,36,0,36,..,7,0,7,0,7,..,206,10,211,0,211,..,324,17,335,0,336,..,85,27,112,3,115,..,150,19,164,110,272,7081,556,54,610,110,7802
506,10344,..,..,..,..,10344,..,91,0,91,9,98,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,14,0,14,..,5,0,5,0,5,..,0,0,0,0,0,..,37,0,39,0,39,..,9,0,9,5,20,..,377,17,391,4,395,..,539,14,558,13,570,..,139,22,161,8,169,..,359,13,376,707,1082,10344,1036,54,1088,733,12162
507,8072,..,..,..,..,8072,..,41,3,45,0,48,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,21,0,22,0,22,..,13,0,13,0,13,..,235,5,241,5,243,..,331,11,340,8,349,..,83,29,116,10,120,..,191,16,207,639,844,8072,605,58,664,654,9392
509,5233,..,..,..,..,5233,..,33,3,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,153,3,156,5,158,..,208,9,213,5,208,..,32,12,38,3,40,..,92,7,96,347,443,5233,320,22,344,353,5931
510,13487,..,..,..,..,13487,..,197,20,219,13,232,..,37,0,41,0,41,..,3,0,3,0,3,..,4,0,4,0,6,..,74,5,78,0,84,..,763,68,826,37,862,..,3,0,3,0,3,..,1200,137,1335,16,1350,..,1142,31,1176,44,1227,..,2818,225,3042,71,3112,..,6251,480,6731,179,6913,..,133,27,157,23,177,..,617,199,815,1040,1858,13487,6996,708,7699,1243,22433
511,8324,..,..,..,..,8324,..,102,4,110,0,109,..,4,0,0,0,0,..,0,0,0,0,0,..,5,4,6,0,6,..,7,0,7,0,7,..,5,0,4,0,4,..,0,0,0,0,0,..,1440,97,1536,22,1562,..,3,0,3,0,3,..,282,10,290,6,293,..,1844,117,1962,28,1988,..,64,15,76,6,78,..,289,22,312,717,1026,8324,2193,150,2343,754,11421
