SA4_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
501,1706,1778,3485,68041,72284,140325,5072,4170,9244,74828,78232,153058,895,841,1733,44074,41286,85359,196,167,361,45161,42292,87452,153,129,289,1856,1705,3559,12,14,24,2023,1847,3867,1050,970,2020,45928,42989,88917,207,178,382,47182,44134,91320,626,773,1392,21341,28470,49814,179,259,434,22144,29502,51642,37,37,73,774,825,1597,4693,3735,8423,5504,4598,10095,15,13.3,14.2,4,4,4,5.3,5.6,5.5,4.3,4.2,4.2,61.4,54.6,57.9,67.5,59.5,63.4,4.1,4.2,4.1,63.1,56.4,59.7,52.2,47.3,49.7,64.8,57.1,60.8,3.8,4,3.9,60.4,54.1,57.1,69,186,255,3329,7243,10567,9,24,35,3405,7450,10858,797,639,1432,40243,33612,73856,177,134,311,41220,34385,75603,35,34,67,3502,2614,6110,15,17,25,3552,2658,6207,10,21,28,1486,1681,3161,0,5,9,1490,1708,3197,3,19,29,790,1986,2776,3,4,5,802,2011,2808,33,95,131,6149,10685,16840,8,34,48,6193,10825,17015,56,105,160,5138,7738,12877,20,25,44,5211,7868,13078,427,353,780,21753,12133,33885,99,55
502,924,995,1925,38834,43194,82036,2754,2102,4856,42513,46298,88811,452,419,870,21660,20535,42189,80,53,129,22193,21005,43190,96,72,169,1594,1435,3031,4,9,10,1689,1515,3206,554,490,1041,23251,21971,45223,82,58,136,23882,22518,46404,352,482,838,14991,20464,35458,150,181,330,15493,21130,36622,19,25,47,596,764,1355,2521,1864,4389,3136,2648,5785,17.6,15.1,16.4,6.8,6.5,6.7,2.4,12.5,6.5,7.1,6.7,6.9,59.6,49.2,54.2,59.9,50.9,55.1,3,2.7,2.9,56.2,48.6,52.2,49.1,41.8,45.3,55.8,47.5,51.4,2.9,2.3,2.7,52.2,45.4,48.6,39,74,113,1503,3043,4545,3,4,7,1544,3117,4662,406,337,740,19882,17291,37168,73,37,112,20362,17656,38020,13,10,23,1353,1093,2452,0,6,3,1367,1111,2481,8,7,14,732,751,1484,4,0,3,740,763,1505,0,9,17,352,910,1261,0,0,0,352,924,1276,18,50,62,2635,4735,7365,7,10,23,2657,4797,7454,39,65,101,3110,4631,7743,12,18,33,3163,4712,7875,238,220,450,12540,6880,19419,67,18
503,543,580,1122,71134,74922,146061,4280,3406,7683,75953,78909,154860,321,318,636,50818,47814,98634,100,81,178,51236,48215,99451,39,41,85,2317,2085,4407,11,3,10,2369,2138,4505,360,361,722,53136,49901,103038,108,82,190,53601,50351,103951,163,202,367,17360,24381,41741,99,119,218,17628,24704,42329,20,7,30,638,644,1282,4071,3198,7272,4725,3854,8581,11.6,12.4,12,4.4,4.2,4.3,6.7,3.5,5.3,4.4,4.2,4.3,66.5,62.7,64.6,74.7,66.6,70.5,2.5,2.5,2.5,70.6,63.8,67.1,58.7,54.9,56.8,71.4,63.8,67.5,2.3,2.4,2.3,67.5,61.1,64.2,54,77,134,6515,9686,16204,12,14,24,6578,9787,16359,259,234,497,43914,37800,81711,86,63,150,44255,38096,82353,16,14,28,2872,2820,5696,8,4,9,2893,2843,5733,26,35,56,11389,10094,21484,11,15,22,11432,10143,21570,13,13,27,2354,4048,6401,0,5,4,2366,4076,6439,94,93,181,23468,25484,48954,48,51,101,23606,25629,49237,33,47,78,6089,7618,13703,16,22,39,6141,7677,13821,93,88,178,7195,3936,11133,31,13
504,2899,2607,5510,101896,105950,207846,5521,4186,9705,110313,112749,223065,1323,1167,2488,70946,65468,136421,193,130,320,72472,66763,139231,205,182,392,3681,3440,7118,13,21,30,3901,3644,7539,1535,1349,2886,74629,68908,143540,203,144,349,76374,70404,146773,1310,1194,2506,26225,35922,62144,179,235,415,27711,37352,65060,56,71,129,1043,1121,2163,5133,3803,8941,6230,4998,11227,13.6,13.5,13.6,4.9,5,5,5.8,12.4,8.5,5.1,5.2,5.1,52.9,51.6,52.3,73.2,65,69.1,3.7,3.5,3.6,69.2,62.4,65.8,45.7,44.6,45.2,69.6,61.8,65.6,3.5,3,3.3,65.7,59.2,62.4,166,331,498,7237,12230,19466,10,19,25,7411,12571,19986,1124,812,1934,62836,52579,115412,168,101,274,64124,53487,117617,39,26,61,4676,3165,7841,11,8,22,4725,3195,7924,8,28,38,4250,4972,9227,5,9,8,4270,5007,9274,13,31,48,1615,3166,4777,0,8,8,1622,3202,4831,91,164,254,13790,18995,32791,19,23,44,13901,19186,33085,112,192,306,9377,11729,21106,26,27,51,9515,11950,21462,589,486,1068,26860,14417,41279,81,41
505,2389,2680,5068,213159,229451,442612,10197,7862,18058,225736,239995,465735,1327,1286,2610,150218,142491,292713,351,286,638,151897,144065,295961,245,181,429,7744,7165,14911,39,20,61,8023,7375,15402,1574,1468,3044,157960,149660,307621,389,312,703,159921,151443,311368,753,1151,1904,53219,77488,130704,325,452,774,54294,79091,133386,58,59,115,1984,2305,4287,9481,7099,16585,11519,9464,20990,15.6,12.5,14.1,4.9,4.8,4.8,9.5,7.4,8.6,5,4.9,4.9,65.9,54.8,60,74.1,65.2,69.5,3.8,4,3.9,70.8,63.1,66.9,55.6,48,51.6,70.5,62.1,66.1,3.5,3.7,3.5,67.3,60,63.5,156,338,491,15542,26622,42162,25,41,63,15722,27001,42721,1151,923,2076,132972,114570,247541,297,228,526,134418,115721,250139,51,45,94,11081,7371,18454,35,15,46,11167,7428,18594,33,46,82,11892,11660,23555,13,15,28,11943,11718,23662,26,45,71,4020,7933,11949,11,16,21,4057,7989,12046,120,218,336,35760,47824,83584,55,76,127,35933,48114,84047,110,219,325,21335,27042,48375,60,51,108,21503,27310,48810,565,464,1026,52710,26908,79617,187,76
506,4016,4094,8113,196642,202769,399406,10434,8346,18780,211086,215211,426298,1902,1770,3675,136718,120216,256930,328,222,549,138946,122205,261148,391,352,745,7701,7274,14975,18,18,40,8112,7648,15763,2293,2123,4419,144420,127488,271904,346,240,589,147058,129852,276911,1578,1851,3431,49746,72503,122253,311,466,779,51636,74825,126458,140,116,263,2470,2778,5249,9776,7632,17415,12388,10533,22928,17.1,16.7,16.9,5.3,5.7,5.5,5.5,8.7,6.8,5.5,5.9,5.7,57.1,51.9,54.5,73.4,62.9,68.1,3.3,2.9,3.1,69.7,60.3,65,47.4,43.2,45.3,69.5,59.3,64.3,3.1,2.6,2.9,65.8,56.8,61.3,224,426,649,13702,22955,36656,14,33,50,13938,23415,37351,1640,1307,2948,121089,95979,217072,288,166,453,123021,97452,220474,37,43,88,8163,5327,13489,17,10,30,8220,5383,13600,38,59,101,13194,12990,26187,24,4,28,13254,13057,26315,19,50,65,3257,5955,9211,4,12,12,3283,6009,9295,136,266,400,33046,41835,74886,52,74,124,33236,42178,75407,151,323,478,18485,21761,40247,40,50,90,18670,22144,40814,819,716,1543,44604,24286,68884,157,64
507,3198,2970,6162,160910,173604,334514,9234,6736,15967,173340,183300,356647,1551,1437,2993,111280,105156,216437,264,205,473,113099,106804,219901,282,236,524,6193,5759,11947,24,11,33,6497,6003,12506,1837,1676,3513,117473,110916,228387,286,215,503,119598,112808,232407,1277,1214,2498,41951,60874,102820,322,398,721,43549,62489,106035,78,74,152,1490,1818,3309,8628,6114,14743,10196,8008,18202,15.5,14.2,14.8,5.3,5.2,5.2,8,5,6.7,5.4,5.3,5.4,57.5,56.6,57.1,73,63.9,68.3,3.1,3.2,3.2,69,61.5,65.2,48.6,48.5,48.6,69.2,60.6,64.7,2.9,3.1,3,65.2,58.3,61.7,233,355,585,13298,21879,35178,18,32,53,13554,22261,35814,1290,1062,2347,96842,82406,179249,225,160,390,98358,83626,181988,43,36,84,6258,5523,11780,24,10,39,6328,5574,11899,33,47,80,9349,9432,18775,11,6,18,9396,9490,18885,19,38,65,2987,6126,9114,4,9,14,3012,6178,9190,106,254,359,25284,35287,60575,40,62,101,25429,35601,61034,154,231,385,14848,19247,34093,32,53,85,15032,19530,34559,680,546,1230,41682,22523,64201,164,57
509,2064,1989,4053,50016,49491,99514,5298,4416,9710,57378,55894,113275,826,742,1566,31713,27945,59660,226,161,392,32776,28844,61621,183,138,318,1303,973,2270,15,10,24,1499,1121,2616,1013,876,1890,33012,28912,61933,245,173,419,34270,29961,64234,954,1012,1975,16343,19865,36204,198,237,436,17491,21124,38614,94,91,190,666,710,1373,4859,4004,8859,5615,4811,10424,18.1,15.8,17,3.9,3.4,3.7,5.7,6.4,6,4.4,3.7,4.1,49.1,44.2,46.7,66,58.4,62.2,4.6,3.9,4.3,59.7,53.6,56.7,40.2,37.2,38.7,63.4,56.5,60,4.3,3.6,4,57.1,51.6,54.4,121,175,298,3153,5776,8934,9,21,28,3286,5973,9260,677,542,1219,28138,21806,49946,195,122,323,29009,22480,51484,32,33,64,3126,1856,4986,23,6,28,3184,1901,5084,3,7,14,861,1090,1950,0,0,3,868,1100,1969,0,10,10,464,1256,1721,0,3,5,469,1271,1738,34,74,107,3600,6858,10458,15,31,49,3655,6967,10617,59,103,163,3213,5358,8573,27,28,52,3297,5494,8791,317,281,596,13856,6985,20841,111,38
510,7692,7874,15567,22777,19394,42167,6833,4515,11351,37300,31785,69087,2881,2571,5448,20012,15775,35788,140,91,231,23035,18436,41467,611,473,1088,357,332,687,6,7,10,973,816,1786,3487,3047,6538,20369,16110,36477,142,95,238,24001,19251,43255,3794,4465,8254,2137,3097,5231,51,56,107,5978,7614,13602,410,366,777,267,189,456,6640,4363,11001,7320,4917,12233,17.5,15.6,16.6,1.7,2.1,1.9,3.5,5.2,4.2,4,4.2,4.1,45.4,38.7,42,89.4,83.1,86.5,2.1,2.1,2.1,64.3,60.6,62.6,37.4,32.6,35,87.9,81.4,84.9,2,2,2,61.7,58,60,329,575,904,2046,3893,5939,5,13,25,2383,4486,6872,2429,1900,4331,17752,11731,29477,118,63,181,20295,13690,33989,30,19,49,472,495,967,3,0,6,504,517,1024,16,41,55,666,912,1581,0,4,5,683,959,1640,25,48,78,317,747,1064,0,5,4,345,796,1139,67,225,297,2332,4279,6607,10,12,24,2405,4520,6925,120,293,415,1922,2345,4267,11,12,18,2048,2647,4698,1319,821,2132,9070,3083,12157,51,20
511,3865,4051,7915,39266,37162,76429,6564,4702,11262,49699,45919,95614,1369,1383,2751,28062,23864,51931,140,111,254,29577,25355,54931,365,240,601,1027,770,1798,20,9,24,1410,1008,2420,1732,1618,3348,29094,24631,53725,162,116,279,30986,26362,57351,1920,2221,4142,9608,12080,21688,121,158,282,11648,14463,26111,217,213,428,573,453,1020,6282,4426,10703,7061,5086,12154,20.9,14.6,17.9,3.5,3.1,3.3,12.3,5.1,9.3,4.6,3.8,4.2,44.8,39.9,42.3,74.1,66.3,70.3,2.5,2.5,2.5,62.4,57.4,60,35.4,34.1,34.7,71.5,64.2,67.9,2.2,2.4,2.3,59.5,55.2,57.5,188,347,538,2641,5007,7647,6,14,16,2840,5369,8210,1123,1000,2122,25065,18598,43665,120,94,212,26313,19690,46001,29,21,44,1509,1021,2531,11,0,14,1549,1039,2593,13,10,16,797,922,1724,3,0,4,816,929,1744,7,23,29,323,935,1265,0,4,3,334,970,1300,52,131,184,2836,5139,7978,9,13,25,2896,5294,8186,74,177,254,2464,3635,6099,9,16,24,2557,3827,6380,586,450,1040,12885,5691,18573,74,36
