SA4_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
501,292,13,0,6,8,0,0,14,0,327,843,16,0,0,0,0,0,3,0,863,392,56,13,0,0,0,0,0,0,466,224,65,6,0,0,0,0,0,0,298,240,15,3,0,0,0,0,0,0,263,24,13,0,0,0,0,0,0,0,33,27,5,0,8,0,0,0,8,0,36,11,0,0,0,0,0,0,0,0,7,919,153,22,9,0,0,0,8,0,1097,28,0,0,0,0,0,0,0,0,27,55,7,0,5,0,0,0,5,0,71,2135,194,25,16,13,0,0,27,0,2385,22073,1124,148,221,167,22,16,425,46,23817,24685,707,80,18,7,12,14,48,39,25555,5893,1148,294,5,5,0,3,18,16,7374,800,832,71,0,0,0,0,0,3,1704,4258,490,87,6,13,3,6,27,15,4885,111,303,86,0,0,0,0,0,3,508,565,81,20,95,73,8,11,195,20,886,68,26,5,0,0,0,0,0,0,103
502,143,7,4,4,4,0,0,4,0,157,515,9,4,0,0,0,0,0,0,526,337,37,18,0,0,0,0,0,0,385,54,35,0,0,0,0,0,0,0,94,144,8,0,0,0,0,0,0,0,158,14,8,3,0,0,0,0,0,0,25,10,0,0,4,0,0,0,4,0,15,4,0,0,0,0,0,0,0,0,4,567,90,20,4,0,0,0,4,0,678,13,6,0,0,0,0,0,0,0,18,33,3,0,0,0,0,0,0,0,38,1275,110,29,6,6,0,0,8,0,1418,12182,1231,294,159,102,0,0,264,11,13979,14031,535,161,11,3,7,0,20,5,14746,4144,923,316,5,0,5,4,12,3,5391,267,372,37,0,0,0,0,0,5,675,2220,346,72,10,0,0,0,9,3,2658,164,156,67,0,0,0,0,0,9,396,180,105,8,31,18,0,6,52,5,338,41,26,6,0,0,0,0,0,0,76
503,72,11,12,0,0,0,0,0,0,97,82,16,34,0,0,0,0,0,0,127,63,50,177,0,0,0,0,0,0,294,6,26,42,0,0,0,0,0,0,71,40,19,44,0,0,0,0,0,0,98,0,0,12,0,0,0,0,0,0,16,8,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,123,98,272,0,0,0,0,0,4,495,3,0,0,0,0,0,0,0,0,8,0,3,7,0,0,0,0,0,0,13,278,129,328,0,0,0,0,0,4,742,15465,2888,3463,0,0,0,7,12,15,21851,12786,2860,4541,0,0,0,18,18,13,20209,3655,3023,12469,0,0,0,30,30,19,19202,99,522,977,0,0,0,0,0,0,1598,1756,1073,2877,0,0,0,13,13,10,5733,27,110,331,0,0,0,0,0,5,471,242,112,347,0,0,0,0,0,9,712,16,29,62,0,0,0,0,0,0,104
504,295,13,4,0,4,0,0,4,0,319,1219,52,17,0,0,0,0,0,0,1287,546,134,52,0,0,0,0,0,0,732,269,152,17,0,0,0,0,0,0,437,213,35,11,0,0,0,0,0,0,263,35,14,3,0,0,0,0,0,0,49,32,4,0,0,4,0,0,4,0,37,10,5,0,0,0,0,0,0,0,18,1109,349,85,0,0,0,0,3,0,1543,22,3,0,0,0,0,0,0,0,26,53,12,3,0,0,0,0,0,0,78,2694,428,111,0,6,0,0,9,0,3250,23807,2126,398,47,109,3,7,167,16,26522,42364,2998,731,7,0,0,7,15,34,46140,7953,2874,1728,0,0,0,3,3,19,12575,772,1118,239,0,0,0,0,0,3,2135,4582,1074,410,0,0,0,9,14,16,6096,169,233,36,0,0,0,0,4,0,442,494,141,42,11,18,0,0,32,8,719,64,39,14,0,0,0,0,0,0,120
505,399,38,0,0,0,0,0,0,0,439,1172,109,21,0,0,0,0,0,0,1300,678,176,46,0,0,0,0,0,0,898,279,189,14,0,0,0,0,0,0,490,282,67,11,0,0,0,0,0,0,356,33,28,4,0,0,0,0,0,0,61,28,13,4,0,0,0,0,4,0,49,9,0,0,0,0,0,0,0,0,9,1306,474,73,0,0,0,4,4,0,1856,27,7,0,0,0,0,0,0,0,34,54,27,8,0,0,0,0,0,0,88,2951,665,102,0,0,0,0,3,4,3722,50759,7982,1129,175,15,32,8,227,21,60115,79832,11004,1394,9,3,3,8,19,22,92270,17809,8674,3102,0,0,0,6,9,21,29612,1322,2484,379,0,0,0,0,0,4,4195,8682,3493,808,15,0,0,7,22,12,13014,232,486,125,0,0,0,0,0,0,844,950,391,105,28,3,5,3,35,11,1498,155,110,19,0,0,0,0,0,0,290
506,492,30,3,4,4,0,0,9,4,540,1610,75,23,0,0,0,0,0,0,1712,1052,239,93,0,0,0,0,0,3,1387,508,178,34,0,0,0,0,0,0,718,398,64,15,0,0,0,0,5,0,482,46,30,3,0,0,0,0,0,0,83,56,14,10,10,0,0,0,10,0,88,11,0,3,0,0,0,0,0,0,14,2069,533,154,10,0,0,0,16,3,2771,39,12,4,0,0,0,0,0,0,48,98,27,7,3,0,3,0,3,0,142,4303,669,195,19,3,3,0,32,10,5212,43576,4835,1448,107,257,7,52,426,47,50338,69868,5741,2035,6,6,3,22,43,52,77736,18088,7981,4718,3,0,0,33,32,46,30873,1851,1887,393,0,0,0,0,0,4,4136,9102,2605,1098,5,0,4,17,31,21,12857,269,589,233,0,0,0,0,0,0,1089,1063,353,148,88,24,0,7,121,10,1695,196,107,42,0,0,0,0,6,0,340
507,406,32,13,0,0,0,0,5,0,447,1400,66,23,0,0,0,0,0,3,1491,815,100,94,0,0,0,0,0,0,1012,347,128,45,0,0,0,0,0,4,530,293,32,24,0,0,0,0,0,0,347,35,22,6,0,0,0,0,0,0,66,49,6,6,0,9,0,0,9,0,67,4,0,0,0,0,0,0,0,0,7,1545,287,177,0,7,0,0,8,4,2020,29,7,0,0,0,0,0,0,0,37,61,14,6,0,0,0,0,0,0,88,3441,400,219,4,10,0,3,12,7,4087,39674,4973,1655,114,282,3,44,442,56,46808,62415,4670,1861,7,8,0,6,20,42,69010,15643,4082,3509,0,0,0,15,15,18,23272,1304,1619,620,0,0,0,0,0,3,3549,6881,1594,834,0,9,0,7,26,12,9336,199,310,178,0,0,0,0,0,3,694,839,137,105,20,83,0,9,110,6,1196,92,49,28,0,0,0,0,0,0,171
509,458,3,0,3,0,0,0,3,0,472,656,5,0,5,0,0,0,5,3,666,261,18,0,0,0,0,0,0,0,282,360,92,4,0,0,0,0,0,0,461,232,12,0,0,0,0,0,0,0,246,53,9,3,0,0,0,0,0,0,65,57,5,0,3,0,0,0,3,0,62,9,0,0,0,0,0,0,0,0,8,973,133,8,6,0,0,0,9,7,1125,54,3,0,0,0,0,0,0,0,54,103,15,0,0,0,0,0,4,0,121,2239,167,8,10,0,0,0,17,8,2434,19741,353,19,159,125,28,23,331,86,20539,14341,176,19,11,12,8,8,40,50,14629,2677,378,47,6,3,0,10,17,3,3118,955,409,11,0,0,0,0,4,11,1387,3409,157,20,8,9,6,3,23,15,3620,298,293,35,0,3,0,6,7,0,642,1074,98,12,39,29,0,0,72,33,1287,59,27,5,0,0,0,0,0,0,96
510,330,20,0,13,0,4,3,23,12,389,543,29,8,0,0,0,3,0,3,590,355,118,36,0,0,0,0,0,3,518,1874,371,42,0,0,0,0,3,15,2301,163,28,5,0,0,0,3,3,0,196,1056,72,15,4,0,0,5,8,10,1169,770,109,39,12,0,0,0,13,0,931,38,11,0,0,0,0,0,0,0,46,4263,702,133,15,0,7,8,35,33,5155,161,21,3,13,0,8,0,27,9,223,191,53,11,6,0,7,0,13,20,284,5489,827,151,53,0,25,12,91,76,6644,1390,129,32,315,13,15,24,372,57,1981,3293,285,40,41,6,3,18,66,19,3701,1888,674,452,7,0,3,9,20,17,3055,987,241,73,0,0,0,0,0,12,1311,680,131,48,13,10,3,13,36,31,921,101,18,11,0,0,0,0,0,3,134,3856,565,224,98,13,3,12,128,68,4839,25,8,4,0,0,0,0,0,3,35
511,437,14,0,21,8,3,0,31,10,485,862,20,0,0,0,0,0,3,3,890,487,106,13,0,0,0,0,0,0,609,697,189,28,6,0,0,0,6,5,925,326,29,8,3,0,0,4,4,0,371,219,28,7,0,0,0,0,0,6,262,119,16,0,3,9,0,0,14,3,154,28,0,0,0,0,0,0,0,0,31,1875,366,61,11,7,0,8,23,22,2348,99,6,3,3,0,0,0,3,6,113,166,39,6,0,0,4,0,5,8,216,3428,448,73,30,14,9,6,54,50,4056,10410,602,62,381,78,25,23,507,116,11695,11563,479,32,47,8,10,16,89,34,12192,3199,1222,219,9,4,0,5,13,11,4663,706,424,71,0,0,0,0,0,5,1207,2563,379,36,16,3,9,19,45,32,3060,87,131,90,9,0,0,0,9,0,319,956,196,27,89,72,5,3,177,36,1399,39,32,3,3,5,0,0,6,0,80
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
