SA4_CODE_2021,R_Tot_Dw_s_S_Hou_Oth_h,R_Tot_Dw_s_SDRTHT_Oth_h,R_Tot_Dw_s_Fl_Ap_Oth_h,R_Tot_Dw_s_Oth_d_Car_Oth_h,R_Tot_Dw_s_Oth_d_Cab_h_Oth_h,R_Tot_Dw_s_Oth_d_IHTSO_Oth_h,R_Tot_Dw_s_Oth_d_HFASO_Oth_h,R_Tot_Dw_s_Oth_d_Tot_Oth_h,R_Tot_Dw_s_Ns_Oth_h,R_Tot_Tot_Oth_h,Oth_TT_Dw_s_S_Hou_Oth_h,Oth_TT_Dw_s_SDRTHT_Oth_h,Oth_TT_Dw_s_Fl_Ap_Oth_h,Oth_TT_Dw_s_Ot_d_Car_Oth_h,Oth_TT_Dw_s_Ot_d_Cab_h_Oth_h,Oth_TT_Dw_s_Ot_d_IHTSO_Oth_h,Oth_TT_Dw_s_Ot_d_HFASO_Oth_h,Oth_TT_Dw_s_Ot_d_Tot_Oth_h,Oth_TT_Dw_s_Ns_Oth_h,Oth_TT_Tot_Oth_h,TT_ns_Dw_s_S_Hou_Oth_h,TT_ns_Dw_s_SDRTHT_Oth_h,TT_ns_Dw_s_Fl_Ap_Oth_h,TT_ns_Dw_s_Oth_d_Car_Oth_h,TT_ns_Dw_s_Oth_d_Cab_h_Oth_h,TT_ns_Dw_s_Oth_d_IHTSO_Oth_h,TT_ns_Dw_s_Oth_d_HFASO_Oth_h,TT_ns_Dw_s_Oth_d_Tot_Oth_h,TT_ns_Dw_s_Ns_Oth_h,TT_ns_Tot_Oth_h,Tot_Dw_s_S_Hou_Oth_h,Tot_Dw_s_SDRTHT_Oth_h,Tot_Dw_s_Fl_Ap_Oth_h,Tot_Dw_s_Oth_d_Car_Oth_h,Tot_Dw_s_Oth_d_Cab_h_Oth_h,Tot_Dw_s_Oth_d_IHTSO_Oth_h,Tot_Dw_s_Oth_d_HFASO_Oth_h,Tot_Dw_s_Oth_d_Tot_Oth_h,Tot_Dw_s_Ns_Oth_h,Tot_Tot_Oth_h,Ow_o_Dw_s_S_Hou_Tot_h,Ow_o_Dw_s_SDRTHT_Tot_h,Ow_o_Dw_s_Fl_Ap_Tot_h,Ow_o_Dw_s_Oth_d_Car_Tot_h,Ow_o_Dw_s_Oth_d_Cab_h_Tot_h,Ow_o_Dw_s_Oth_d_IHTSO_Tot_h,Ow_o_Dw_s_Oth_d_HFASO_Tot_h,Ow_o_Dw_s_Oth_d_Tot_Tot_h,Ow_o_Dw_s_Ns_Tot_h,Ow_o_Tot_Tot_h,Ow_wm_Dw_s_S_Hou_Tot_h,Ow_wm_Dw_s_SDRTHT_Tot_h,Ow_wm_Dw_s_Fl_Ap_Tot_h,Ow_wm_Dw_s_Oth_d_Car_Tot_h,Ow_wm_Dw_s_Oth_d_Cab_h_Tot_h,Ow_wm_Dw_s_Oth_d_IHTSO_Tot_h,Ow_wm_Dw_s_Oth_d_HFASO_Tot_h,Ow_wm_Dw_s_Oth_d_Tot_Tot_h,Ow_wm_Dw_s_Ns_Tot_h,Ow_wm_Tot_Tot_h,R_RAg_Dw_s_S_Hou_Tot_h,R_RAg_Dw_s_SDRTHT_Tot_h,R_RAg_Dw_s_Fl_Ap_Tot_h,R_RAg_Dw_s_Oth_d_Car_Tot_h,R_RAg_Dw_s_Oth_d_Cab_h_Tot_h,R_RAg_Dw_s_Oth_d_IHTSO_Tot_h,R_RAg_Dw_s_Oth_d_HFASO_Tot_h,R_RAg_Dw_s_Oth_d_Tot_Tot_h,R_RAg_Dw_s_Ns_Tot_h,R_RAg_Tot_Tot_h,R_STHA_Dw_s_S_Hou_Tot_h,R_STHA_Dw_s_SDRTHT_Tot_h,R_STHA_Dw_s_Fl_Ap_Tot_h,R_STHA_Dw_s_Ot_d_Car_Tot_h,R_STHA_Dw_s_Ot_d_Cab_h_Tot_h,R_STHA_Dw_s_Ot_d_IHTSO_Tot_h,R_STHA_Dw_s_Ot_d_HFASO_Tot_h,R_STHA_Dw_s_Ot_d_Tot_Tot_h,R_STHA_Dw_s_Ns_Tot_h,R_STHA_Tot_Tot_h,R_Pnsh_Dw_s_S_Hou_Tot_h,R_Pnsh_Dw_s_SDRTHT_Tot_h,R_Pnsh_Dw_s_Fl_Ap_Tot_h,R_Pnsh_Dw_s_Ot_d_Car_Tot_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Tot_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Tot_h,R_Pnsh_Dw_s_Ot_d_HFASO_Tot_h,R_Pnsh_Dw_s_Oth_d_Tot_Tot_h,R_Pnsh_Dw_s_Ns_Tot_h,R_Pnsh_Tot_Tot_h,R_CHP_Dw_s_S_Hou_Tot_h,R_CHP_Dw_s_SDRTHT_Tot_h,R_CHP_Dw_s_Fl_Ap_Tot_h,R_CHP_Dw_s_Oth_d_Car_Tot_h,R_CHP_Dw_s_Oth_d_Cab_h_Tot_h,R_CHP_Dw_s_Oth_d_IHTSO_Tot_h,R_CHP_Dw_s_Oth_d_HFASO_Tot_h,R_CHP_Dw_s_Oth_d_Tot_Tot_h,R_CHP_Dw_s_Ns_Tot_h,R_CHP_Tot_Tot_h,R_othLT_Dw_s_S_Hou_Tot_h,R_othLT_Dw_s_SDRTHT_Tot_h,R_othLT_Dw_s_Fl_Ap_Tot_h,R_othLT_Dw_s_O_d_Car_Tot_h,R_othLT_Dw_s_O_d_Cab_h_Tot_h,R_othLT_Dw_s_O_d_IHTSO_Tot_h,R_othLT_Dw_s_O_d_HFASO_Tot_h,R_othLT_Dw_s_O_d_Tot_Tot_h,R_othLT_Dw_s_Ns_Tot_h,R_othLT_Tot_Tot_h,R_LTns_Dw_s_S_Hou_Tot_h,R_LTns_Dw_s_SDRTHT_Tot_h,R_LTns_Dw_s_Fl_Ap_Tot_h,R_LTns_Dw_s_Ot_d_Car_Tot_h,R_LTns_Dw_s_Ot_d_Cab_h_Tot_h,R_LTns_Dw_s_Ot_d_IHTSO_Tot_h,R_LTns_Dw_s_Ot_d_HFASO_Tot_h,R_LTns_Dw_s_Ot_d_Tot_Tot_h,R_LTns_Dw_s_Ns_Tot_h,R_LTns_Tot_Tot_h,R_Tot_Dw_s_S_Hou_Tot_h,R_Tot_Dw_s_SDRTHT_Tot_h,R_Tot_Dw_s_Fl_Ap_Tot_h,R_Tot_Dw_s_Oth_d_Car_Tot_h,R_Tot_Dw_s_Oth_d_Cab_h_Tot_h,R_Tot_Dw_s_Oth_d_IHTSO_Tot_h,R_Tot_Dw_s_Oth_d_HFASO_Tot_h,R_Tot_Dw_s_Oth_d_Tot_Tot_h,R_Tot_Dw_s_Ns_Tot_h,R_Tot_Tot_Tot_h,Oth_TT_Dw_s_S_Hou_Tot_h,Oth_TT_Dw_s_SDRTHT_Tot_h,Oth_TT_Dw_s_Fl_Ap_Tot_h,Oth_TT_Dw_s_Ot_d_Car_Tot_h,Oth_TT_Dw_s_Ot_d_Cab_h_Tot_h,Oth_TT_Dw_s_Ot_d_IHTSO_Tot_h,Oth_TT_Dw_s_Ot_d_HFASO_Tot_h,Oth_TT_Dw_s_Ot_d_Tot_Tot_h,Oth_TT_Dw_s_Ns_Tot_h,Oth_TT_Tot_Tot_h,TT_ns_Dw_s_S_Hou_Tot_h,TT_ns_Dw_s_SDRTHT_Tot_h,TT_ns_Dw_s_Fl_Ap_Tot_h,TT_ns_Dw_s_Oth_d_Car_Tot_h,TT_ns_Dw_s_Oth_d_Cab_h_Tot_h,TT_ns_Dw_s_Oth_d_IHTSO_Tot_h,TT_ns_Dw_s_Oth_d_HFASO_Tot_h,TT_ns_Dw_s_Oth_d_Tot_Tot_h,TT_ns_Dw_s_Ns_Tot_h,TT_ns_Tot_Tot_h,Tot_Dw_s_S_Hou_Tot_h,Tot_Dw_s_SDRTHT_Tot_h,Tot_Dw_s_Fl_Ap_Tot_h,Tot_Dw_s_Oth_d_Car_Tot_h,Tot_Dw_s_Oth_d_Cab_h_Tot_h,Tot_Dw_s_Oth_d_IHTSO_Tot_h,Tot_Dw_s_Oth_d_HFASO_Tot_h,Tot_Dw_s_Oth_d_Tot_Tot_h,Tot_Dw_s_Ns_Tot_h,Tot_Tot_Tot_h
501,11700,2887,567,105,97,19,22,244,64,15456,1070,495,46,8,16,6,5,39,24,1673,802,172,18,22,22,0,0,43,35,1072,60331,5375,869,384,314,52,58,802,199,67577,22368,1141,148,232,177,21,16,440,46,24143,25524,720,86,22,7,12,14,52,39,26417,6284,1204,308,5,5,0,6,19,15,7838,1024,892,73,0,0,0,0,0,3,1999,4505,504,89,7,13,3,6,31,15,5145,136,313,92,0,0,0,0,0,3,542,597,88,20,101,73,8,11,200,20,925,75,26,5,0,0,0,0,0,0,107,12619,3032,590,112,94,19,28,256,64,16558,1101,494,46,9,16,6,5,44,24,1702,861,182,24,24,22,0,0,51,31,1143,62464,5577,891,398,324,54,57,831,200,69965
502,7008,1923,502,40,25,8,11,77,24,9527,506,884,15,7,0,0,0,9,0,1413,440,149,20,12,29,0,0,38,10,652,34168,4709,990,228,153,18,8,403,45,40319,12325,1235,297,164,100,0,0,266,11,14138,14544,539,165,11,3,6,0,19,5,15271,4483,954,327,5,0,5,4,12,3,5779,320,405,37,0,0,0,0,0,5,766,2366,360,75,10,0,0,0,9,3,2812,178,165,70,0,0,0,0,0,9,415,190,103,8,27,18,0,6,51,5,359,46,26,6,0,0,0,0,0,0,76,7577,2012,522,43,25,8,11,81,24,10209,517,884,17,7,0,0,0,9,0,1434,475,151,20,12,28,0,0,37,6,689,35441,4824,1017,230,156,16,8,415,45,41734
503,5793,4873,17062,0,0,0,42,46,39,27818,432,378,690,0,0,0,0,0,4,1508,231,104,281,0,0,0,0,0,15,630,34717,11100,26038,4,0,0,79,77,88,72018,15542,2903,3479,0,0,0,7,12,15,21950,12866,2870,4572,0,0,0,18,18,13,20341,3721,3077,12649,0,0,0,30,30,15,19490,109,547,1014,0,0,0,0,0,3,1673,1787,1088,2923,0,0,0,13,13,10,5824,25,112,341,0,0,0,0,0,7,487,245,116,346,0,0,0,0,0,4,721,18,25,62,0,0,0,0,0,0,111,5916,4968,17340,0,0,0,42,46,46,28312,437,383,692,0,0,0,0,0,4,1518,239,100,290,0,0,0,0,0,15,645,34991,11231,26364,4,0,0,79,77,95,72762
504,14028,5484,2474,18,22,0,17,57,51,22085,748,268,61,0,0,0,0,6,4,1092,890,225,48,4,3,4,0,9,17,1192,81832,11106,3712,72,137,9,42,255,117,97026,24105,2145,403,47,110,3,7,171,18,26843,43586,3048,747,7,0,0,7,15,36,47428,8495,3005,1778,0,0,0,3,3,19,13309,1037,1274,258,0,0,0,0,0,3,2569,4795,1113,420,0,0,0,13,14,16,6364,199,246,42,0,0,0,0,4,0,490,524,144,42,11,23,0,0,40,8,755,76,46,14,0,5,0,0,5,0,141,15129,5825,2559,18,27,0,20,64,51,23627,772,271,61,0,0,0,0,6,4,1116,942,243,57,4,3,0,0,15,16,1266,84526,11539,3826,74,146,7,41,269,117,100273
505,29150,15642,4541,43,7,5,17,68,49,49451,1627,1416,421,4,3,0,8,17,5,3484,1565,566,162,12,3,0,0,26,25,2343,162930,36611,7644,248,35,37,35,355,125,207666,51158,8023,1129,175,15,32,7,229,21,60560,80998,11113,1413,9,3,3,8,19,24,93573,18485,8848,3148,0,0,0,6,9,25,30509,1602,2680,394,0,0,0,0,0,4,4676,8962,3556,816,15,0,0,7,24,12,13370,262,515,122,0,0,0,0,0,0,908,979,407,105,29,3,5,4,41,11,1536,162,113,19,0,0,0,0,0,0,297,30449,16122,4612,43,7,5,23,71,48,51303,1657,1426,421,4,3,0,8,17,5,3522,1614,594,168,12,3,0,0,26,26,2428,165877,37275,7746,243,35,37,39,360,128,211386
506,30574,13521,6625,99,31,3,60,191,83,50993,1665,1260,485,0,12,0,17,27,11,3455,1663,433,155,17,9,6,3,33,33,2328,147342,25788,10751,233,322,13,153,722,227,184842,44072,4865,1457,113,260,7,57,434,45,50878,71471,5819,2060,6,6,3,22,43,52,79440,19143,8223,4808,3,0,0,33,35,49,32260,2357,2064,427,0,0,0,0,0,5,4851,9500,2668,1117,5,0,3,19,32,21,13337,316,623,236,0,0,0,0,0,0,1177,1121,364,150,99,24,0,7,134,10,1781,202,107,43,0,0,0,0,6,0,355,32641,14046,6783,106,27,4,56,204,90,53763,1697,1269,488,0,12,0,17,27,11,3502,1764,460,165,17,9,3,3,37,38,2467,151648,26458,10952,255,323,18,155,753,239,190049
507,24954,7792,5275,24,98,4,33,159,47,38223,1136,859,419,4,7,0,0,19,10,2439,1341,308,147,5,6,0,0,14,33,1846,129528,18601,9357,151,398,9,94,649,187,158323,40078,5002,1669,114,282,3,49,447,56,47261,63814,4733,1878,8,7,0,6,20,47,70500,16457,4181,3602,0,0,0,15,15,18,24278,1655,1745,673,0,0,0,0,0,4,4080,7174,1625,856,0,9,0,7,26,12,9687,231,333,188,0,0,0,0,0,3,757,892,138,109,20,87,0,9,117,6,1260,102,50,26,0,0,0,0,0,0,181,26501,8074,5459,27,106,4,33,168,45,40244,1173,864,421,4,7,0,9,18,10,2477,1405,325,152,5,6,0,0,14,33,1928,132967,19004,9581,155,414,9,98,666,195,162413
509,8472,1366,125,49,43,13,20,124,59,10147,1965,145,10,11,17,4,12,37,27,2190,767,89,3,21,20,5,0,49,20,926,45290,2129,189,247,211,58,64,587,241,48428,20197,358,19,158,125,28,28,336,85,21009,14997,185,19,12,12,8,8,43,52,15294,2942,399,44,6,3,0,10,17,3,3402,1313,504,13,0,0,0,3,3,11,1845,3641,166,20,8,9,6,3,23,17,3865,354,300,34,3,3,0,6,11,0,707,1133,104,12,40,29,0,0,77,32,1351,74,28,5,0,0,0,0,0,0,104,9444,1501,134,52,43,13,22,127,67,11273,2015,142,10,12,17,4,12,39,27,2244,868,100,3,22,20,7,0,54,19,1046,47530,2297,192,263,211,59,66,602,248,50866
510,7539,1644,810,130,23,12,22,188,127,10303,1052,138,63,44,5,9,14,73,49,1378,235,47,12,76,9,7,4,93,42,427,13518,2232,954,608,48,40,92,791,298,17793,1727,146,36,333,13,23,28,394,72,2370,3841,313,41,41,6,4,24,71,25,4292,2246,795,486,10,0,3,10,25,22,3574,2861,610,111,5,0,0,0,3,24,3610,839,160,52,16,10,5,14,41,34,1120,1160,93,24,3,3,0,5,13,9,1301,4630,675,257,114,12,3,12,139,67,5766,61,18,4,0,0,0,0,0,3,84,11799,2341,939,145,26,14,34,217,157,15459,1215,162,71,55,5,14,20,98,64,1602,432,99,19,83,9,8,4,106,62,715,19013,3064,1107,655,52,66,109,883,374,24437
511,7556,2386,452,123,84,15,26,252,84,10726,1106,159,17,36,11,4,15,61,73,1419,519,108,42,36,6,0,0,48,33,747,31152,3735,605,621,188,52,83,947,340,36787,10841,621,62,394,85,25,26,535,133,12186,12420,499,32,46,8,10,16,88,33,13082,3687,1332,228,9,5,0,0,16,13,5272,1404,615,100,3,0,0,0,5,13,2133,2889,405,48,22,6,9,18,51,31,3430,307,158,102,9,0,0,0,8,10,581,1082,218,27,96,80,5,3,189,35,1550,62,36,9,3,5,0,0,6,0,114,9429,2754,510,134,95,14,29,276,100,13071,1206,166,19,34,11,4,15,61,78,1533,685,147,51,40,6,5,0,46,42,969,34576,4191,681,654,203,59,89,1009,382,40843
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
