IP_RA_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
RA50,..,2508,334,60,12,4,2916,..,..,1519,1914,1187,819,5447,..,1350,1520,1012,484,349,4707,..,288,102,23,10,0,428,..,4138,3477,3011,1692,1170,13499,..,..,..,185,181,431,800,..,4138,3477,3200,1870,1600,14298,2826,..,..,..,..,..,2826,..,681,222,80,38,21,1036,2826,4821,3701,3285,1914,1618,18159,..,187093,8214,1460,313,135,197223,..,..,82214,107978,40248,13447,243890,..,35877,25544,9175,2660,1112,74365,..,6740,1416,308,66,33,8557,..,229712,117386,118926,43288,14721,524039,..,..,..,2998,3295,5333,11623,..,229712,117386,121925,46581,20053,535661,189703,..,..,..,..,..,189703,..,18547,5185,1725,535,249,26240,189703,248263,122576,123648,47112,20298,751606
RA51,..,461,62,4,0,0,531,..,..,262,366,189,171,986,..,210,246,134,89,57,734,..,25,14,0,0,0,39,..,696,579,512,269,231,2290,..,..,..,27,28,83,142,..,696,579,538,302,314,2428,388,..,..,..,..,..,388,..,101,8,8,0,3,124,388,796,587,545,306,319,2934,..,24768,799,111,29,12,25724,..,..,7511,9732,4185,1426,22856,..,3652,2599,1019,288,117,7675,..,483,78,11,3,0,579,..,28907,10991,10867,4511,1553,56830,..,..,..,355,356,499,1214,..,28907,10991,11226,4866,2050,58042,20392,..,..,..,..,..,20392,..,1640,281,91,11,21,2049,20392,30545,11275,11321,4880,2076,80483
RA52,..,679,63,19,0,0,760,..,..,320,400,273,212,1198,..,307,340,224,122,92,1083,..,66,22,0,0,0,88,..,1051,745,640,394,307,3134,..,..,..,44,37,100,180,..,1051,745,681,435,403,3316,788,..,..,..,..,..,788,..,122,19,3,0,0,148,788,1176,761,690,435,402,4254,..,19473,643,91,6,0,20217,..,..,5540,6537,3016,1122,16218,..,2734,1703,668,198,87,5384,..,440,71,7,0,0,525,..,22648,7965,7294,3224,1205,42342,..,..,..,183,158,276,619,..,22648,7965,7480,3379,1485,42967,19016,..,..,..,..,..,19016,..,1340,219,45,19,15,1633,19016,23986,8186,7524,3400,1498,63612
RA53,..,535,64,19,7,0,620,..,..,297,387,274,198,1148,..,264,264,176,103,52,861,..,56,26,4,0,0,88,..,855,648,589,381,248,2717,..,..,..,33,27,87,148,..,855,648,616,403,342,2871,756,..,..,..,..,..,756,..,86,18,7,0,0,111,756,940,669,626,404,342,3736,..,7058,242,40,13,0,7357,..,..,2407,3343,1579,479,7799,..,727,470,220,57,22,1494,..,138,22,6,0,0,166,..,7923,3138,3609,1653,497,16824,..,..,..,59,50,102,218,..,7923,3138,3670,1700,608,17041,6832,..,..,..,..,..,6832,..,591,133,26,5,8,770,6832,8518,3271,3697,1708,611,24642
RA54,..,577,73,24,8,7,690,..,..,320,397,322,300,1340,..,293,330,215,114,120,1070,..,133,49,16,4,0,207,..,1001,778,655,446,429,3308,..,..,..,55,91,417,564,..,1001,778,711,540,846,3873,905,..,..,..,..,..,905,..,59,12,8,5,7,84,905,1066,787,715,542,843,4862,..,2893,134,26,9,0,3058,..,..,851,1141,511,156,2659,..,306,189,60,15,6,588,..,58,9,0,0,0,69,..,3261,1179,1225,538,166,6374,..,..,..,29,16,43,85,..,3261,1179,1254,554,211,6462,3586,..,..,..,..,..,3586,..,285,65,24,14,12,400,3586,3543,1245,1280,570,218,10441
RA55,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,0,0,0,0,3
RA59,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
