IP_RA_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
RA50,0,0,3,132,97,9,129,380,4,47,39,373,119,15,68,665,46,177,127,944,103,36,122,1560,63,114,135,609,32,31,100,1089,67,101,132,400,16,18,99,833,43,62,94,295,14,25,109,649,18,48,59,155,6,10,88,379,247,551,589,2910,387,151,719,5560,13,31,347,3613,2423,277,901,7606,999,8721,3780,11612,2595,589,1594,29898,13018,32436,12193,36226,2043,1302,3939,101163,17837,33445,15676,34334,1159,1684,4220,108358,13641,24382,14260,31545,801,1934,3741,90298,10022,16693,11686,30016,581,1796,3251,74035,9601,17499,14503,34652,574,2771,9338,88950,65129,133202,72451,182001,10175,10350,26983,500297,0,0,5,23,3,0,1813,1839,0,14,4,42,6,0,2866,2939,9,27,21,61,5,6,8482,8608,11,41,36,90,0,3,8091,8276,7,35,33,111,8,3,6889,7086,19,35,30,123,0,9,5193,5401,31,67,61,207,0,12,5478,5842,85,212,183,657,20,31,38815,39997,14,33,356,3772,2528,289,2840,9824
RA51,0,0,0,32,21,0,14,67,0,0,5,68,20,0,12,102,5,4,14,149,13,7,22,208,3,6,18,99,3,0,20,155,6,14,20,83,5,8,19,150,0,12,11,61,6,3,24,118,3,0,12,31,0,0,20,76,18,41,79,518,69,26,132,878,0,0,24,413,335,31,170,978,9,199,134,1508,352,49,152,2403,263,1080,638,4481,237,103,417,7219,512,1441,1047,5018,131,180,450,8779,584,1483,1313,5130,101,212,477,9294,550,1237,1320,5060,95,264,477,8998,714,1639,1754,5405,104,421,1316,11359,2632,7079,6226,27015,1358,1266,3453,49028,0,0,0,3,0,0,357,365,0,0,0,10,0,0,454,469,0,0,3,10,0,0,981,998,0,0,5,16,0,0,1074,1108,0,7,0,23,0,6,1267,1294,0,0,6,30,0,0,1066,1107,3,11,12,43,0,4,1178,1244,6,17,26,136,7,6,6384,6578,0,0,24,444,364,34,549,1414
RA52,0,0,0,27,27,0,50,104,0,7,4,81,28,4,35,152,0,10,4,197,25,7,64,303,3,17,25,122,11,3,43,221,4,13,30,105,9,10,51,222,5,15,29,73,5,4,47,172,0,4,11,25,3,3,58,99,17,66,100,628,95,28,345,1281,0,0,5,349,228,18,123,727,30,168,74,1154,255,38,106,1824,301,906,452,3652,211,79,265,5862,405,1026,719,3370,131,132,248,6033,408,992,809,3530,100,164,336,6342,374,831,946,3563,114,203,393,6423,459,992,1194,3785,81,319,1218,8047,1972,4915,4208,19402,1130,951,2691,35263,0,0,0,3,0,0,389,394,0,0,0,3,0,0,391,403,0,3,0,16,0,0,993,1008,0,3,4,18,0,0,1060,1095,3,7,8,15,0,5,1170,1205,0,3,6,39,0,6,1110,1159,0,5,6,34,0,0,1375,1423,4,21,23,135,4,14,6486,6690,0,0,3,375,260,18,566,1226
RA53,0,0,0,18,15,0,48,83,0,0,0,75,19,3,40,139,5,11,17,243,22,10,57,365,10,15,25,204,12,6,45,311,8,7,16,125,0,6,48,222,0,5,13,65,9,9,52,156,0,5,12,38,0,0,39,94,22,45,86,779,81,41,324,1371,0,0,3,111,71,7,56,249,7,73,40,502,106,18,59,804,207,616,271,2145,81,50,145,3509,242,647,556,2239,53,64,170,3974,179,459,465,1778,46,79,174,3178,119,274,368,1422,26,70,174,2457,76,186,242,930,16,75,280,1814,840,2250,1947,9134,399,373,1051,15984,0,0,0,0,0,0,290,289,0,0,0,0,0,0,337,346,0,0,0,11,0,0,969,978,0,0,0,13,0,0,976,990,0,3,0,13,0,0,909,927,0,0,0,13,0,0,772,782,0,0,0,0,0,0,582,599,4,6,10,50,5,0,4838,4902,0,0,3,127,89,13,386,627
RA54,0,0,0,27,17,5,122,167,0,0,0,60,19,7,63,157,0,16,7,212,34,26,123,423,4,0,17,212,30,25,123,411,3,3,13,154,13,12,92,292,7,13,11,82,14,3,58,193,5,3,11,39,5,8,43,107,22,40,63,792,133,84,620,1750,0,0,0,37,33,0,25,99,7,93,36,292,66,8,44,542,150,511,246,1432,62,27,109,2536,124,368,296,1377,42,37,90,2330,106,241,233,1097,29,37,115,1857,100,153,196,893,24,37,97,1497,42,91,150,484,9,28,157,953,531,1448,1153,5610,256,176,628,9814,0,0,0,0,0,0,207,208,0,0,0,0,0,0,462,465,0,4,0,3,0,0,1526,1539,0,0,0,8,0,0,1327,1339,0,0,6,11,0,0,1159,1172,0,0,7,10,0,0,860,879,0,0,0,3,0,0,427,432,0,10,11,41,0,0,5971,6034,0,0,0,62,47,5,353,477
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,9,0,9,5,26,0,6,6,42,0,11,8,35,0,4,7,66,3,10,3,20,0,0,6,40,0,6,0,7,0,3,0,21,0,0,0,0,0,0,0,4,7,31,22,96,0,8,15,177,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,13,0,0,0,0,0,0,43,43,0,0,0,0,0,0,71,71,0,0,0,0,0,0,46,46,0,0,0,0,0,0,20,20,0,0,0,0,0,0,4,7,0,0,0,0,0,0,191,193,0,0,0,0,0,0,7,7
RA59,0,0,0,0,0,0,17,17,0,0,0,7,3,0,31,39,0,4,0,5,3,0,99,111,0,0,0,14,0,0,172,186,0,0,0,10,0,4,155,165,0,0,0,4,0,0,79,88,0,0,0,4,0,0,37,43,0,4,5,34,6,3,598,650,0,0,0,9,4,0,12,24,0,11,10,34,7,4,60,121,23,74,37,119,3,4,155,416,17,53,30,123,9,3,215,445,16,28,20,106,6,4,219,398,18,24,21,108,0,9,147,330,11,27,25,112,0,6,91,281,82,223,142,616,33,26,891,2011,0,0,0,0,0,0,9,9,0,0,0,0,0,0,45,45,0,0,0,0,0,0,153,155,0,0,0,0,0,0,149,150,0,0,0,0,0,0,146,141,0,0,0,0,0,0,116,116,0,0,0,0,0,0,88,91,0,0,0,4,0,0,706,719,0,0,0,9,4,0,45,54
