IP_RA_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
RA50,1003,8786,3826,12033,2725,603,4535,33496,13071,32644,12345,37230,2151,1343,12543,111328,17915,33606,15851,35036,1195,1718,12413,117728,13720,24516,14415,32057,825,1951,10727,98216,10080,16790,11818,30432,591,1827,8545,80082,9654,17607,14614,35017,577,2797,14901,95170,65453,133969,73221,185575,10587,10535,66513,545854,0,0,15,140,85,13,87,335,15,95,89,414,144,31,74,859,85,292,307,870,161,53,146,1913,103,218,202,484,66,53,115,1251,105,179,227,327,52,38,126,1053,71,137,147,177,23,34,119,698,39,98,67,66,9,25,139,446,420,1017,1057,2483,536,236,802,6549,25,41,489,4096,2396,429,878,8351,1462,12173,5075,10376,2508,812,1494,33903,19746,47691,16063,22560,2368,1788,3990,114219,22788,45884,18976,20053,2106,2865,4246,116918,15664,30525,18478,17737,1839,4132,3973,92346,10352,18656,16076,13479,1641,4060,4638,68906,7514,17877,15810,8974,1613,5102,16812,73699,77552,172856,90962,97266,14475,19188,36037,508342,0,0,0,9,4,0,1757,1774,4,17,5,20,5,5,2420,2470
RA51,9,201,138,1584,372,53,622,2976,268,1087,649,4635,251,108,1426,8422,518,1448,1080,5132,141,183,1548,10042,590,1499,1331,5230,107,220,1752,10733,550,1251,1332,5157,100,273,1565,10221,726,1653,1773,5480,110,428,2514,12679,2657,7138,6326,27671,1433,1299,9972,56490,0,0,0,25,19,3,20,73,0,7,7,67,20,7,5,117,10,17,27,105,29,4,22,210,12,31,26,83,15,8,15,195,8,31,33,66,11,3,23,185,11,25,26,46,12,8,18,146,4,13,17,25,0,4,32,95,46,124,136,411,108,43,146,1006,3,0,42,626,349,48,161,1232,67,382,239,1248,342,80,108,2454,642,2291,1211,2932,395,183,314,7973,1067,3154,1759,3133,336,336,419,10198,987,2658,1982,2909,307,509,501,9847,861,1887,2072,2240,284,505,650,8495,735,1974,2098,1376,253,557,2141,9127,4351,12340,9388,14465,2265,2217,4293,49326,0,0,0,4,0,0,318,318,0,0,0,0,0,0,322,326
RA52,31,175,80,1246,279,45,529,2380,297,922,460,3865,236,84,1319,7182,406,1047,748,3510,141,141,1360,7353,414,1010,847,3652,111,179,1556,7769,380,851,979,3675,120,206,1547,7757,465,1000,1209,3845,89,326,2648,9574,1998,5001,4332,20162,1230,990,9518,43232,0,0,0,16,39,4,50,113,3,4,7,65,40,0,34,154,3,20,42,114,48,9,38,278,8,33,41,127,22,12,43,277,5,40,53,97,11,6,58,279,8,35,47,70,16,5,70,243,7,26,22,16,3,3,95,180,32,155,208,507,175,47,394,1530,0,0,34,351,251,42,119,800,59,439,215,830,358,53,89,2040,603,1936,922,2042,329,136,216,6190,764,2172,1190,1950,253,192,290,6819,701,1789,1341,1885,252,340,357,6665,624,1380,1471,1615,191,360,505,6151,485,1340,1580,1050,161,399,1912,6932,3242,9059,6767,9718,1786,1522,3498,35594,0,0,0,0,0,0,373,373,0,0,0,0,6,0,358,361
RA53,9,75,40,576,126,22,439,1287,213,626,284,2396,102,63,1168,4853,254,664,581,2455,63,75,1189,5282,190,467,488,1916,43,88,1133,4329,121,282,379,1502,38,79,993,3400,78,191,260,972,16,80,904,2503,863,2303,2036,9957,481,413,6209,22264,0,0,0,12,31,6,51,91,0,4,3,59,30,0,28,126,14,38,40,170,49,9,59,374,19,33,56,127,30,14,55,329,16,36,45,79,18,6,42,244,17,38,34,40,12,16,52,202,13,17,13,9,5,7,52,110,67,165,195,495,170,59,335,1486,0,0,3,93,85,13,40,230,34,227,93,315,93,10,44,814,468,1506,561,980,151,68,166,3898,503,1348,653,916,154,107,151,3834,322,798,585,698,88,131,149,2769,208,434,490,436,54,121,162,1903,107,304,335,203,31,76,371,1441,1637,4615,2723,3641,665,527,1085,14887,0,0,0,0,0,0,252,251,0,0,3,0,0,0,278,283
RA54,7,93,34,350,83,22,565,1165,155,529,254,1649,97,51,1760,4499,133,373,315,1595,68,64,1533,4082,113,248,253,1256,41,44,1359,3321,113,165,209,992,32,45,1022,2567,44,92,158,528,9,34,621,1493,560,1496,1226,6435,392,266,7219,17597,0,0,0,13,19,0,99,134,0,0,8,61,36,23,67,191,0,17,26,147,57,25,112,394,9,15,45,143,53,25,110,398,13,34,34,99,31,28,100,334,11,25,22,46,19,16,53,195,3,16,17,7,4,7,68,117,40,107,153,519,213,126,606,1766,0,0,0,51,21,0,14,95,16,156,42,154,66,12,16,467,265,864,314,490,73,45,92,2146,205,527,276,429,45,42,81,1614,138,342,249,299,30,40,69,1171,104,249,247,233,26,55,110,1025,59,116,120,92,10,20,157,579,791,2267,1254,1749,277,221,539,7092,0,0,0,0,0,0,172,172,0,0,0,0,0,0,296,296
RA55,0,4,0,7,0,0,10,18,0,9,5,27,0,6,40,82,0,10,6,39,0,4,74,135,3,10,3,15,0,0,47,83,0,6,0,7,0,3,20,47,0,0,3,0,0,0,3,7,7,36,24,100,3,8,210,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,3,0,0,0,10,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
RA59,0,12,10,43,11,4,135,204,23,81,37,131,8,4,402,676,17,53,33,132,10,3,529,786,17,28,21,113,6,7,525,712,16,24,25,114,0,9,343,533,11,27,28,115,0,7,218,411,89,227,143,662,39,26,2194,3376,0,0,0,0,0,0,20,23,0,0,3,6,0,0,32,36,0,0,0,4,0,0,96,105,0,4,0,0,0,0,120,133,0,0,0,3,0,0,98,102,0,0,3,0,0,0,51,56,0,0,0,0,0,0,36,38,3,3,4,15,6,0,460,495,0,0,0,3,4,0,20,34,0,40,7,24,12,0,26,108,53,141,45,57,16,0,74,384,27,70,43,66,4,8,95,317,16,32,28,43,4,5,75,200,21,34,45,46,4,19,47,213,16,13,20,25,0,8,49,132,134,333,182,268,45,38,392,1385,0,0,0,0,0,0,13,13,0,0,0,0,0,0,48,48
