IP_RA_CODE_2021,Age_0_Indig_M,Age_0_Indig_F,Age_0_Indig_P,Age_0_NonInd_M,Age_0_NonInd_F,Age_0_NonInd_P,Age_0_IndigStat_nsM,Age_0_IndigStat_nsF,Age_0_IndigStat_nsP,Age_0_TotM,Age_0_TotF,Age_0_TotP,Age_1_Indig_M,Age_1_Indig_F,Age_1_Indig_P,Age_1_NonInd_M,Age_1_NonInd_F,Age_1_NonInd_P,Age_1_IndigStat_nsM,Age_1_IndigStat_nsF,Age_1_IndigStat_nsP,Age_1_TotM,Age_1_TotF,Age_1_TotP,Age_2_Indig_M,Age_2_Indig_F,Age_2_Indig_P,Age_2_NonInd_M,Age_2_NonInd_F,Age_2_NonInd_P,Age_2_IndigStat_nsM,Age_2_IndigStat_nsF,Age_2_IndigStat_nsP,Age_2_TotM,Age_2_TotF,Age_2_TotP,Age_3_Indig_M,Age_3_Indig_F,Age_3_Indig_P,Age_3_NonInd_M,Age_3_NonInd_F,Age_3_NonInd_P,Age_3_IndigStat_nsM,Age_3_IndigStat_nsF,Age_3_IndigStat_nsP,Age_3_TotM,Age_3_TotF,Age_3_TotP,Age_4_Indig_M,Age_4_Indig_F,Age_4_Indig_P,Age_4_NonInd_M,Age_4_NonInd_F,Age_4_NonInd_P,Age_4_IndigStat_nsM,Age_4_IndigStat_nsF,Age_4_IndigStat_nsP,Age_4_TotM,Age_4_TotF,Age_4_TotP,Age_0_4_Indig_M,Age_0_4_Indig_F,Age_0_4_Indig_P,Age_0_4_NonInd_M,Age_0_4_NonInd_F,Age_0_4_NonInd_P,Age_0_4_Indig_st_nsM,Age_0_4_Indig_st_nsF,Age_0_4_Indig_st_nsP,Age_0_4_TotM,Age_0_4_TotF,Age_0_4_TotP,Age_5_Indig_M,Age_5_Indig_F,Age_5_Indig_P,Age_5_NonInd_M,Age_5_NonInd_F,Age_5_NonInd_P,Age_5_IndigStat_nsM,Age_5_IndigStat_nsF,Age_5_IndigStat_nsP,Age_5_TotM,Age_5_TotF,Age_5_TotP,Age_6_Indig_M,Age_6_Indig_F,Age_6_Indig_P,Age_6_NonInd_M,Age_6_NonInd_F,Age_6_NonInd_P,Age_6_IndigStat_nsM,Age_6_IndigStat_nsF,Age_6_IndigStat_nsP,Age_6_TotM,Age_6_TotF,Age_6_TotP,Age_7_Indig_M,Age_7_Indig_F,Age_7_Indig_P,Age_7_NonInd_M,Age_7_NonInd_F,Age_7_NonInd_P,Age_7_IndigStat_nsM,Age_7_IndigStat_nsF,Age_7_IndigStat_nsP,Age_7_TotM,Age_7_TotF,Age_7_TotP,Age_8_Indig_M,Age_8_Indig_F,Age_8_Indig_P,Age_8_NonInd_M,Age_8_NonInd_F,Age_8_NonInd_P,Age_8_IndigStat_nsM,Age_8_IndigStat_nsF,Age_8_IndigStat_nsP,Age_8_TotM,Age_8_TotF,Age_8_TotP,Age_9_Indig_M,Age_9_Indig_F,Age_9_Indig_P,Age_9_NonInd_M,Age_9_NonInd_F,Age_9_NonInd_P,Age_9_IndigStat_nsM,Age_9_IndigStat_nsF,Age_9_IndigStat_nsP,Age_9_TotM,Age_9_TotF,Age_9_TotP,Age_5_9_Indig_M,Age_5_9_Indig_F,Age_5_9_Indig_P,Age_5_9_NonInd_M,Age_5_9_NonInd_F,Age_5_9_NonInd_P,Age_5_9_Ind_status_nsM,Age_5_9_Ind_status_nsF,Age_5_9_Ind_status_nsP,Age_5_9_TotM,Age_5_9_TotF,Age_5_9_TotP,Age_10_Indig_M,Age_10_Indig_F,Age_10_Indig_P,Age_10_NonInd_M,Age_10_NonInd_F,Age_10_NonInd_P,Age_10_Indig_st_nsM,Age_10_Indig_st_nsF,Age_10_Indig_st_nsP,Age_10_TotM,Age_10_TotF,Age_10_TotP,Age_11_Indig_M,Age_11_Indig_F,Age_11_Indig_P,Age_11_NonInd_M,Age_11_NonInd_F,Age_11_NonInd_P,Age_11_Indig_st_nsM,Age_11_Indig_st_nsF,Age_11_Indig_st_nsP,Age_11_TotM,Age_11_TotF,Age_11_TotP,Age_12_Indig_M,Age_12_Indig_F,Age_12_Indig_P,Age_12_NonInd_M,Age_12_NonInd_F,Age_12_NonInd_P,Age_12_IndigStat_nsM,Age_12_IndigStat_nsF,Age_12_IndigStat_nsP,Age_12_TotM,Age_12_TotF,Age_12_TotP,Age_13_Indig_M,Age_13_Indig_F,Age_13_Indig_P,Age_13_NonInd_M,Age_13_NonInd_F,Age_13_NonInd_P,Age_13_IndSt_nsM,Age_13_IndSt_nsF,Age_13_IndSt_nsP,Age_13_TotM,Age_13_TotF,Age_13_TotP,Age_14_Indig_M,Age_14_Indig_F,Age_14_Indig_P,Age_14_NonInd_M,Age_14_NonInd_F,Age_14_NonInd_P,Age_14_IndSt_nsM,Age_14_IndSt_nsF
RA50,490,421,911,12005,11486,23488,137,112,249,12631,12016,24654,464,448,914,11893,11368,23260,543,477,1018,12902,12293,25195,468,413,879,12204,11569,23770,456,427,880,13130,12407,25538,468,446,920,12481,11725,24209,470,448,921,13424,12625,26050,500,506,1009,12867,11977,24841,473,451,923,13840,12930,26777,2395,2237,4635,61456,58117,119572,2075,1920,4001,65931,62274,128206,541,425,965,13145,12372,25518,470,452,926,14162,13255,27414,466,474,932,12880,12068,24947,475,445,922,13822,12984,26803,468,463,928,12667,12220,24886,475,486,963,13610,13168,26778,506,409,918,12905,12340,25251,462,448,917,13879,13196,27077,457,441,902,12632,12279,24910,438,452,888,13531,13171,26699,2441,2209,4646,64223,61280,125501,2329,2287,4615,68994,65768,134760,470,448,913,12761,12304,25066,464,429,886,13697,13178,26875,428,444,875,12845,12066,24911,460,458,914,13737,12968,26699,512,464,976,12706,11771,24474,479,407,889,13697,12643,26343,489,486,973,12850,12231,25083,437,419,858,13776,13139,26914,457,475,934,12818,11919,24737,460,412
RA51,78,59,142,1065,1012,2077,26,28,56,1168,1106,2271,73,74,151,1118,970,2090,74,68,150,1270,1112,2385,89,64,149,1132,1067,2199,75,61,131,1298,1184,2483,93,57,149,1114,1131,2250,61,71,140,1272,1261,2539,71,71,143,1197,1146,2343,78,59,135,1350,1280,2626,410,330,737,5628,5331,10956,315,294,606,6351,5951,12302,83,76,160,1294,1220,2515,74,81,152,1447,1381,2830,84,66,146,1413,1251,2664,83,65,147,1581,1375,2961,92,77,172,1355,1271,2626,81,66,144,1528,1417,2942,87,77,164,1360,1261,2616,75,77,152,1525,1409,2937,88,89,173,1435,1318,2755,90,86,178,1615,1493,3107,443,378,819,6859,6320,13178,398,379,777,7700,7076,14776,76,64,137,1458,1272,2732,90,71,162,1625,1408,3031,78,88,166,1509,1422,2927,95,100,201,1685,1608,3291,92,86,177,1415,1352,2772,103,86,187,1603,1526,3131,82,83,162,1511,1376,2891,79,82,159,1671,1540,3213,89,84,170,1494,1441,2930,92,98
RA52,110,74,183,859,833,1690,43,33,76,1009,940,1948,101,112,208,828,829,1660,87,89,171,1015,1025,2043,135,102,241,873,793,1665,112,77,187,1120,970,2091,118,112,225,856,825,1676,92,77,166,1063,1010,2075,108,109,212,930,872,1807,84,98,183,1121,1078,2202,569,511,1074,4351,4148,8501,411,373,788,5332,5034,10358,131,94,223,962,946,1911,84,93,178,1178,1135,2312,107,132,245,932,904,1837,91,85,181,1133,1127,2258,131,110,244,971,928,1895,101,112,218,1201,1147,2350,101,97,198,1025,957,1980,110,123,232,1243,1177,2419,110,104,211,1024,929,1956,133,95,229,1271,1129,2397,585,539,1127,4918,4658,9574,527,507,1034,6031,5704,11734,122,124,247,1011,918,1930,112,104,218,1251,1147,2398,119,135,253,997,992,1988,113,96,208,1232,1224,2450,111,136,250,1042,920,1955,123,98,223,1273,1156,2425,126,120,248,1022,992,2021,109,91,203,1255,1209,2466,143,134,275,1015,962,1975,95,108
RA53,97,93,192,477,449,923,32,18,47,603,561,1163,118,108,227,456,448,909,83,75,157,652,639,1291,119,111,230,472,453,930,71,59,129,663,623,1292,125,109,235,508,454,963,86,72,152,720,636,1350,126,78,202,496,493,989,89,80,172,710,647,1362,582,501,1082,2409,2302,4713,357,307,662,3345,3112,6456,117,114,229,505,452,954,98,82,178,718,648,1364,123,86,212,499,497,1004,82,79,163,710,668,1377,124,101,227,490,513,1007,110,102,213,731,720,1448,109,108,221,504,474,979,87,83,162,703,659,1362,112,114,226,484,470,950,79,85,164,676,668,1344,589,523,1110,2487,2402,4894,458,431,888,3532,3357,6889,122,127,254,499,447,942,82,92,174,701,668,1371,110,109,225,414,432,842,80,77,156,605,625,1225,117,104,226,390,414,808,83,81,158,594,592,1189,107,107,220,407,374,783,82,69,150,597,552,1149,105,117,219,406,371,778,85,77
RA54,159,142,301,194,194,386,39,24,65,401,360,755,189,153,348,232,185,411,53,60,110,468,396,870,151,152,301,213,204,414,56,37,91,418,396,809,199,161,366,192,202,404,46,59,108,442,423,867,165,185,348,189,181,375,49,51,101,408,419,828,865,792,1662,1025,967,1992,247,231,479,2137,1991,4129,186,171,355,227,186,414,63,50,111,473,402,880,196,185,384,205,163,371,53,51,108,457,402,859,199,157,357,222,188,405,66,73,139,488,418,906,173,176,352,178,164,348,51,61,114,405,406,814,165,170,329,178,154,321,65,54,123,401,373,774,921,858,1780,1003,854,1857,303,290,595,2223,2005,4230,186,182,376,170,158,329,53,47,95,416,384,801,181,177,351,178,154,329,55,59,113,409,391,802,152,170,317,144,132,273,36,46,86,332,350,682,163,160,328,107,139,242,38,39,81,305,342,652,155,163,315,108,100,203,45,39
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,5,8,14,14,15,30,5,5,8,24,32,53,7,8,14,11,19,34,5,3,5,27,31,58,10,9,8,27,19,50,5,6,16,45,31,73,10,5,12,12,18,36,5,4,9,23,32,53,9,5,15,19,20,37,3,4,4,29,24,63,36,37,69,92,91,188,25,16,42,149,153,300,7,9,18,21,23,42,0,0,4,30,28,60,0,9,9,14,14,36,0,3,4,21,24,46,3,6,6,27,17,38,0,4,4,27,25,53,3,9,11,17,20,39,0,3,3,28,27,57,0,3,7,20,20,37,4,0,3,25,20,49,17,30,48,103,86,193,8,11,20,132,127,259,4,5,6,25,24,46,7,6,13,38,35,67,0,3,3,13,17,32,0,5,4,13,24,40,5,0,4,8,7,21,0,0,0,15,15,27,7,0,7,19,8,34,5,0,3,33,12,44,3,0,7,8,19,29,0,0
