IP_RA_CODE_2021,Emp_Worked_FT_A_15_24_y_M,Emp_Worked_FT_A_25_34_y_M,Emp_Worked_FT_A_35_44_y_M,Emp_Worked_FT_A_45_54_y_M,Emp_Worked_FT_A_55_64_y_M,Emp_Worked_FT_A_65_and_over_M,Emp_Worked_FT_Tot_M,Emp_Worked_PT_A_15_24_y_M,Emp_Worked_PT_A_25_34_y_M,Emp_Worked_PT_A_35_44_y_M,Emp_Worked_PT_A_45_54_y_M,Emp_Worked_PT_A_55_64_y_M,Emp_Worked_PT_A_65_and_over_M,Emp_Worked_PT_Tot_M,EAfW_A_15_24_y_M,EAfW_A_25_34_y_M,EAfW_A_35_44_y_M,EAfW_A_45_54_y_M,EAfW_A_55_64_y_M,EAfW_A_65_over_M,EAfW_Tot_M,Emp_Tot_Age_15_24_y_M,Emp_Tot_Age_25_34_y_M,Emp_Tot_Age_35_44_y_M,Emp_Tot_Age_45_54_y_M,Emp_Tot_Age_55_64_y_M,Emp_Tot_A_65_over_M,Emp_Tot_Tot_M,Unemp_A_15_24_y_M,Unemp_A_25_34_y_M,Unemp_A_35_44_y_M,Unemp_A_45_54_y_M,Unemp_A_55_64_y_M,Unemp_A_65_over_M,Unemp_Tot_M,Tot_LF_Ag_15_24_y_M,Tot_LF_Ag_25_34_y_M,Tot_LF_Ag_35_44_y_M,Tot_LF_Ag_45_54_y_M,Tot_LF_Ag_55_64_y_M,Tot_LF_Ag_65_and_over_M,Tot_LF_Tot_M,Not_in_LF_Age_15_24_y_M,Not_in_LF_Age_25_34_y_M,Not_in_LF_Age_35_44_y_M,Not_in_LF_Age_45_54_y_M,Not_in_LF_Age_55_64_y_M,Not_in_LF_A_65and_over_M,Not_In_LF_Tot_M,LF_stat_NS_A_15_24_y_M,LF_stat_NS_A_25_34_y_M,LF_stat_NS_A_35_44_y_M,LF_stat_NS_A_45_54_y_M,LF_stat_NS_A_55_64_y_M,LF_stat_NS_A_65and_over_M,LF_status_NS_Tot_M,Tot_Age_15_24_y_M,Tot_Age_25_34_y_M,Tot_Age_35_44_y_M,Tot_Age_45_54_y_M,Tot_Age_55_64_y_M,Tot_A_65_and_over_M,Tot_Tot_M,Emp_Worked_FT_A_15_24_y_F,Emp_Worked_FT_A_25_34_y_F,Emp_Worked_FT_A_35_44_y_F,Emp_Worked_FT_A_45_54_y_F,Emp_Worked_FT_A_55_64_y_F,Emp_Worked_FT_A_65_and_over_F,Emp_Worked_FT_Tot_F,Emp_Worked_PT_A_15_24_y_F,Emp_Worked_PT_A_25_34_y_F,Emp_Worked_PT_A_35_44_y_F,Emp_Worked_PT_A_45_54_y_F,Emp_Worked_PT_A_55_64_y_F,Emp_Worked_PT_A_65_and_over_F,Emp_Worked_PT_Tot_F,EAfW_A_15_24_y_F,EAfW_A_25_34_y_F,EAfW_A_35_44_y_F,EAfW_A_45_54_y_F,EAfW_A_55_64_y_F,EAfW_A_65_over_F,EAfW_Tot_F,Emp_Tot_Age_15_24_y_F,Emp_Tot_Age_25_34_y_F,Emp_Tot_Age_35_44_y_F,Emp_Tot_Age_45_54_y_F,Emp_Tot_Age_55_64_y_F,Emp_Tot_A_65_over_F,Emp_Tot_Tot_F,Unemp_A_15_24_y_F,Unemp_A_25_34_y_F,Unemp_A_35_44_y_F,Unemp_A_45_54_y_F,Unemp_A_55_64_y_F,Unemp_A_65_over_F,Unemp_Tot_F,Tot_LF_Ag_15_24_y_F,Tot_LF_Ag_25_34_y_F,Tot_LF_Ag_35_44_y_F,Tot_LF_Ag_45_54_y_F,Tot_LF_Ag_55_64_y_F,Tot_LF_Ag_65_and_over_F,Tot_LF_Tot_F,Not_in_LF_Age_15_24_y_F,Not_in_LF_Age_25_34_y_F,Not_in_LF_Age_35_44_y_F,Not_in_LF_Age_45_54_y_F,Not_in_LF_Age_55_64_y_F,Not_in_LF_A_65and_over_F,Not_In_LF_Tot_F,LF_stat_NS_A_15_24_y_F,LF_stat_NS_A_25_34_y_F,LF_stat_NS_A_35_44_y_F,LF_stat_NS_A_45_54_y_F,LF_stat_NS_A_55_64_y_F,LF_stat_NS_A_65and_over_F,LF_status_NS_Tot_F,Tot_Age_15_24_y_F,Tot_Age_25_34_y_F,Tot_Age_35_44_y_F,Tot_Age_45_54_y_F,Tot_Age_55_64_y_F,Tot_A_65_and_over_F,Tot_Tot_F,Emp_Worked_FT_A_15_24_y_P,Emp_Worked_FT_A_25_34_y_P,Emp_Worked_FT_A_35_44_y_P,Emp_Worked_FT_A_45_54_y_P,Emp_Worked_FT_A_55_64_y_P,Emp_Worked_FT_A_65_and_over_P,Emp_Worked_FT_Tot_P,Emp_Worked_PT_A_15_24_y_P,Emp_Worked_PT_A_25_34_y_P,Emp_Worked_PT_A_35_44_y_P,Emp_Worked_PT_A_45_54_y_P,Emp_Worked_PT_A_55_64_y_P,Emp_Worked_PT_A_65_and_over_P,Emp_Worked_PT_Tot_P,EAfW_A_15_24_y_P,EAfW_A_25_34_y_P,EAfW_A_35_44_y_P,EAfW_A_45_54_y_P,EAfW_A_55_64_y_P,EAfW_A_65_over_P,EAfW_Tot_P,Emp_Tot_Age_15_24_y_P,Emp_Tot_Age_25_34_y_P,Emp_Tot_Age_35_44_y_P,Emp_Tot_Age_45_54_y_P,Emp_Tot_Age_55_64_y_P,Emp_Tot_A_65_over_P,Emp_Tot_Tot_P,Unemp_A_15_24_y_P,Unemp_A_25_34_y_P,Unemp_A_35_44_y_P,Unemp_A_45_54_y_P,Unemp_A_55_64_y_P,Unemp_A_65_over_P,Unemp_Tot_P,Tot_LF_Ag_15_24_y_P,Tot_LF_Ag_25_34_y_P,Tot_LF_Ag_35_44_y_P,Tot_LF_Ag_45_54_y_P,Tot_LF_Ag_55_64_y_P,Tot_LF_Ag_65_and_over_P,Tot_LF_Tot_P,Not_in_LF_Age_15_24_y_P,Not_in_LF_Age_25_34_y_P,Not_in_LF_Age_35_44_y_P,Not_in_LF_Age_45_54_y_P,Not_in_LF_Age_55_64_y_P,Not_in_LF_A_65and_over_P,Not_In_LF_Tot_P,LF_stat_NS_A_15_24_y_P,LF_stat_NS_A_25_34_y_P,LF_stat_NS_A_35_44_y_P,LF_stat_NS_A_45_54_y_P,LF_stat_NS_A_55_64_y_P,LF_stat_NS_A_65and_over_P,LF_status_NS_Tot_P,Tot_Age_15_24_y_P,Tot_Age_25_34_y_P,Tot_Age_35_44_y_P,Tot_Age_45_54_y_P,Tot_Age_55_64_y_P,Tot_A_65_and_over_P,Tot_Tot_P
RA50,859,1356,1043,760,508,85,4610,629,341,168,160,128,58,1487,122,219,128,105,57,20,652,1609,1915,1334,1027,696,160,6744,555,314,168,124,78,16,1255,2168,2227,1500,1148,770,181,8000,1677,890,600,540,430,592,4731,108,58,49,48,53,52,374,3949,3178,2151,1740,1254,826,13100,551,909,637,618,335,78,3125,894,576,455,360,239,50,2575,137,199,90,83,52,19,589,1575,1689,1187,1063,627,144,6295,460,246,169,133,52,7,1067,2032,1937,1359,1196,679,153,7366,1672,1271,807,727,719,836,6033,72,63,57,48,50,75,354,3773,3270,2223,1972,1450,1061,13752,1408,2271,1677,1382,842,160,7742,1517,913,625,525,370,109,4058,255,424,219,197,108,37,1236,3188,3607,2519,2090,1319,304,13037,1015,562,343,254,130,23,2327,4202,4170,2861,2346,1452,336,15365,3347,2164,1409,1267,1148,1430,10759,180,122,105,94,102,123,730,7727,6449,4376,3707,2708,1886,26847
RA51,164,170,158,137,106,22,750,102,43,29,33,24,15,243,29,41,12,18,22,9,130,294,251,201,186,150,36,1125,78,54,21,22,7,0,188,373,307,224,205,163,40,1314,374,400,260,163,119,131,1445,11,7,6,9,9,7,51,763,719,491,378,289,183,2819,95,60,98,102,65,8,431,153,90,102,94,48,11,493,26,34,21,14,19,0,112,277,183,217,213,128,20,1037,71,30,24,23,16,0,166,347,217,242,233,143,21,1206,255,180,119,118,137,179,983,14,9,8,11,0,8,48,615,405,369,355,287,204,2232,258,232,252,236,174,32,1183,255,139,128,127,68,17,735,59,70,35,38,36,6,243,571,438,420,394,283,59,2164,150,85,46,42,23,6,348,719,520,471,441,307,61,2516,626,588,374,278,258,308,2433,26,11,12,15,14,19,103,1378,1117,855,732,572,389,5048
RA52,200,259,181,167,153,25,982,111,51,36,47,42,14,297,46,47,29,33,27,3,180,355,355,247,243,220,47,1465,107,79,64,48,31,0,338,463,433,308,296,250,46,1795,488,307,268,237,201,259,1758,52,29,24,29,23,25,184,1007,771,603,554,469,330,3741,109,117,135,150,85,11,606,186,111,128,119,86,25,654,27,36,17,28,17,10,135,322,263,274,298,191,47,1400,81,36,33,39,31,4,228,407,300,310,335,221,46,1622,473,304,223,231,261,355,1846,40,32,32,30,27,43,205,914,635,563,595,511,447,3670,307,374,319,318,235,39,1590,299,160,167,163,128,41,958,75,80,40,60,49,15,319,680,616,525,542,411,91,2864,194,119,98,91,61,5,557,875,738,623,630,472,99,3425,957,613,485,464,458,615,3602,91,58,60,55,53,68,390,1925,1408,1167,1150,984,779,7415
RA53,188,300,279,199,130,35,1142,95,69,60,36,44,11,315,34,67,62,32,16,0,214,313,436,408,267,188,57,1665,110,72,49,43,21,8,289,418,508,453,307,206,60,1959,435,234,183,169,164,169,1353,51,33,29,35,27,21,192,905,775,662,506,398,247,3498,114,206,190,183,125,10,836,123,127,121,74,62,21,522,40,44,35,18,23,13,179,277,386,346,277,213,48,1544,80,37,37,30,17,0,216,361,423,386,312,233,51,1754,423,317,220,222,215,252,1641,43,37,34,18,20,24,175,826,774,640,550,457,326,3572,307,506,473,384,255,47,1977,217,200,182,110,102,39,838,71,113,100,48,41,16,392,596,820,753,543,399,101,3206,190,109,82,74,34,5,503,780,932,834,619,435,111,3713,860,550,404,390,377,415,2995,93,67,63,49,44,47,363,1730,1549,1301,1058,859,577,7069
RA54,128,316,281,235,157,35,1151,97,102,102,79,49,17,448,41,67,41,53,35,7,251,266,489,421,370,237,65,1847,146,140,113,73,37,12,514,412,622,535,441,278,71,2366,1009,686,566,486,353,345,3443,94,66,68,42,29,23,331,1514,1373,1167,975,665,443,6136,109,166,194,187,99,18,768,114,168,152,122,86,26,672,35,58,52,37,21,12,207,255,394,401,348,206,54,1652,112,93,87,55,26,10,389,369,487,489,402,229,63,2038,1106,829,660,573,443,463,4070,71,54,63,45,25,31,289,1543,1368,1210,1021,703,556,6392,233,488,473,424,257,54,1918,211,272,257,205,138,42,1120,78,122,100,89,56,17,458,517,877,828,715,445,120,3499,259,231,200,130,59,20,900,778,1109,1023,849,510,135,4406,2108,1514,1224,1065,797,808,7509,166,119,129,92,58,56,615,3056,2740,2374,1996,1362,995,12529
RA55,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,11,0,0,0,0,0,0,0,0,4,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,9
RA59,7,0,11,10,0,0,28,9,4,0,0,0,0,15,0,0,3,0,0,0,3,13,4,17,5,0,0,47,3,6,7,3,4,0,25,15,14,21,13,6,0,74,19,14,22,16,9,5,90,50,100,168,156,76,37,583,88,124,212,189,95,46,749,6,0,0,4,0,0,9,9,0,0,4,0,0,15,0,0,4,0,0,0,9,16,4,4,6,0,0,33,8,4,5,4,4,0,25,17,8,9,9,5,0,56,35,24,17,12,9,4,94,50,94,122,97,51,36,454,106,124,151,118,61,40,597,9,4,14,10,4,0,41,12,4,3,4,0,4,29,0,0,6,0,0,0,9,24,11,21,15,7,4,79,8,14,13,8,5,0,51,38,25,31,25,11,4,132,51,31,33,32,17,11,179,97,190,295,254,123,72,1038,188,247,356,306,156,84,1349
