IP_RA_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
RA50,698,1349,2050,53772,97659,151436,353,707,1056,54820,99715,154535,2077,2945,5019,64620,82758,147381,207,324,534,66905,86029,152933,245,329,573,26336,29394,55733,151,200,353,26734,29920,56656,54,99,155,5581,8114,13693,96,127,221,5730,8335,14069,1095,1302,2393,48335,39222,87559,261,249,504,49690,40765,90455,656,621,1276,44179,27334,71510,280,267,541,45106,28225,73329,182,237,424,7994,7016,15011,59,51,114,8236,7311,15543,284,378,660,14759,16253,31017,119,151,268,15162,16785,31944,2050,3153,5201,64597,104344,168942,273,362,633,66921,107857,174779,148,176,318,8825,7387,16211,72,88,158,9039,7649,16687,1575,1790,3364,66567,87915,154482,312,376,682,68446,90083,158528,11964,11618,23585,647367,631696,1279070,1842,1687,3525,661175,645002,1306171,2244,1496,3740,36504,36059,72562,44831,34968,79796,83581,72515,156093,20293,20513,40806,960829,999780,1960606,47981,38278,86256,1029106,1058569,2087667,12785,12351,25138,685322,674760,1360081,1968,1822,3791,700074,688933,1389006,3838,4275,8115,171677,199345,371016,747,838,1586,176262,204462,380727,919,1506,2427,45469,61403,106867,278,402
RA51,146,248,396,8398,13939,22339,69,124,193,8619,14312,22925,336,455,784,7606,9900,17502,51,67,114,7989,10417,18402,60,60,124,3577,3827,7403,28,31,59,3669,3922,7583,14,24,28,626,892,1520,17,28,39,653,942,1590,199,221,420,5871,4557,10430,54,49,105,6126,4826,10952,119,108,226,5671,3336,9010,48,41,88,5842,3481,9322,28,36,69,996,858,1861,8,11,23,1037,911,1949,50,65,111,2246,2148,4398,27,17,41,2323,2224,4551,327,471,798,7856,12430,20286,47,66,114,8234,12966,21195,29,29,61,1183,1009,2197,14,11,23,1232,1057,2280,260,265,522,7281,9335,16614,48,48,95,7587,9646,17229,2073,1930,4004,63858,61836,125694,389,396,783,66321,64161,130482,994,234,1231,6458,4063,10518,7383,5739,13124,14837,10035,24869,4076,3347,7426,104217,105383,209593,8011,6413,14424,116314,115138,231450,2201,2045,4245,67768,66002,133767,407,406,820,70382,68454,138832,635,659,1291,20666,23452,44118,133,161,297,21432,24271,45706,151,252,403,6213,7960,14177,56,59
RA52,216,387,607,6763,10279,17040,91,124,215,7072,10788,17855,455,693,1146,5926,7610,13535,62,61,127,6444,8363,14804,70,92,168,2917,2810,5725,25,32,54,3015,2941,5952,32,42,73,569,809,1380,11,15,25,608,870,1479,446,503,945,4841,3783,8623,48,43,95,5336,4330,9667,237,215,452,4574,2742,7316,57,39,92,4862,2992,7858,80,100,174,823,701,1525,13,12,24,913,810,1721,88,117,202,1819,1691,3517,21,37,52,1925,1841,3764,384,615,1003,5904,9132,15035,52,81,131,6345,9828,16167,42,59,103,911,779,1694,5,11,20,962,852,1814,321,388,710,5592,6988,12580,49,55,106,5970,7425,13391,3042,2993,6037,49035,45920,94958,357,334,685,52431,49252,101683,920,542,1470,3604,3073,6674,7816,6696,14508,12341,10311,22652,5518,5367,10888,79090,78529,157616,8432,7298,15727,93046,91191,184237,3232,3136,6365,51943,48919,100862,380,350,734,55555,52409,107967,959,1016,1978,16016,17339,33359,145,129,275,17124,18492,35611,232,401,637,4904,6085,10990,56,63
RA53,120,274,389,1946,2441,4389,18,33,48,2078,2746,4827,309,525,834,2296,2577,4872,14,10,22,2612,3116,5731,44,86,130,805,759,1564,12,14,20,861,863,1719,14,29,40,98,132,228,0,3,0,112,163,279,309,417,727,1521,967,2491,15,12,21,1849,1393,3239,173,196,369,1218,626,1850,9,4,9,1403,821,2231,70,86,160,252,190,439,0,0,0,320,276,602,55,77,134,516,422,939,0,0,7,576,501,1078,243,362,605,1821,2742,4558,16,8,25,2076,3115,5185,33,49,87,246,151,396,3,0,5,279,204,491,272,330,601,1724,1966,3688,8,15,24,2006,2306,4306,3398,3256,6659,23822,21574,45398,168,150,324,27390,24981,52373,655,387,1034,1421,1124,2542,5988,4963,10955,8062,6474,14533,5237,5176,10411,33969,31642,65613,6224,5184,11409,45432,42002,87426,3568,3414,6985,24834,22608,47438,177,155,331,28577,26174,54756,781,908,1687,5649,5738,11388,46,44,92,6475,6693,13171,145,298,441,1430,1519,2948,10,15
RA54,169,267,435,895,930,1826,15,19,28,1071,1211,2288,284,592,865,1084,1074,2158,5,14,23,1369,1675,3049,49,78,124,384,292,677,4,4,5,437,383,813,35,64,98,35,47,86,0,0,0,78,110,183,625,901,1521,749,375,1123,9,10,17,1384,1277,2660,347,379,727,623,229,848,9,9,12,983,613,1593,122,190,309,121,66,187,4,3,8,246,258,499,72,88,157,278,194,470,3,5,8,358,286,641,258,259,510,840,1182,2011,12,16,23,1105,1448,2547,44,55,105,100,56,150,5,0,3,150,114,259,401,462,862,790,859,1650,10,8,19,1206,1325,2534,6141,5998,12136,13287,9761,23052,169,141,306,19595,15899,35494,964,834,1795,726,495,1214,6677,3776,10456,8360,5105,13466,8761,8898,17659,18218,13937,32152,6892,3964,10860,33874,26800,60672,6391,6243,12630,13790,10222,24012,172,144,317,20351,16607,36959,1031,1174,2205,2785,2369,5150,27,25,55,3840,3570,7414,249,410,658,644,604,1248,5,13
RA55,0,0,0,9,4,12,0,0,0,11,4,14,0,0,0,10,0,13,0,0,0,15,0,16,0,0,0,9,0,8,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,5,3,8,0,0,0,5,3,8,4,3,3,212,29,238,0,0,0,218,30,248,0,0,0,5,0,8,191,19,214,204,20,226,7,3,9,256,32,293,193,19,218,455,58,514,4,3,3,212,29,244,0,0,0,216,33,247,3,0,3,29,4,33,0,0,0,32,4,41,0,0,0,4,0,4,0,0
RA59,10,8,24,160,213,368,3,3,3,175,222,399,25,32,56,139,163,306,0,0,0,171,200,371,0,0,4,75,56,133,0,0,0,72,59,130,0,0,0,3,0,9,0,0,0,3,0,11,22,13,33,107,52,161,3,5,6,133,74,198,14,5,22,111,49,161,0,0,3,129,57,185,4,0,7,16,6,21,0,0,0,25,11,33,3,6,7,53,42,97,0,0,0,54,46,103,44,38,76,295,311,603,9,3,8,337,348,688,3,3,8,16,15,32,0,0,0,26,18,40,20,9,32,202,198,396,5,0,4,223,210,430,122,114,236,1366,1177,2539,10,8,18,1496,1296,2794,610,492,1106,915,384,1303,753,436,1191,2281,1315,3591,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055,123,118,243,1458,1259,2721,9,8,16,1594,1386,2976,49,54,97,478,427,902,11,5,16,534,488,1018,21,11,36,134,144,277,0,0
