IP_RA_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
RA50,30,94,95,188,0,0,0,39,31,71,0,3,9,46,35,83,1491,1381,2874,21754,21280,43035,3764,3239,7007,27006,25901,52905,1543,1427,2966,23077,22570,45647,3835,3320,7149,28459,27311,55770,17479,18234,35717,742886,758193,1501075,2869,2868,5736,763234,779296,1542535,843,980,1822,46,64,112,0,4,4,895,1047,1938,323,259,579,207082,230297,437379,514,641,1155,207917,231198,439118,26,26,43,0,0,3,0,0,0,21,26,48,804,943,1749,48,62,109,0,4,4,854,1012,1863,94,80,174,22202,30260,52462,53,100,156,22352,30435,52789,5891,6848,12740,394163,463275,857435,1651,2047,3705,401706,472167,873875,10,15,26,25501,24015,49519,35,48,81,25547,24077,49622,95,91,189,32150,30271,62421,121,111,222,32370,30473,62838,9,9,11,2587,2786,5372,11,15,25,2602,2803,5410,65,54,116,0,7,5,0,0,0,66,58,126,55,98,152,13118,13482,26592,30,37,69,13204,13615,26818,120,148,269,13117,13483,26600,34,37,66,13272,13672,26940,12374,12356,24728,442731
RA51,7,17,7,27,0,0,0,0,7,7,0,0,0,0,7,7,194,188,383,4860,4213,9074,1027,688,1712,6073,5086,11165,203,196,400,5189,4510,9699,1052,703,1754,6441,5414,11852,3032,3047,6079,94576,96920,191494,619,667,1286,98225,100641,198858,128,149,285,10,19,34,0,0,0,139,175,313,50,36,85,6393,7457,13855,49,42,91,6494,7535,14030,6,3,7,0,0,0,0,0,0,6,3,7,116,147,264,10,19,34,0,0,0,133,170,300,14,14,28,632,1131,1760,9,6,17,655,1153,1807,992,1143,2127,40682,48034,88716,315,370,688,41989,49549,91535,0,0,0,378,344,728,0,5,0,383,349,730,4,3,10,571,543,1109,3,0,6,576,551,1130,3,0,3,50,53,104,0,0,0,51,53,106,12,17,28,0,5,6,0,0,0,13,19,28,10,26,35,436,581,1018,0,5,5,446,607,1051,21,39,62,434,581,1022,0,5,5,458,623,1084,2137,2021,4155,55825
RA52,5,11,14,22,0,0,0,0,3,3,0,0,0,0,4,4,450,403,856,5814,4413,10227,1727,872,2594,7987,5686,13675,474,425,897,6074,4629,10700,1739,885,2621,8284,5935,14222,4474,4709,9183,71926,71054,142982,615,549,1165,77015,76310,153328,227,238,469,15,10,25,4,5,6,242,254,497,40,33,72,6033,6567,12596,53,48,98,6124,6642,12762,8,8,10,0,0,0,0,0,0,7,8,17,217,229,448,12,11,22,3,5,7,230,248,473,11,9,22,509,935,1453,8,8,16,531,960,1490,1780,2129,3917,32887,37323,70209,323,311,631,34986,39764,74747,0,0,3,437,378,812,0,4,4,436,380,820,8,9,17,815,725,1540,8,6,13,833,737,1577,0,0,0,39,39,77,0,0,0,41,40,78,9,6,16,0,0,3,0,0,0,15,8,17,9,16,23,339,486,822,6,9,16,347,511,863,17,23,40,334,484,825,6,9,16,361,524,881,2864,2761,5628,41094
RA53,13,26,17,48,0,0,0,0,0,0,0,0,0,0,0,0,486,438,923,8740,6080,14823,3877,1541,5415,13108,8064,21172,519,469,988,8873,6203,15076,3887,1558,5445,13282,8233,21509,4004,4122,8130,30436,27885,58324,221,211,428,34661,32220,66881,591,631,1221,17,20,39,0,5,5,611,655,1267,61,46,103,3146,3477,6620,23,22,44,3228,3543,6773,20,18,35,0,0,0,0,0,0,22,19,41,564,610,1170,15,25,34,0,0,0,578,626,1213,11,12,20,317,570,881,0,3,3,323,583,907,1831,2198,4025,12949,13446,26399,111,109,222,14892,15754,30643,3,5,9,342,289,632,0,0,0,348,293,636,19,9,26,433,366,806,0,0,4,459,377,839,0,0,0,22,18,39,0,0,0,22,18,39,79,70,145,0,4,9,0,0,0,77,71,150,7,14,19,123,129,259,0,0,0,134,144,274,85,83,171,126,139,262,0,0,0,215,215,433,2595,2433,5030,18699
RA54,12,74,66,142,0,0,0,0,0,0,0,0,0,0,0,0,946,661,1611,24757,12820,37576,11996,3189,15187,37703,16669,54372,1022,742,1763,24875,12901,37776,12062,3239,15291,37958,16881,54837,4455,4538,8989,15659,11838,27496,196,176,376,20306,16555,36859,3565,3825,7393,24,17,42,3,4,14,3598,3849,7446,70,46,112,2270,1910,4181,25,24,44,2362,1978,4338,295,252,549,0,0,0,0,0,0,303,255,558,3173,3479,6648,19,17,41,3,7,13,3196,3499,6696,10,5,10,235,322,557,0,0,0,244,331,574,4084,4590,8673,6744,5568,12313,100,90,191,10932,10247,21178,0,0,0,154,70,221,0,0,0,156,70,224,11,0,10,197,115,308,0,0,0,204,115,321,0,0,0,12,13,28,0,0,0,12,13,28,393,372,763,0,0,0,0,4,5,394,373,771,17,5,22,88,78,166,5,0,5,102,89,187,409,376,787,88,78,166,4,4,6,493,459,960,2820,2629,5449,10115
RA55,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,31,5,36,1321,230,1554,1053,101,1154,2404,338,2739,31,5,36,1321,230,1554,1053,101,1154,2404,338,2739,6,3,11,195,28,221,3,0,3,206,29,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,69,0,0,0,60,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,5,3,11,3,0,3,110,14,120,0,0,0,112,14,124,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,9,0,9,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,118
RA59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,173,371,1966,1708,3672,24,16,39,2185,1896,4079,8,15,21,0,0,0,0,0,0,14,15,24,3,0,3,232,228,459,0,0,4,231,228,462,0,0,3,0,0,0,0,0,0,0,0,3,6,12,18,0,0,0,0,0,0,5,12,21,0,0,0,32,16,40,0,0,0,27,16,48,54,63,115,710,714,1425,4,9,17,772,780,1550,0,0,0,17,8,23,0,0,0,17,8,23,0,0,0,33,27,57,0,0,0,33,27,57,0,0,0,6,7,15,0,0,0,10,7,14,0,0,3,0,0,0,0,0,0,0,4,5,0,4,6,16,14,33,0,0,0,15,20,40,3,5,4,16,20,34,0,0,0,17,24,40,138,116,250,1298
