IP_RA_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
RA50,13100,13752,26847,771157,820095,1591251,41278,31948,73226,825535,865795,1691327,6744,6295,13037,534801,495718,1030511,1280,953,2226,542823,502963,1045782,1255,1067,2327,28943,26894,55840,97,81,182,30300,28045,58340,8000,7366,15365,563742,522608,1086350,1373,1035,2407,573114,531008,1104127,4731,6033,10759,199317,288147,487465,1360,1832,3189,205400,296016,501415,374,354,730,8100,9330,17429,38544,29086,67633,47018,38774,85789,15.7,14.5,15.1,5.1,5.1,5.1,7.1,7.8,7.4,5.3,5.3,5.3,61.1,53.5,57.2,73.1,63.7,68.3,3.3,3.2,3.3,69.4,61.3,65.3,51.5,45.8,48.6,69.4,60.4,64.8,3.1,3,3,65.8,58.1,61.8,844,1573,2417,56994,95425,152415,76,139,218,57917,97132,155047,5763,4603,10361,471605,395723,867329,1106,740,1847,478463,401065,879533,196,173,370,33818,24906,58722,83,57,142,34097,25137,59237,148,227,373,50639,49659,100302,64,46,109,50853,49934,100784,96,188,288,14487,27895,42379,25,45,70,14603,28133,42737,551,1017,1569,133202,172856,306064,212,295,512,133969,174171,308147,589,1057,1647,72451,90962,163414,183,215,397,73221,92234,165457,2910,2483,5396,182001,97266,279268,657,264
RA51,2819,2232,5048,84343,86874,171212,6834,5304,12140,93996,94409,188402,1125,1037,2164,53502,49721,103221,266,212,478,54896,50968,105860,188,166,348,2335,2116,4451,13,15,33,2537,2301,4836,1314,1206,2516,55836,51837,107673,279,224,507,57432,53269,110699,1445,983,2433,27557,34056,61612,233,320,555,29232,35363,64599,51,48,103,953,976,1930,6323,4753,11082,7333,5780,13109,14.3,13.6,14,4.2,4.1,4.1,5.3,7.1,6.1,4.4,4.3,4.4,46.6,53.9,49.8,66.2,59.7,62.9,4.1,4.3,4.2,61.1,56.4,58.8,39.9,46.6,42.9,63.4,57.2,60.3,3.9,4,3.9,58.4,54,56.2,114,228,342,4409,8813,13219,14,28,42,4535,9070,13607,985,780,1767,48447,40379,88830,238,171,406,49671,41331,91000,41,37,80,4233,3067,7303,22,14,38,4301,3115,7422,14,18,32,1716,2012,3727,6,13,13,1726,2047,3778,9,23,33,919,2336,3252,3,8,10,932,2368,3294,41,124,162,7079,12340,19415,17,34,55,7138,12500,19633,79,136,216,6226,9388,15619,26,32,52,6326,9558,15884,518,411,932,27015,14465,41484,136,67
RA52,3741,3670,7415,64734,64933,129671,6947,5917,12864,75423,74522,149948,1465,1400,2864,42939,38449,81393,261,188,441,44661,40035,84694,338,228,557,1743,1334,3071,24,7,35,2104,1561,3671,1795,1622,3425,44681,39783,84464,286,192,479,46764,41597,88365,1758,1846,3602,19193,24268,43459,221,290,505,21168,26400,47571,184,205,390,859,883,1747,6440,5437,11884,7494,6524,14021,18.6,13.9,16.4,3.9,3.3,3.6,9.1,3.7,6.9,4.5,3.8,4.1,48,44.2,46.2,69,61.3,65.1,4.1,3.2,3.7,62,55.8,58.9,39.1,38.1,38.6,66.3,59.2,62.8,3.7,3.1,3.5,59.2,53.7,56.5,192,354,544,4245,7903,12144,6,19,30,4443,8278,12725,1234,1015,2247,38152,30090,68240,222,141,368,39604,31249,70853,45,41,82,3308,2157,5459,16,7,23,3372,2202,5572,9,9,18,1336,1556,2898,4,4,5,1351,1573,2927,6,21,29,635,1684,2317,3,0,6,638,1709,2352,66,155,221,4915,9059,13966,21,32,51,5001,9243,14243,100,208,310,4208,6767,10974,23,32,51,4332,7010,11338,628,507,1140,19402,9718,29119,135,46
RA53,3498,3572,7069,26952,24895,51848,4999,4058,9060,35449,32531,67980,1665,1544,3206,21448,17879,39325,105,89,197,23224,19509,42735,289,216,503,492,421,912,3,9,16,783,647,1430,1959,1754,3713,21942,18302,40245,115,97,210,24010,20160,44168,1353,1641,2995,4688,6339,11023,74,80,153,6111,8068,14175,192,175,363,326,253,579,4816,3876,8698,5330,4311,9638,14.7,12.2,13.6,2.2,2.3,2.3,4.5,8.2,6.2,3.3,3.2,3.2,55.9,49.1,52.5,81.4,73.5,77.6,2.2,2.4,2.3,67.7,62,65,47.7,43.1,45.4,79.6,71.8,75.9,2.1,2.2,2.2,65.5,60,62.9,157,359,515,2163,4276,6440,3,17,18,2330,4650,6978,1449,1137,2591,19016,13424,32441,91,65,155,20561,14627,35185,23,14,42,1218,842,2064,5,7,13,1249,864,2118,5,32,38,547,822,1364,0,4,3,559,854,1411,13,40,53,290,811,1103,0,0,3,305,851,1158,45,165,211,2250,4615,6867,6,12,14,2303,4791,7096,86,195,277,1947,2723,4674,10,15,22,2036,2938,4969,779,495,1270,9134,3641,12774,50,23
RA54,6136,6392,12529,15487,11441,26920,6120,3208,9329,27745,21036,48779,1847,1652,3499,12822,8783,21605,116,69,179,14786,10502,25289,514,389,900,249,171,418,9,0,12,771,560,1332,2366,2038,4406,13076,8951,22022,123,68,190,15557,11060,26615,3443,4070,7509,2165,2327,4491,45,53,105,5656,6449,12107,331,289,615,246,162,406,5954,3081,9037,6529,3528,10059,21.8,19,20.5,1.9,1.9,1.9,5,4.3,4.7,5,5.1,5,38.5,31.9,35.1,84.4,78.3,81.8,2,2.2,2,56.1,52.6,54.6,30.1,25.9,27.9,82.8,76.8,80.2,1.9,2.1,1.9,53.3,49.9,51.8,277,363,645,1151,1921,3078,5,10,18,1437,2295,3740,1470,1214,2685,11513,6747,18259,102,47,153,13084,8017,21099,15,14,32,448,315,762,7,0,9,470,328,794,12,16,26,378,454,840,0,0,0,393,469,864,14,24,35,150,333,488,0,3,3,167,359,527,40,107,141,1448,2267,3713,10,14,20,1496,2382,3879,63,153,217,1153,1254,2405,11,4,15,1226,1411,2637,792,519,1306,5610,1749,7356,41,16
RA55,7,3,9,256,38,294,193,19,218,455,61,516,6,3,11,242,27,267,3,0,3,246,29,277,0,0,0,3,0,3,0,0,0,3,0,3,6,3,11,241,27,269,3,0,3,252,29,277,0,0,0,12,9,19,0,0,0,12,9,18,0,0,0,3,0,3,191,19,214,195,19,220,0,0,0,1.2,0,1.1,0,0,0,1.2,0,1.1,87.5,100,90,94.1,80,92.4,1,0,0.9,54.6,50.8,54.2,87.5,100,90,93,80,91.4,1,0,0.9,53.9,50.8,53.6,0,0,0,4,0,4,0,0,0,4,0,4,6,3,11,237,27,264,3,0,3,244,29,273,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,31,9,37,0,0,0,36,9,39,0,0,3,22,5,28,0,0,0,24,7,35,5,0,5,96,3,101,0,0
RA59,749,597,1349,2772,2019,4792,731,417,1145,4247,3030,7285,47,33,79,844,681,1526,8,0,8,899,715,1614,25,25,51,201,136,339,0,4,3,227,160,392,74,56,132,1040,820,1859,7,6,17,1125,875,2000,90,94,179,886,870,1758,14,10,24,990,967,1955,583,454,1038,843,337,1180,708,405,1111,2132,1193,3326,38.2,39.6,38.8,19.1,16.7,18.1,11.1,75,30.8,20.3,18.4,19.5,10.2,8.9,9.6,37.6,40.5,38.8,1.2,1,1.1,26.5,28.8,27.5,6.3,5.4,5.9,30.4,33.7,31.8,1.1,0.2,0.8,21.1,23.5,22.1,6,5,6,43,91,134,0,0,0,46,95,142,38,25,63,792,586,1377,8,0,8,839,610,1447,0,6,7,52,27,81,0,0,0,52,30,87,0,3,0,60,87,145,0,0,0,64,90,148,0,0,0,29,50,74,0,0,0,29,49,77,4,3,9,223,333,560,0,0,0,227,340,563,5,4,11,142,182,323,0,0,0,143,190,335,34,15,54,616,268,888,4,3
