IP_RA_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
RA50,20293,20513,40806,960829,999780,1960606,47981,38278,86256,1029106,1058569,2087667,2395,2237,4635,61456,58117,119572,2075,1920,4001,65931,62274,128206,4800,4526,9322,128211,121570,249780,4626,4404,9037,137636,130498,268135,3949,3773,7727,119285,115716,235004,5040,4451,9491,128278,123943,252219,5326,5499,10826,274385,289094,563481,17117,12080,29198,296829,306673,603508,2995,3420,6410,232364,246101,478459,12827,8346,21171,248179,257870,506044,826,1061,1886,145126,169184,314309,6296,7071,13365,152245,177319,329559,18982,19455,38442,917470,967866,1885337,31630,31539,63169,968077,1018864,1986947,57,45,99,1325,1287,2611,70,79,145,1453,1410,2859,24,10,34,723,554,1276,171,57,233,917,625,1540,11,10,22,736,641,1377,119,36,154,867,688,1554,25,7,32,570,294,867,184,31,217,776,338,1113,7,5,9,299,138,433,115,18,131,421,161,577,1408,1322,2738,19000,19227,38231,3074,3043,6118,23490,23596,47084,6,5,13,173,190,358,43,27,67,219,217,438,11,9,21,133,131,267,31,16,40,175,154,330,0,0,0,72,80,153,22,14
RA51,4076,3347,7426,104217,105383,209593,8011,6413,14424,116314,115138,231450,410,330,737,5628,5331,10956,315,294,606,6351,5951,12302,856,785,1641,14248,13181,27427,863,817,1680,15962,14781,30740,763,615,1378,11029,10081,21118,890,684,1571,12683,11377,24058,1203,774,1980,23715,24811,48523,2145,1544,3688,27068,27123,54193,668,641,1304,28615,30174,58786,2467,1678,4150,31746,32496,64242,183,204,389,20979,21806,42787,1341,1396,2740,22500,23412,45912,3814,3113,6928,96275,99496,195766,5501,5394,10898,105588,108003,213593,12,13,22,328,302,625,27,13,40,362,322,692,0,7,6,90,63,150,20,6,30,110,75,185,0,0,0,115,106,217,18,13,26,133,109,244,6,0,7,109,78,185,29,13,48,140,97,238,0,0,0,55,43,92,10,14,24,69,52,122,186,178,359,4412,3853,8269,916,633,1544,5508,4659,10174,0,3,3,50,46,96,7,9,12,61,51,115,0,3,4,17,14,35,8,8,20,33,23,60,0,0,0,8,3,14,7,3
RA52,5518,5367,10888,79090,78529,157616,8432,7298,15727,93046,91191,184237,569,511,1074,4351,4148,8501,411,373,788,5332,5034,10358,1208,1189,2401,10004,9446,19447,1079,1003,2079,12286,11638,23924,1007,914,1925,8230,7543,15767,840,765,1610,10078,9228,19297,1377,1201,2577,17722,18369,36098,2151,1819,3974,21248,21391,42643,1023,1103,2131,22024,22219,44253,2435,1904,4333,25488,25228,50721,330,447,779,16757,16800,33555,1523,1427,2947,18610,18677,37290,5135,5014,10147,73148,73706,146856,6777,6409,13192,85056,85127,170190,21,20,41,257,215,475,16,13,25,294,248,546,0,3,3,124,112,239,27,14,45,155,136,289,5,0,9,158,122,281,50,30,86,215,154,366,4,0,4,154,115,269,44,23,66,194,135,332,8,4,10,88,87,174,35,22,58,128,110,242,440,385,826,5214,3907,9117,1550,765,2316,7202,5057,12262,0,4,3,50,41,89,12,8,21,59,54,110,0,0,0,19,20,40,4,5,8,24,25,53,0,0,0,4,13,16,0,3
RA53,5237,5176,10411,33969,31642,65613,6224,5184,11409,45432,42002,87426,582,501,1082,2409,2302,4713,357,307,662,3345,3112,6456,1160,1098,2256,4606,4440,9049,863,820,1690,6635,6359,12989,905,826,1730,3077,2683,5762,649,545,1190,4631,4050,8681,1434,1415,2850,10140,10411,20554,1988,1717,3702,13564,13549,27104,906,1010,1914,9440,8056,17499,1749,1261,3005,12101,10326,22424,247,326,577,4289,3745,8033,618,537,1158,5159,4609,9769,4836,4746,9575,31404,29448,60859,5546,4762,10313,41786,38954,80745,25,33,65,136,118,251,8,17,24,173,162,335,22,14,32,403,315,725,96,45,140,523,378,896,9,4,13,555,482,1039,135,77,207,701,557,1264,23,3,23,423,279,701,179,53,235,620,336,955,4,3,9,275,190,468,88,39,130,371,238,611,431,411,839,6908,4693,11605,3320,1297,4618,10662,6400,17059,0,3,7,90,70,161,28,24,51,118,93,208,9,0,11,64,34,94,20,6,30,82,44,135,0,0,0,19,13,38,8,4
RA54,8761,8898,17659,18218,13937,32152,6892,3964,10860,33874,26800,60672,865,792,1662,1025,967,1992,247,231,479,2137,1991,4129,1755,1714,3464,1709,1530,3242,525,529,1051,3994,3766,7758,1514,1543,3056,1480,1243,2721,693,478,1179,3691,3261,6952,2536,2574,5112,6539,5077,11614,2901,1435,4333,11971,9088,21056,1639,1723,3363,5464,3737,9203,2078,1000,3080,9183,6460,15644,443,556,995,2008,1381,3389,444,294,733,2895,2228,5123,8248,8396,16643,16848,12829,29680,6477,3643,10123,31573,24871,56448,75,80,154,118,87,200,65,46,113,257,211,468,36,7,40,1003,795,1802,261,95,355,1298,899,2196,12,9,15,1306,1178,2478,274,167,442,1587,1348,2937,33,25,54,1224,715,1938,463,90,555,1714,828,2549,15,22,42,669,483,1155,183,58,238,872,556,1431,823,572,1389,20086,9339,29426,10689,2736,13422,31595,12644,44245,0,0,7,229,149,375,62,18,80,293,167,456,32,25,54,174,104,278,60,17,76,260,150,407,3,0,3,62,62,124,8,9
RA55,7,3,9,256,32,293,193,19,218,455,58,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,22,15,9,18,30,13,42,6,0,4,145,16,156,109,11,119,262,28,284,4,0,5,90,10,97,66,7,72,156,16,172,0,0,0,6,5,10,7,0,8,14,4,18,7,3,9,251,33,285,193,20,214,455,57,511,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,66,9,75,49,6,59,121,20,134,0,0,0,39,8,52,31,3,34,72,7,82,0,0,3,102,13,118,68,7,68,173,22,192,0,0,0,34,6,40,20,4,26,53,4,64,25,3,25,1030,186,1213,857,79,933,1906,271,2175,0,0,0,25,4,29,15,0,15,35,4,42,0,0,0,24,5,27,14,0,13,39,0,47,0,0,0,3,0,6,0,0
RA59,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055,36,37,69,92,91,188,25,16,42,149,153,300,36,46,82,187,166,349,24,18,40,244,230,473,88,106,188,268,237,507,62,68,126,414,410,820,336,269,603,1105,870,1979,305,163,467,1753,1309,3053,281,183,458,959,632,1593,265,134,403,1510,950,2455,46,40,84,434,281,715,94,53,150,578,373,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
