IP_RA_CODE_2021,Age_14_IndSt_nsP,Age_14_TotM,Age_14_TotF,Age_14_TotP,Age_10_14_Indig_M,Age_10_14_Indig_F,Age_10_14_Indig_P,Age_10_14_NonInd_M,Age_10_14_NonInd_F,Age_10_14_NonInd_P,Age_10_14_Indig_st_nsM,Age_10_14_Indig_st_nsF,Age_10_14_Indig_st_nsP,Age_10_14_TotM,Age_10_14_TotF,Age_10_14_TotP,Age_15_Indig_M,Age_15_Indig_F,Age_15_Indig_P,Age_15_NonInd_M,Age_15_NonInd_F,Age_15_NonInd_P,Age_15_Indig_st_nsM,Age_15_Indig_st_nsF,Age_15_Indig_st_nsP,Age_15_TotM,Age_15_TotF,Age_15_TotP,Age_16_Indig_M,Age_16_Indig_F,Age_16_Indig_P,Age_16_NonInd_M,Age_16_NonInd_F,Age_16_NonInd_P,Age_16_IndigStat_nsM,Age_16_IndigStat_nsF,Age_16_IndigStat_nsP,Age_16_TotM,Age_16_TotF,Age_16_TotP,Age_17_Indig_M,Age_17_Indig_F,Age_17_Indig_P,Age_17_NonInd_M,Age_17_NonInd_F,Age_17_NonInd_P,Age_17_IndigStat_nsM,Age_17_IndigStat_nsF,Age_17_IndigStat_nsP,Age_17_TotM,Age_17_TotF,Age_17_TotP,Age_18_Indig_M,Age_18_Indig_F,Age_18_Indig_P,Age_18_NonInd_M,Age_18_NonInd_F,Age_18_NonInd_P,Age_18_IndigStat_nsM,Age_18_IndigStat_nsF,Age_18_IndigStat_nsP,Age_18_TotM,Age_18_TotF,Age_18_TotP,Age_19_Indig_M,Age_19_Indig_F,Age_19_Indig_P,Age_19_NonInd_M,Age_19_NonInd_F,Age_19_NonInd_P,Age_19_IndigStat_nsM,Age_19_IndigStat_nsF,Age_19_IndigStat_nsP,Age_19_TotM,Age_19_TotF,Age_19_TotP,Age_15_19_Indig_M,Age_15_19_Indig_F,Age_15_19_Indig_P,Age_15_19_NonInd_M,Age_15_19_NonInd_F,Age_15_19_NonInd_P,Age_15_19_IndSt_nsM,Age_15_19_IndSt_nsF,Age_15_19_IndSt_nsP,Age_15_19_TotM,Age_15_19_TotF,Age_15_19_TotP,Age_20_Indig_M,Age_20_Indig_F,Age_20_Indig_P,Age_20_NonInd_M,Age_20_NonInd_F,Age_20_NonInd_P,Age_20_Ind_status_nsM,Age_20_Ind_status_nsF,Age_20_Ind_status_nsP,Age_20_TotM,Age_20_TotF,Age_20_TotP,Age_21_Indig_M,Age_21_Indig_F,Age_21_Indig_P,Age_21_NonInd_M,Age_21_NonInd_F,Age_21_NonInd_P,Age_21_Ind_status_nsM,Age_21_Ind_status_nsF,Age_21_Ind_status_nsP,Age_21_TotM,Age_21_TotF,Age_21_TotP,Age_22_Indig_M,Age_22_Indig_F,Age_22_Indig_P,Age_22_NonInd_M,Age_22_NonInd_F,Age_22_NonInd_P,Age_22_Indig_st_nsM,Age_22_Indig_st_nsF,Age_22_Indig_st_nsP,Age_22_TotM,Age_22_TotF,Age_22_TotP,Age_23_Indig_M,Age_23_Indig_F,Age_23_Indig_P,Age_23_NonInd_M,Age_23_NonInd_F,Age_23_NonInd_P,Age_23_Indig_st_nsM,Age_23_Indig_st_nsF,Age_23_Indig_st_nsP,Age_23_TotM,Age_23_TotF,Age_23_TotP,Age_24_Indig_M,Age_24_Indig_F,Age_24_Indig_P,Age_24_NonInd_M,Age_24_NonInd_F,Age_24_NonInd_P,Age_24_Indig_st_nsM,Age_24_Indig_st_nsF,Age_24_Indig_st_nsP,Age_24_TotM,Age_24_TotF,Age_24_TotP,Age_20_24_Indig_M,Age_20_24_Indig_F,Age_20_24_Indig_P,Age_20_24_NonInd_M,Age_20_24_NonInd_F,Age_20_24_NonInd_P,Age_20_24_Indig_st_nsM,Age_20_24_Indig_st_nsF,Age_20_24_Indig_st_nsP,Age_20_24_TotM,Age_20_24_TotF,Age_20_24_TotP,Age_25_29_Indig_M,Age_25_29_Indig_F,Age_25_29_Indig_P,Age_25_29_NonInd_M,Age_25_29_NonInd_F,Age_25_29_NonInd_P,Age_25_29_Indig_st_nsM,Age_25_29_Indig_st_nsF,Age_25_29_Indig_st_nsP,Age_25_29_TotM,Age_25_29_TotF,Age_25_29_TotP,Age_30_34_Indig_M,Age_30_34_Indig_F,Age_30_34_Indig_P,Age_30_34_NonInd_M,Age_30_34_NonInd_F,Age_30_34_NonInd_P,Age_30_34_Indig_st_nsM,Age_30_34_Indig_st_nsF,Age_30_34_Indig_st_nsP,Age_30_34_TotM,Age_30_34_TotF,Age_30_34_TotP,Age_35_39_Indig_M,Age_35_39_Indig_F,Age_35_39_Indig_P,Age_35_39_NonInd_M,Age_35_39_NonInd_F,Age_35_39_NonInd_P,Age_35_39_Indig_st_nsM,Age_35_39_Indig_st_nsF,Age_35_39_Indig_st_nsP,Age_35_39_TotM,Age_35_39_TotF,Age_35_39_TotP,Age_40_44_Indig_M,Age_40_44_Indig_F,Age_40_44_Indig_P,Age_40_44_NonInd_M
RA50,874,13739,12811,26546,2362,2316,4677,63987,60290,124280,2297,2120,4420,68643,64733,133372,477,423,896,12198,11577,23783,432,416,850,13109,12421,25528,449,434,885,11766,11052,22815,372,344,716,12585,11831,24413,370,400,771,11654,10811,22463,358,345,701,12384,11556,23935,415,359,767,11146,11033,22180,384,389,772,11943,11782,23720,363,358,728,11318,10973,22296,476,426,902,12166,11755,23924,2077,1977,4051,58088,55449,113536,2023,1917,3939,62185,59342,121530,373,355,730,12039,11623,23662,499,426,929,12910,12408,25324,379,360,742,12174,12131,24305,562,458,1019,13112,12950,26064,408,356,762,12343,12136,24481,603,515,1123,13355,13008,26360,378,348,732,12256,12041,24299,643,561,1199,13278,12950,26225,341,370,711,12384,12339,24721,712,567,1279,13432,13280,26714,1877,1798,3674,61197,60272,121465,3017,2533,5550,66092,64600,130689,1702,1758,3458,64750,66520,131271,4093,3360,7455,70548,71636,142183,1479,1513,2992,70469,76866,147333,4633,3269,7897,76581,81646,158226,1188,1227,2421,73924,77544,151471,4445,3144,7584,79554,81920,161472,961,994,1952,65244
RA51,193,1668,1625,3294,416,408,816,7392,6855,14250,464,437,901,8262,7703,15968,87,106,187,1432,1350,2782,74,86,160,1589,1538,3135,95,76,172,1340,1258,2602,101,61,159,1538,1393,2930,67,65,130,1295,1257,2549,76,75,144,1434,1392,2825,63,75,140,1132,1040,2169,69,60,134,1263,1171,2437,76,45,125,988,941,1928,83,80,161,1151,1060,2213,387,366,751,6185,5844,12027,400,352,753,6974,6562,13537,74,51,124,991,830,1819,93,70,166,1160,947,2103,64,57,121,971,833,1804,88,52,142,1127,942,2065,85,59,144,986,835,1819,100,83,184,1174,975,2148,70,44,112,935,848,1787,118,63,179,1118,960,2076,83,33,118,960,893,1858,84,69,157,1136,995,2128,378,249,620,4844,4240,9081,484,329,820,5707,4817,10528,361,218,576,5062,5017,10078,515,389,901,5936,5622,11555,357,186,543,5808,6071,11882,500,368,871,6667,6630,13291,259,180,441,6334,6938,13268,574,400,972,7168,7517,14684,228,188,418,6516
RA52,200,1250,1204,2452,622,650,1268,5084,4785,9871,547,498,1045,6259,5928,12191,150,127,276,943,967,1909,102,82,183,1195,1181,2370,122,120,243,940,883,1818,75,84,161,1140,1084,2222,96,115,211,1002,896,1897,90,84,173,1184,1095,2279,100,91,186,838,744,1583,94,73,165,1025,905,1937,84,90,172,775,623,1397,75,76,148,929,783,1716,556,539,1094,4499,4114,8608,428,403,827,5476,5050,10528,75,82,157,734,605,1341,61,62,127,868,755,1624,93,81,172,768,630,1396,74,67,134,929,775,1709,93,55,147,722,688,1409,94,58,155,908,797,1706,96,86,183,754,741,1500,91,84,178,945,914,1858,103,67,177,754,767,1518,91,87,187,953,930,1877,456,375,828,3731,3432,7161,415,369,778,4600,4175,8776,430,338,769,4266,4158,8425,510,407,921,5211,4902,10113,341,297,640,4419,4595,9009,522,452,972,5277,5343,10620,310,285,594,4648,4837,9482,534,487,1018,5487,5606,11091,296,281,575,4394
RA53,160,599,564,1164,567,577,1146,2116,2042,4158,412,392,801,3095,2999,6098,97,117,217,319,331,653,71,58,128,489,512,1002,102,80,184,348,284,639,66,53,118,517,420,936,95,84,182,349,262,613,48,49,97,497,395,889,90,85,178,293,215,512,61,58,115,445,361,801,101,87,183,254,231,491,55,38,100,413,356,775,490,455,944,1568,1334,2898,302,261,560,2359,2048,4404,81,78,160,276,187,465,59,45,101,423,306,727,87,76,168,258,218,475,56,59,111,403,351,757,91,79,170,296,278,575,79,56,129,465,413,872,75,67,146,294,324,619,66,62,127,443,447,892,79,69,149,367,354,721,93,69,161,548,486,1030,415,372,786,1503,1357,2858,347,284,631,2271,2004,4280,354,401,756,2117,2244,4357,456,415,868,2921,3055,5978,417,374,795,2648,2970,5624,525,482,1010,3599,3827,7425,353,326,678,2879,2966,5848,533,459,990,3760,3748,7513,308,315,620,2501
RA54,90,305,297,608,834,859,1687,700,677,1379,226,236,467,1764,1766,3531,188,172,356,110,93,202,50,34,85,346,302,640,172,152,322,88,91,182,31,46,77,289,286,578,170,150,319,97,79,171,37,27,70,308,255,569,139,164,303,115,69,184,47,24,73,300,265,564,152,159,311,114,117,234,57,45,95,323,321,641,824,797,1617,523,448,974,218,176,400,1561,1425,2991,152,173,316,133,115,246,61,45,99,340,327,668,147,137,287,158,135,292,73,50,127,385,326,708,149,169,322,189,148,334,98,58,148,433,372,803,141,135,278,236,180,416,129,77,208,506,395,900,112,127,234,241,218,463,115,74,192,469,422,892,694,742,1436,959,790,1750,477,302,778,2125,1834,3963,687,685,1371,1558,1338,2897,776,375,1148,3016,2399,5418,684,683,1365,1840,1506,3346,780,434,1210,3303,2621,5925,623,660,1281,1664,1240,2897,749,356,1108,3033,2254,5282,546,554,1094,1483
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,5,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,4,3,6,0,0,0,0,3,3,0,4,5,0,3,4,0,0,0,4,0,9,0,0,0,9,0,7,0,0,0,0,0,3,0,0,3,9,3,10,0,0,0,9,5,15,13,5,15,25,11,31,0,0,0,26,8,32,22,3,21,49,7,54,0,0,0,28,5,32,22,0,22,48,5,54,4,0,5,44,4,45,40,3,39,85,10,92,0,0,0,46
RA59,0,21,20,41,18,14,30,83,76,159,13,7,25,116,101,212,4,5,5,10,6,23,4,7,3,17,20,38,8,6,12,9,15,29,0,5,8,11,25,42,4,10,19,14,19,32,5,4,9,20,28,52,9,16,21,18,24,45,3,5,6,22,44,71,11,10,14,23,15,41,8,0,7,36,30,65,28,42,68,74,91,166,18,13,31,118,147,261,18,18,39,33,28,59,7,12,21,65,63,123,6,11,18,37,27,60,8,7,13,48,40,88,14,12,22,34,21,55,14,8,19,66,38,103,11,5,12,49,34,77,12,3,13,62,41,102,12,16,28,47,44,86,6,17,29,63,84,141,61,61,119,194,145,344,43,51,93,295,256,562,59,59,115,248,244,497,77,59,137,385,358,744,61,66,127,291,226,518,80,43,123,433,339,773,87,72,155,286,210,500,74,37,109,449,315,769,121,79,202,277
