IP_RA_CODE_2021,Arthritis_Age_0_14,Arthritis_Age_15_24,Arthritis_Age_25_34,Arthritis_Age_35_44,Arthritis_Age_45_54,Arthritis_Age_55_64,Arthritis_Age_65_over,Arthritis_Age_Tot,Asthma_Age_0_14,Asthma_Age_15_24,Asthma_Age_25_34,Asthma_Age_35_44,Asthma_Age_45_54,Asthma_Age_55_64,Asthma_Age_65_over,Asthma_Age_Tot,Cancer_inc_rem_Age_0_14,Cancer_inc_rem_Age_15_24,Cancer_inc_rem_Age_25_34,Cancer_inc_rem_Age_35_44,Cancer_inc_rem_Age_45_54,Cancer_inc_rem_Age_55_64,Cancer_inc_rem_Age_65_over,Cancer_inc_rem_Age_Tot,Dem_inc_Alz_Age_0_14,Dem_inc_Alz_Age_15_24,Dem_inc_Alz_Age_25_34,Dem_inc_Alz_Age_35_44,Dem_inc_Alz_Age_45_54,Dem_inc_Alz_Age_55_64,Dem_inc_Alz_Age_65_over,Dem_inc_Alz_Age_Tot,Dia_exc_ges_dia_Age_0_14,Dia_exc_ges_dia_Age_15_24,Dia_exc_ges_dia_Age_25_34,Dia_exc_ges_dia_Age_35_44,Dia_exc_ges_dia_Age_45_54,Dia_exc_ges_dia_Age_55_64,Dia_exc_ges_dia_Age_65_over,Dia_exc_ges_dia_Age_Tot,HD_inc_Ha_ang_Age_0_14,HD_inc_Ha_ang_Age_15_24,HD_inc_Ha_ang_Age_25_34,HD_inc_Ha_ang_Age_35_44,HD_inc_Ha_ang_Age_45_54,HD_inc_Ha_ang_Age_55_64,HD_inc_Ha_ang_Age_65_over,HD_inc_Ha_ang_Age_Tot,Kid_dis_Age_0_14,Kid_dis_Age_15_24,Kid_dis_Age_25_34,Kid_dis_Age_35_44,Kid_dis_Age_45_54,Kid_dis_Age_55_64,Kid_dis_Age_65_over,Kid_dis_Age_Tot,LC_inc_COPD_emph_Age_0_14,LC_inc_COPD_emph_Age_15_24,LC_inc_COPD_emph_Age_25_34,LC_inc_COPD_emph_Age_35_44,LC_inc_COPD_emph_Age_45_54,LC_inc_COPD_emph_Age_55_64,LC_inc_COPD_emph_Age_65_over,LC_inc_COPD_emph_Age_Tot,MHC_inc_dep_anx_Age_0_14,MHC_inc_dep_anx_Age_15_24,MHC_inc_dep_anx_Age_25_34,MHC_inc_dep_anx_Age_35_44,MHC_inc_dep_anx_Age_45_54,MHC_inc_dep_anx_Age_55_64,MHC_inc_dep_anx_Age_65_over,MHC_inc_dep_anx_Age_Tot,Stroke_Age_0_14,Stroke_Age_15_24,Stroke_Age_25_34,Stroke_Age_35_44,Stroke_Age_45_54,Stroke_Age_55_64,Stroke_Age_65_over,Stroke_Age_Tot,A_oth_LTHC_Age_0_14,A_oth_LTHC_Age_15_24,A_oth_LTHC_Age_25_34,A_oth_LTHC_Age_35_44,A_oth_LTHC_Age_45_54,A_oth_LTHC_Age_55_64,A_oth_LTHC_Age_65_over,A_oth_LTHC_Age_Tot,No_LTHC_Age_0_14,No_LTHC_Age_15_24,No_LTHC_Age_25_34,No_LTHC_Age_35_44,No_LTHC_Age_45_54,No_LTHC_Age_55_64,No_LTHC_Age_65_over,No_LTHC_Age_Tot,Not_st_Age_0_14,Not_st_Age_15_24,Not_st_Age_25_34,Not_st_Age_35_44,Not_st_Age_45_54,Not_st_Age_55_64,Not_st_Age_65_over,Not_st_Age_Tot,Tot_per_Age_0_14,Tot_per_Age_15_24,Tot_per_Age_25_34,Tot_per_Age_35_44,Tot_per_Age_45_54,Tot_per_Age_55_64,Tot_per_Age_65_over,Tot_per_Age_Tot
RA50,21,65,148,247,412,562,598,2050,1351,884,797,644,556,445,337,5019,10,22,29,58,115,155,175,573,5,3,6,4,12,24,103,155,20,70,167,311,493,713,623,2393,35,32,53,87,208,389,474,1276,31,18,24,45,80,92,139,424,44,17,34,55,108,192,218,660,550,1149,1172,830,733,510,255,5201,7,9,15,21,58,89,121,318,892,494,492,385,456,378,266,3364,10383,4858,3550,2121,1539,793,340,23585,1110,744,798,515,296,166,118,3740,13959,7727,6449,4376,3707,2708,1886,40806
RA51,8,8,25,33,82,123,122,396,184,160,114,112,84,77,57,784,4,4,8,5,15,40,51,124,0,0,0,0,0,8,20,28,0,14,23,53,90,123,117,420,9,4,7,14,45,71,81,226,3,0,7,8,16,11,29,69,5,6,3,6,23,37,38,111,75,179,152,108,132,92,58,798,4,0,7,3,12,18,21,61,142,86,39,47,85,71,48,522,1825,807,457,370,289,188,74,4004,186,213,381,236,121,58,28,1231,2373,1378,1117,855,732,572,389,7426
RA52,3,3,21,39,131,180,217,607,268,166,133,146,151,143,132,1146,0,5,4,10,34,46,69,168,0,0,0,0,3,9,54,73,9,23,55,102,182,278,286,945,7,7,9,30,74,151,174,452,7,3,11,10,31,50,71,174,7,5,0,15,36,57,78,202,66,179,181,167,183,143,79,1003,0,0,0,3,18,29,46,103,166,83,62,80,115,110,93,710,2603,1273,751,537,451,274,151,6037,401,273,272,232,152,87,51,1470,3477,1925,1408,1167,1150,984,779,10888
RA53,4,4,21,40,70,130,121,389,184,126,129,110,107,104,77,834,0,3,0,20,23,32,52,130,0,0,0,0,0,8,31,40,7,12,45,99,164,202,196,727,21,16,21,33,68,109,101,369,7,0,6,17,29,42,47,160,6,4,0,4,25,47,51,134,36,101,144,101,107,77,35,605,0,0,0,5,24,25,28,87,125,61,62,64,112,96,74,601,2703,1257,1018,777,480,310,108,6659,276,200,180,166,101,68,41,1034,3342,1730,1549,1301,1058,859,577,10411
RA54,3,4,19,37,102,113,155,435,121,95,111,119,176,134,118,865,0,0,5,6,27,44,46,124,0,0,0,8,5,14,74,98,7,35,74,228,404,433,350,1521,38,35,41,89,170,188,167,727,5,3,12,34,71,86,100,309,14,3,6,15,36,39,47,157,28,87,114,107,86,66,33,510,0,0,4,3,29,29,38,105,128,73,83,129,163,157,138,862,4093,2510,2124,1567,1052,520,278,12136,719,269,239,236,156,96,74,1795,5127,3056,2740,2374,1996,1362,995,17659
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,9
RA59,0,0,0,3,8,6,4,24,9,15,11,17,10,3,0,56,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,10,4,11,33,0,7,0,0,8,0,8,22,0,0,0,3,3,0,0,7,0,0,0,0,4,0,0,7,4,13,11,18,20,8,0,76,0,0,0,0,3,0,3,8,3,5,6,8,3,3,0,32,73,59,37,33,19,12,3,236,66,102,192,287,258,123,72,1106,150,188,247,356,306,156,84,1495
