SEX,AGE,REGION,YEAR,POPULATION
Male,Oct-14,Western Australia - Outback (North),2018,3111
Male,Oct-14,Western Australia - Outback (North),2019,3180
Male,Oct-14,Western Australia - Outback (North),2020,3310
Male,Oct-14,Western Australia - Outback (North),2021,3494
Male,Oct-14,Western Australia - Outback (North),2022,3605
Female,45-49,Western Australia - Outback (South),2012,4394
Female,45-49,Western Australia - Outback (South),2013,4361
Female,45-49,Western Australia - Outback (South),2014,4259
Female,45-49,Western Australia - Outback (South),2015,4233
Female,45-49,Western Australia - Outback (South),2016,4184
Female,45-49,Western Australia - Outback (South),2017,4246
Female,45-49,Western Australia - Outback (South),2018,4200
Female,45-49,Western Australia - Outback (South),2019,4099
Female,45-49,Western Australia - Outback (South),2020,4049
Female,45-49,Western Australia - Outback (South),2021,3914
Female,45-49,Western Australia - Outback (South),2022,3729
Male,25-29,Perth - South West,2012,15191
Male,25-29,Perth - South West,2013,15997
Male,25-29,Perth - South West,2014,16111
Male,25-29,Perth - South West,2015,16188
Male,25-29,Perth - South West,2016,15810
Male,25-29,Perth - South West,2017,15582
Male,25-29,Perth - South West,2018,15282
Male,25-29,Perth - South West,2019,15209
Male,25-29,Perth - South West,2020,15191
Male,25-29,Perth - South West,2021,15031
Male,25-29,Perth - South West,2022,15335
Female,15-19,Perth - North East,2012,7597
Female,15-19,Perth - North East,2013,7677
Female,15-19,Perth - North East,2014,7766
Female,15-19,Perth - North East,2015,7624
Female,15-19,Perth - North East,2016,7631
Female,15-19,Perth - North East,2017,7550
Female,15-19,Perth - North East,2018,7684
Female,15-19,Perth - North East,2019,7705
Female,15-19,Perth - North East,2020,7732
Female,15-19,Perth - North East,2021,7808
Female,15-19,Perth - North East,2022,8051
Total,60-64,Perth - North West,2012,26161
Total,60-64,Perth - North West,2013,26484
Total,60-64,Perth - North West,2014,26772
Total,60-64,Perth - North West,2015,27091
Total,60-64,Perth - North West,2016,27511
Total,60-64,Perth - North West,2017,28458
Total,60-64,Perth - North West,2018,29226
Total,60-64,Perth - North West,2019,30180
Total,60-64,Perth - North West,2020,31351
Total,60-64,Perth - North West,2021,32037
Total,60-64,Perth - North West,2022,32566
Female,45-49,Perth - South West,2012,13766
Female,45-49,Perth - South West,2013,13951
Female,45-49,Perth - South West,2014,14174
Female,45-49,Perth - South West,2015,14256
Female,45-49,Perth - South West,2016,14709
Female,45-49,Perth - South West,2017,15089
Female,45-49,Perth - South West,2018,15389
Female,45-49,Perth - South West,2019,15457
Female,45-49,Perth - South West,2020,15628
Female,45-49,Perth - South West,2021,15399
Female,45-49,Perth - South West,2022,15349
Total,5-Sep,Perth - South West,2012,24874
Total,5-Sep,Perth - South West,2013,26316
Total,5-Sep,Perth - South West,2014,27135
Total,5-Sep,Perth - South West,2015,27936
Total,5-Sep,Perth - South West,2016,28716
Total,5-Sep,Perth - South West,2017,29050
Total,5-Sep,Perth - South West,2018,29472
Total,5-Sep,Perth - South West,2019,29774
Total,5-Sep,Perth - South West,2020,30167
Total,5-Sep,Perth - South West,2021,30550
Total,5-Sep,Perth - South West,2022,31001
Male,85 and over,Western Australia - Outback (North),2012,110
Male,85 and over,Western Australia - Outback (North),2013,132
Male,85 and over,Western Australia - Outback (North),2014,127
Male,85 and over,Western Australia - Outback (North),2015,104
Male,85 and over,Western Australia - Outback (North),2016,55
Male,85 and over,Western Australia - Outback (North),2017,58
Male,85 and over,Western Australia - Outback (North),2018,57
Male,85 and over,Western Australia - Outback (North),2019,56
Male,85 and over,Western Australia - Outback (North),2020,61
Male,85 and over,Western Australia - Outback (North),2021,58
Male,85 and over,Western Australia - Outback (North),2022,68
Female,35-39,Bunbury,2012,5796
Female,35-39,Bunbury,2013,5880
Female,35-39,Bunbury,2014,5889
Female,35-39,Bunbury,2015,5882
Female,35-39,Bunbury,2016,5797
Female,35-39,Bunbury,2017,6011
Female,35-39,Bunbury,2018,6186
Female,35-39,Bunbury,2019,6273
Female,35-39,Bunbury,2020,6355
Female,35-39,Bunbury,2021,6493
Female,35-39,Bunbury,2022,6474
Total,55-59,Western Australia - Wheat Belt,2012,9819
Total,55-59,Western Australia - Wheat Belt,2013,9980
Total,55-59,Western Australia - Wheat Belt,2014,10272
Total,55-59,Western Australia - Wheat Belt,2015,10460
Total,55-59,Western Australia - Wheat Belt,2016,10617
Total,55-59,Western Australia - Wheat Belt,2017,10772
Total,55-59,Western Australia - Wheat Belt,2018,10843
Total,55-59,Western Australia - Wheat Belt,2019,10764
Total,55-59,Western Australia - Wheat Belt,2020,10876
Total,55-59,Western Australia - Wheat Belt,2021,10870
Total,55-59,Western Australia - Wheat Belt,2022,10588
Male,25-29,Western Australia - Outback (South),2012,5198
Male,25-29,Western Australia - Outback (South),2013,5204
Male,25-29,Western Australia - Outback (South),2014,4955
Male,25-29,Western Australia - Outback (South),2015,4695
Male,25-29,Western Australia - Outback (South),2016,4517
Male,25-29,Western Australia - Outback (South),2017,4515
Male,25-29,Western Australia - Outback (South),2018,4408
Male,25-29,Western Australia - Outback (South),2019,4342
Male,25-29,Western Australia - Outback (South),2020,4387
Male,25-29,Western Australia - Outback (South),2021,4489
Male,25-29,Western Australia - Outback (South),2022,4381
Total,65-69,Western Australia - Wheat Belt,2012,7401
Total,65-69,Western Australia - Wheat Belt,2013,7779
Total,65-69,Western Australia - Wheat Belt,2014,8122
Total,65-69,Western Australia - Wheat Belt,2015,8612
Total,65-69,Western Australia - Wheat Belt,2016,9164
Total,65-69,Western Australia - Wheat Belt,2017,9266
Total,65-69,Western Australia - Wheat Belt,2018,9418
Total,65-69,Western Australia - Wheat Belt,2019,9569
Total,65-69,Western Australia - Wheat Belt,2020,9834
Total,65-69,Western Australia - Wheat Belt,2021,10105
Total,65-69,Western Australia - Wheat Belt,2022,10194
Male,Oct-14,Western Australia - Wheat Belt,2012,4740
Male,Oct-14,Western Australia - Wheat Belt,2013,4595
Male,Oct-14,Western Australia - Wheat Belt,2014,4458
Male,Oct-14,Western Australia - Wheat Belt,2015,4400
Male,Oct-14,Western Australia - Wheat Belt,2016,4323
Male,Oct-14,Western Australia - Wheat Belt,2017,4397
Male,Oct-14,Western Australia - Wheat Belt,2018,4493
Male,Oct-14,Western Australia - Wheat Belt,2019,4543
Male,Oct-14,Western Australia - Wheat Belt,2020,4571
Male,Oct-14,Western Australia - Wheat Belt,2021,4584
Male,Oct-14,Western Australia - Wheat Belt,2022,4640
Total,70-74,Perth - South West,2012,11438
Total,70-74,Perth - South West,2013,11795
Total,70-74,Perth - South West,2014,12288
Total,70-74,Perth - South West,2015,12788
Total,70-74,Perth - South West,2016,13197
Total,70-74,Perth - South West,2017,14244
Total,70-74,Perth - South West,2018,15445
Total,70-74,Perth - South West,2019,16378
Total,70-74,Perth - South West,2020,17423
Total,70-74,Perth - South West,2021,18300
Total,70-74,Perth - South West,2022,18486
Female,60-64,Perth - Inner,2012,4359
Female,60-64,Perth - Inner,2013,4418
Female,60-64,Perth - Inner,2014,4464
Female,60-64,Perth - Inner,2015,4534
Female,60-64,Perth - Inner,2016,4617
Female,60-64,Perth - Inner,2017,4738
Female,60-64,Perth - Inner,2018,4811
Female,60-64,Perth - Inner,2019,4921
Female,60-64,Perth - Inner,2020,5051
Female,60-64,Perth - Inner,2021,5076
Female,60-64,Perth - Inner,2022,4909
Male,35-39,Perth - North West,2012,19046
Male,35-39,Perth - North West,2013,19161
Male,35-39,Perth - North West,2014,19124
Male,35-39,Perth - North West,2015,19238
Male,35-39,Perth - North West,2016,19440
Male,35-39,Perth - North West,2017,20004
Male,35-39,Perth - North West,2018,20682
Male,35-39,Perth - North West,2019,21548
Male,35-39,Perth - North West,2020,22394
Male,35-39,Perth - North West,2021,23125
Male,35-39,Perth - North West,2022,23569
Female,35-39,Perth - North West,2012,19017
Female,35-39,Perth - North West,2013,19175
Female,35-39,Perth - North West,2014,19306
Female,35-39,Perth - North West,2015,19553
Female,35-39,Perth - North West,2016,19739
Female,35-39,Perth - North West,2017,20382
Female,35-39,Perth - North West,2018,21046
Female,35-39,Perth - North West,2019,21893
Female,35-39,Perth - North West,2020,22780
Female,35-39,Perth - North West,2021,23367
Female,35-39,Perth - North West,2022,23892
Female,70-74,Perth - South East,2012,6820
Female,70-74,Perth - South East,2013,6975
Female,70-74,Perth - South East,2014,7264
Female,70-74,Perth - South East,2015,7394
Female,70-74,Perth - South East,2016,7588
Female,70-74,Perth - South East,2017,8237
Female,70-74,Perth - South East,2018,8865
Female,70-74,Perth - South East,2019,9490
Female,70-74,Perth - South East,2020,10226
Female,70-74,Perth - South East,2021,10799
Female,70-74,Perth - South East,2022,10918
Total,Oct-14,Western Australia - Outback (North),2012,6018
Total,Oct-14,Western Australia - Outback (North),2013,6024
Total,Oct-14,Western Australia - Outback (North),2014,5947
Total,Oct-14,Western Australia - Outback (North),2015,5813
Total,Oct-14,Western Australia - Outback (North),2016,5832
Total,Oct-14,Western Australia - Outback (North),2017,5970
Total,Oct-14,Western Australia - Outback (North),2018,6189
Total,Oct-14,Western Australia - Outback (North),2019,6376
Total,Oct-14,Western Australia - Outback (North),2020,6617
Total,Oct-14,Western Australia - Outback (North),2021,6952
Total,Oct-14,Western Australia - Outback (North),2022,7031
Female,65-69,Perth - South West,2012,7742
Female,65-69,Perth - South West,2013,8208
Female,65-69,Perth - South West,2014,8525
Female,65-69,Perth - South West,2015,8847
Female,65-69,Perth - South West,2016,9272
Female,65-69,Perth - South West,2017,9525
Female,65-69,Perth - South West,2018,9959
Female,65-69,Perth - South West,2019,10308
Female,65-69,Perth - South West,2020,10905
Female,65-69,Perth - South West,2021,11298
Female,65-69,Perth - South West,2022,11555
Female,85 and over,Western Australia - Wheat Belt,2012,1413
Female,85 and over,Western Australia - Wheat Belt,2013,1518
Female,85 and over,Western Australia - Wheat Belt,2014,1577
Female,85 and over,Western Australia - Wheat Belt,2015,1600
Female,85 and over,Western Australia - Wheat Belt,2016,1586
Female,85 and over,Western Australia - Wheat Belt,2017,1579
Female,85 and over,Western Australia - Wheat Belt,2018,1682
Female,85 and over,Western Australia - Wheat Belt,2019,1719
Female,85 and over,Western Australia - Wheat Belt,2020,1780
Female,85 and over,Western Australia - Wheat Belt,2021,1839
Female,85 and over,Western Australia - Wheat Belt,2022,1887
Male,15-19,Western Australia - Outback (South),2012,3931
Male,15-19,Western Australia - Outback (South),2013,3864
Male,15-19,Western Australia - Outback (South),2014,3851
Male,15-19,Western Australia - Outback (South),2015,3801
Male,15-19,Western Australia - Outback (South),2016,3750
Male,15-19,Western Australia - Outback (South),2017,3763
Male,15-19,Western Australia - Outback (South),2018,3740
Male,15-19,Western Australia - Outback (South),2019,3700
Male,15-19,Western Australia - Outback (South),2020,3589
Male,15-19,Western Australia - Outback (South),2021,3600
Male,15-19,Western Australia - Outback (South),2022,3753
Male,30-34,Western Australia - Outback (North),2012,6118
Male,30-34,Western Australia - Outback (North),2013,6486
Male,30-34,Western Australia - Outback (North),2014,6507
Male,30-34,Western Australia - Outback (North),2015,6426
Male,30-34,Western Australia - Outback (North),2016,6286
Male,30-34,Western Australia - Outback (North),2017,6082
Male,30-34,Western Australia - Outback (North),2018,5890
Male,30-34,Western Australia - Outback (North),2019,5680
Male,30-34,Western Australia - Outback (North),2020,5516
Male,30-34,Western Australia - Outback (North),2021,5296
Male,30-34,Western Australia - Outback (North),2022,5323
Total,40-44,Perth - South East,2012,33195
Total,40-44,Perth - South East,2013,33715
Total,40-44,Perth - South East,2014,33821
Total,40-44,Perth - South East,2015,33899
Total,40-44,Perth - South East,2016,33514
Total,40-44,Perth - South East,2017,33451
Total,40-44,Perth - South East,2018,34051
Total,40-44,Perth - South East,2019,35095
Total,40-44,Perth - South East,2020,36502
Total,40-44,Perth - South East,2021,38222
Total,40-44,Perth - South East,2022,40045
Male,20-24,Western Australia - Outback (North),2012,4501
Male,20-24,Western Australia - Outback (North),2013,4135
Male,20-24,Western Australia - Outback (North),2014,3777
Male,20-24,Western Australia - Outback (North),2015,3539
Male,20-24,Western Australia - Outback (North),2016,3333
Male,20-24,Western Australia - Outback (North),2017,3269
Male,20-24,Western Australia - Outback (North),2018,3222
Male,20-24,Western Australia - Outback (North),2019,3210
Male,20-24,Western Australia - Outback (North),2020,3176
Male,20-24,Western Australia - Outback (North),2021,3061
Male,20-24,Western Australia - Outback (North),2022,2935
Female,15-19,Mandurah,2012,2812
Female,15-19,Mandurah,2013,2863
Female,15-19,Mandurah,2014,2893
Female,15-19,Mandurah,2015,2949
Female,15-19,Mandurah,2016,2974
Female,15-19,Mandurah,2017,2967
Female,15-19,Mandurah,2018,2941
Female,15-19,Mandurah,2019,2955
Female,15-19,Mandurah,2020,2967
Female,15-19,Mandurah,2021,3050
Female,15-19,Mandurah,2022,3267
Male,15-19,Perth - North East,2012,8367
Male,15-19,Perth - North East,2013,8481
Male,15-19,Perth - North East,2014,8448
Male,15-19,Perth - North East,2015,8358
Male,15-19,Perth - North East,2016,8335
Male,15-19,Perth - North East,2017,8308
Male,15-19,Perth - North East,2018,8361
Male,15-19,Perth - North East,2019,8496
Male,15-19,Perth - North East,2020,8622
Male,15-19,Perth - North East,2021,8621
Male,15-19,Perth - North East,2022,9015
Total,25-29,Western Australia - Outback (South),2012,9773
Total,25-29,Western Australia - Outback (South),2013,9820
Total,25-29,Western Australia - Outback (South),2014,9564
Total,25-29,Western Australia - Outback (South),2015,9203
Total,25-29,Western Australia - Outback (South),2016,8855
Total,25-29,Western Australia - Outback (South),2017,8697
Total,25-29,Western Australia - Outback (South),2018,8512
Total,25-29,Western Australia - Outback (South),2019,8315
Total,25-29,Western Australia - Outback (South),2020,8307
Total,25-29,Western Australia - Outback (South),2021,8403
Total,25-29,Western Australia - Outback (South),2022,8247
Male,45-49,Western Australia - Outback (South),2012,4833
Male,45-49,Western Australia - Outback (South),2013,4866
Male,45-49,Western Australia - Outback (South),2014,4754
Male,45-49,Western Australia - Outback (South),2015,4652
Male,45-49,Western Australia - Outback (South),2016,4554
Male,45-49,Western Australia - Outback (South),2017,4683
Male,45-49,Western Australia - Outback (South),2018,4604
Male,45-49,Western Australia - Outback (South),2019,4448
Male,45-49,Western Australia - Outback (South),2020,4359
Male,45-49,Western Australia - Outback (South),2021,4333
Male,45-49,Western Australia - Outback (South),2022,4126
Male,15-19,Bunbury,2012,5556
Male,15-19,Bunbury,2013,5481
Male,15-19,Bunbury,2014,5515
Male,15-19,Bunbury,2015,5555
Male,15-19,Bunbury,2016,5687
Male,15-19,Bunbury,2017,5676
Male,15-19,Bunbury,2018,5677
Male,15-19,Bunbury,2019,5686
Male,15-19,Bunbury,2020,5706
Male,15-19,Bunbury,2021,5797
Male,15-19,Bunbury,2022,6178
Male,60-64,Perth - South East,2012,12016
Male,60-64,Perth - South East,2013,11961
Male,60-64,Perth - South East,2014,11966
Male,60-64,Perth - South East,2015,12035
Male,60-64,Perth - South East,2016,12141
Male,60-64,Perth - South East,2017,12140
Male,60-64,Perth - South East,2018,12310
Male,60-64,Perth - South East,2019,12653
Male,60-64,Perth - South East,2020,13130
Male,60-64,Perth - South East,2021,13451
Male,60-64,Perth - South East,2022,13703
Male,80-84,Bunbury,2012,1329
Male,80-84,Bunbury,2013,1341
Male,80-84,Bunbury,2014,1369
Male,80-84,Bunbury,2015,1427
Male,80-84,Bunbury,2016,1476
Male,80-84,Bunbury,2017,1556
Male,80-84,Bunbury,2018,1663
Male,80-84,Bunbury,2019,1842
Male,80-84,Bunbury,2020,2002
Male,80-84,Bunbury,2021,2166
Male,80-84,Bunbury,2022,2285
Female,30-34,Western Australia - Outback (North),2012,4165
Female,30-34,Western Australia - Outback (North),2013,4360
Female,30-34,Western Australia - Outback (North),2014,4460
Female,30-34,Western Australia - Outback (North),2015,4580
Female,30-34,Western Australia - Outback (North),2016,4738
Female,30-34,Western Australia - Outback (North),2017,4810
Female,30-34,Western Australia - Outback (North),2018,4842
Female,30-34,Western Australia - Outback (North),2019,4876
Female,30-34,Western Australia - Outback (North),2020,4904
Female,30-34,Western Australia - Outback (North),2021,4861
Female,30-34,Western Australia - Outback (North),2022,4806
