SOS_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
SOS50,978179,1027301,2005481,64648,61180,125835,134627,127708,262338,60713,58103,118813,63523,62845,126375,138475,148949,287428,140711,149730,290440,124118,132138,256255,106670,115861,222529,83955,93356,177310,45355,52848,98207,15374,24582,39957,2636,2568,5203,957500,1006434,1963937,20678,20866,41544,19025,19405,38432,480,407,892,487,489,976,19995,20307,40300,587114,604198,1191319,349655,381803,731454,726344,751917,1478263,204703,229653,434358,815811,853688,1669498,18688,17393,36084,127640,121106,248750,46802,47043,93848,25125,28016,53143,31902,51689,83593,462814,514348,977167,72408,72690,145091,144706,146044,290751,32273,31594,63863,19085,23054,42140,5428,6915,12345
SOS51,200300,199476,399776,12814,11974,24782,28257,26688,54946,11570,10774,22341,10267,9654,19925,25995,26791,52783,26902,27075,53975,26243,25763,52008,25084,25011,50096,20197,20555,40752,10005,10709,20711,2966,4481,7447,750,458,1208,184770,190783,375551,15529,8690,24220,13250,13607,26861,300,273,571,416,411,832,13971,14289,28259,141843,141918,283761,37553,40412,77967,161497,163981,325477,16260,17742,34009,163509,166375,329880,3154,2993,6147,25251,23851,49095,7097,7043,14135,1382,1850,3235,3449,7698,11147,62848,74891,137740,18984,18814,37800,42626,38106,80737,9289,7688,16971,5152,4542,9697,816,669,1485
SOS52,33998,31926,65920,1935,1809,3752,4007,3776,7782,1595,1533,3128,1605,1551,3154,4051,3946,8001,4001,3816,7821,4429,3953,8375,5112,4860,9975,4676,4157,8829,2080,1914,3999,496,616,1114,84,115,194,30043,30061,60102,3956,1865,5821,5229,5620,10846,23,30,57,40,51,84,5289,5700,10991,24147,22923,47070,5057,5161,10218,25842,24348,50192,3463,3906,7369,27539,26364,53901,400,387,784,3458,3250,6705,756,791,1549,128,161,288,343,836,1179,9155,10298,19454,2953,3046,5994,8059,6854,14915,1829,1483,3309,1384,990,2378,140,149,290
SOS53,118008,84308,202315,3965,3652,7622,10455,9669,20119,4807,4197,8998,5940,3843,9785,16591,9515,26105,18116,10697,28811,19874,13079,32959,19251,14508,33753,13287,10535,23823,4877,3797,8679,840,818,1662,503,262,774,79085,75458,154547,38922,8845,47766,5315,3619,8936,80,32,105,129,44,171,5522,3699,9216,74820,58311,133126,21289,16470,37753,85767,69283,155050,7532,5845,13374,86545,70037,156579,925,899,1827,9344,8657,18000,2937,2804,5746,741,771,1508,1448,2500,3949,38750,35094,73847,10322,7637,17962,25123,15291,40411,4600,2780,7377,2491,1422,3914,472,186,652
SOS57,3003,413,3413,0,0,0,0,4,3,14,8,19,81,37,121,459,94,549,945,55,999,896,57,951,473,86,560,119,61,178,15,17,32,0,3,3,143,16,164,24,15,37,2981,399,3380,40,6,44,0,0,0,0,0,0,39,6,48,1000,174,1179,618,97,717,1404,244,1654,208,22,233,1373,231,1606,0,0,0,0,0,0,0,5,5,10,4,10,63,9,68,944,198,1141,246,22,272,366,40,402,32,6,38,4,0,4,4,0,0
