SOS_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
SOS50,27152,4528,361,194,25685,2727,63,60713,22521,9476,1137,479,26108,3606,190,63523,40964,36428,6237,2696,42747,8849,548,138475,36633,46803,11637,4976,32548,7721,388,140711,33283,42249,9888,4070,28253,5996,372,124118,27197,34776,8752,3869,27114,4557,397,106670,15633,25144,10166,4994,24102,3573,342,83955,6915,10898,5373,3221,15799,3028,118,45355,1986,2485,1159,831,6931,1959,28,15374,212289,212785,54711,25345,229301,42015,2453,778901,26972,6427,666,297,21079,2595,67,58103,22104,14686,2728,1670,18387,3094,187,62845,28409,45226,17203,19840,30130,7666,478,148949,16245,45788,29030,30106,21850,6468,242,149730,15338,47387,26804,18352,18988,5004,262,132138,13469,38889,22657,15421,20933,3978,513,115861,7457,22589,19568,16442,23008,3848,446,93356,4569,10039,8571,8067,17427,4035,140,52848,2626,3332,1822,1350,11890,3516,45,24582,137190,234364,129052,111535,183693,40201,2380,838412,54126,10953,1028,494,46762,5324,129,118813,44619,24159,3868,2148,44494,6700,379,126375,69373,81656,23438,22537,72880,16519,1024,287428,52878,92594,40669,35081,54405,14188,632,290440,48629,89634,36698,22423,47243,10998,635,256255
SOS51,4676,932,89,51,4618,1192,14,11570,3121,1647,284,101,3710,1264,130,10267,6732,6534,1282,650,6792,3736,264,25995,6357,8179,2161,1027,5350,3699,128,26902,6255,8003,1913,841,5782,3389,64,26243,5710,7231,2001,957,6241,2885,69,25084,3478,5406,2322,1423,5742,1786,39,20197,1444,2240,1156,829,3334,985,19,10005,375,427,251,210,1248,456,7,2966,38155,40584,11466,6092,42805,19400,729,159227,4622,1353,157,76,3517,1047,12,10774,2375,2595,611,507,2451,1055,62,9654,3818,7515,3481,4658,4320,2829,165,26791,2464,8250,5208,5497,3143,2476,32,27075,2971,9189,4809,3133,3423,2205,32,25763,2709,7856,4679,3289,4411,2005,56,25011,1548,4569,4152,3842,4789,1600,57,20555,890,1827,1683,1799,3386,1114,14,10709,446,570,352,303,2044,750,7,4481,21842,43743,25132,23116,31465,15075,441,160814,9298,2288,241,121,8132,2236,20,22341,5492,4242,898,613,6162,2322,193,19925,10548,14049,4765,5311,11107,6561,432,52783,8822,16423,7373,6528,8485,6180,170,53975,9228,17195,6722,3976,9202,5594,89,52008
SOS52,591,182,38,18,556,217,0,1595,466,295,62,34,507,219,20,1605,997,919,248,131,1008,710,44,4051,965,1066,318,191,765,689,11,4001,977,1176,339,187,961,776,0,4429,1122,1323,416,228,1306,713,3,5112,771,1110,507,377,1293,617,8,4676,270,408,237,198,674,299,0,2080,59,72,39,39,213,81,0,496,6229,6544,2201,1398,7280,4320,81,28053,565,266,62,25,398,214,4,1533,357,402,145,99,340,191,20,1551,594,1015,538,697,567,486,54,3946,424,1026,719,772,404,452,14,3816,483,1318,670,490,536,438,11,3953,566,1430,823,679,806,560,3,4860,283,851,766,841,913,493,5,4157,132,297,276,373,541,291,0,1914,59,78,48,53,273,102,0,616,3469,6669,4054,4022,4773,3232,114,26339,1153,442,104,39,959,430,4,3128,821,695,207,132,850,416,31,3154,1595,1937,786,823,1572,1195,91,8001,1395,2093,1040,962,1163,1139,28,7821,1461,2496,1009,686,1496,1213,16,8375
SOS53,2001,457,63,30,1686,561,3,4807,1511,749,132,55,1881,1553,59,5940,3050,2732,612,351,4208,5466,174,16591,3147,3907,1111,600,3761,5487,100,18116,3690,4727,1301,699,4429,4969,64,19874,3706,4789,1476,908,4724,3594,48,19251,2322,3350,1571,1136,3364,1515,28,13287,751,1027,591,521,1431,555,5,4877,126,174,77,62,313,91,0,840,20302,21908,6936,4372,25800,23794,483,103590,1876,531,89,22,1195,471,3,4197,1052,833,207,138,936,630,47,3843,1420,2331,1063,1530,1505,1554,113,9515,932,2963,2185,2363,895,1332,28,10697,1212,4238,2730,1977,1403,1506,12,13079,1313,4390,3092,2446,1884,1363,22,14508,728,2214,2255,2422,1937,962,14,10535,291,675,699,814,923,396,0,3797,118,151,87,77,308,76,4,818,8939,18322,12407,11791,10985,8286,251,70987,3883,995,147,61,2876,1036,7,8998,2562,1577,338,194,2823,2183,111,9785,4468,5062,1675,1881,5713,7018,290,26105,4082,6872,3298,2958,4659,6820,126,28811,4902,8961,4036,2680,5831,6474,74,32959
SOS57,0,0,0,0,8,7,0,14,7,0,0,0,41,28,0,81,25,32,5,4,172,193,24,459,56,63,22,24,332,413,37,945,43,41,16,14,342,376,53,896,34,30,9,6,178,195,24,473,7,15,0,0,51,35,0,119,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,181,178,61,46,1129,1255,143,3002,0,0,0,0,3,3,0,8,6,0,0,0,17,15,0,37,10,5,3,5,36,28,3,94,3,6,3,0,18,20,7,55,5,9,0,0,25,23,0,57,10,15,3,7,23,29,3,86,4,12,5,7,12,14,0,61,0,3,0,0,4,5,0,17,0,0,0,0,0,0,4,3,41,56,17,19,140,122,16,405,0,0,0,0,7,10,0,19,13,0,0,3,61,43,0,121,35,35,8,7,209,224,33,549,58,72,27,21,349,429,37,999,46,48,19,14,364,394,61,951
