SOS_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SOS50,64,15,14,17,60540,60648,1234,81,43,32,61946,63332,40033,1900,1940,118,93945,137925,85145,5129,7332,204,42503,140322,78665,6171,12832,696,25387,123749,69407,4806,15605,1606,14851,106272,58504,3215,12414,3327,6152,83614,32378,1288,5027,4585,1956,45232,8983,269,955,4667,476,15345,1250,83,177,72,869,2453,375668,22954,56329,15322,308629,778901,69,21,10,21,57922,58036,2864,204,79,34,59475,62657,57789,3626,3452,195,83410,148478,93918,7196,10976,821,36574,149485,81521,7636,19109,2157,21453,131874,69671,5693,22922,5609,11454,115347,53623,3270,18352,12815,4853,92912,24045,1021,7660,18304,1673,52702,4699,170,1755,17290,627,24539,1042,60,169,380,735,2380,389246,28895,84490,57610,278163,838412,134,32,24,37,118461,118685,4097,283,126,61,121420,125988,97819,5529,5389,312,177350,286403,179063,12331,18305,1029,79080,289808,160182,13805,31940,2852,46842,255624,139080,10496,38521,7206,26310,221618,112129,6483,30761,16142,11012,176529,56423,2311,12695,22890,3621,97942,13679,438,2710,21958,1101,39885,2292,146,344,455,1600,4837,764914,51847,140821,72933,586797,1617314
SOS51,22,3,3,3,11525,11558,292,29,3,10,9804,10134,7028,404,371,23,17906,25733,14330,1203,1473,66,9695,26771,14672,1572,2971,167,6797,26182,15198,1254,4034,468,4066,25018,13648,882,3220,935,1471,20161,7012,291,1111,1149,426,9988,1684,45,195,938,96,2961,271,22,30,14,391,729,74155,5711,13410,3771,62177,159227,20,0,3,4,10731,10769,489,43,7,9,9044,9598,9172,714,620,65,16049,26622,14840,1532,2025,202,8428,27038,14147,1682,3803,500,5603,25734,14521,1328,4974,1227,2905,24947,12350,764,3644,2763,973,20502,5099,202,1313,3802,272,10695,891,40,286,3166,93,4476,123,12,30,34,242,441,71655,6308,16710,11789,54352,160814,43,6,11,6,22260,22321,785,72,12,19,18851,19729,16200,1115,989,90,33960,52349,29172,2739,3499,267,18124,53805,28825,3254,6769,668,12390,51916,29713,2584,9008,1700,6968,49969,26002,1649,6863,3703,2447,40660,12111,489,2427,4953,701,20677,2576,79,482,4107,187,7433,393,33,61,43,639,1167,145812,12020,30117,15563,116528,320040
SOS52,20,0,0,4,1563,1595,113,4,3,6,1468,1588,1063,71,57,4,2820,4014,1981,182,205,10,1621,3992,2225,244,468,42,1448,4426,2815,322,838,107,1022,5113,2926,205,836,244,459,4669,1347,87,289,234,128,2080,290,7,29,145,21,496,20,0,4,0,53,81,12791,1129,2733,799,10603,28053,30,0,0,0,1497,1532,141,14,9,4,1373,1532,1238,92,68,17,2476,3890,1857,205,231,46,1446,3800,1968,273,534,90,1082,3940,2746,272,843,289,696,4851,2536,145,665,553,242,4149,960,40,218,636,61,1914,132,8,42,430,12,613,18,3,4,7,76,114,11631,1062,2621,2070,8964,26339,52,0,0,4,3062,3122,254,18,10,6,2834,3119,2301,169,126,18,5296,7910,3838,391,439,55,3067,7789,4191,518,994,135,2528,8361,5564,595,1686,399,1721,9967,5469,353,1503,800,698,8821,2305,122,507,874,186,3999,415,17,71,578,31,1111,39,6,10,7,136,195,24419,2187,5349,2864,19569,54391
SOS53,19,4,8,3,4774,4805,194,7,3,9,5673,5878,4310,239,272,19,11573,16417,9860,692,1077,26,6358,18019,12003,1043,2223,106,4433,19811,12578,972,2794,315,2541,19205,9422,532,1970,488,854,13265,3557,163,530,457,166,4870,505,17,56,225,40,842,170,12,30,4,266,483,52621,3681,8968,1643,36681,103590,19,3,0,0,4167,4189,155,17,0,4,3622,3795,3039,157,194,20,5993,9400,6553,388,647,55,3022,10667,8364,604,1559,203,2337,13071,10105,520,2082,510,1265,14487,7719,236,1286,953,329,10520,2293,52,373,1001,77,3798,216,8,48,531,17,820,45,5,13,9,174,251,38502,1998,6193,3288,21008,70987,39,4,8,6,8939,8990,343,27,7,7,9291,9679,7352,396,461,36,17567,25814,16417,1080,1721,85,9383,28684,20376,1650,3781,307,6772,32883,22689,1497,4874,819,3809,33687,17138,771,3250,1444,1184,23786,5843,215,901,1453,246,8666,720,22,105,758,58,1662,220,17,37,12,438,733,91129,5676,15155,4933,57685,174575
SOS57,0,0,0,0,13,13,0,0,0,0,81,81,116,6,0,0,301,430,528,48,48,3,285,908,565,42,76,3,153,842,314,24,65,3,37,449,91,6,12,4,0,117,8,0,0,0,0,15,0,0,0,0,0,0,95,4,12,0,33,143,1728,131,216,13,908,3002,0,0,0,0,8,8,3,0,0,0,33,36,9,0,0,0,68,89,15,4,5,0,30,49,15,5,11,0,18,60,45,7,19,0,9,77,48,0,6,4,0,61,14,0,0,0,0,17,0,0,0,0,0,0,9,0,3,4,5,16,163,19,40,13,173,405,0,0,0,0,20,20,3,0,0,0,115,116,128,8,3,0,370,518,546,44,48,3,311,957,575,49,87,5,173,896,360,32,84,3,50,533,139,9,18,7,0,176,23,0,0,4,0,32,0,0,0,0,0,0,104,4,16,4,39,164,1892,147,262,29,1085,3410
