SOS_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SOS50,4814,9909,11029,9757,9664,12152,25675,20455,9796,113266,4918,13115,16859,14277,12793,13207,19494,12346,4701,111706,3124,13273,19506,16503,13798,12957,13483,7559,2578,102777,2085,14625,27930,21854,19370,16258,11349,4820,1662,119947,1076,12822,36562,29349,25195,21532,10737,3442,976,141697,430,7586,30911,25654,21564,17098,6953,1867,478,112553,212,4118,27218,25279,21338,16407,5475,1510,530,102081,86,1794,18793,20695,17864,12409,3654,778,224,76293,88,2017,28364,42405,36924,23940,5850,1171,362,141117,24,307,5561,11109,9954,6155,1615,402,121,35244,70,267,5198,17824,20220,12161,3573,1107,316,60731,5548,7112,16518,14157,11520,9218,8571,8438,7547,88634,129,379,1024,632,635,910,788,267,78,4837,118813,126375,287428,290440,256255,222529,177310,98207,39957,1617314
SOS51,979,1031,1908,2009,2038,2964,6057,4291,1751,23032,1301,1673,2832,2904,2680,3035,4503,2550,857,22327,977,2224,3341,3135,3125,2969,3042,1589,447,20846,698,2647,4592,3998,3893,3621,2389,938,291,23060,405,2283,5556,4948,4904,4608,2356,633,132,25815,174,1468,4458,4150,4069,3416,1340,312,70,19456,110,1002,4345,4084,4119,3300,1082,276,117,18428,45,547,3344,3582,3579,2742,782,145,33,14803,50,720,5660,7549,7324,5191,1130,201,48,27862,3,129,1438,2038,1939,1310,301,64,17,7242,22,96,1284,2642,2541,1789,585,185,43,9187,2237,2334,6483,6096,5601,5025,3615,2417,1603,35403,20,193,432,170,89,124,89,35,7,1167,22341,19925,52783,53975,52008,50096,40752,20711,7447,320040
SOS52,123,149,313,343,423,664,1396,894,265,4563,171,196,464,452,442,579,856,396,128,3697,122,255,467,436,415,521,638,261,80,3202,106,305,559,508,588,680,449,160,50,3409,57,271,648,590,690,802,404,128,26,3618,19,204,559,467,539,642,262,60,12,2754,8,115,521,526,508,589,218,67,13,2572,5,83,381,394,457,447,124,17,9,1909,4,106,724,864,914,856,196,29,5,3705,0,12,193,229,225,202,59,8,5,938,0,15,133,282,311,266,102,18,12,1152,481,454,1239,1203,1252,1348,1182,612,210,7975,4,31,91,28,16,7,15,0,0,195,3128,3154,8001,7821,8375,9975,8829,3999,1114,54391
SOS53,411,372,690,756,939,1488,2746,1407,396,9200,539,614,873,1038,1313,1773,2282,974,155,9563,361,780,948,1099,1390,1773,1694,610,105,8759,259,883,1356,1415,1752,2144,1550,487,82,9922,170,897,1862,1760,2352,2714,1472,364,49,11643,84,688,1614,1679,1953,2153,911,218,24,9324,55,492,1670,1770,2222,2112,734,177,30,9250,45,374,1462,1658,2030,1767,517,119,10,7993,39,699,3621,4186,4876,3725,929,143,18,18237,7,107,1125,1517,1555,1104,269,37,8,5732,19,82,960,1939,2259,1585,518,138,22,7519,1086,2230,7092,6866,6663,5225,2679,1055,184,33088,7,111,290,126,74,75,40,12,5,733,8998,9785,26105,28811,32959,33753,23823,8679,1662,174575
SOS57,0,5,4,3,4,3,6,0,0,20,0,0,3,0,7,3,7,5,0,28,0,0,7,4,3,5,5,0,0,31,0,3,11,9,4,8,16,4,0,44,4,13,22,15,16,17,8,3,0,92,0,10,22,13,18,12,16,0,0,99,0,12,27,21,25,16,16,0,0,119,3,10,19,25,29,16,3,0,0,105,0,17,78,141,116,79,9,0,0,449,0,0,26,84,65,33,6,0,0,211,0,0,76,185,196,102,13,0,0,578,8,45,221,433,403,220,56,8,0,1394,0,0,33,37,61,29,0,0,4,164,19,121,549,999,951,560,178,32,3,3410
