SOS_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
SOS50,1589,3755,3995,3723,3104,2394,1095,217,19867,2252,5443,7718,4211,2111,785,150,11,22693,8534,30122,32048,27953,25666,19875,9318,2478,155993,3198,10035,9003,7618,6621,5056,2618,815,44974,609,1680,2065,1884,1498,997,531,156,9418,1689,6269,5868,4924,3688,2338,1183,342,26305,661,2705,2830,2886,3262,2938,1454,374,17110,6314,15420,19801,16351,11812,7979,3415,751,81841,3982,7923,7554,6634,5084,3975,1633,349,37139,2896,4109,3326,1925,1239,959,322,81,14860,1921,4637,4660,3176,2253,1247,590,121,18596,315,152,73,66,66,56,40,12,778,561,1527,1767,1614,1170,747,432,137,7956,6609,9714,9107,7465,5823,4855,4205,2639,50415,41122,103502,109807,90435,73403,54199,26997,8478,507944,2179,4995,5044,3528,2209,1148,382,106,19583,412,2113,2516,1337,850,304,64,7,7603,1058,4042,3929,2274,1437,861,438,278,14314,486,1978,1612,1020,622,277,68,22,6086,583,1525,1621,1043,604,265,59,23,5728,6932,22196,18933,14772,12610,8283,3997,1321,89036,3441,11433,13286,13487,11504,8330,3602,976,66056,8252,25958
SOS51,127,335,424,367,294,304,112,19,1986,273,436,443,245,148,104,20,0,1678,2132,6800,6894,6322,5599,4103,1651,380,33875,726,2223,1943,1583,1617,1222,543,144,9995,271,527,738,699,633,428,230,68,3586,153,657,787,803,744,457,166,46,3816,98,425,653,764,752,702,259,53,3703,577,1205,1705,1627,1422,1102,406,66,8101,410,805,828,777,730,562,211,50,4368,219,306,298,203,178,136,54,10,1404,302,729,858,740,548,274,132,21,3602,56,41,13,5,23,9,9,4,161,99,235,323,334,269,167,71,11,1520,2575,3818,3857,3662,3204,2198,1330,591,21235,8012,18536,19758,18124,16155,11775,5207,1450,99029,144,500,556,377,236,133,32,5,1985,29,118,179,116,93,61,20,0,626,217,622,485,299,190,115,67,35,2030,38,164,173,145,72,40,14,0,646,213,406,481,373,221,80,20,3,1795,1125,3227,2928,2493,2665,1921,846,259,15470,627,2221,2824,2789,2307,1649,627,146,13202,1471,3901
SOS52,15,72,63,61,49,53,25,5,347,22,27,50,28,27,17,0,0,168,252,847,830,843,976,828,287,46,4919,63,252,217,217,240,233,85,12,1323,56,104,143,139,151,111,41,6,763,17,76,88,93,128,85,22,3,516,21,68,66,95,116,130,33,4,527,55,145,136,180,218,157,57,9,966,36,106,117,84,111,119,40,9,609,19,36,37,28,25,31,21,0,185,35,79,82,86,92,64,22,0,459,5,0,6,0,3,0,0,0,11,8,37,49,39,44,30,19,4,221,476,766,778,897,868,751,367,93,4994,1077,2619,2658,2788,3048,2612,1013,195,16000,13,70,61,57,45,27,5,0,274,3,18,17,14,11,7,0,0,76,24,78,58,36,33,21,11,3,262,9,19,23,13,20,11,0,0,88,40,110,112,66,70,32,6,0,418,97,305,321,290,456,351,148,42,2005,81,336,341,360,397,310,97,15,1935,152,406
SOS53,69,333,309,322,284,240,71,7,1643,80,138,148,139,115,61,13,0,700,1179,4126,4328,4377,4271,2674,805,82,21843,291,904,909,891,977,738,233,32,4966,286,465,674,798,688,533,179,29,3657,66,245,277,422,441,284,117,15,1862,33,107,200,293,420,450,103,12,1614,266,510,792,1009,944,672,194,31,4420,193,305,315,342,377,326,109,12,1969,96,187,115,122,93,106,39,6,758,130,276,361,359,272,141,52,4,1593,28,4,9,4,12,4,6,0,66,49,95,158,176,174,107,32,7,798,1986,4810,4930,4833,3661,1680,642,119,22655,4756,12506,13515,14087,12716,8014,2576,366,68542,103,278,329,297,214,128,15,0,1353,10,35,39,57,62,36,3,0,247,104,308,230,197,130,75,30,9,1082,20,86,75,84,64,22,4,0,344,193,331,450,363,291,100,30,4,1764,373,1060,1068,1264,1634,1082,342,67,6899,232,655,1088,1332,1415,1118,270,39,6154,479,1140
SOS57,0,8,10,12,4,0,0,0,40,0,0,4,0,0,0,0,0,11,27,126,271,262,140,20,6,0,849,0,13,27,15,10,4,0,0,74,0,8,7,6,0,4,0,0,24,0,5,13,13,7,0,0,0,38,0,5,0,4,3,0,0,0,17,0,8,17,18,8,7,0,0,64,0,8,6,11,0,3,0,0,30,0,0,0,3,5,0,0,0,10,3,12,19,20,11,0,0,0,67,0,0,3,0,0,0,0,0,0,0,4,7,7,6,0,0,0,39,37,196,422,380,194,44,0,0,1283,75,396,816,754,397,86,7,0,2532,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,16,5,5,3,0,0,0,34,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,10,4,5,0,7,3,3,0,0,21,0,0,3,6,11,9,0,0,25,4,3
