SOS_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
SOS50,12377,11824,24198,12654,12041,24696,12864,12205,25075,13126,12382,25510,13565,12653,26216,64586,61109,125696,13861,12949,26815,13524,12703,26228,13322,12901,26218,13534,12896,26433,13217,12870,26091,67457,64330,131782,13392,12871,26260,13396,12651,26044,13404,12365,25761,13475,12811,26281,13397,12569,25966,67058,63263,130320,12769,12110,24875,12275,11534,23812,12112,11336,23447,11679,11543,23219,11820,11512,23335,60648,58036,118685,12496,12132,24630,12674,12577,25249,12806,12567,25366,12640,12534,25174,12717,12854,25577,63332,62657,125988,13090,13026,26116,13518,13566,27084,13346,13910,27253,13058,14250,27304,13412,14409,27818,66422,69160,135581,13823,15368,29191,14289,15558,29849,14146,16031,30178,14525,16110,30630,14720,16256,30980,71502,79315,150821,14912,16328,31238,15137,16278,31413,14889,16121,31008,14992,15923,30909,14516,15224,29740,74444,79867,154314,14203,15015,29219,13524,14180,27702,12955,13890,26845,12716,13319,26039,12475,13216,25688,65878,69618,135495,12481,13165,25650,12224,13272,25498,12308,13176,25479,12472,13350,25821,13151,13938,27093,62639,66901,129540,13208,14246,27453,12490,13143,25634,12335,13130,25462,11684,12347,24033,11394,12108,23504,61113,64975,126083,11201,11976
SOS51,2388,2212,4601,2487,2417,4897,2651,2346,4992,2611,2473,5086,2667,2528,5191,12805,11970,24774,2824,2682,5507,2834,2626,5469,2860,2693,5557,2836,2687,5531,2843,2733,5573,14206,13428,27634,2843,2627,5469,2830,2706,5535,2721,2609,5332,2872,2652,5527,2767,2653,5420,14040,13248,27284,2643,2548,5194,2492,2304,4791,2423,2258,4679,2102,1919,4021,1902,1743,3643,11558,10769,22321,1915,1649,3559,1918,1797,3711,2016,1903,3915,2090,2067,4161,2201,2180,4382,10134,9598,19729,2279,2284,4561,2452,2465,4913,2424,2586,5012,2489,2587,5082,2568,2599,5166,12219,12523,24736,2744,2753,5498,2640,2835,5475,2688,2822,5513,2737,2807,5538,2710,2887,5593,13513,14104,27618,2823,2897,5727,2726,2935,5659,2769,2838,5611,2819,2868,5683,2691,2773,5465,13836,14313,28143,2751,2654,5401,2599,2604,5204,2550,2582,5130,2569,2440,5009,2469,2443,4914,12936,12725,25662,2563,2434,4992,2463,2522,4988,2506,2544,5049,2681,2509,5188,2844,2769,5612,13052,12777,25830,2862,2847,5706,2544,2575,5117,2603,2591,5194,2519,2574,5096,2602,2370,4974,13127,12953,26085,2520,2424
SOS52,356,333,693,430,350,777,380,354,731,383,377,764,386,391,782,1935,1809,3752,441,376,815,408,385,794,429,400,828,399,409,812,401,353,756,2075,1926,3998,411,383,790,417,374,789,397,383,777,358,367,726,350,340,691,1934,1845,3777,348,364,707,330,316,647,305,272,576,281,282,561,326,307,630,1595,1532,3122,290,262,549,330,272,605,325,334,668,317,322,641,329,337,669,1588,1532,3119,414,369,784,361,372,732,384,351,736,347,419,762,403,343,744,1912,1854,3766,403,387,791,415,442,854,416,406,822,437,399,840,439,402,842,2103,2038,4140,429,397,827,398,413,818,424,410,832,419,386,804,405,405,807,2070,2013,4086,395,394,782,402,351,753,372,360,731,384,353,739,377,333,703,1920,1789,3709,382,346,729,386,345,730,395,342,734,404,350,758,460,387,855,2034,1771,3803,492,432,923,462,453,920,471,467,932,499,426,927,460,390,855,2391,2168,4557,447,457
SOS53,716,628,1348,774,696,1469,768,731,1495,835,756,1592,875,835,1712,3965,3652,7621,918,869,1782,986,903,1891,1010,937,1946,1066,934,1992,1131,961,2091,5105,4606,9715,1137,991,2138,1112,1143,2254,1028,965,1991,958,979,1943,1083,965,2050,5325,5044,10372,997,953,1945,988,883,1872,974,862,1832,923,755,1675,923,741,1662,4805,4189,8990,1012,702,1712,1062,732,1795,1220,790,2008,1251,750,1998,1338,822,2157,5878,3795,9679,1462,822,2286,1458,894,2355,1557,923,2475,1515,896,2407,1612,904,2521,7605,4434,12043,1689,1000,2693,1715,1004,2717,1866,1005,2873,1740,966,2704,1799,987,2788,8808,4961,13771,1966,1078,3044,1778,1020,2795,1890,1042,2934,1804,1065,2867,1862,1087,2949,9297,5295,14593,1851,1143,2989,1661,1047,2705,1800,1114,2913,1705,1035,2745,1705,1034,2737,8716,5377,14091,1762,1132,2897,1882,1220,3101,1861,1162,3024,2036,1233,3271,1955,1402,3360,9486,6159,15642,2271,1374,3644,2097,1364,3465,2088,1390,3473,2028,1405,3434,1836,1382,3222,10322,6913,17237,2002,1408
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,4,3,8,6,4,12,13,8,20,0,5,8,20,4,21,21,14,34,28,4,36,14,6,23,81,36,116,27,8,35,26,4,29,24,7,33,34,9,45,39,15,48,152,43,196,35,11,44,57,11,71,56,10,65,62,9,65,63,5,74,283,40,327,86,11,90,75,10,82,94,8,109,108,0,108,78,3,85,441,29,470,105,5,107,90,4,97,108,0,111,98,3,96,66,9,74,465,24,483,90,3,90,83,4,88,86,5,95,80,3,83,83,6,89,418,23,440,100,8,110,86,6,96,85,3,89,68,6,79,74,13,85,418,36,453,79,0
