SOS_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SOS50,168388,96430,104506,104108,84169,61022,35324,13435,3295,670680,16166,16335,19638,21631,23398,26439,25980,14348,4620,168551,890,1715,2675,3624,5338,8055,11132,8214,2977,44623,40,131,311,706,1649,3694,6335,6178,2699,21736,17094,18179,22618,25959,30382,38190,43445,28739,10301,234910,13612,9373,10802,10258,9192,7058,4841,3055,1754,69954,199098,123984,137925,140322,123749,106272,83614,45232,15345,975547,163140,86118,105260,106080,85329,63702,39679,14936,4616,668864,11905,22118,26979,26602,27499,29245,28282,17667,7709,198015,773,3614,5620,6126,7808,10464,12510,9503,4991,61400,47,287,696,1395,2836,5180,7186,6652,4360,28628,12724,26014,33295,34123,38139,44885,47981,33816,17058,288046,12838,8559,9914,9281,8407,6761,5251,3953,2858,67830,188700,120692,148478,149485,131874,115347,92912,52702,24539,1024731,331532,182548,209769,210183,169498,124722,75005,28377,7915,1339542,28074,38451,46610,48232,50896,55687,54265,32013,12334,366565,1664,5329,8293,9751,13148,18519,23640,17720,7971,106032,82,419,1002,2100,4480,8870,13523,12828,7060,50365,29815,44198,55911,60079,68528,83077,91431,62561,27363,522954,26452,17936,20717,19540,17602,13822,10093,7008,4614,137776
SOS51,32169,15422,17530,17656,15957,12659,7960,2796,618,122776,3721,2872,3397,4024,4580,5944,5893,3030,879,34332,198,327,526,652,1216,1947,2654,1781,576,9882,10,25,88,161,385,997,1567,1346,539,5122,3928,3226,4014,4830,6176,8891,10121,6162,1994,49340,4947,3043,4188,4286,4048,3473,2083,1030,348,27430,41048,21690,25733,26771,26182,25018,20161,9988,2961,199548,31243,13460,17078,17258,14854,12506,8024,2975,770,118156,2606,3650,5059,5048,5507,6071,6082,3453,1329,38812,182,651,1079,1314,1805,2393,2766,1871,942,13011,9,60,139,362,756,1359,1699,1340,860,6586,2798,4364,6288,6731,8065,9825,10548,6663,3129,58411,4604,2537,3261,3049,2820,2613,1930,1055,581,22443,38639,20360,26622,27038,25734,24947,20502,10695,4476,199016,63414,28882,34613,34911,30805,25167,15981,5767,1387,240930,6330,6519,8465,9076,10082,12018,11976,6484,2207,73148,373,984,1611,1968,3014,4345,5424,3654,1520,22898,23,86,229,524,1137,2358,3271,2689,1396,11710,6727,7584,10295,11563,14238,18711,20671,12827,5120,107750,9553,5584,7444,7331,6868,6083,4010,2086,923,49877
SOS52,4559,2319,2679,2461,2527,2461,1696,556,119,19376,478,365,477,619,776,1193,1293,621,155,5985,27,42,75,124,195,411,616,353,92,1943,0,6,8,30,70,212,427,272,66,1089,508,414,559,773,1048,1819,2338,1242,316,9017,873,450,775,763,858,827,640,281,62,5525,5943,3187,4014,3992,4426,5113,4669,2080,496,33918,4369,2113,2566,2340,2152,2267,1488,551,133,17988,306,469,616,697,842,1172,1166,589,186,6045,17,61,130,211,313,481,586,294,105,2202,0,6,22,57,141,288,365,207,98,1182,325,540,775,961,1291,1943,2119,1088,392,9424,890,413,553,498,494,638,538,276,89,4395,5587,3062,3890,3800,3940,4851,4149,1914,613,31810,8931,4433,5242,4802,4677,4735,3179,1105,256,37364,787,831,1095,1313,1618,2361,2462,1219,340,12029,46,105,207,335,503,897,1203,647,203,4140,0,11,31,88,207,501,797,474,165,2273,830,951,1331,1730,2332,3766,4454,2338,706,18444,1765,865,1327,1254,1349,1468,1178,556,153,9920
SOS53,11575,7269,9146,10071,10967,9817,5588,1604,234,66270,1150,1038,1451,1950,2784,3883,3747,1448,255,17710,53,101,161,282,573,1140,1515,778,150,4753,4,17,20,48,165,440,696,477,105,1971,1206,1160,1630,2280,3525,5457,5962,2707,510,24429,1611,2257,5641,5670,5320,3933,1719,559,99,26806,14398,10683,16417,18019,19811,19205,13265,4870,842,117502,11005,5413,5970,6811,7842,7727,4474,1202,199,50642,779,1160,1467,1858,2481,3472,3032,1202,286,15730,43,191,251,405,700,1157,1250,580,158,4739,0,15,32,76,246,447,602,383,110,1913,823,1368,1750,2334,3430,5076,4887,2165,549,22383,1486,1205,1678,1522,1794,1676,1159,430,73,11018,13308,7985,9400,10667,13071,14487,10520,3798,820,84045,22581,12678,15118,16879,18810,17539,10063,2806,432,116906,1928,2203,2914,3803,5263,7356,6776,2651,536,33434,94,290,416,688,1278,2296,2764,1358,306,9491,7,31,55,125,409,891,1298,856,215,3883,2027,2524,3385,4613,6951,10538,10843,4867,1057,46815,3091,3462,7313,7191,7115,5607,2881,991,168,37824
SOS57,0,58,206,427,380,184,41,0,0,1305,0,0,31,57,68,52,27,7,0,232,0,0,6,5,7,15,11,0,0,44,0,0,0,0,0,8,0,0,0,9,0,0,31,63,80,69,38,7,0,287,0,35,194,417,379,197,41,0,0,1268,0,91,430,908,842,449,117,15,0,2856,3,21,43,24,29,49,24,9,0,201,0,8,12,4,4,8,18,4,0,55,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,8,12,4,4,7,22,3,0,67,0,12,29,20,23,26,13,5,0,127,4,39,89,49,60,77,61,17,0,395,3,80,249,453,414,233,64,12,0,1503,0,4,41,64,72,56,47,9,0,292,0,0,3,5,7,18,13,0,0,53,0,0,0,0,0,8,0,0,0,12,0,4,45,73,80,74,57,17,0,350,0,51,220,435,397,221,57,6,0,1396
