SOS_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SOS50,34123,50371,115401,116105,104897,74284,18029,1551,108,514862,21896,9693,26423,27737,22646,37635,71486,47465,21131,286120,2014,2599,6647,5648,4331,3433,3392,3688,3299,35048,58036,62657,148478,149485,131874,115347,92912,52702,24539,836033,9125,42190,146267,151666,138740,91505,16996,1010,50,597549,43433,46428,62067,67443,56307,48695,21688,3177,201,349444,1792,2819,11299,8778,6067,6549,2019,237,24,39585,837,2065,4559,3203,2431,1538,497,171,63,15375,55182,93507,224191,231089,203550,148292,41198,4597,334,1001946,2214,4235,6890,5617,5520,4306,650,44,3,29481,9190,3988,4289,3702,2887,2756,932,88,8,27840,11405,8222,11181,9316,8410,7061,1585,133,11,57316,66589,101731,235374,240404,211963,155352,42783,4724,346,1059262,47982,18823,37485,37542,34307,58940,127201,86803,34409,483491,4116,5439,13546,11859,9354,7324,6544,6413,5130,69726,118685,125988,286403,289808,255624,221618,176529,97942,39885,1612479
SOS51,6410,6935,18561,20216,19771,14972,3677,347,20,90911,3525,1680,5390,4497,3909,8083,15325,9305,3752,55475,828,980,2673,2315,2059,1897,1501,1042,694,13990,10769,9598,26622,27038,25734,24947,20502,10695,4476,160377,3210,8784,24738,25943,26285,18824,3639,229,6,111671,7372,3881,9431,11599,10180,9513,4124,593,38,56727,450,655,2395,2011,2002,2361,764,103,7,10751,261,372,841,667,552,391,128,64,16,3294,11292,13692,37405,40221,39013,31089,8654,994,73,182442,536,689,1013,823,862,690,95,5,0,4705,982,353,566,549,462,517,152,17,5,3601,1513,1039,1578,1370,1326,1205,250,16,4,8310,12812,14734,38986,41589,40342,32290,8902,1007,79,190748,7668,2910,7536,6698,6448,13137,28594,17703,6243,96934,1846,2089,5822,5514,5120,4540,3169,1963,1114,31185,22321,19729,52349,53805,51916,49969,40660,20677,7433,318870
SOS52,614,832,2294,2426,2605,2578,691,88,5,12141,759,513,1124,931,917,1741,2981,1565,509,11036,153,184,473,439,419,540,473,261,103,3049,1532,1532,3890,3800,3940,4851,4149,1914,613,26222,402,1066,3124,3036,3559,3227,795,83,4,15296,558,490,1126,1375,1323,1605,698,134,8,7310,59,81,346,330,329,542,180,26,0,1899,55,62,155,117,114,120,38,14,6,686,1077,1699,4747,4858,5323,5483,1716,258,26,25180,83,132,210,193,185,168,32,0,0,1002,88,49,97,110,84,97,34,4,0,571,169,183,308,300,272,264,70,8,0,1570,1244,1874,5058,5157,5592,5750,1778,265,24,26749,1568,848,1694,1519,1602,2970,5993,3180,907,20289,306,395,1157,1115,1165,1244,1044,547,180,7163,3122,3119,7910,7789,8361,9967,8821,3999,1111,54193
SOS53,2258,2702,6216,7692,9669,8863,2695,411,24,40534,1570,489,1686,1701,1955,4329,6921,2989,716,22357,366,604,1500,1279,1443,1292,903,391,75,7844,4189,3795,9400,10667,13071,14487,10520,3798,820,70735,1440,4250,11445,12726,15680,12919,3484,581,58,62578,2478,1555,3028,4664,5325,5818,2943,653,67,26525,195,338,1252,1385,1593,1946,580,51,5,7351,138,163,326,350,379,334,181,97,22,1981,4258,6316,16051,19113,22971,21014,7188,1373,147,98440,155,189,305,296,336,341,65,0,0,1684,298,103,131,148,177,208,85,4,0,1160,451,286,437,445,524,542,151,8,0,2840,4715,6602,16492,19563,23490,21559,7335,1381,152,101279,3480,1222,3465,3415,3595,7558,14201,6428,1344,44712,795,1853,5864,5711,5796,4568,2249,854,164,27852,8990,9679,25814,28684,32883,33687,23786,8666,1662,173841
SOS57,7,21,54,28,32,29,5,5,0,190,0,0,0,0,6,24,36,11,0,81,3,15,28,20,23,24,12,5,0,123,8,36,89,49,60,77,61,17,0,392,12,74,263,456,430,220,25,6,0,1478,0,0,15,24,15,15,7,0,0,77,0,0,18,29,37,30,9,5,0,120,0,3,5,6,3,4,0,0,0,20,10,71,297,516,486,267,40,8,0,1697,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,5,0,0,0,7,8,76,301,517,488,269,40,8,0,1711,0,0,4,7,10,45,86,21,0,165,6,43,219,425,390,221,49,6,0,1367,20,116,518,957,896,533,176,32,0,3249
