SOS_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SOS50,11518,1352,482,9,5,13366,3817,456,173,4,0,4449,3413,451,216,0,0,4086,6066,934,404,12,3,7417,8869,1353,663,15,3,10904,32558,4929,2230,11,19,39746,48708,5862,2295,19,27,56913,69203,5875,1949,17,51,77094,31821,2341,785,7,20,34969,25293,1980,708,5,8,27990,20009,1281,498,10,11,21806,15488,1428,530,6,14,17461,276766,28235,10926,109,159,316201
SOS51,1778,80,9,15,5,1893,914,55,7,6,0,982,852,60,9,5,5,936,1846,113,18,20,6,1992,2660,155,18,24,0,2860,8320,397,36,22,6,8788,9642,263,25,23,13,9970,9938,243,19,35,11,10242,3531,72,3,11,3,3628,2490,61,5,15,3,2572,1454,54,10,14,8,1527,2460,93,10,22,4,2595,45889,1650,165,206,72,47975
SOS52,312,4,0,12,3,328,258,0,0,3,0,265,278,0,0,5,0,285,458,3,0,3,0,471,495,8,0,9,0,507,1095,7,4,13,0,1125,899,3,0,14,0,915,820,0,5,11,0,841,329,3,0,6,0,339,222,0,0,4,0,227,157,0,0,4,4,162,349,0,6,8,0,364,5674,42,17,83,9,5824
SOS53,1264,6,0,27,13,1314,375,0,0,12,0,392,322,5,0,11,3,341,525,8,0,18,10,552,629,3,0,26,3,665,1996,16,5,47,13,2071,2132,14,4,44,14,2203,3317,22,5,38,21,3401,1928,10,0,23,9,1974,2011,17,0,19,10,2057,1461,7,3,26,26,1522,1173,5,0,28,5,1213,17137,106,24,310,122,17706
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
