SOS_CODE_2021,F_Mgmt_Cmrce_35_44_yr,F_Mgmt_Cmrce_45_54_yr,F_Mgmt_Cmrce_55_64_yr,F_Mgmt_Cmrce_65_74_yr,F_Mgmt_Cmrce_75_84_yr,F_Mgmt_Cmrce_85_yr_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24_yr,F_FoodHos_PsnlSvcs_25_34_yr,F_FoodHos_PsnlSvcs_35_44_yr,F_FoodHos_PsnlSvcs_45_54_yr,F_FoodHos_PsnlSvcs_55_64_yr,F_FoodHos_PsnlSvcs_65_74_yr,F_FoodHos_PsnlSvcs_75_84_ye,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24_yr,F_Mix_Fld_Prog_25_34_yr,F_Mix_Fld_Prog_35_44_yr,F_Mix_Fld_Prog_45_54_yr,F_Mix_Fld_Prog_55_64_yr,F_Mix_Fld_Prog_65_74_yr,F_Mix_Fld_Prog_75_84_yr,F_Mix_Fld_Prog_85_yr_over,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85_over,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24_yr,P_Nat_Phy_Sci_25_34_yr,P_Nat_Phy_Sci_35_44_yr,P_Nat_Phy_Sci_45_54_yr,P_Nat_Phy_Sci_55_64_yr,P_Nat_Phy_Sci_65_74_yr,P_Nat_Phy_Sci_75_84_yr,P_Nat_Phy_Sci_85_yr_over,P_Nat_Phy_Sci_Tot,P_IT_15_24_yr,P_IT_25_34_yr,P_IT_35_44_yr,P_IT_45_54_yr,P_IT_55_64_yr,P_IT_65_74_yr,P_IT_75_84_yr,P_IT_85_yr_over,P_IT_Tot,P_Egnr_rel_Tech_15_24_yr,P_Egnr_rel_Tech_25_34_yr,P_Egnr_rel_Tech_35_44_yr,P_Egnr_rel_Tech_45_54_yr,P_Egnr_rel_Tech_55_64_yr,P_Egnr_rel_Tech_65_74_yr,P_Egnr_rel_Tech_75_84_yr,P_Egnr_rel_Tech_85_yr_over,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24_yr,P_Arc_Bld_25_34_yr,P_Arc_Bld_35_44_yr,P_Arc_Bld_45_54_yr,P_Arc_Bld_55_64_yr,P_Arc_Bld_65_74_yr,P_Arc_Bld_75_84_yr,P_Arc_Bld_85_yr_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85_over,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24_yr,P_Mgmt_Cmrce_25_34_yr,P_Mgmt_Cmrce_35_44_yr,P_Mgmt_Cmrce_45_54_yr,P_Mgmt_Cmrce_55_64_yr,P_Mgmt_Cmrce_65_74_yr,P_Mgmt_Cmrce_75_84_yr,P_Mgmt_Cmrce_85_yr_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24_yr,P_Mix_Fld_Prog_25_34_yr,P_Mix_Fld_Prog_35_44_yr,P_Mix_Fld_Prog_45_54_yr,P_Mix_Fld_Prog_55_64_yr,P_Mix_Fld_Prog_65_74_yr,P_Mix_Fld_Prog_75_84_yr,P_Mix_Fld_Prog_85_yr_over,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85_over,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
SOS50,31171,24179,15825,8740,3522,1107,118754,7297,18314,19697,16173,12242,7276,2290,483,83782,3604,6207,5434,3238,1904,1192,595,205,22385,4999,9566,7650,5894,3676,2407,959,236,35400,331,166,101,89,110,94,56,26,965,561,1408,1636,1282,898,602,249,98,6744,5981,8835,7808,6101,5005,5262,5645,4848,49478,46121,118729,120443,94428,69491,45052,21913,9736,525913,3763,8753,9041,7247,5312,3544,1476,321,39452,2668,7549,10233,5551,2965,1092,217,20,30293,9586,34169,35979,30228,27101,20739,9754,2753,170315,3683,12016,10618,8637,7248,5336,2693,834,51055,1195,3206,3686,2923,2105,1258,595,178,15149,8617,28467,24801,19706,16295,10621,5176,1662,115340,4100,14139,16118,16370,14766,11266,5055,1349,83166,14564,41380,50968,40535,27637,16718,6938,1859,200599,11286,26239,27253,22807,17324,11252,3924,832,120920,6497,10318,8757,5171,3138,2158,922,289,37247,6924,14208,12304,9072,5931,3660,1541,355,53996,647,313,172,158,173,154,87,34,1748,1122,2931,3407,2897,2066,1348,683,237,14697,12590,18547,16914,13565,10828,10117,9852,7489,99895,87243,222239,230253,184862
SOS51,4206,3374,2623,1518,533,138,17779,1165,2547,2980,2653,2262,1349,342,40,13341,329,690,623,464,338,237,133,37,2843,900,1902,1511,1268,716,502,172,31,7004,64,39,22,18,21,9,10,5,190,85,150,211,198,175,101,28,17,963,2165,3085,2763,2527,2314,2012,1536,1049,17456,8576,19571,19944,17109,14238,9733,4373,1773,95320,277,832,978,748,527,442,147,23,3976,309,557,625,366,245,168,36,5,2298,2343,7427,7378,6621,5781,4222,1720,415,35906,762,2390,2114,1725,1688,1260,559,144,10641,481,930,1221,1069,852,509,250,71,5380,1274,3883,3717,3300,3415,2377,1011,308,19281,721,2646,3473,3551,3061,2358,892,202,16912,2045,5102,5913,5004,4046,2623,941,208,25882,1578,3350,3804,3427,2991,1913,557,86,17707,550,994,927,662,515,374,186,41,4246,1207,2634,2365,2010,1264,770,299,54,10604,122,80,36,28,42,21,15,9,355,176,379,530,540,447,266,105,33,2483,4744,6899,6618,6196,5515,4208,2868,1643,38686,16586,38108,39710,35233
SOS52,444,359,358,261,82,16,2087,122,307,306,308,427,241,41,6,1765,28,85,59,52,54,41,19,0,347,107,218,156,149,112,83,27,0,855,7,6,0,0,3,5,0,0,22,5,18,15,20,29,12,4,0,117,450,549,531,505,667,610,350,144,3803,1137,2517,2445,2237,2688,2002,800,236,14059,30,142,127,117,92,76,29,4,621,24,39,63,43,42,27,0,0,244,278,925,888,882,1009,853,300,51,5184,71,264,237,232,256,244,90,16,1408,93,211,250,203,214,146,44,6,1181,113,384,408,383,585,432,165,48,2520,99,402,404,456,516,447,129,20,2468,208,551,579,538,578,419,145,27,3050,157,409,424,396,537,357,77,10,2375,47,120,99,85,78,72,38,0,531,140,301,238,236,202,144,48,3,1311,12,6,6,0,4,5,3,0,41,15,54,63,62,76,49,21,0,340,926,1313,1307,1398,1535,1355,717,235,8795,2209,5135,5097,5027
SOS53,1580,1699,1573,797,187,24,7486,341,768,964,1061,1066,657,117,10,4980,147,277,273,254,229,146,41,4,1383,326,570,571,571,435,215,62,6,2754,17,4,6,7,10,12,0,0,59,24,48,88,104,94,56,20,0,429,1164,1625,1449,1669,1518,1142,532,89,9192,3527,7180,8206,8955,8732,5581,1665,263,44114,175,609,638,618,497,370,86,11,2999,99,169,188,194,181,99,16,0,947,1287,4433,4559,4574,4402,2746,833,89,22923,312,989,979,974,1036,760,237,35,5317,486,797,1121,1163,975,637,205,30,5415,442,1301,1342,1682,2074,1365,458,89,8756,264,761,1289,1630,1838,1568,374,57,7769,741,1654,2376,2704,2510,1471,388,60,11899,527,1078,1271,1401,1444,978,224,22,6947,241,456,386,372,325,255,84,12,2134,454,847,927,935,710,352,117,3,4343,45,9,13,13,23,14,5,0,127,70,147,245,284,263,162,47,13,1225,3148,6438,6378,6504,5172,2817,1177,213,31848,8289,19688,21721,23041
SOS57,9,8,11,7,3,0,42,0,10,0,4,0,0,0,0,23,0,3,0,3,6,0,0,0,10,5,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,29,20,23,25,14,7,0,126,32,82,44,51,69,38,14,0,325,3,9,10,12,9,0,0,0,50,0,0,4,9,6,0,0,0,12,35,141,277,260,141,20,6,0,883,0,13,30,15,10,4,0,0,79,0,11,13,6,0,4,0,0,33,4,6,14,19,14,6,4,0,59,0,6,7,5,10,14,0,0,37,3,13,24,24,24,13,3,0,106,7,14,9,11,8,5,0,0,48,0,3,0,5,3,0,0,0,16,7,17,20,20,12,0,0,0,80,0,0,3,0,0,0,0,0,6,0,4,8,7,10,0,0,0,39,51,222,444,398,218,57,13,0,1405,112,476,858,801
