SOS_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
SOS50,26535,46594,114114,120217,102999,77192,23675,3075,232,514630,65,146,506,530,570,403,169,40,4,2442,85,846,3939,4245,2813,1276,176,17,0,13404,783,1008,2913,3462,3399,2291,537,62,5,14457,39,168,792,1073,787,416,74,4,0,3349,200,926,3678,3756,2987,2036,482,37,0,14093,193,587,1682,1972,1934,1315,295,32,4,8009,8495,9082,10132,8189,8280,6671,1609,120,6,52595,11085,7164,6985,4554,3385,2139,522,29,4,35874,184,786,2314,2480,2505,1766,442,41,0,10511,219,389,886,723,590,405,102,13,0,3327,113,711,3346,4057,3250,1855,389,38,9,13766,107,557,1757,1844,1759,1312,484,78,8,7895,303,2741,9527,9832,6792,3827,1181,122,6,34334,352,1481,4170,4005,3460,2491,637,46,0,16646,243,1507,5965,7483,7162,5221,1046,66,0,28699,1424,3877,12131,15614,17710,12736,2975,197,6,66671,1723,9571,27667,26535,24640,19385,4751,260,8,114542,1120,1427,2150,1798,1361,909,302,41,0,9115,1036,2241,5303,4562,3761,2446,664,84,3,20106
SOS51,5591,7180,19569,20693,19889,16658,5055,646,56,95336,49,112,269,234,240,260,195,49,6,1422,82,350,1170,1047,773,330,34,3,0,3794,178,235,613,645,528,332,90,12,0,2624,15,30,134,164,122,94,19,0,0,575,54,148,579,622,543,426,101,8,0,2477,51,86,244,241,263,187,48,5,0,1133,1708,1018,1804,2008,2092,1724,401,36,0,10804,1986,881,1530,1362,1194,844,231,18,0,8047,71,147,435,468,534,474,128,10,0,2269,56,59,104,77,72,58,22,0,0,449,20,80,331,329,307,217,47,4,0,1332,41,140,324,307,320,237,79,11,0,1466,64,202,707,843,670,470,179,17,0,3150,83,215,646,801,772,562,137,15,0,3234,90,236,978,1256,1309,915,186,13,0,4985,185,552,2209,3095,3442,2382,508,38,0,12416,443,1352,4095,4376,4450,3885,901,45,0,19545,118,88,240,252,215,164,31,0,0,1121,211,322,857,756,719,470,114,7,0,3457
SOS52,553,929,2590,2580,2842,3014,1043,166,22,13738,21,32,150,90,71,91,68,17,0,558,8,40,154,136,111,76,12,0,0,536,25,31,86,97,80,53,7,0,0,381,0,0,7,9,16,8,0,0,0,40,4,13,51,61,48,69,12,0,0,261,7,27,51,33,36,34,13,0,0,193,116,95,171,195,250,237,60,5,0,1136,166,109,230,174,177,203,47,12,0,1119,5,21,39,61,83,102,46,5,0,362,0,0,6,16,11,10,3,0,0,44,0,5,22,35,31,17,0,4,0,119,5,8,18,24,21,28,6,3,0,114,4,25,61,61,56,71,27,4,0,310,10,36,55,74,102,98,26,6,0,412,14,49,175,185,243,187,32,5,0,889,30,94,359,431,460,416,112,5,0,1911,50,107,344,421,468,576,123,10,0,2095,15,12,28,23,42,30,18,4,0,168,23,24,70,73,83,71,17,0,0,361
SOS53,2216,3716,10028,11632,13539,12395,4529,963,126,59138,157,235,630,870,1100,1206,788,228,17,5242,36,344,892,657,638,392,33,4,0,2988,98,75,203,240,308,282,82,13,0,1298,0,15,39,35,56,45,8,0,0,202,25,66,246,324,383,334,77,3,0,1448,48,54,120,145,173,134,30,10,0,716,494,312,328,442,694,680,152,12,0,3111,642,317,494,392,490,483,149,13,0,2986,13,35,106,163,273,274,91,12,0,967,9,8,17,26,19,33,12,0,0,124,3,34,94,138,140,122,13,0,0,547,18,37,85,106,129,129,48,6,0,550,25,99,285,410,387,317,107,12,0,1633,31,79,203,231,306,259,74,6,0,1193,37,124,328,461,602,501,96,14,0,2166,79,185,611,1127,1482,1274,275,7,0,5055,103,327,844,1101,1488,1547,375,19,0,5797,70,67,121,107,113,103,43,6,0,639,75,102,206,266,293,227,58,0,0,1228
SOS57,3,54,237,494,451,234,32,6,0,1517,0,3,5,0,0,5,0,0,0,15,4,3,13,15,6,6,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,8,3,0,0,0,22,0,10,14,10,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,10,0,0,9,0,4,0,0,0,0,13,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,0,9,0,0,3,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
