SOS_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
SOS50,887,1705,4237,4159,3399,2200,673,186,39,17483,28647,46913,110078,110875,100554,71099,17523,1516,99,487315,219,428,1189,1227,1290,1036,551,160,14,6117,384,2877,14339,17178,13345,7461,1341,92,5,57016,2062,3873,10386,12528,12467,9313,2217,245,10,53099,152,508,2330,3122,2688,1863,372,21,0,11056,3055,7499,21670,21742,17339,12383,2918,230,12,86856,685,1796,5246,6255,6021,4311,1090,135,11,25542,14327,16477,18559,14487,13285,10433,3077,326,24,90989,19661,12746,13296,8753,5861,4036,1090,104,9,65550,857,3013,9603,10613,9973,8671,2621,229,9,45590,421,890,2129,2152,1679,1098,311,54,0,8729,169,1289,5758,7236,6079,3575,968,158,12,25245,217,962,3013,3376,3302,2536,1209,257,26,14893,663,5645,19808,22820,16785,10101,3581,497,30,79931,899,2964,7541,7188,6264,4940,1517,170,10,31493,505,3197,12487,15102,14768,11377,2609,227,10,60286,2299,5666,16838,20498,22477,17270,4687,380,15,90131,2109,11857,34698,33723,30745,24309,6588,505,15,144548,2297,2787,4150,3382,2560,1843,701,118,8,17845
SOS51,193,257,556,626,560,392,155,43,8,2795,5703,6512,17836,19526,19128,14432,3599,341,19,87106,216,384,1042,898,908,925,602,178,21,5179,289,1186,4791,5613,4582,2812,404,17,0,19696,525,855,2240,2409,2140,1538,375,39,4,10129,58,152,530,699,704,616,101,3,0,2873,797,1545,4011,3854,3395,2852,743,53,0,17250,166,301,835,887,919,691,180,24,0,4004,2927,1819,3013,2970,3014,2561,713,85,6,17094,3526,1428,2519,2119,1703,1305,410,51,0,13065,194,465,1494,1766,2184,2156,704,60,4,9026,92,106,233,186,166,136,57,3,0,972,26,117,421,492,510,348,98,17,0,2024,63,195,504,496,559,443,182,45,3,2492,125,362,1356,1536,1340,1029,415,51,6,6225,175,383,1116,1267,1300,1054,299,31,0,5623,166,480,1925,2440,2709,2185,533,26,0,10462,232,696,2794,3826,4260,3155,787,70,0,15819,516,1566,4946,5293,5396,4818,1241,77,3,23861,221,161,373,376,338,275,97,19,0,1863
SOS52,33,36,73,78,82,79,37,14,6,431,529,767,2161,2277,2484,2471,665,90,3,11442,88,153,439,327,291,361,243,77,3,1985,36,162,735,755,665,522,89,3,0,2974,72,110,267,302,306,228,51,9,0,1342,8,18,53,64,87,84,16,0,0,332,80,151,390,409,396,463,125,3,0,2017,19,71,140,120,121,105,41,3,0,621,192,174,282,258,344,353,107,15,0,1713,248,165,349,262,263,316,105,22,0,1733,18,47,140,192,255,398,177,21,0,1243,3,7,13,26,18,12,9,0,0,86,0,3,34,40,47,32,10,0,0,169,8,15,36,35,40,46,13,3,0,195,13,28,103,131,125,144,70,11,0,631,22,57,128,142,193,174,53,5,0,774,29,93,339,380,563,563,128,12,0,2113,37,128,451,520,564,533,151,8,0,2391,55,118,435,516,579,703,156,11,0,2579,23,25,57,44,64,56,24,0,0,293
SOS53,82,98,171,249,335,300,136,45,0,1424,2047,2598,6023,7488,9433,8623,2662,410,20,39300,489,861,2147,2686,3330,3638,2379,816,115,16453,165,1153,4643,4796,4660,3061,434,21,0,18926,253,277,574,797,1036,983,300,50,5,4266,14,32,119,188,233,240,54,5,0,877,331,639,1625,1998,2183,1981,497,40,0,9299,110,144,336,395,486,451,128,18,0,2068,816,538,546,647,1023,992,299,33,0,4892,1021,494,822,637,794,786,286,36,6,4881,45,112,357,531,939,989,388,43,0,3407,15,23,46,71,73,68,29,0,0,317,10,46,131,202,228,191,53,7,0,873,25,54,148,162,251,269,109,19,0,1042,45,188,551,756,830,736,303,41,0,3449,70,172,415,461,603,538,173,17,0,2462,73,338,683,806,1178,1130,246,31,0,4481,106,242,740,1339,1758,1622,409,24,0,6232,117,371,982,1276,1733,1817,495,36,0,6829,97,110,194,182,217,208,85,20,0,1113
SOS57,0,0,5,0,0,3,0,0,0,16,7,23,54,28,32,29,5,5,0,186,3,16,34,25,17,11,3,0,0,106,4,15,78,182,166,88,3,0,0,533,0,0,5,14,13,10,6,0,0,44,0,0,7,13,11,8,0,0,0,50,0,0,37,81,61,23,3,0,0,218,0,0,3,7,8,9,0,0,0,27,0,0,0,7,5,3,0,0,0,10,0,4,9,20,17,14,0,0,0,62,0,16,38,57,54,27,3,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,10,14,25,10,0,0,0,55,0,7,13,17,16,13,4,0,0,64,0,0,3,0,11,6,0,0,0,25,0,0,0,0,0,3,4,0,0,12,0,0,3,0,6,5,0,0,0,18,0,0,0,0,0,0,3,0,0,8
