SOS_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
SOS50,9,5,50,399,2049,1762,8969,10134,1711,1240,1163,1468,522,163,479,30116,193,86,165,363,2173,646,553,497,63,61,67,56,29,10,100,5059,67,138,433,1436,2327,2280,4527,1763,349,380,373,404,308,56,236,15076,19,82,408,1537,3435,4888,15642,6520,867,703,831,926,497,269,408,37031,46,73,179,370,824,807,2346,1985,258,252,286,671,302,24,107,8528,0,0,3,22,236,355,662,1155,150,151,210,284,55,15,68,3361,4,4,34,188,724,816,2685,1719,422,337,355,366,199,65,239,8156,2092,6214,33707,26709,28057,18098,42287,21958,2074,1696,1691,1823,1053,395,3759,191611,31,82,420,759,939,1047,1921,1358,278,274,302,395,320,139,207,8467,5,0,22,1623,4583,2704,2791,2115,499,511,435,578,302,76,635,16876,829,1333,6489,7209,10930,13922,31621,17967,3987,3763,4186,5470,2305,534,2154,112691,6177,19325,56694,56785,87317,76215,190989,124983,20026,18148,20172,25097,11657,3349,14525,731454
SOS51,0,0,7,59,265,251,1592,1790,377,263,326,387,129,35,108,5594,34,13,20,32,113,32,40,33,7,3,7,0,0,0,8,352,5,15,38,80,81,67,140,42,11,6,13,14,9,0,21,557,5,13,70,183,303,470,2308,1019,90,133,121,192,112,41,61,5112,6,5,8,5,28,32,128,111,28,22,24,38,15,9,6,472,0,0,0,7,3,5,64,155,20,23,63,102,27,0,10,470,0,0,7,20,61,120,431,317,111,71,75,89,43,17,57,1388,492,1326,6261,4159,3283,1925,4121,2061,212,139,171,237,129,30,867,25411,4,9,87,175,125,123,225,143,27,32,42,65,33,19,20,1112,0,0,0,35,65,83,128,153,35,30,27,42,24,7,39,667,126,204,643,614,797,690,2506,1499,302,320,363,542,315,214,332,9458,1187,3052,8583,7433,8242,6433,18085,12249,1862,1730,1997,2721,1287,600,2503,77967
SOS52,0,0,0,9,30,31,132,204,48,43,52,56,29,3,18,651,4,0,5,0,18,4,0,6,0,0,0,0,0,0,3,38,0,0,7,12,11,3,9,3,0,0,0,3,0,0,0,49,0,0,10,11,37,57,189,73,16,8,4,10,15,8,17,458,3,0,8,0,4,4,4,4,0,0,3,3,0,0,0,30,0,0,0,0,0,0,4,9,0,0,20,25,7,0,0,66,0,0,0,0,5,11,37,26,3,12,9,10,0,0,6,123,90,264,1149,710,461,286,500,252,18,18,30,44,18,4,184,4034,0,4,16,17,21,16,29,18,7,0,4,5,0,0,6,154,0,0,0,0,7,8,12,15,3,6,4,0,5,0,0,65,16,33,143,100,103,86,209,114,30,27,34,91,26,59,42,1122,181,544,1583,1227,1227,898,1731,1166,222,175,244,334,151,105,446,10218
SOS53,0,0,5,9,82,73,325,360,47,33,42,61,26,11,55,1129,9,9,10,10,90,15,17,10,0,0,5,0,0,0,5,174,3,7,25,42,61,40,65,19,3,7,0,8,0,0,5,284,0,10,28,94,226,312,962,315,41,42,42,65,23,13,56,2226,0,7,10,7,19,15,25,9,0,0,0,9,0,0,26,136,0,0,0,0,3,9,11,23,3,5,13,23,9,0,8,113,0,0,3,18,23,39,91,67,12,12,15,24,15,0,17,331,187,676,3559,2498,2023,1392,2483,856,76,60,89,154,48,16,599,14727,3,10,58,101,82,73,136,93,10,6,13,22,18,0,18,634,0,0,4,25,132,58,47,50,3,12,6,7,4,3,97,455,37,127,504,425,579,511,1092,453,71,76,132,301,102,93,333,4826,455,1641,5101,4445,5256,4055,7765,3808,455,443,636,1095,390,218,1989,37753
SOS57,0,0,0,0,0,7,14,10,0,7,3,0,0,0,14,60,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,9,0,0,0,0,0,5,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,24,33,37,32,66,36,5,4,7,5,0,0,3,255,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,11,8,16,15,27,12,4,0,0,0,3,0,0,94,0,4,37,59,82,108,208,115,17,6,18,14,10,3,28,717
