SOS_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
SOS50,139,171,275,457,679,1039,1529,1668,1195,7152,210,139,258,479,1338,3142,4858,4084,1773,16280,3598,18089,21995,18571,15898,12866,7631,3866,2444,104952,51,50,117,305,629,1070,1709,2031,1513,7478,6279,7245,10251,12121,13074,14363,12294,7388,4515,87539,158245,82179,99996,99271,78406,56993,34706,12859,3595,626248,12838,8559,9914,9281,8407,6761,5251,3953,2858,67830,188700,120692,148478,149485,131874,115347,92912,52702,24539,1024731,356,1265,3743,8059,17239,31053,41442,31132,14043,148329,21359,18982,22867,23011,19932,16957,14160,7744,2705,147717,384,479,1181,2899,6127,11015,16052,11873,4453,54457,16,36,33,70,153,541,1791,5022,6071,13736,601,1266,2552,6171,12064,19417,24382,15654,5286,87401,479,483,794,1788,5295,12620,20873,18644,9480,70452,343,327,518,940,1379,2252,3403,3721,2236,15114,476,306,514,949,2457,5732,9260,7914,3210,30818,7613,27218,33993,30138,26388,21219,13113,6442,3421,169550,96,109,213,601,1267,2456,4138,4622,2686,16194,15702,13151,16228,19566,22445,25000,21978,12699,6884,153666,319421,174681,200704,198593,156845,112405,65832,24608,6327,1259419
SOS51,28,22,54,114,195,255,376,361,231,1635,50,33,33,104,308,795,1134,784,308,3549,759,2970,4031,3742,3499,2905,1725,801,481,20909,6,9,31,65,143,247,421,427,314,1655,1206,1065,1665,2061,2433,2741,2260,1340,788,15558,30318,12901,16253,16158,13736,11371,7209,2610,647,111200,4604,2537,3261,3049,2820,2613,1930,1055,581,22443,38639,20360,26622,27038,25734,24947,20502,10695,4476,199016,92,228,762,1774,4074,7548,9877,6585,2656,33595,4945,3410,4359,4521,4065,3962,3327,1639,528,30749,57,51,219,536,1165,2349,3527,2453,819,11179,0,0,11,19,38,137,421,1071,1210,2906,137,267,590,1192,2593,4489,5370,3159,992,18780,124,102,180,372,1149,2774,4570,3685,1792,14742,79,43,132,197,370,560,834,797,426,3437,115,69,87,178,558,1532,2278,1673,584,7068,1585,4564,6033,5835,5682,5019,3139,1403,693,33955,14,13,51,96,277,548,985,963,537,3488,3020,2036,2622,3265,4073,4791,4194,2397,1192,27598,61125,27670,33173,33068,28716,23059,14375,5091,1182,227457
SOS52,7,0,13,15,37,58,78,65,32,307,5,4,5,22,65,169,262,121,38,692,69,322,465,496,496,541,340,120,36,2888,0,0,0,11,32,47,79,63,37,274,154,122,199,283,390,511,381,185,90,2322,4249,2045,2455,2199,1975,2089,1353,482,102,16944,890,413,553,498,494,638,538,276,89,4395,5587,3062,3890,3800,3940,4851,4149,1914,613,31810,17,32,105,267,637,1534,2208,1190,366,6354,581,417,570,629,673,785,789,308,73,4829,5,6,31,72,151,486,686,474,121,2038,0,0,7,5,10,24,72,116,119,357,27,49,112,264,571,943,1191,597,138,3889,25,35,38,101,241,625,1047,684,246,3044,11,7,20,32,62,109,178,146,56,625,12,4,10,43,112,336,595,330,83,1531,203,516,724,830,840,946,683,228,69,5040,0,0,5,21,52,124,215,170,61,668,381,239,313,478,667,956,805,354,139,4340,8636,4294,5068,4546,4349,4331,2870,972,210,35266
SOS53,6,5,11,34,68,89,138,118,32,498,22,13,15,37,111,286,443,240,45,1208,217,890,1051,1215,1340,1316,681,182,54,6951,3,4,8,28,57,85,157,121,35,498,370,328,501,696,1022,1376,1004,361,114,5776,10713,5201,5695,6431,7308,7080,4088,1090,171,47766,1486,1205,1678,1522,1794,1676,1159,430,73,11018,13308,7985,9400,10667,13071,14487,10520,3798,820,84045,17,106,287,713,1945,4352,5162,2357,543,15477,1432,1184,1503,1890,2070,2097,1649,595,100,12513,27,36,64,218,621,1427,1923,981,171,5461,0,4,4,5,17,45,117,254,160,605,44,90,196,407,1115,1956,2341,1099,213,7460,37,39,74,128,571,1583,2428,1525,380,6763,21,18,33,71,148,249,333,275,77,1231,35,24,33,60,230,650,1041,601,105,2786,510,1397,1703,2052,2382,2373,1390,412,78,12305,9,5,18,43,122,225,431,323,90,1267,903,684,871,1273,1892,2644,2064,763,193,11289,21908,12227,14558,16091,17710,16232,9204,2538,375,110843
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,3,20,43,24,30,46,21,5,0,190,0,12,29,20,23,26,13,5,0,127,4,39,89,49,60,77,61,17,0,395,0,0,6,13,26,28,28,3,0,114,0,3,18,34,23,17,15,0,0,115,0,0,0,0,5,8,11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,4,4,0,37,0,0,0,0,5,13,13,6,0,38,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,15,0,0,21,24,19,6,0,4,0,70,0,0,0,0,0,0,0,0,0,5,0,0,0,9,21,11,7,0,0,59,3,79,249,445,397,225,56,7,0,1457
