SOS_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
SOS50,151,281,687,696,718,639,379,119,6,3674,295,2029,10396,12933,10530,6189,1160,71,3,43611,1275,2870,7471,9061,9072,7023,1681,179,8,38647,118,345,1534,2051,1898,1449,295,14,0,7707,2854,6576,17992,17992,14358,10352,2442,196,10,72763,494,1206,3569,4281,4090,2994,797,104,10,17534,5826,7394,8419,6296,5008,3761,1466,203,13,38394,8576,5584,6304,4197,2477,1898,574,72,3,29673,672,2230,7294,8132,7461,6911,2179,194,4,35072,203,502,1249,1430,1091,689,210,39,0,5405,52,579,2411,3179,2827,1718,580,116,8,11472,113,404,1258,1531,1547,1222,723,179,24,6998,366,2905,10282,12983,9990,6270,2397,376,28,45594,547,1489,3374,3187,2800,2443,877,120,10,14852,263,1685,6522,7615,7614,6153,1560,163,8,31594,875,1788,4708,4883,4764,4537,1710,183,12,23463,383,2287,7028,7192,6103,4924,1830,246,9,30009,1173,1363,1999,1585,1201,934,395,83,6,8726,985,2092,4497,3987,3570,2951,1081,157,11,19336,1300,2991,7130,7001,5888,4144,1344,256,52,30111
SOS51,166,268,775,659,669,670,408,127,18,3751,204,833,3621,4562,3810,2481,370,18,0,15897,348,621,1632,1765,1616,1204,285,33,0,7500,50,122,393,539,581,528,80,5,0,2294,737,1399,3434,3234,2855,2425,647,49,0,14771,107,214,587,645,657,507,137,14,0,2874,1214,802,1204,954,916,833,311,48,0,6288,1534,551,986,759,511,461,182,30,0,5019,125,315,1057,1295,1648,1682,578,50,4,6756,33,45,125,109,90,82,34,3,0,528,9,37,92,162,204,134,53,9,0,695,19,53,181,185,234,207,104,31,3,1028,62,160,656,693,673,559,244,33,6,3072,95,164,465,465,528,488,163,16,0,2386,77,244,947,1183,1400,1274,347,21,0,5476,42,151,586,727,819,774,283,22,0,3407,82,220,853,916,936,934,337,28,3,4317,103,72,133,119,121,111,60,17,0,739,289,488,847,786,719,569,195,23,0,3913,292,414,1000,931,909,744,247,65,18,4622
SOS52,64,115,286,232,223,266,173,60,3,1431,29,126,586,616,558,447,80,3,0,2439,52,80,179,206,222,170,40,4,0,962,6,10,45,54,76,70,17,0,0,283,74,135,343,350,342,393,110,4,0,1756,13,45,90,83,81,81,28,8,0,431,74,76,109,60,90,114,45,3,0,576,88,63,112,89,86,110,59,9,0,614,10,31,105,130,167,296,130,16,0,879,3,7,3,16,13,3,3,0,0,44,0,0,3,7,15,17,5,3,0,56,0,5,12,13,21,23,12,0,0,85,6,7,41,72,70,71,43,9,0,319,11,19,71,64,88,78,29,5,0,362,18,43,164,195,323,373,93,7,0,1226,7,35,93,86,104,114,42,6,0,480,10,16,89,88,110,128,30,6,0,479,10,7,27,23,17,28,7,0,0,125,30,50,93,71,92,94,36,5,0,476,47,52,127,111,144,143,77,19,7,721
SOS53,329,626,1516,1812,2222,2436,1589,587,95,11212,127,813,3752,4143,4024,2664,403,17,0,15935,158,202,374,554,725,700,218,38,5,2971,10,15,74,154,178,195,44,3,0,675,312,573,1380,1680,1796,1649,423,34,0,7852,62,86,213,247,308,321,94,9,0,1347,320,224,216,204,325,316,145,20,0,1780,378,185,328,247,297,305,137,21,3,1899,39,76,246,367,663,721,302,28,0,2441,3,19,29,45,53,34,17,0,0,201,0,10,39,71,85,74,39,5,0,327,14,23,67,58,122,136,60,17,0,491,24,90,264,347,443,419,197,24,0,1816,41,91,213,221,299,280,102,11,0,1267,34,216,356,350,572,629,145,17,0,2319,25,56,127,206,272,346,131,8,0,1178,15,44,140,182,248,273,118,16,0,1032,29,37,79,72,104,108,44,13,0,474,147,154,302,333,337,342,125,8,0,1750,150,168,320,349,468,445,201,73,9,2181
SOS57,3,13,30,20,14,11,0,0,0,91,0,8,65,164,162,85,3,0,0,488,0,0,3,14,7,10,6,0,0,36,0,0,7,13,11,9,0,0,0,51,0,0,38,81,62,23,3,0,0,212,0,0,3,7,8,6,0,0,0,21,0,0,0,0,3,0,0,0,0,8,0,4,7,11,7,4,0,0,0,39,0,3,22,51,55,31,3,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,4,14,19,5,0,0,0,49,0,5,8,15,21,10,4,0,0,53,0,0,8,0,3,0,0,0,0,24,0,0,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,10,42,81,68,29,0,0,0,231
