SOS_CODE_2021,M_15_19_Marr_a_reg_marr,M_15_19_Marr_a_de_facto_marr,M_15_19_yr_N_married,M_15_19_yr_Tot,M_20_24_Marr_a_reg_marr,M_20_24_Marr_a_de_facto_marr,M_20_24_yr_N_married,M_20_24_yr_Tot,M_25_34_Marr_a_reg_marr,M_25_34_Marr_a_de_facto_marr,M_25_34_yr_N_married,M_25_34_yr_Tot,M_35_44_Marr_a_reg_marr,M_35_44_Marr_a_de_facto_marr,M_35_44_yr_N_married,M_35_44_yr_Tot,M_45_54_Marr_a_reg_marr,M_45_54_Marr_a_de_facto_marr,M_45_54_yr_N_married,M_45_54_yr_Tot,M_55_64_Marr_a_reg_marr,M_55_64_Marr_a_de_facto_marr,M_55_64_yr_N_married,M_55_64_yr_Tot,M_65_74_Marr_a_reg_marr,M_65_74_Marr_a_de_facto_marr,M_65_74_yr_N_married,M_65_74_yr_Tot,M_75_84_Marr_a_reg_marr,M_75_84_Marr_a_de_facto_marr,M_75_84_yr_N_married,M_75_84_yr_Tot,M_85_over_Marr_a_reg_marr,M_85ov_Marr_a_de_facto_marr,M_85_yr_over_N_married,M_85_yr_over_Tot,M_Tot_Marr_a_reg_marr,M_Tot_Marr_a_de_facto_marr,M_Tot_N_married,M_Tot_Tot,F_15_19_Marr_a_reg_marr,F_15_19_Marr_a_de_facto_marr,F_15_19_yr_N_married,F_15_19_yr_Tot,F_20_24_Marr_a_reg_marr,F_20_24_Marr_a_de_facto_marr,F_20_24_yr_N_married,F_20_24_yr_Tot,F_25_34_Marr_a_reg_marr,F_25_34_Marr_a_de_facto_marr,F_25_34_yr_N_married,F_25_34_yr_Tot,F_35_44_Marr_a_reg_marr,F_35_44_Marr_a_de_facto_marr,F_35_44_yr_N_married,F_35_44_yr_Tot,F_45_54_Marr_a_reg_marr,F_45_54_Marr_a_de_facto_marr,F_45_54_yr_N_married,F_45_54_yr_Tot,F_55_64_Marr_a_reg_marr,F_55_64_Marr_a_de_facto_marr,F_55_64_yr_N_married,F_55_64_yr_Tot,F_65_74_Marr_a_reg_marr,F_65_74_Marr_a_de_facto_marr,F_65_74_yr_N_married,F_65_74_yr_Tot,F_75_84_Marr_a_reg_marr,F_75_84_Marr_a_de_facto_marr,F_75_84_yr_N_married,F_75_84_yr_Tot,F_85_over_Marr_a_reg_marr,F_85ov_Marr_a_de_facto_marr,F_85_yr_over_N_married,F_85_yr_over_Tot,F_Tot_Marr_a_reg_marr,F_Tot_Marr_a_de_facto_marr,F_Tot_N_married,F_Tot_Tot,P_15_19_Marr_a_reg_marr,P_15_19_Marr_a_de_facto_marr,P_15_19_yr_N_married,P_15_19_yr_Tot,P_20_24_Marr_a_reg_marr,P_20_24_Marr_a_de_facto_marr,P_20_24_yr_N_married,P_20_24_yr_Tot,P_25_34_Marr_a_reg_marr,P_25_34_Marr_a_de_facto_marr,P_25_34_yr_N_married,P_25_34_yr_Tot,P_35_44_Marr_a_reg_marr,P_35_44_Marr_a_de_facto_marr,P_35_44_yr_N_married,P_35_44_yr_Tot,P_45_54_Marr_a_reg_marr,P_45_54_Marr_a_de_facto_marr,P_45_54_yr_N_married,P_45_54_yr_Tot,P_55_64_Marr_a_reg_marr,P_55_64_Marr_a_de_facto_marr,P_55_64_yr_N_married,P_55_64_yr_Tot,P_65_74_Marr_a_reg_marr,P_65_74_Marr_a_de_facto_marr,P_65_74_yr_N_married,P_65_74_yr_Tot,P_75_84_Marr_a_reg_marr,P_75_84_Marr_a_de_facto_marr,P_75_84_yr_N_married,P_75_84_yr_Tot,P_85_over_Marr_a_reg_marr,P_85ov_Marr_a_de_facto_marr,P_85_yr_over_N_married,P_85_yr_over_Tot,P_Tot_Marr_a_reg_marr,P_Tot_Marr_a_de_facto_marr,P_Tot_N_married,P_Tot_Tot
SOS50,25,396,56259,56677,968,6160,50701,57828,35610,31339,59857,126810,79413,18712,32658,130776,74330,12468,29199,115989,65437,8545,25967,99948,55211,4190,19165,78560,29840,1282,10215,41338,7320,223,4500,12039,348143,83304,288524,719973,32,728,52884,53643,2325,9850,44987,57165,53421,35683,49466,138571,89261,18656,34012,141934,77572,12473,35656,125698,65301,7687,36569,109560,50258,3196,34087,87535,21779,833,24801,47413,3477,107,13544,17124,363434,89216,325998,778648,60,1123,109145,110322,3292,16014,95695,114996,89034,67021,109319,265379,168678,37366,66667,272710,151899,24941,64853,241689,130741,16235,62533,209507,105465,7385,53252,166100,51620,2116,35013,88751,10796,325,18046,29163,711576,172522,614517,1498619
SOS51,6,173,9867,10042,206,1740,6075,8021,5475,6113,7945,19538,11059,4054,5565,20678,11186,3026,6018,20236,11121,2276,5733,19135,9733,1066,4242,15044,5426,282,2076,7789,1261,47,882,2186,55469,18786,48406,122663,16,348,9056,9418,424,2570,4733,7724,7997,6934,7147,22076,13048,4248,6158,23457,12145,3163,6901,22207,11263,2049,6774,20088,9003,793,6100,15895,3981,208,4468,8660,612,20,2301,2937,58492,20319,53648,132461,26,517,18917,19459,631,4314,10809,15747,13473,13045,15096,41616,24110,8302,11722,44132,23331,6190,12922,42441,22387,4327,12511,39222,18739,1857,10344,30939,9409,493,6545,16447,1866,67,3182,5115,113965,39106,102059,255121
SOS52,13,35,1298,1349,81,239,843,1157,686,784,1096,2568,1203,526,875,2608,1374,473,1132,2984,1689,468,1320,3474,1771,239,1118,3132,942,81,513,1528,219,7,152,376,7973,2852,8360,19180,22,60,1220,1306,105,341,729,1173,965,875,1091,2933,1462,596,970,3024,1512,530,1082,3125,1814,415,1269,3500,1635,176,1064,2870,670,45,777,1491,94,4,315,416,8285,3050,8510,19845,38,101,2521,2657,178,580,1572,2331,1652,1663,2189,5500,2665,1119,1844,5630,2885,1002,2217,6107,3503,881,2588,6975,3405,415,2181,6001,1608,123,1289,3021,313,12,472,797,16255,5899,16872,39025
SOS53,10,46,3680,3730,64,292,2414,2779,1546,1294,2276,5116,4094,1209,1577,6883,5974,1357,2107,9444,7123,1269,2528,10923,6135,684,2219,9032,2691,159,974,3826,437,15,266,722,28078,6322,18046,52443,17,78,3293,3388,106,431,1702,2241,2313,1574,1672,5552,5243,1358,1267,7866,6767,1552,1616,9939,7488,1221,1878,10593,5386,442,1674,7498,1802,102,1165,3067,182,3,511,694,29292,6770,14782,50847,25,117,6972,7117,177,723,4114,5017,3858,2864,3946,10671,9333,2570,2845,14750,12746,2911,3725,19377,14609,2496,4408,21514,11515,1125,3896,16537,4491,260,2144,6891,616,22,773,1421,57375,13092,32829,103293
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
