SOS_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
SOS50,6438,24194,87476,100009,85594,58477,11861,813,41,374911,18835,20013,20255,14658,12805,14524,10441,2040,147,113715,862,1230,3656,3578,3215,3323,1087,132,17,17111,392,1154,2734,1972,1385,871,280,93,27,8898,26535,46594,114114,120217,102999,77192,23675,3075,232,514630,1355,2752,4371,3385,3338,2893,511,34,3,18639,4574,2020,1483,703,722,985,566,63,4,11123,5932,4773,5854,4091,4068,3876,1081,95,6,29765,32462,51363,119970,124304,107064,81068,24752,3169,242,544400,26089,9131,11053,9802,11657,21311,55711,39333,13274,197371,2100,2841,6903,6216,5019,3897,3147,2731,1833,34678,60648,63332,137925,140322,123749,106272,83614,45232,15345,776449,2687,17997,58794,51657,53146,33028,5127,193,4,222641,24591,26420,41813,52783,43503,34165,11244,1144,59,235729,927,1583,7637,5196,2849,3227,932,105,5,22472,443,919,1828,1230,1046,674,219,78,37,6479,28647,46913,110078,110875,100554,71099,17523,1516,99,487315,859,1482,2522,2235,2185,1411,139,11,0,10837,4619,1965,2810,2996,2160,1769,369,27,3,16712,5476,3449,5329,5229,4341,3184,508,36,7,27552
SOS51,2058,5256,15632,17002,16185,12255,2593,183,12,71175,3179,1433,2496,2231,2259,2904,1944,354,23,16830,227,277,899,1044,1130,1267,446,70,9,5378,128,213,538,418,316,227,65,37,12,1959,5591,7180,19569,20693,19889,16658,5055,646,56,95336,323,465,668,532,543,469,68,5,0,3070,489,163,193,147,139,201,102,8,3,1433,813,620,857,673,686,667,174,10,3,4500,6401,7805,20430,21374,20571,17324,5225,658,56,99839,4134,1223,2150,2202,2544,5055,13267,8401,2484,41467,1020,1105,3155,3199,3064,2642,1666,923,419,17192,11558,10134,25733,26771,26182,25018,20161,9988,2961,158494,1159,3528,9106,8941,10100,6567,1048,44,0,40496,4196,2452,6931,9368,7921,6607,2177,238,9,39899,219,385,1490,964,871,1094,308,32,0,5373,131,159,301,252,234,158,61,29,9,1332,5703,6512,17836,19526,19128,14432,3599,341,19,87106,210,226,347,286,320,218,28,0,0,1636,491,191,381,404,322,321,53,4,3,2169,707,415,724,690,644,537,77,4,5,3804
SOS52,272,667,2019,2032,2252,2105,583,50,4,9982,216,190,324,321,335,539,334,91,8,2359,32,36,158,161,175,296,107,15,0,979,24,35,90,67,79,77,30,10,4,421,553,929,2590,2580,2842,3014,1043,166,22,13738,43,90,143,113,115,118,24,0,0,645,41,24,35,33,32,42,19,0,0,228,80,118,175,153,148,157,44,0,0,866,627,1046,2766,2732,2988,3173,1089,173,22,14607,810,336,569,586,683,1235,3015,1619,402,9248,155,209,681,673,750,706,571,284,75,4112,1595,1588,4014,3992,4426,5113,4669,2080,496,27974,131,398,1112,1002,1305,1118,214,26,0,5310,338,292,799,1052,989,1061,364,45,0,4946,27,45,191,170,156,244,76,7,0,918,26,24,60,47,30,45,7,9,3,261,529,767,2161,2277,2484,2471,665,90,3,11442,44,41,64,74,71,55,6,0,0,359,49,25,66,72,54,53,18,0,0,337,90,65,131,151,122,109,22,0,0,695
SOS53,1014,2801,8240,9485,10946,9142,2603,444,46,44725,1035,648,981,1088,1393,1976,1455,429,53,9050,100,180,604,831,984,1069,364,32,5,4173,68,87,208,227,219,201,105,57,18,1195,2216,3716,10028,11632,13539,12395,4529,963,126,59138,96,125,199,197,223,221,51,0,0,1109,146,51,44,42,58,88,62,4,0,503,237,180,245,238,282,308,112,8,0,1608,2450,3895,10275,11869,13822,12697,4639,969,129,60745,1915,741,1783,1715,1643,3230,7278,3430,628,22355,437,1247,4364,4435,4353,3276,1346,470,86,20012,4805,5878,16417,18019,19811,19205,13265,4870,842,103108,429,1453,3207,3243,4734,3769,882,139,10,17852,1446,912,2051,3572,3931,3840,1491,220,9,17475,97,161,651,551,607,883,213,19,0,3182,72,73,112,119,161,133,77,37,4,784,2047,2598,6023,7488,9433,8623,2662,410,20,39300,57,61,110,99,112,115,13,0,0,576,149,46,87,108,123,122,28,0,0,659,208,112,194,208,233,236,38,0,0,1230
SOS57,3,49,219,432,404,198,25,6,0,1339,0,0,7,19,13,12,3,0,0,54,0,0,12,27,33,21,7,0,0,99,0,0,0,6,3,6,0,0,0,18,3,54,237,494,451,234,32,6,0,1517,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,5,0,0,0,7,6,54,242,491,457,240,32,6,0,1525,0,0,4,10,5,19,46,6,0,87,10,28,191,410,372,193,35,0,0,1247,13,81,430,908,842,449,117,15,0,2854,7,22,51,25,22,18,0,0,0,139,0,0,5,0,3,4,0,0,0,20,0,0,4,3,7,8,3,5,0,25,0,0,0,0,0,0,0,0,0,3,7,23,54,28,32,29,5,5,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
