SOS_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
SOS50,28287,90857,74661,361200,4260,559261,575,2722,1695,31754,699,37446,101070,2242,4247,2937,522,111021,9139,2601,1408,7403,145,20693,20093,5500,3732,10049,183,39558,286096,81242,64814,299968,5402,737527,33922,535,2663,592,132,37847,9366,1087,931,2416,71,13867,23022,5053,4237,23805,359,56474,5880,1999,1060,5162,70,14169,3004,543,353,835,31,4767,66703,2255,1599,1690,189,72444,67326,14882,10927,82283,983,176398,44640,14634,7144,44490,613,111529,7461,114,404,118,16,8110,1887,431,240,505,9,3071,6333,1088,690,2228,60,10402,1923,671,368,1338,24,4322,17791,2483,1619,781,179,22849,12542,4924,2953,1448,101,21960,11532,1829,1531,4038,97,19023,4410,356,601,727,37,6132,2227,318,94,55,19,2713,67644,16959,13122,74413,921,173060,6337,554,350,635,40,7908,22927,2184,1897,571,100,27673,7566,617,556,1704,56,10505,5449,468,303,355,24,6609,20411,511,931,412,68,22328,11260,1988,1396,4093,64,18805,246912,18960,18991,20337,1931,307127,12089,991,834,5148,76150,95213,948214,161077,127978,672926,90077,2000278
SOS51,3258,16472,14129,108902,1442,144205,77,1213,612,23200,552,25653,3029,154,244,530,28,3987,563,244,143,854,13,1814,3657,1180,710,2417,60,8023,41261,15661,12890,90321,1756,161898,5945,87,605,176,32,6854,1257,157,146,573,10,2142,3919,1064,920,7478,106,13495,397,184,88,632,10,1307,301,79,37,130,7,566,3073,173,127,259,18,3644,8287,2684,2000,22246,278,35492,4207,1846,844,8973,111,15984,401,5,52,14,5,476,138,31,24,52,0,247,229,67,38,211,3,553,204,121,65,199,5,593,4454,673,510,245,91,5977,2615,1150,664,391,39,4862,1428,320,267,960,25,2990,409,47,71,165,7,702,380,37,27,21,4,477,9837,3243,2618,20542,256,36491,256,35,25,63,5,377,2984,330,293,123,10,3734,818,82,81,376,10,1361,257,22,40,26,3,352,694,21,63,13,12,801,1495,352,235,947,16,3040,18237,2481,2575,5328,313,28936,1114,222,189,1996,36066,39596,98205,29176,23562,207492,40129,398565
SOS52,439,2330,1907,16213,372,21265,22,198,62,9933,220,10440,219,12,10,61,5,307,81,38,5,111,8,243,519,160,95,248,3,1024,6288,2256,1817,13274,397,24037,686,0,50,8,9,761,142,20,15,54,4,233,572,143,144,1031,33,1920,42,18,11,53,0,121,58,17,6,11,0,92,250,30,16,38,0,340,1196,377,277,3261,71,5184,499,210,101,937,23,1763,19,0,3,0,0,26,10,0,5,7,0,21,31,5,3,8,0,47,34,12,4,19,0,70,445,63,67,31,14,623,315,127,83,27,13,568,177,42,28,113,4,369,51,10,13,11,0,83,39,4,0,0,0,39,1499,484,390,2959,64,5398,38,7,4,9,0,57,269,25,29,11,0,337,101,17,3,50,0,173,23,7,4,3,0,40,66,0,9,0,5,81,236,50,32,145,3,467,1886,322,255,615,59,3132,147,30,36,372,7530,8110,12794,4109,3164,37085,8572,65723
SOS53,1447,7362,6687,51329,723,67551,46,267,154,7058,124,7659,1200,48,89,180,14,1545,523,157,93,545,14,1330,2195,636,448,1069,28,4380,23128,7079,6311,42661,862,80039,1125,12,130,28,17,1305,704,56,73,261,3,1100,2246,523,518,3668,56,7017,222,89,38,233,9,586,166,41,30,70,5,309,661,80,47,85,8,878,4454,1217,967,10357,170,17158,2639,973,476,3950,83,8124,86,0,14,3,0,107,46,7,12,23,0,94,153,43,23,107,0,329,143,62,26,115,0,344,1299,124,102,46,15,1594,1203,396,289,136,19,2042,640,140,100,358,11,1245,163,13,30,84,3,291,89,7,5,3,0,101,5183,1508,1286,10218,147,18339,150,40,9,34,0,235,1312,110,100,38,0,1563,341,40,21,173,3,576,81,19,17,22,0,132,409,15,23,13,0,461,784,154,133,462,4,1535,6718,1077,997,1761,117,10676,365,86,56,784,31956,33246,46904,13055,11083,96691,33819,201544
SOS57,20,58,69,409,3,557,0,0,0,41,0,45,21,0,6,0,0,25,3,0,0,11,0,14,27,11,4,13,0,54,334,60,75,381,3,853,47,0,0,0,0,46,8,0,0,0,0,11,24,11,0,56,0,97,0,3,0,5,0,10,3,0,0,0,0,5,17,0,0,0,0,17,97,8,6,142,0,259,32,12,6,36,0,73,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,5,31,0,0,0,0,36,18,0,4,0,0,29,9,0,0,0,0,14,12,0,0,0,0,12,5,0,0,0,0,5,132,15,11,106,0,266,3,0,0,0,0,0,9,0,0,0,0,6,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,7,3,0,7,0,16,139,9,6,16,0,176,17,0,0,7,1357,1376,803,107,119,850,1369,3250
