SOS_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
SOS50,192,2861,17,3072,54916,2666,63,60713,1343,1999,46,3384,56421,3527,190,63523,29372,3335,775,33490,95766,8675,548,138475,71692,2526,2028,76248,56556,7519,388,140711,42542,2947,1118,46599,71411,5739,372,124118,7686,8374,205,16271,85684,4324,397,106670,1362,13341,58,14763,65460,3393,342,83955,250,3467,21,3736,38604,2894,118,45355,36,180,0,216,13237,1891,28,15374,154478,39031,4267,197779,538058,40614,2453,778901,305,4646,46,5000,50409,2620,67,58103,3383,3939,195,7519,52126,3017,187,62845,51030,6363,2512,59909,81084,7486,478,148949,89743,4592,5100,99436,43775,6278,242,149730,41204,8074,1868,51148,75912,4819,262,132138,3462,23865,288,27606,83909,3829,513,115861,945,23115,133,24194,65076,3641,446,93356,219,4230,29,4479,44359,3872,140,52848,35,246,0,280,20840,3421,45,24582,190328,79073,10170,279563,517489,38980,2380,838412,501,7504,72,8076,105319,5289,129,118813,4725,5937,239,10897,108550,6540,379,126375,80407,9700,3290,93390,176844,16159,1024,287428,161436,7122,7123,175687,100330,13795,632,290440,83743,11023,2982,97751,147322,10552,635,256255
SOS51,59,576,8,644,9697,1215,14,11570,531,340,22,892,7995,1243,130,10267,6828,652,253,7727,14284,3715,264,25995,12460,532,499,13491,9612,3674,128,26902,6790,710,219,7720,15128,3331,64,26243,1202,1728,36,2967,19246,2813,69,25084,177,1773,4,1958,16436,1769,39,20197,46,347,0,390,8656,935,19,10005,3,18,0,21,2488,442,7,2966,28091,6677,1046,35811,103536,19148,729,159227,92,1005,22,1119,8614,1035,12,10774,1153,653,79,1881,6679,1035,62,9654,10630,1097,857,12586,11236,2799,165,26791,15150,918,1203,17267,7335,2436,32,27075,6143,1922,376,8441,15135,2159,32,25763,474,4393,53,4921,18082,1947,56,25011,106,2975,18,3099,15866,1533,57,20555,44,459,4,501,9128,1064,14,10709,10,32,0,41,3713,723,7,4481,33793,13450,2606,49848,95791,14740,441,160814,147,1586,28,1765,18307,2253,20,22341,1683,990,103,2773,14677,2282,193,19925,17455,1748,1108,20315,25524,6509,432,52783,27610,1445,1702,30754,16944,6111,170,53975,12937,2628,595,16162,30255,5493,89,52008
SOS52,17,143,7,167,1207,214,0,1595,126,126,8,260,1100,228,20,1605,1053,156,77,1285,2032,701,44,4051,1567,139,108,1819,1492,686,11,4001,842,181,46,1066,2585,771,0,4429,188,329,10,521,3874,722,3,5112,45,291,0,332,3744,596,8,4676,4,57,0,62,1734,288,0,2080,0,6,0,6,400,85,0,496,3843,1422,259,5522,18166,4286,81,28053,41,207,9,264,1051,221,4,1533,253,160,38,450,881,199,20,1551,1496,209,189,1894,1519,480,54,3946,1792,244,230,2259,1095,436,14,3816,699,419,62,1172,2329,436,11,3953,77,699,15,796,3509,553,3,4860,24,498,11,537,3124,491,5,4157,3,69,5,79,1552,282,0,1914,0,3,3,9,506,106,0,616,4393,2514,550,7459,15565,3209,114,26339,59,358,15,430,2257,435,4,3128,385,286,43,714,1988,423,31,3154,2548,364,265,3179,3546,1179,91,8001,3361,380,335,4078,2588,1124,28,7821,1533,599,102,2237,4916,1210,16,8375
SOS53,21,213,0,239,3985,575,3,4807,122,173,14,309,4018,1552,59,5940,2833,300,98,3234,7735,5447,174,16591,6486,288,254,7028,5533,5459,100,18116,4282,475,129,4888,9995,4934,64,19874,779,1153,31,1966,13656,3581,48,19251,118,1135,4,1261,10521,1482,28,13287,15,182,3,199,4143,531,5,4877,3,0,0,7,742,86,0,840,14663,3924,546,19126,60339,23641,483,103590,26,385,6,418,3299,473,3,4197,206,239,27,471,2701,623,47,3843,2955,406,217,3574,4282,1544,113,9515,5795,364,441,6593,2755,1321,28,10697,2941,929,141,4013,7566,1486,12,13079,280,2530,27,2837,10317,1333,22,14508,62,1669,10,1740,7852,930,14,10535,18,200,3,225,3191,379,0,3797,5,13,0,15,730,69,4,818,12284,6734,872,19884,42698,8152,251,70987,50,598,6,656,7283,1052,7,8998,328,408,39,779,6717,2178,111,9785,5785,706,311,6805,12017,6991,290,26105,12282,651,689,13619,8294,6780,126,28811,7230,1402,274,8902,17564,6416,74,32959
SOS57,0,0,0,0,8,7,0,14,0,0,0,0,48,28,0,81,35,3,0,37,198,192,24,459,152,0,6,161,333,413,37,945,101,10,4,115,351,376,53,896,9,10,0,21,237,196,24,473,0,5,0,5,73,40,0,119,0,0,0,7,7,0,0,15,0,0,0,0,0,0,0,0,300,30,9,347,1254,1251,143,3002,0,0,0,0,5,3,0,8,0,0,0,0,23,15,0,37,4,3,0,8,52,28,3,94,8,0,0,4,23,20,7,55,0,0,0,3,34,23,0,57,0,0,0,0,55,29,3,86,0,11,0,11,36,11,0,61,0,4,0,4,6,5,0,17,0,0,0,0,0,0,4,3,5,21,0,26,233,123,16,405,0,0,0,0,8,10,0,19,0,4,0,4,75,43,0,121,39,10,0,52,246,224,33,549,154,0,6,165,359,429,37,999,104,9,4,110,387,391,61,951
