SOS_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
SOS50,313,573,4527,3107,637,6139,2075,8759,418,26535,1638,5340,11736,5911,2521,5736,4754,8021,929,46594,10416,26496,30155,8364,6704,5567,12508,11482,2416,114114,20461,30131,27953,6457,7163,4180,12830,8786,2258,120217,20705,22752,22697,5293,6312,3836,11859,7651,1899,102999,14400,15658,16252,3879,5292,3128,10644,6668,1274,77192,4146,5747,3950,1037,1675,1384,2945,2355,442,23675,625,907,304,88,227,212,219,353,137,3075,36,52,10,4,24,22,4,20,50,232,72739,107662,117579,34132,30551,30204,57837,54096,9831,514630,346,676,966,7868,1687,12552,410,3751,391,28647,2030,7447,2910,13772,7156,8965,914,3064,653,46913,9836,37446,7213,19309,18946,8054,1925,5679,1675,110078,12901,37259,5913,17362,21626,6553,1707,6012,1544,110875,12021,28177,4739,16122,22647,7139,1758,6699,1258,100554,7061,17495,3131,11325,18485,5941,1297,5533,828,71099,1518,4381,696,2401,4969,1569,295,1436,256,17523,153,339,48,140,427,124,23,157,112,1516,6,13,6,0,24,9,0,10,40,99,45870,133228,25616,88306,95967,50909,8321,32336,6752,487315
SOS51,56,53,1426,418,79,1290,331,1815,129,5591,211,418,2860,423,174,553,857,1560,123,7180,1467,2373,7278,1066,557,762,2743,2920,410,19569,2722,2753,6719,1068,735,600,3313,2293,487,20693,2953,2626,5519,1061,770,697,3844,1956,472,19889,2444,2136,3972,905,761,624,3628,1862,333,16658,956,747,898,255,259,246,1003,570,118,5055,197,83,63,21,38,51,65,88,46,646,13,5,0,3,0,6,4,7,18,56,11016,11192,28736,5223,3373,4823,15775,13064,2132,95336,61,87,297,1527,385,2287,110,847,109,5703,273,917,546,1682,1072,958,264,695,105,6512,1428,4654,1395,3230,3188,1514,643,1560,219,17836,2009,4836,1148,3534,3811,1574,590,1757,275,19526,2086,4062,1026,3474,4002,1706,626,1903,239,19128,1472,2832,655,2556,3231,1481,407,1616,181,14432,454,732,149,508,868,336,82,409,69,3599,76,47,8,37,58,29,5,52,29,341,7,0,0,0,0,5,0,0,3,19,7856,18163,5226,16538,16610,9896,2728,8850,1232,87106
SOS52,6,16,163,32,10,75,46,176,20,553,47,63,315,56,20,56,133,227,17,929,249,291,824,179,56,64,458,403,61,2590,384,301,763,154,62,57,516,285,64,2580,467,295,706,164,84,60,622,355,81,2842,510,303,621,157,136,87,791,359,66,3014,241,109,160,30,43,46,241,137,43,1043,67,19,9,6,6,3,18,17,13,166,8,4,0,0,0,0,0,0,3,22,1978,1405,3552,778,416,450,2820,1967,375,13738,13,8,44,145,32,137,10,132,21,529,36,103,51,183,130,96,46,104,19,767,155,500,148,428,396,138,93,274,36,2161,285,498,153,393,432,159,91,226,38,2277,320,457,139,460,449,210,98,307,37,2484,327,469,130,412,470,208,98,315,35,2471,111,129,26,88,122,56,31,83,25,665,19,10,3,9,13,5,6,16,7,90,0,0,0,0,0,0,0,0,6,3,1272,2169,692,2114,2047,1002,470,1468,214,11442
SOS53,80,26,629,133,21,310,183,755,61,2216,258,245,1258,219,69,174,603,830,55,3716,1296,1285,3391,327,160,153,1847,1427,141,10028,2468,1263,3650,279,225,170,2268,1134,176,11632,3438,1377,3549,398,326,215,2832,1152,245,13539,3334,1262,2717,353,347,263,2706,1198,208,12395,1930,460,639,83,107,126,669,426,83,4529,616,55,50,13,22,22,44,89,53,963,95,0,0,0,0,0,0,9,14,126,13521,5978,15884,1808,1289,1442,11170,7025,1031,59138,30,27,120,548,121,651,60,457,49,2047,113,347,261,562,343,298,197,407,73,2598,639,1525,478,796,1006,298,424,760,89,6023,1286,1802,552,915,1509,375,339,609,110,7488,1768,1850,543,1240,1986,608,490,814,141,9433,1733,1581,427,1100,1927,567,362,812,111,8623,876,424,96,232,524,135,55,264,56,2662,218,20,15,12,60,7,9,46,25,410,23,0,0,0,0,0,0,0,0,20,6674,7581,2489,5400,7482,2932,1930,4158,648,39300
SOS57,0,0,0,0,0,0,0,3,0,3,0,6,15,9,0,0,0,20,0,54,5,42,103,8,0,0,18,64,0,237,18,80,204,10,11,0,52,105,9,494,27,92,175,10,18,0,60,66,10,451,21,53,90,6,5,0,32,29,8,234,5,8,10,0,0,0,4,7,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,76,290,596,37,33,6,168,289,18,1517,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,10,0,23,3,15,8,12,3,0,0,18,0,54,0,8,8,3,0,0,0,9,0,28,3,9,6,0,3,0,0,10,0,32,11,8,0,5,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,40,28,25,9,0,4,49,5,186
