SOS_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SOS50,0,0,0,17,157,632,1837,1533,190,201,160,283,142,115,109,5377,0,6,17,88,72,151,1022,725,96,102,120,126,85,6,29,2647,6,43,280,551,587,704,1266,787,137,145,143,179,109,42,63,5035,32,35,74,221,1372,2201,10098,6205,1284,1289,1144,1790,628,76,505,26953,80,506,1255,432,282,880,412,117,12,17,5,10,7,0,138,4152,82,150,243,137,175,208,485,497,77,74,60,53,32,8,59,2341,7,23,40,90,207,125,208,173,15,19,34,30,5,10,27,1011,929,908,730,644,1298,755,1610,816,108,117,136,172,86,30,155,8487,108,523,648,230,100,47,70,140,9,18,5,18,4,6,55,1982,15,28,149,469,1020,997,1287,953,217,195,232,267,198,55,112,6184,352,264,2201,1939,1875,2658,18780,13955,2911,2382,3499,4199,1446,287,921,57670,43,129,100,280,1110,2814,3784,1841,404,431,453,555,557,62,258,12815,5,4,11,61,677,681,1486,2119
SOS51,0,0,0,0,0,12,68,88,10,12,10,38,6,4,14,262,0,0,0,3,0,8,37,38,8,12,8,9,8,0,3,126,0,4,44,89,65,96,187,101,33,22,25,30,18,6,18,744,5,3,0,6,27,38,267,206,40,56,70,192,43,17,36,1011,4,31,60,11,17,14,8,7,0,0,0,0,0,0,8,172,4,4,12,8,5,12,14,21,8,0,4,16,9,9,6,134,0,3,4,17,31,28,80,49,3,14,15,11,13,26,5,309,267,209,134,119,199,107,295,141,23,25,23,45,15,5,50,1667,0,21,32,15,4,7,10,10,0,5,0,0,0,0,4,101,0,0,12,17,14,26,37,51,8,7,8,14,15,0,13,216,44,23,119,73,56,91,800,688,125,125,146,173,77,28,48,2608,7,16,3,14,43,84,229,196,57,50,42,55,46,10,18,868,0,0,0,0,24,4,28,68
SOS52,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,6,15,13,10,0,4,3,0,0,0,3,81,0,0,0,0,0,0,20,12,6,0,5,17,0,0,4,70,0,4,5,4,4,5,0,0,0,0,0,0,0,0,4,25,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,4,4,10,0,9,0,0,0,3,0,46,32,51,26,15,34,17,36,19,3,6,8,11,0,0,11,265,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,3,0,3,0,3,0,0,5,3,0,0,4,26,0,7,24,13,9,4,33,54,11,3,13,16,14,0,10,218,3,10,6,0,7,11,21,13,8,5,3,5,0,0,0,90,0,0,0,0,0,0,0,0
SOS53,0,0,0,0,0,3,13,27,0,0,0,0,0,3,24,75,0,0,0,0,6,9,11,5,0,0,0,0,0,0,6,42,0,0,42,56,64,54,75,42,9,0,24,27,14,8,12,424,0,0,0,7,10,13,131,105,16,21,9,35,0,0,26,383,0,24,59,16,6,21,9,0,0,0,0,0,0,0,7,156,5,6,12,3,4,5,8,0,0,0,0,0,0,0,3,44,0,3,4,3,10,14,14,11,3,5,6,16,9,5,14,116,84,85,81,80,172,94,177,74,17,8,34,33,21,0,28,980,0,14,16,11,4,0,4,0,0,0,0,0,0,0,0,54,0,0,10,5,16,18,21,10,0,0,0,0,6,0,14,107,17,10,75,50,35,35,142,86,13,16,16,17,0,0,49,554,5,12,6,6,14,45,75,39,14,18,20,14,11,0,10,283,0,0,0,0,5,8,15,28
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,6,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0
