SOS_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
SOS50,17586,49823,99275,99529,75884,54584,40602,18180,4719,460191,2672,4379,11801,12051,12253,10304,5703,2575,584,62322,3367,5025,16033,17533,24580,29642,23465,11055,2971,133665,957,702,1958,2426,2972,3955,4779,3847,1518,23111,252,262,866,1254,1501,2224,3935,4954,2657,17901,45,141,696,871,982,913,794,619,352,5409,2102,2872,7184,6568,5485,4556,4269,3963,2532,39543,26981,63205,137805,140229,123663,106186,83549,45196,15337,742150,18455,52003,116856,115446,86415,61009,38870,17086,5554,511699,1717,3223,9463,9852,12765,13604,7805,3331,947,62707,2495,3907,12448,13965,22564,29061,30043,15371,5666,135515,705,511,1366,1900,2373,3596,5363,4683,2548,23040,202,179,767,1321,1791,2586,4826,5953,4303,21942,48,89,620,986,1107,1236,1098,928,789,6906,2026,2631,6853,5918,4760,4164,4831,5301,4701,41183,25634,62543,148379,149396,131784,115258,92837,52655,24513,802983,36042,101823,216135,214980,162295,115599,79475,35268,10276,971889,4382,7604,21261,21900,25019,23913,13506,5902,1537,125032,5859,8929,28484,31492,47146,58703,53507,26426,8638,269181,1660,1207,3325,4331,5346,7550,10141,8529,4065,46156
SOS51,2137,5753,13148,13075,10573,7979,6478,2660,596,62405,982,1311,3213,3442,3445,2768,1604,566,124,17456,1206,1596,5078,5749,7457,9186,7107,2823,564,40758,320,230,618,760,945,1439,1714,1210,362,7591,84,82,216,257,379,611,1192,1417,706,4948,13,23,119,123,136,138,113,95,56,815,1020,1138,3331,3352,3225,2897,1950,1211,548,18668,5775,10125,25717,26757,26167,25013,20155,9980,2959,152642,2332,6336,17058,16653,12828,9533,6268,2624,779,74416,582,835,2644,2857,3408,3748,2248,733,167,17218,806,1183,3544,4275,6231,7999,7695,3358,1041,36135,252,178,409,502,646,975,1445,1149,537,6096,63,47,132,223,281,460,916,1339,879,4339,8,25,79,73,102,95,111,92,85,669,845,985,2749,2433,2231,2126,1809,1402,975,15555,4888,9592,26614,27019,25725,24931,20489,10692,4471,154428,4469,12094,30205,29731,23403,17505,12746,5281,1381,136820,1568,2150,5855,6296,6853,6511,3854,1296,296,34673,2017,2773,8629,10026,13685,17187,14793,6172,1604,76892,568,409,1023,1267,1591,2416,3155,2354,898,13682
SOS52,313,793,1775,1603,1397,1353,1309,469,94,9116,139,190,509,472,540,492,327,125,14,2812,239,298,833,955,1333,1937,1592,567,103,7852,78,47,122,164,213,342,426,216,63,1663,40,32,65,80,114,194,346,344,133,1350,6,7,11,10,21,24,23,27,9,140,157,225,695,707,796,774,649,335,80,4410,973,1590,4008,3990,4420,5111,4670,2081,496,27338,339,862,2161,1948,1588,1631,1150,455,117,10245,108,164,443,477,521,668,370,121,22,2900,181,222,622,733,1138,1557,1502,550,136,6647,51,52,94,126,155,239,300,213,65,1291,35,34,63,41,70,131,232,231,121,961,4,4,9,12,13,24,34,32,13,149,144,188,494,447,455,610,549,323,135,3344,868,1529,3889,3792,3937,4851,4148,1912,613,25539,653,1648,3934,3552,2985,2983,2464,926,211,19359,249,356,953,951,1062,1161,705,246,38,5711,421,520,1452,1689,2468,3492,3093,1117,246,14498,134,103,221,285,368,574,727,424,122,2954
SOS53,1087,3136,7030,7515,7254,6260,4621,1463,191,38545,344,523,1551,1856,2168,1876,1031,330,39,9720,486,804,2793,3355,4884,6246,4289,1348,187,24383,104,73,256,405,590,899,1041,501,103,3970,35,24,112,130,220,358,711,621,198,2402,12,13,35,72,121,96,45,54,26,465,447,1306,4643,4671,4563,3459,1527,557,102,21274,2510,5874,16407,18008,19795,19191,13258,4871,842,100763,1069,2595,6022,6772,6806,6405,3926,1119,206,34909,187,250,721,988,1590,2042,986,259,33,7054,255,279,985,1366,2794,3975,3564,1142,215,14572,79,36,101,132,241,483,618,377,100,2176,20,15,47,58,115,179,370,393,162,1356,3,10,15,24,28,29,28,38,14,186,372,614,1519,1314,1488,1375,1025,467,85,8252,1978,3792,9401,10661,13068,14482,10520,3788,820,68501,2152,5725,13044,14292,14061,12660,8548,2581,391,73453,531,776,2269,2846,3760,3916,2015,590,77,16771,741,1082,3776,4725,7679,10226,7853,2486,403,38956,185,111,351,536,836,1378,1656,876,209,6141
SOS57,0,37,164,325,243,122,47,6,0,942,0,3,33,72,81,43,8,0,0,246,6,7,31,96,118,83,22,3,0,366,0,0,5,5,8,10,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,6,28,190,414,378,198,35,4,0,1263,13,81,430,908,839,449,117,15,0,2854,7,19,53,29,29,38,22,7,0,198,0,0,3,0,0,7,3,0,0,22,0,6,0,0,4,7,12,3,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,20,23,24,12,5,0,124,8,36,89,49,60,77,61,17,0,392,5,59,216,349,273,156,75,7,0,1134,0,3,43,74,83,53,13,0,0,272,6,9,31,95,129,92,39,10,0,402,0,0,7,3,8,8,0,0,0,38
