POW_GCCSA_CODE_2021,NS_ArtsR_Bf_91,NS_ArtsR_91_95,NS_ArtsR_96_00,NS_ArtsR_01_05,NS_ArtsR_06_10,NS_ArtsR_11_15,NS_ArtsR_16_20,NS_ArtsR_2021,NS_ArtsR_NS,NS_ArtsR_Tot,NS_OthSvs_Bf_91,NS_OthSvs_91_95,NS_OthSvs_96_00,NS_OthSvs_01_05,NS_OthSvs_06_10,NS_OthSvs_11_15,NS_OthSvs_16_20,NS_OthSvs_2021,NS_OthSvs_NS,NS_OthSvs_Tot,NS_IDNS_Bf_91,NS_IDNS_91_95,NS_IDNS_96_00,NS_IDNS_01_05,NS_IDNS_06_10,NS_IDNS_11_15,NS_IDNS_16_20,NS_IDNS_2021,NS_IDNS_NS,NS_IDNS_Tot,NS_Tot_Bf_91,NS_Tot_91_95,NS_Tot_96_00,NS_Tot_01_05,NS_Tot_06_10,NS_Tot_11_15,NS_Tot_16_20,NS_Tot_2021,NS_Tot_NS,NS_Tot_Tot,Tot_AGFF_Bf_91,Tot_AGFF_91_95,Tot_AGFF_96_00,Tot_AGFF_01_05,Tot_AGFF_06_10,Tot_AGFF_11_15,Tot_AGFF_16_20,Tot_AGFF_2021,Tot_AGFF_NS,Tot_AGFF_Tot,Tot_Min_Bf_91,Tot_Min_91_95,Tot_Min_96_00,Tot_Min_01_05,Tot_Min_06_10,Tot_Min_11_15,Tot_Min_16_20,Tot_Min_2021,Tot_Min_NS,Tot_Min_Tot,Tot_Mnf_Bf_91,Tot_Mnf_91_95,Tot_Mnf_96_00,Tot_Mnf_01_05,Tot_Mnf_06_10,Tot_Mnf_11_15,Tot_Mnf_16_20,Tot_Mnf_2021,Tot_Mnf_NS,Tot_Mnf_Tot,Tot_EGWWS_Bf_91,Tot_EGWWS_91_95,Tot_EGWWS_96_00,Tot_EGWWS_01_05,Tot_EGWWS_06_10,Tot_EGWWS_11_15,Tot_EGWWS_16_20,Tot_EGWWS_2021,Tot_EGWWS_NS,Tot_EGWWS_Tot,Tot_Const_Bf_91,Tot_Const_91_95,Tot_Const_96_00,Tot_Const_01_05,Tot_Const_06_10,Tot_Const_11_15,Tot_Const_16_20,Tot_Const_2021,Tot_Const_NS,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_16_20,Tot_WST_2021,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_16_20,Tot_RetT_2021,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_16_20,Tot_AcFd_2021,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_16_20,Tot_TPW_2021,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_16_20,Tot_IMT_2021,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_16_20,Tot_FinIns_2021,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_16_20,Tot_RHRE_2021,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_16_20,Tot_ProSTS_2021,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_16_20,Tot_AdSup_2021,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_16_20,Tot_PubAS_2021,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_16_20,Tot_EdTrn_2021,Tot_EdTrn_NS,Tot_EdTrn_Tot
5GPER,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,3,3,0,0,14,9,0,0,9,14,11,9,0,23,71,69,15,15,47,105,91,64,4,47,455,727,149,141,207,482,416,562,28,63,2782,3761,1023,1436,2236,4444,3213,1637,75,181,18013,6044,1412,1585,2431,5754,4753,2592,58,242,24879,1162,283,383,601,1212,851,409,10,32,4950,7060,1554,2172,3094,6822,6242,2319,53,333,29648,2726,577,736,1082,2338,2002,1040,33,89,10623,7215,1596,2159,3810,7896,6365,4404,53,351,33853,3016,993,1354,2902,7855,7647,7856,61,413,32103,4758,1025,1452,1920,4758,3536,2712,37,219,20422,806,182,249,355,644,610,392,9,27,3288,2936,636,896,1287,2042,1678,748,15,66,10305,1867,321,409,593,983,911,377,15,59,5531,8220,2055,3138,4450,7458,6421,4112,122,253,36233,2589,547,801,1234,2632,2717,3269,32,122,13940,7832,1509,1934,2586,4457,3076,1362,28,227,23021,10331,2166,2964,3979,6482,5146,2713,52,247,34078
5RWAU,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,0,0,0,4,0,4,0,3,21,28,8,9,18,37,34,53,10,31,225,1138,147,229,278,404,435,947,155,224,3954,3603,741,1240,1578,3782,2813,1346,54,291,15454,865,145,214,352,838,837,817,49,65,4188,239,30,41,81,188,135,60,0,14,792,1402,240,376,486,1076,877,427,21,112,5009,299,58,69,94,214,182,129,18,20,1086,1172,154,192,332,783,775,586,10,77,4074,1037,189,264,467,1216,1380,1714,34,135,6446,879,106,195,222,531,469,222,12,64,2700,63,0,6,25,43,39,26,0,5,209,144,7,27,45,78,72,26,0,5,405,230,28,34,54,135,152,108,10,7,758,589,102,125,188,399,334,215,7,25,2000,516,90,137,151,336,358,406,19,52,2057,1147,162,219,310,652,551,176,10,50,3271,1634,231,335,438,799,550,281,10,84,4366
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,7,0,0,4,5,5,7,0,4,34,89,20,24,31,38,23,54,6,7,293,399,99,126,185,373,323,127,4,39,1670,129,22,30,43,91,64,42,0,9,426,46,6,12,23,15,23,7,0,0,131,1757,348,502,674,1317,1130,366,7,102,6214,91,16,21,26,54,38,14,0,7,276,172,29,31,43,105,88,58,4,6,544,93,25,36,55,108,101,112,0,9,536,456,114,173,203,478,446,678,4,39,2576,52,9,14,28,41,31,21,0,0,200,65,10,21,23,22,29,16,0,6,181,61,14,17,15,33,22,19,0,4,174,354,67,80,110,142,111,117,9,16,1007,702,108,173,208,481,436,439,4,38,2586,115,29,25,57,79,74,46,0,3,431,212,50,62,107,161,117,87,0,17,807
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,46,10,7,21,40,32,13,0,0,169,11,0,0,0,3,5,0,0,0,20,3,0,0,0,4,3,0,0,0,13,13,9,0,11,9,11,9,0,0,56,0,0,0,0,0,0,0,0,0,3,8,0,3,3,3,0,0,0,0,14,8,3,3,6,5,7,10,0,0,41,5,0,6,0,7,6,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,12,4,3,3,5,5,0,8,0,5,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
