POW_GCCSA_CODE_2021,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000_3499_A_15_19,Pro_3000_3499_A_20_24,Pro_3000_3499_A_25_34,Pro_3000_3499_A_35_44,Pro_3000_3499_A_45_54,Pro_3000_3499_A_55_64,Pro_3000_3499_A_65_74,Pro_3000_3499_A_75ov,Pro_3000_3499_Tot,Pro_3500mo_A_15_19,Pro_3500mo_A_20_24,Pro_3500mo_A_25_34,Pro_3500mo_A_35_44,Pro_3500mo_A_45_54,Pro_3500mo_A_55_64,Pro_3500mo_A_65_74,Pro_3500mo_A_75ov,Pro_3500mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44
5GPER,1443,1373,898,852,558,134,5996,54,751,2174,2165,1283,1070,553,110,8156,40,1286,3443,3246,2022,1547,805,127,12515,19,2520,6772,5129,3441,2543,1010,117,21552,16,2753,9588,6221,4233,2711,894,95,26511,10,1542,11591,8141,5938,3889,1004,113,32220,3,460,8789,8027,6240,4027,966,79,28583,9,426,12324,17603,13810,8805,1865,140,54971,0,46,2195,4357,3225,1950,495,46,12306,0,33,2050,7768,8031,4721,1298,168,24072,4,99,262,261,289,196,58,13,1184,1154,12493,62892,66640,50947,33698,10326,1314,239460,33,47,115,123,122,78,37,5,560,324,91,107,133,94,97,49,3,902,275,245,293,291,248,203,115,28,1708,411,414,459,495,399,356,188,38,2769,1038,677,703,560,518,480,234,34,4246,1531,1580,1188,1000,917,797,383,59,7457,880,2563,2262,1517,1219,1068,406,36,9946,450,2918,4114,2639,2055,1621,507,32,14344,189,2298,6422,4498,3390,2621,569,38,20026,64,1291,5081,4280,3315,2349,497,21,16897,35,726,4101,4103
5RWAU,205,267,205,174,116,24,1064,11,76,321,432,264,248,145,16,1504,11,158,465,557,406,378,134,19,2137,20,282,834,842,689,570,187,17,3445,4,474,1194,924,790,599,174,15,4176,6,299,1591,1146,1115,886,177,8,5221,0,142,1334,1179,1173,886,201,5,4908,0,221,2311,2403,2497,1782,370,22,9611,0,32,632,756,614,410,79,3,2527,0,19,551,1076,1050,680,162,10,3536,0,14,42,54,55,54,14,10,243,186,1851,9885,10152,9171,6996,1968,176,40391,17,11,37,29,43,34,4,7,178,105,16,32,44,25,49,13,4,289,64,26,85,87,67,86,47,0,462,120,44,96,105,106,123,73,11,676,362,98,124,130,174,160,85,11,1140,586,329,264,242,267,264,129,21,2108,383,572,421,321,341,325,121,8,2496,208,695,787,556,547,491,146,16,3451,139,702,1253,990,846,724,164,5,4829,79,476,1166,953,840,618,154,7,4293,32,393,1278,1105
59499,104,76,62,65,39,19,415,0,41,98,80,77,59,41,4,405,0,42,117,116,90,75,50,6,499,3,32,150,151,111,89,50,5,588,3,31,163,142,96,85,27,3,555,0,26,166,154,108,93,38,4,587,0,14,112,141,108,82,25,0,486,0,18,252,262,231,152,45,3,967,0,0,74,105,75,47,17,0,324,0,3,63,136,165,107,20,4,501,0,4,9,17,8,11,5,0,50,120,482,1526,1595,1290,1006,423,77,6520,4,0,21,24,23,19,0,0,86,25,14,13,19,19,14,9,0,110,33,17,35,32,43,51,23,3,239,62,38,52,59,68,98,50,7,433,153,75,66,62,106,121,53,8,647,233,176,134,137,144,167,81,16,1086,79,254,238,183,207,204,83,4,1257,51,261,410,337,362,313,97,3,1839,16,225,736,541,504,424,105,9,2566,13,174,711,581,507,366,66,0,2424,7,122,653,585
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,0,3,0,0,0,6,0,0,3,0,4,3,4,0,11,0,0,4,5,3,3,0,0,15,0,0,16,11,17,6,0,0,49,0,0,4,15,11,5,0,0,39,0,0,12,31,38,25,0,0,103,0,0,0,0,0,0,0,0,0,0,3,41,62,67,48,7,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,0,16,0,0,0,3,0,6,0,0,16,0,0,3,12
