SA2_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
501021016,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,0,0,0,0,9,9,29,58,71,80,53,42,12,0,355,0,0,7,8,9,19,10,0,0,54,0,0,3,5,3,6,0,5,0,23,0,0,0,6,0,0,5,0,0,8,0,0,0,0,0,3,7,0,0,13,0,4,6,12,8,11,7,5,0,45,0,0,4,0,9,8,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,4,0,5,7,8,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,8,10,12,9,26,9,21,12,7,121,28,53,94,125,150,127,86,34,7,693,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,9,27,67,65,84,68,44,29,5,393,0,5,5,20,13,15,11,9,5,78,5,0,6,6,10,4,9,0,0,37
501021251,0,0,11,0,3,4,0,0,0,19,3,5,14,6,5,4,0,0,0,35,0,47,129,211,132,47,17,11,0,594,3,23,40,50,25,15,5,0,0,155,0,5,8,14,16,3,0,0,0,44,0,0,9,30,25,9,3,0,0,74,0,0,8,14,13,17,6,0,0,59,0,12,26,47,29,14,0,0,0,136,3,0,15,17,13,5,0,0,0,61,0,3,8,0,5,0,0,0,0,17,0,0,12,14,9,12,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,15,36,12,38,53,39,18,4,11,0,209,48,97,316,467,330,146,45,20,0,1477,0,5,11,8,10,10,3,0,0,43,6,10,19,10,3,4,0,0,0,50,19,55,145,220,192,85,50,11,0,768,3,19,54,60,49,13,12,6,0,210,0,8,12,15,9,16,4,0,0,64
501021252,0,0,0,0,10,3,5,0,0,21,3,0,0,0,4,0,0,0,0,12,0,7,15,69,83,58,29,9,0,276,0,9,6,12,28,17,4,4,0,87,0,0,0,9,12,7,8,0,0,40,0,0,0,5,22,9,5,0,0,42,0,0,0,7,16,8,0,0,0,39,0,4,4,18,22,14,9,0,0,68,5,0,3,0,5,10,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,10,4,0,9,20,12,10,5,0,75,21,35,46,134,222,153,73,20,10,707,0,0,0,4,10,3,6,0,0,21,0,4,0,0,0,0,0,0,0,10,4,20,27,68,104,79,39,9,4,356,7,0,10,10,20,23,9,4,0,88,0,0,0,4,11,9,3,0,0,29
501021253,0,4,16,22,16,16,9,0,0,78,5,4,20,7,6,4,3,0,0,44,12,83,231,192,240,187,111,58,17,1123,13,52,57,50,82,66,31,21,5,374,0,12,16,25,19,11,5,4,0,82,0,4,24,33,36,34,8,17,0,152,0,3,14,9,36,41,15,3,0,131,0,11,45,59,66,59,32,8,3,285,0,3,13,24,38,27,15,10,3,138,0,11,12,4,9,3,0,0,0,44,0,7,33,28,13,14,4,4,0,107,0,0,0,0,0,6,0,0,0,8,0,4,4,9,0,0,0,0,0,22,31,32,60,67,62,63,40,52,29,449,65,229,547,535,619,531,270,170,62,3038,0,9,21,16,21,14,20,4,0,99,0,5,18,14,5,0,0,0,0,43,11,48,178,204,185,217,115,67,16,1043,3,29,75,69,68,62,50,23,6,375,0,5,14,22,19,11,8,3,0,97
501021254,0,0,10,6,0,0,6,0,0,21,5,7,6,9,0,0,0,0,0,27,6,30,84,57,52,48,33,3,0,316,7,25,28,19,25,23,15,3,0,129,0,8,7,3,9,0,0,0,0,32,0,0,7,3,7,0,0,0,0,20,0,0,8,8,0,7,3,0,0,24,0,4,18,14,13,12,6,0,0,59,4,4,8,6,12,10,3,0,0,43,0,0,0,0,3,0,0,0,0,7,0,5,11,15,3,3,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,17,24,28,44,49,44,37,37,16,5,287,40,111,224,190,170,143,102,31,6,1022,0,0,4,8,8,4,3,0,0,28,0,0,5,6,5,0,0,0,0,22,7,19,84,67,62,60,41,12,0,362,0,17,34,18,13,17,17,0,6,125,0,0,0,7,3,6,0,0,0,24
501031017,0,0,3,0,6,8,6,0,0,27,0,0,3,6,4,4,3,0,0,15,3,14,33,73,111,109,68,22,0,438,0,9,16,21,30,28,19,4,4,132,6,0,10,17,17,29,10,7,0,99,0,0,0,7,8,10,11,0,0,41,0,0,0,8,17,22,9,0,0,58,0,0,10,14,10,20,12,4,3,83,0,0,3,6,9,7,8,0,0,43,0,0,4,6,10,10,9,0,0,39,0,0,6,12,13,6,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,3,0,0,11,12,8,11,21,35,24,28,13,8,156,29,44,106,206,267,280,193,51,25,1192,0,0,0,7,3,12,0,0,0,25,4,0,3,0,4,0,0,0,0,18,7,13,48,81,109,127,108,30,3,537,7,9,21,19,24,30,30,11,0,145,0,6,10,25,26,14,18,9,4,112
501031018,0,0,0,8,4,10,9,0,0,22,0,0,3,3,4,7,0,0,0,18,19,22,45,82,98,87,67,14,3,436,0,7,19,14,31,21,14,8,0,120,0,4,9,22,22,17,14,0,0,82,0,0,0,10,9,16,4,0,0,37,0,0,0,0,11,18,13,0,0,45,0,0,5,16,14,22,17,0,0,77,0,0,5,3,8,11,3,0,0,35,0,0,0,0,4,8,0,0,0,17,4,0,4,10,10,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,15,16,3,22,33,38,49,26,13,3,197,42,42,112,201,255,271,162,55,8,1153,0,0,3,6,6,11,10,3,0,36,0,3,6,0,0,5,4,0,0,17,4,17,69,102,96,99,63,33,4,483,0,8,18,24,25,27,24,12,0,140,0,3,15,10,20,24,20,6,0,105
501031019,0,3,0,3,7,3,0,0,0,15,0,0,3,5,0,0,0,0,0,11,12,30,42,50,81,60,37,14,4,338,5,20,16,16,23,19,15,5,5,112,0,18,17,22,26,14,0,5,0,98,0,0,4,4,0,3,0,5,0,14,0,4,9,9,14,13,3,0,0,52,0,5,0,20,15,10,3,3,0,48,0,0,8,5,8,3,0,0,0,27,0,0,3,4,0,0,0,0,0,8,0,5,6,13,11,4,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,8,18,9,11,23,35,34,23,18,6,175,42,90,125,174,219,164,94,37,13,957,0,0,4,4,4,10,0,0,0,27,0,0,6,5,0,0,0,0,0,11,4,34,54,47,75,72,46,18,6,343,5,17,29,7,19,16,14,4,0,112,4,9,20,27,19,25,13,4,0,121
501031020,0,0,7,3,3,4,0,0,0,20,0,0,0,0,7,0,0,0,0,15,0,6,15,60,83,83,55,22,0,328,5,0,8,19,15,25,21,3,0,97,0,3,13,22,30,17,10,0,0,89,0,0,5,9,11,9,8,0,0,37,0,0,0,9,14,12,10,3,0,51,0,4,7,14,14,19,8,4,0,67,0,0,4,3,7,9,7,3,0,38,0,0,4,5,5,6,5,0,0,25,0,0,5,14,11,11,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,11,12,21,48,34,37,20,5,207,26,22,79,181,241,236,170,61,4,1031,0,0,0,10,9,11,8,0,0,34,0,0,0,0,3,3,3,0,0,12,0,11,20,47,83,95,76,33,0,372,0,10,12,15,16,27,31,5,0,118,3,6,13,10,34,20,17,4,0,104
502011021,0,4,3,6,3,4,4,0,0,19,0,0,5,0,0,0,3,0,0,15,6,16,60,110,109,121,94,21,0,530,3,10,26,41,32,27,33,9,0,184,0,0,5,13,5,9,9,0,0,42,0,0,0,9,10,8,8,0,0,35,0,0,3,10,12,11,4,3,0,49,0,3,0,18,15,24,19,0,0,87,0,0,4,5,0,8,7,4,0,26,0,0,0,5,3,0,0,0,0,16,0,0,9,11,5,9,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,5,0,0,13,19,12,20,38,23,23,29,13,3,173,38,44,138,260,218,245,218,54,7,1225,0,0,3,0,5,3,4,5,0,27,8,7,8,0,4,4,0,0,0,30,5,13,78,127,161,152,134,54,3,731,0,9,47,49,54,34,38,22,3,267,0,3,12,9,8,6,13,3,0,52
502011022,0,0,0,3,3,10,4,0,0,18,0,3,5,7,10,6,0,0,0,23,9,30,76,96,129,151,106,47,3,646,7,13,35,42,61,45,43,30,0,277,0,0,5,6,15,6,8,3,0,50,0,0,3,12,9,10,8,8,0,44,0,0,3,13,18,25,8,4,0,77,0,8,14,15,31,56,49,8,0,179,0,0,9,11,18,14,11,7,0,70,0,3,5,5,5,5,0,0,0,33,0,3,6,14,8,8,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,0,0,19,23,13,37,48,36,53,53,40,9,298,42,82,206,281,342,392,299,141,10,1795,0,0,0,11,6,5,13,0,0,40,0,5,0,9,0,12,3,0,0,37,11,35,111,131,151,163,170,61,13,842,3,30,50,43,59,55,44,34,7,316,0,7,5,5,16,3,8,7,0,55
502011023,0,0,0,0,4,0,3,0,0,19,0,8,12,8,6,0,4,0,0,35,17,55,104,121,131,104,121,76,13,739,11,27,36,43,34,34,47,23,10,263,0,0,9,12,9,4,6,6,5,50,0,0,6,7,11,0,8,8,0,36,0,0,4,8,13,11,5,5,0,53,3,4,9,16,20,14,17,17,0,108,3,9,10,13,4,6,6,9,0,61,6,0,0,6,0,3,5,0,0,24,0,16,17,13,16,7,11,0,0,80,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,0,0,0,24,32,37,39,46,64,45,75,71,18,430,82,151,264,290,321,240,310,213,56,1925,0,0,9,5,4,0,4,0,0,25,0,10,5,7,7,0,3,0,0,39,8,40,116,114,134,118,103,105,16,751,4,11,55,27,42,33,36,46,11,268,3,4,9,10,5,13,0,8,4,50
502011024,0,7,11,14,25,12,10,6,0,79,0,19,23,12,8,6,0,0,0,67,22,67,189,269,308,243,229,85,14,1424,18,42,77,100,88,72,87,45,6,544,0,0,19,21,14,20,17,8,0,105,3,4,16,23,32,33,17,6,3,131,0,0,6,12,32,43,24,13,0,131,9,15,34,68,81,66,66,26,0,363,0,9,17,23,26,26,27,6,3,130,0,3,5,8,3,5,10,4,0,36,0,11,32,34,34,15,21,6,0,155,0,0,0,0,0,0,0,0,0,4,0,4,7,13,17,7,5,7,0,56,73,42,70,103,102,114,98,97,47,736,129,207,497,692,769,657,616,310,88,3970,0,4,11,8,12,19,15,8,3,89,9,11,18,7,10,8,5,0,0,73,19,99,216,291,326,295,291,148,34,1713,8,33,72,110,115,80,83,67,12,581,3,0,16,19,22,14,26,6,0,110
502011025,0,0,0,4,3,6,5,0,0,21,0,8,15,11,7,0,0,0,0,53,8,43,82,92,104,122,112,55,12,629,7,33,39,21,42,36,35,22,6,250,0,0,15,9,7,5,6,0,0,51,0,0,8,11,17,12,10,3,0,52,0,0,8,6,10,15,12,8,4,56,0,13,25,24,22,29,18,16,0,150,0,6,23,18,14,16,3,0,0,78,0,3,3,7,3,4,4,0,0,16,4,0,28,18,14,7,9,4,0,88,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,7,0,0,27,39,42,63,51,59,77,67,88,32,523,64,155,315,278,309,331,281,202,65,2006,0,0,9,4,4,7,9,0,3,38,0,9,18,14,3,9,3,0,0,58,5,29,82,101,119,135,133,76,23,714,4,27,52,26,45,57,40,18,8,268,4,0,8,12,5,8,4,0,0,56
502011026,0,0,0,0,5,5,7,0,0,14,3,0,0,5,5,0,0,0,0,12,8,19,36,96,93,111,95,42,7,507,0,5,14,14,22,32,35,17,0,137,0,0,9,3,4,9,3,3,0,34,0,0,0,0,0,8,0,0,0,24,0,0,0,3,7,15,5,0,0,28,0,3,8,8,10,18,17,5,0,73,0,3,3,3,11,6,9,0,0,40,0,0,0,0,5,0,0,0,0,9,0,0,6,0,7,4,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,20,15,12,18,36,26,62,41,29,9,255,34,54,84,183,205,271,234,103,21,1190,0,0,0,0,0,9,8,0,0,15,0,4,0,3,0,4,0,0,0,12,5,31,76,82,108,109,118,49,9,586,0,10,16,29,33,28,42,11,5,173,0,0,5,8,4,3,7,5,0,42
502011027,0,0,9,10,14,0,0,0,0,29,8,12,26,11,7,4,0,0,0,69,20,68,186,240,230,161,101,57,21,1080,7,36,59,68,90,43,35,17,0,353,0,3,21,12,15,13,8,0,0,79,0,0,15,22,29,20,6,0,0,98,0,0,13,16,26,25,12,3,0,88,5,5,33,56,50,36,18,13,6,228,0,7,14,10,22,16,9,8,5,85,0,3,7,5,3,3,5,0,0,30,5,3,24,31,19,18,9,0,0,118,0,0,0,0,0,0,0,0,0,6,0,3,5,0,7,4,6,0,0,31,55,39,95,108,75,61,40,42,29,545,108,185,507,593,579,399,261,146,59,2844,0,5,20,18,17,14,6,0,0,75,7,23,26,30,17,6,4,0,0,122,28,102,355,348,329,227,171,94,31,1695,11,38,124,91,122,53,44,25,7,510,4,4,18,24,18,13,10,4,0,96
502011028,0,4,4,0,0,5,5,0,0,24,0,8,10,6,3,4,0,0,0,34,8,44,76,93,134,150,145,71,11,728,6,18,34,32,30,36,50,38,3,245,0,5,10,4,5,12,5,4,0,45,0,0,10,5,17,14,6,0,0,57,0,0,4,3,5,14,10,7,0,61,4,6,17,17,18,27,23,13,3,129,0,4,9,14,14,15,4,4,0,65,0,0,8,0,10,4,3,0,0,20,10,12,11,8,24,8,9,8,0,79,0,0,0,0,0,0,4,0,0,5,0,0,4,0,0,3,0,0,0,16,37,31,51,60,60,65,82,86,46,520,68,138,248,252,319,357,334,232,71,2022,0,0,3,0,3,4,4,0,0,16,4,5,10,11,3,0,6,0,0,35,11,34,111,100,142,159,167,97,23,848,3,17,41,27,44,40,58,38,9,279,0,0,11,8,8,9,12,3,4,63
502011029,0,0,0,0,0,4,0,0,0,9,0,3,3,4,0,3,0,0,0,20,0,39,114,106,130,93,76,47,10,620,5,14,23,38,33,29,35,18,4,190,0,5,8,14,7,10,7,0,0,56,0,0,8,10,14,5,0,4,0,38,0,4,3,6,11,6,4,4,0,39,0,3,15,4,16,16,13,6,0,69,0,0,11,5,11,13,3,7,0,49,3,0,0,0,0,6,4,0,0,12,0,0,19,16,13,5,6,6,0,66,0,0,0,0,0,0,0,0,0,5,0,0,5,3,4,3,5,4,0,18,40,14,43,40,61,51,47,42,17,355,49,88,263,252,302,229,198,134,30,1545,0,0,0,0,3,3,3,0,0,19,0,5,6,6,3,3,0,0,0,29,9,50,162,141,134,129,103,55,21,809,0,13,44,33,38,23,33,28,8,218,3,0,16,13,23,9,11,0,4,83
503011030,0,7,7,11,33,34,25,9,3,129,0,8,7,0,16,6,0,0,0,32,0,20,26,59,122,82,60,37,19,415,0,11,9,21,26,24,17,15,4,120,0,0,0,3,10,4,6,6,0,28,0,12,6,36,57,36,34,21,3,195,0,0,3,4,11,16,11,3,8,50,0,16,18,80,135,67,57,32,22,430,5,6,9,32,51,19,17,12,3,155,0,10,6,7,4,0,10,3,0,31,0,0,0,3,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,0,18,11,9,8,12,23,20,16,23,5,125,21,95,101,271,487,309,241,161,57,1744,0,12,4,18,31,42,18,14,9,143,0,5,3,11,9,8,0,0,0,29,0,23,29,51,114,88,51,48,16,426,0,9,14,13,37,18,13,18,6,129,0,6,3,0,6,5,6,6,0,23
503011031,0,9,23,27,16,26,19,7,9,131,0,0,15,9,7,0,0,0,0,33,0,30,71,55,67,68,55,21,10,373,0,3,22,11,18,18,20,5,3,103,0,3,7,4,4,11,10,5,3,50,0,8,24,46,43,41,32,23,12,230,0,0,8,5,19,14,20,7,3,76,0,24,79,87,96,74,78,16,10,464,4,9,40,37,50,44,36,22,4,240,0,13,21,3,7,3,0,0,0,48,4,3,3,4,0,4,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,4,3,0,19,71,47,54,32,37,33,41,24,21,364,83,154,369,324,370,341,318,138,76,2174,0,13,39,19,29,27,24,12,9,168,0,5,20,10,15,3,0,0,0,55,4,26,83,65,67,66,51,36,13,406,0,6,26,22,31,15,25,16,5,141,0,0,3,5,5,3,4,5,5,41
503011032,0,9,32,18,36,25,16,7,4,150,0,0,12,5,8,9,6,0,0,40,4,22,64,59,83,83,40,14,6,379,0,24,43,9,37,30,13,4,0,149,0,3,13,7,9,7,8,4,3,64,0,8,41,52,49,48,32,11,0,242,0,0,9,6,8,10,15,0,0,48,0,28,86,108,112,88,40,12,5,470,0,14,41,42,53,54,37,17,4,257,0,6,18,3,18,16,0,0,0,74,0,0,3,3,7,8,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,3,0,0,23,21,26,85,42,41,48,21,26,13,317,25,136,462,354,454,419,227,102,36,2227,0,17,27,35,32,27,23,7,0,176,0,4,9,12,0,14,7,0,0,40,3,22,69,68,64,87,60,29,7,404,0,8,36,28,28,33,18,5,3,156,0,0,4,14,0,15,7,6,0,55
503011033,0,10,12,28,44,36,15,11,0,158,0,0,7,8,13,10,0,0,0,43,3,18,37,78,122,80,46,38,10,421,0,7,9,25,31,18,13,3,5,114,0,3,3,3,9,4,0,3,0,26,0,7,20,53,63,28,16,8,4,198,0,0,0,13,20,34,10,6,0,78,0,25,33,123,127,76,22,18,12,437,3,13,20,49,52,36,16,6,0,196,0,7,6,10,9,4,3,0,0,36,0,4,3,5,12,8,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,6,18,9,8,9,20,22,24,10,13,4,121,23,100,162,413,528,357,159,98,47,1884,0,11,20,25,43,41,28,3,7,174,0,5,4,14,24,8,3,0,0,60,0,32,53,84,136,92,54,38,15,497,0,6,20,25,32,28,12,8,4,129,0,3,5,5,13,12,0,0,0,35
503011034,0,9,30,25,40,40,15,6,0,157,0,5,27,11,11,10,0,0,0,60,4,21,87,96,131,101,63,29,19,554,3,19,30,30,30,35,14,12,6,168,0,0,14,21,10,7,15,10,0,74,0,8,46,38,53,44,28,24,15,256,0,3,12,11,23,25,11,8,4,84,0,27,94,121,128,88,59,18,3,539,0,14,29,49,70,55,43,5,9,276,0,7,30,13,14,13,4,0,0,73,0,5,24,4,12,6,5,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,9,0,3,0,27,33,36,62,55,52,57,51,31,10,392,47,150,487,479,562,481,311,149,53,2723,0,11,33,29,44,30,25,6,0,177,0,0,19,14,13,4,0,0,0,52,0,17,101,81,103,109,83,30,11,538,0,4,44,26,39,29,12,19,5,186,0,6,8,12,14,11,11,8,0,70
503011035,0,45,95,50,90,77,59,28,6,453,4,20,48,25,20,7,3,0,0,128,8,86,198,145,173,152,77,30,11,872,3,20,28,33,29,46,24,18,4,205,0,4,25,21,17,10,17,6,3,103,0,22,77,117,150,141,117,54,7,682,0,3,11,16,29,25,27,13,6,126,9,68,170,190,239,184,87,41,12,994,0,38,96,115,117,135,74,28,12,619,3,17,20,10,13,10,3,6,5,100,0,6,10,0,11,4,9,0,0,47,0,5,0,0,0,0,0,0,0,6,0,3,7,4,3,10,10,0,0,40,39,55,68,57,47,58,50,31,34,431,68,393,855,781,939,862,564,250,103,4812,0,114,156,71,76,87,76,37,3,622,4,14,22,31,21,16,0,6,0,113,3,160,246,160,176,151,107,54,24,1081,0,15,43,32,39,39,29,10,6,205,3,12,27,13,16,4,15,15,4,100
503011036,0,3,18,16,53,33,8,5,8,142,0,6,7,8,12,3,3,0,0,40,0,23,61,75,102,95,57,29,4,453,4,8,13,21,21,28,13,7,6,124,0,0,8,8,4,6,5,6,0,32,0,4,11,32,59,42,34,19,3,210,0,0,6,12,17,12,19,15,0,82,0,20,42,93,122,98,48,14,3,440,0,22,28,36,46,58,18,8,3,224,3,5,11,0,9,4,0,0,0,36,0,3,6,3,8,7,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,22,31,15,25,40,39,30,12,15,7,213,42,127,230,365,496,418,222,129,33,2053,0,8,10,18,36,29,22,7,0,137,0,0,8,8,11,3,0,0,0,43,0,23,53,95,113,93,72,39,10,487,0,8,20,20,20,27,17,5,0,115,0,0,0,6,11,3,4,10,0,40
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
