SA2_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
501011001,5,0,0,0,0,5,4,0,0,0,0,5,9,0,0,0,0,13,25,0,11,3,3,36,17,0,14,3,0,38,16,0,21,0,0,35,16,4,24,0,4,46,7,0,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,14,102,8,92,8,10,215,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,11,0,8,0,0,20,10,0,7,0,0,20,9,0,13,3,0,29,33,0,20,0,0,58,17,4,27,6,5,57,4,5,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,10,96,11,98,9,8,219,5,0,0,0,0,6,3,0
501011003,0,0,0,0,0,3,0,0,0,0,0,0,13,0,10,0,0,24,21,0,6,0,0,30,15,0,7,0,0,18,18,0,14,4,0,38,67,5,67,8,0,141,69,10,79,3,0,161,8,3,11,0,0,24,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,14,218,22,207,17,9,467,0,0,0,0,0,0,0,0,5,0,0,3,7,0,8,0,0,13,9,5,3,4,0,22,6,5,9,0,0,19,3,0,6,0,0,15,22,4,17,0,3,46,72,15,56,4,7,157,39,5,79,5,6,125,4,0,15,0,0,21,7,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,10,0,0,13,181,32,201,9,17,440,0,0,0,0,0,5,0,0
501011004,3,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,14,8,0,10,0,0,19,9,0,8,0,0,11,18,5,23,0,0,45,74,11,95,3,0,189,32,4,47,3,3,90,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,11,156,23,201,9,6,391,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,9,0,4,0,0,10,6,0,0,0,0,14,17,0,8,0,0,28,46,0,36,8,5,90,85,0,107,8,10,210,23,9,37,0,5,73,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,9,206,17,207,12,14,458,0,0,0,0,0,0,0,0
501011293,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,27,13,0,12,0,0,28,6,5,5,4,4,22,45,5,28,4,0,81,75,4,55,4,10,148,16,4,28,6,6,55,3,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,5,0,7,0,0,14,186,27,145,17,24,390,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,5,18,0,4,0,4,25,9,0,0,0,0,7,11,0,4,0,0,12,42,0,21,0,0,66,82,13,91,5,9,199,7,6,19,6,0,48,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,8,179,24,148,18,20,387,0,0,0,0,0,0,0,0
501011294,0,0,0,0,0,0,0,0,0,0,0,4,42,0,11,0,5,54,19,0,21,0,7,46,17,3,18,0,0,38,63,7,43,5,5,122,119,25,164,18,13,334,41,19,87,5,3,157,5,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,307,50,350,31,29,777,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,10,46,0,7,0,0,54,15,0,8,0,0,24,9,0,12,0,3,33,60,8,53,8,8,123,136,34,204,19,27,423,22,13,51,12,8,103,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,4,24,309,64,356,35,54,815,0,0,0,0,0,3,0,0
501021005,0,0,0,0,0,0,3,0,0,0,0,3,15,0,8,0,0,22,16,0,3,0,3,21,8,0,5,0,0,16,25,0,25,0,3,51,70,13,113,4,14,218,62,27,131,4,12,231,0,3,7,0,3,19,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,204,49,311,11,33,604,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,8,0,3,0,0,11,10,0,5,0,3,15,19,0,4,0,0,30,44,8,58,6,5,120,78,28,209,15,21,351,10,6,27,4,7,51,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,8,174,48,318,29,34,608,0,0,0,0,0,0,0,0
501021007,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,12,3,0,6,0,0,11,8,0,0,0,0,5,3,0,11,0,4,18,24,4,33,0,3,62,9,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,59,5,61,0,12,138,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,3,10,0,5,0,0,8,22,0,17,0,5,46,28,0,25,3,0,55,0,0,6,0,0,4,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,9,64,4,8,149,0,0,0,0,0,0,0,0
501021008,0,0,0,0,0,0,0,0,0,0,0,0,22,3,4,0,5,33,16,0,8,0,5,28,12,9,9,0,4,30,52,0,43,3,4,103,48,4,68,4,6,121,12,0,12,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,172,16,144,7,15,355,0,0,0,0,0,0,3,0,0,0,0,3,10,0,3,0,0,8,11,0,3,0,0,19,4,0,5,0,0,9,33,0,11,0,8,49,57,5,77,0,6,152,25,8,30,5,9,74,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,20,127,6,26,324,0,0,0,0,0,0,0,0
501021009,4,0,0,0,0,3,3,0,0,0,0,0,18,0,9,5,0,32,26,8,17,0,0,49,11,0,13,0,0,29,25,3,26,0,3,63,16,0,14,0,0,40,9,0,10,0,0,24,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,121,13,106,7,11,258,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,24,0,14,0,0,38,17,0,19,0,0,42,33,0,23,0,4,65,25,3,27,0,4,66,3,0,20,0,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,121,3,122,9,21,272,0,0,0,0,0,0,0,0
501021010,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,10,4,0,0,0,0,10,4,0,4,0,0,5,14,0,6,0,0,16,3,0,6,0,0,16,6,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,44,0,25,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,4,0,0,0,0,4,5,0,5,0,0,11,6,0,3,0,0,16,7,0,10,0,0,19,5,5,13,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,36,6,40,5,4,92,0,0,0,0,0,3,0,0
